SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster	dcf0	dcf1
0	1	0	0	0.00024	0.0025	0	0	0	0.26	0.24
1	0.82	0	0	0	0.17	0.0062	0	0	0.26	0.24
2	0.021	0	0	0.00043	0.98	0	0	4	0.42	0.36
3	0	0.00013	1	0	0	0	0	2	0.087	0
4	0.93	0	0	0.071	0.0013	0	0	0	0.26	0.24
5	0.96	0	0	0.041	2.5e-05	0	0	0	0.26	0.24
6	1	0	0	1.7e-05	0	0	0	0	0.26	0.24
7	1	0	0	0	1.2e-05	0	0	0	0.26	0.24
8	3.8e-05	1	0	0	0	0	0	1	0.12	0.053
9	0.93	3.5e-05	0	0.003	0.071	0.00028	0	0	0.26	0.24
10	0.18	0	0	1.7e-06	0.82	0	0	4	0.42	0.36
11	1.8e-05	0.0027	1	0	0	0	0	2	0.087	0
12	0.0062	0	0	0	0.99	0	0	4	0.42	0.36
13	0.25	0	0	0	0.75	0	0	4	0.42	0.36
14	0.00045	0	0	0	0.00062	1	0	5	0.74	0.24
15	0.97	0	0	0	0.031	0.00067	0	0	0.26	0.24
16	0.98	0	0	0.012	0.0073	0	0	0	0.26	0.24
17	0.99	7.2e-05	0	0.0052	0.0012	0	0	0	0.26	0.24
18	0.44	0	0	0	0.56	0	0	4	0.42	0.36
19	0.99	0	0	0.0043	0.0025	0	0	0	0.26	0.24
20	1	0	0	0.0014	1.3e-05	0	0	0	0.26	0.24
21	0.88	0	0	3.5e-05	0.12	0.00022	0	0	0.26	0.24
22	0	1	0	0	0	0	0.0026	1	0.12	0.053
23	1	0.0026	0	0.00039	2.6e-06	0	0	0	0.26	0.24
24	0	0	0	0	0	0	1	6	0.029	0.053
25	0	3.5e-05	1	0	0	0	0	2	0.087	0
26	0.9	0	0	0	0.095	0.0003	0	0	0.26	0.24
27	1	0	0	0.00048	0	0	0	0	0.26	0.24
28	0.92	0	0	0	0.083	0	0	0	0.26	0.24
29	0	0.00041	1	0	0	0	0	2	0.087	0
30	1	0	0	0.00071	0	0	0	0	0.26	0.24
31	0.79	0	0	3.7e-05	0.2	0.00088	0	0	0.26	0.24
32	0.77	0	0	2.4e-05	0.23	1.2e-06	0	0	0.26	0.24
33	0.95	0	0	0.012	0.039	0	0	0	0.26	0.24
34	0.73	0	0	8.1e-05	0.25	0.016	0	0	0.26	0.24
35	0.99	0	0	0.00031	0.0063	0	0	0	0.26	0.24
36	0	0.015	0.98	0	0	0	0	2	0.087	0
37	0.97	6.7e-05	0	0.0076	0.019	3.2e-06	0	0	0.26	0.24
38	0.54	0	0	0	0.46	0	0	0	0.26	0.24
39	0.66	0	0	0.0043	0.34	0	0	0	0.26	0.24
40	0.94	0	0	0	0.059	0	0	0	0.26	0.24
41	1	0	0	0.00045	0	0	0	0	0.26	0.24
42	1	0	0	8.2e-05	0	0	0	0	0.26	0.24
43	1	0	0	0	0.0016	0	0	0	0.26	0.24
44	0.98	0	0	0.00034	0.024	1.3e-05	0	0	0.26	0.24
45	0	1	0	0	0	0	0.00051	1	0.12	0.053
46	0.56	0.016	0	0.00022	0.42	0	0	0	0.26	0.24
47	0	0.98	0	0	0.00086	0	0.016	1	0.12	0.053
48	0.98	6.9e-05	0	0.0017	0.016	2e-06	0	0	0.26	0.24
49	0.93	0	0	0	0.067	0	0	0	0.26	0.24
50	1	0	0	0	0.0023	0	0	0	0.26	0.24
51	0	0.02	0.98	0	0	0	0	2	0.087	0
52	0	0.002	1	0	0	0	7.7e-05	2	0.087	0
53	0	1e-05	1	0	0	0	1e-05	2	0.087	0
54	0.93	0	0	0.066	8.9e-05	0	0	0	0.26	0.24
55	1	0	0	0.00014	0.00045	0	0	0	0.26	0.24
56	1	0	0	0.0017	7.5e-05	0	0	0	0.26	0.24
57	0	4.7e-05	1	0	0	0	0	2	0.087	0
58	0	0.84	0	0	0	0	0.16	1	0.12	0.053
59	0.99	0	0	0.0074	0.00015	0	0	0	0.26	0.24
60	0.99	5.2e-06	0	0.013	0.00019	0	0	0	0.26	0.24
61	4e-06	0.48	0	0	0.52	0	4.8e-06	4	0.42	0.36
62	0.82	0	0	0	0.18	0	0	0	0.26	0.24
63	0	0.72	0	0	0.00032	0	0.28	1	0.12	0.053
64	0.98	0	0	0.018	0.0014	0	0	0	0.26	0.24
65	0.21	0.32	0.27	7e-05	0.16	0.038	4.6e-06	1	0.12	0.053
