SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1
0	1	0.0027	1.6e-05	0	0	0	0	0	0	0.26	0.24
1	0.82	0.18	0	0	0	0	3.7e-05	0	0	0.26	0.24
2	0.02	0.98	0	0	0	0	0	0	1	0.42	0.36
3	0	0	0	0	0.004	0	0	1	7	0.087	0
4	1	0.0015	0.00016	0	0	6.7e-06	0	0	0	0.26	0.24
5	1	2.8e-05	0.0022	0	0	0.00073	0	0	0	0.26	0.24
6	1	0	3.3e-05	0	0	0	0	0	0	0.26	0.24
7	1	1.3e-05	0	0	0	0	0	0	0	0.26	0.24
8	0.00011	0	0	0	1	0	0	0	4	0.12	0.027
9	0.92	0.075	6.3e-05	0	3.5e-06	0	0	0	0	0.26	0.24
10	0.17	0.83	0	0	0	0	0	0	1	0.42	0.36
11	1.9e-05	0	1.5e-06	0	0.033	0	0	0.97	7	0.087	0
12	0.0058	0.99	0	0	0	0	0	0	1	0.42	0.36
13	0.24	0.76	0	0	0	0	0	0	1	0.42	0.36
14	1.2e-05	1.7e-05	0	0	0	0	1	0	6	1	0.24
15	0.97	0.033	0	0	0	0	0	0	0	0.26	0.24
16	0.99	0.0079	6.4e-05	0	0	0	0	0	0	0.26	0.24
17	1	0.0013	0.00035	0	1.1e-06	9.1e-06	0	0	0	0.26	0.24
18	0.43	0.57	0	0	0	0	0	0	1	0.42	0.36
19	1	0.0027	9.1e-05	0	0	1.1e-06	0	0	0	0.26	0.24
20	1	1.4e-05	0.00017	0	0	1.4e-06	0	0	0	0.26	0.24
21	0.87	0.13	0	0	0	0	0	0	0	0.26	0.24
22	0	0	0	0.01	0.99	0	0	0	4	0.12	0.027
23	1	2.8e-06	0.00062	0	1.9e-05	7.2e-06	0	0	0	0.26	0.24
24	0	0	0	1	0	0	0	0	3	0.029	0.053
25	0	0	0	0	0.0026	0	0	1	7	0.087	0
26	0.9	0.1	0	0	0	0	0	0	0	0.26	0.24
27	1	0	9.3e-05	0	0	0	0	0	0	0.26	0.24
28	0.91	0.088	0	0	0	0	0	0	0	0.26	0.24
29	0	0	0	0	0.018	0	0	0.98	7	0.087	0
30	1	0	0.00011	0	0	0	0	0	0	0.26	0.24
31	0.78	0.22	0	0	0	0	9.9e-06	0	0	0.26	0.24
32	0.75	0.25	0	0	0	0	0	0	0	0.26	0.24
33	0.96	0.042	0.00013	0	0	4.8e-06	0	0	0	0.26	0.24
34	0.73	0.27	0	0	0	0	1.7e-05	0	0	0.26	0.24
35	0.99	0.0067	2.1e-05	0	0	0	0	0	0	0.26	0.24
36	0	0	0	0	0.15	0	0	0.85	7	0.087	0
37	0.98	0.021	0.0002	0	0	5e-06	0	0	0	0.26	0.24
38	0.52	0.48	0	0	0	0	0	0	0	0.26	0.24
39	0.65	0.35	5.9e-06	0	0	0	0	0	0	0.26	0.24
40	0.94	0.062	0	0	0	0	0	0	0	0.26	0.24
41	1	0	0.00047	0	0	1.5e-06	0	0	0	0.26	0.24
42	1	0	0.00011	0	0	0	0	0	0	0.26	0.24
43	1	0.0017	0	0	0	0	0	0	0	0.26	0.24
44	0.97	0.026	1.2e-05	0	0	0	0	0	0	0.26	0.24
45	0	0	0	0.00018	1	0	0	0	4	0.12	0.027
46	0.56	0.44	0.00059	0	0.00023	6.1e-06	0	0	0	0.26	0.24
47	0	0.00024	0	0.0042	1	0	0	0	4	0.12	0.027
48	0.98	0.017	9.5e-05	0	4.3e-06	0	0	0	0	0.26	0.24
49	0.93	0.071	0	0	0	0	0	0	0	0.26	0.24
50	1	0.0024	0	0	0	0	0	0	0	0.26	0.24
51	0	0	0	0	0.13	0	0	0.87	7	0.087	0
52	0	0	0	8.4e-05	0.027	0	0	0.97	7	0.087	0
53	0	0	0	1.1e-05	0.00079	0	0	1	7	0.087	0
54	1	0.0001	0.00019	0	0	1.2e-05	0	0	0	0.26	0.24
55	1	0.00048	2.5e-05	0	0	0	0	0	0	0.26	0.24
56	1	8e-05	2.2e-05	0	0	0	0	0	0	0.26	0.24
57	0	0	0	0	0.0031	0	0	1	7	0.087	0
58	0	0	0	0.13	0.87	0	0	0	4	0.12	0.027
59	1	0.00016	0.00044	0	0	1.9e-05	0	0	0	0.26	0.24
60	1	0.00021	0.00079	0	0	8.6e-05	0	0	0	0.26	0.24
61	7.2e-06	1	0	8.9e-06	0.004	0	0	0	1	0.42	0.36
62	0.81	0.19	0	0	0	0	0	0	0	0.26	0.24
63	0	0.00062	0	0.53	0.46	0	0	0	3	0.029	0.053
64	1	0.0015	0.00043	0	0	2e-05	0	0	0	0.26	0.24
65	0.17	0.13	3.6e-05	3.8e-06	0.5	0	7e-06	0.2	4	0.12	0.027
66	1	0	0	0	0	0	0	0	0	0.26	0.24
67	1	0.0006	0.00025	0	0	7e-05	0	0	0	0.26	0.24
68	0.99	0.005	5.6e-05	0	0	0	0	0	0	0.26	0.24
69	0	0	0	1	0	0	0	0	3	0.029	0.053
70	0.92	0.082	0.0013	0	0	7.3e-05	0	0	0	0.26	0.24
71	1	4.7e-05	2.8e-05	0	0	0	0	0	0	0.26	0.24
72	1	0	0.0042	0	0	0.00012	0	0	0	0.26	0.24
73	0	0	0	1	3.3e-05	0	0	0	3	0.029	0.053
74	1	7.6e-05	0	0	0	0	0	0	0	0.26	0.24
75	0	0	0	1	0	0	0	0	3	0.029	0.053
76	0	0	0	0	1	0	0	0	4	0.12	0.027
77	1	0.0035	0	0	0	0	0	0	0	0.26	0.24
78	1	3.9e-05	0.00012	0	0	0	0	0	0	0.26	0.24
79	1	0	0.00044	0	0	2.7e-06	0	0	0	0.26	0.24
80	1	0.0037	0	0	0	0	0	0	0	0.26	0.24
81	1	0	0.00038	0	0	3.3e-06	0	0	0	0.26	0.24
82	0.99	0.0079	0	0	0	0	0	0	0	0.26	0.24
83	0.91	0.09	0	0	0	0	0	0	0	0.26	0.24
84	0.00022	0	0	0.00028	0.38	0	0	0.62	7	0.087	0
85	0.49	0.51	0	0	0	0	2.4e-06	0	1	0.42	0.36
86	1	1.6e-05	0.00016	0	0	0	0	0	0	0.26	0.24
87	0	0	0	0.00016	0.097	0	0	0.9	7	0.087	0
88	0	0	0	1	0	0	0	0	3	0.029	0.053
89	0	0	0	0.00051	0.099	0	0	0.9	7	0.087	0
90	1	3.1e-05	0	0	0	0	0	0	0	0.26	0.24
91	0.93	0.075	0	0	0	0	0	0	0	0.26	0.24
92	0.94	0.065	0	0	0	0	0	0	0	0.26	0.24
93	1	0.0022	0.00022	0	3.6e-05	4.6e-06	0	0	0	0.26	0.24
94	1	0.00017	4e-05	0	0	0	0	0	0	0.26	0.24
95	0.0003	0	0	0.00045	1	0	0	0	4	0.12	0.027
96	1	7.6e-06	0.00077	0	0	4e-05	0	0	0	0.26	0.24
97	0.99	0.0071	0.00022	0	0	0	0	0	0	0.26	0.24
