SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1
0	0.00024	0	7.8e-06	0.97	0	0.03	3.5e-05	0	0	0	3	0.26	0.24
1	0.11	0	0	0.8	0	0.092	0	0	3.7e-05	0	3	0.26	0.24
2	0.78	0	0	0.038	0	0.19	0	0	0	0	0	0.42	0.41
3	0	0.00013	0	0	1	0	0	0	0	0	4	0.087	0
4	0.00079	0	7.6e-05	0.94	0	0.058	0.00034	0	0	0	3	0.26	0.24
5	1.4e-05	0	0.0012	0.99	0	0.0066	0.0051	0	0	0	3	0.26	0.24
6	0	0	1.7e-05	1	0	0.002	7.7e-05	0	0	0	3	0.26	0.24
7	0.00015	0	0	0.99	0	0.0073	0	0	0	0	3	0.26	0.24
8	0	1	0	3.8e-05	0	0	0	0	0	0	1	0.12	0.053
9	0.03	3.5e-05	3.3e-05	0.92	0	0.051	0.00015	0	0	0	3	0.26	0.24
10	0.68	0	0	0.31	0	0.0069	0	0	0	0	0	0.42	0.41
11	0	0.0027	0	1.8e-05	1	0	3.2e-06	0	0	0	4	0.087	0
12	0.98	0	0	0.011	0	0.0053	0	0	0	0	0	0.42	0.41
13	0.5	0	0	0.48	0	0.024	0	0	0	0	0	0.42	0.41
14	2.6e-06	0	0	1.2e-05	0	1.6e-06	0	0	1	0	8	1	0.24
15	0.01	0	0	0.94	0	0.054	0	0	0	0	3	0.26	0.24
16	0.0033	0	3.1e-05	0.94	0	0.053	0.00014	0	0	0	3	0.26	0.24
17	0.00045	7.2e-05	0.00018	0.98	0	0.014	0.00081	0	0	0	3	0.26	0.24
18	0.34	0	0	0.64	0	0.021	0	0	0	0	3	0.26	0.24
19	0.00066	0	4.6e-05	0.96	0	0.041	0.0002	0	0	0	3	0.26	0.24
20	0	0	8.9e-05	0.99	0	0.0095	0.0004	0	0	0	3	0.26	0.24
21	0.098	0	0	0.86	0	0.042	0	0	0	0	3	0.26	0.24
22	0	1	0	0	0	0	0	0	0	0.0013	1	0.12	0.053
23	0	0.0026	0.00032	0.99	0	0.002	0.0014	0	0	0	3	0.26	0.24
24	0	0	0	0	0	0	0	0	0	1	9	0.029	0.08
25	0	3.5e-05	0	0	1	0	0	0	0	0	4	0.087	0
26	0.058	0	0	0.92	0	0.021	0	0	0	0	3	0.26	0.24
27	0	0	4.8e-05	0.99	0	0.0054	0.00021	0	0	0	3	0.26	0.24
28	0.067	0	0	0.82	0	0.11	0	0	0	0	3	0.26	0.24
29	0	0.00041	0	0	1	0	0	0	0	0	4	0.087	0
30	0	0	5.8e-05	0.99	0	0.0054	0.00026	0	0	0	3	0.26	0.24
31	0.17	0	0	0.74	0	0.094	0	0	9.5e-06	0	3	0.26	0.24
32	0.19	0	0	0.77	0	0.041	0	0	0	0	3	0.26	0.24
33	0.026	0	6.2e-05	0.9	0	0.071	0.00028	0	0	0	3	0.26	0.24
34	0.14	0	0	0.81	0	0.046	0	0	1.9e-05	0	3	0.26	0.24
35	0.00087	0	1.1e-05	0.97	0	0.034	4.8e-05	0	0	0	3	0.26	0.24
36	0	0.015	0	0	0.98	0	0	0	0	0	4	0.087	0
37	0.01	6.6e-05	0.0001	0.95	0	0.036	0.00045	0	0	0	3	0.26	0.24
38	0.23	0	0	0.49	0	0.28	0	0	0	0	3	0.26	0.24
39	0.13	0	3.2e-06	0.67	0	0.19	1.4e-05	0	0	0	3	0.26	0.24
40	0.25	0	0	0.74	0	0.0072	0	0	0	0	3	0.26	0.24
41	0	0	0.00024	1	0	0.00068	0.0011	0	0	0	3	0.26	0.24
42	0	0	5.6e-05	1	0	0.0014	0.00025	0	0	0	3	0.26	0.24
43	0.0026	0	0	0.96	0	0.039	0	0	0	0	3	0.26	0.24
44	0.0029	0	5.9e-06	0.96	0	0.04	2.6e-05	0	0	0	3	0.26	0.24
45	0	1	0	0	0	0	0	0	0	2.2e-05	1	0.12	0.053
