SNV	cluster0	cluster1	cluster	dcf0	dcf1
0	1	0	0	0.26	0.24
1	1	0	0	0.26	0.24
2	1	0	0	0.26	0.24
3	0	1	1	0.058	0.027
4	1	0	0	0.26	0.24
5	1	0	0	0.26	0.24
6	1	0	0	0.26	0.24
7	1	0	0	0.26	0.24
8	0.066	0.93	1	0.058	0.027
9	1	0	0	0.26	0.24
10	1	0	0	0.26	0.24
11	0.0016	1	1	0.058	0.027
12	1	0	0	0.26	0.24
13	1	0	0	0.26	0.24
14	1	0	0	0.26	0.24
15	1	0	0	0.26	0.24
16	1	0	0	0.26	0.24
17	1	0	0	0.26	0.24
18	1	0	0	0.26	0.24
19	1	0	0	0.26	0.24
20	1	0	0	0.26	0.24
21	1	0	0	0.26	0.24
22	0	1	1	0.058	0.027
23	1	0	0	0.26	0.24
24	0	1	1	0.058	0.027
25	0	1	1	0.058	0.027
26	1	0	0	0.26	0.24
27	1	0	0	0.26	0.24
28	1	0	0	0.26	0.24
29	0	1	1	0.058	0.027
30	1	0	0	0.26	0.24
31	1	0	0	0.26	0.24
32	1	0	0	0.26	0.24
33	1	0	0	0.26	0.24
34	1	0	0	0.26	0.24
35	1	0	0	0.26	0.24
36	0	1	1	0.058	0.027
37	1	0	0	0.26	0.24
38	1	0	0	0.26	0.24
39	1	0	0	0.26	0.24
40	1	0	0	0.26	0.24
41	1	0	0	0.26	0.24
42	1	0	0	0.26	0.24
43	1	0	0	0.26	0.24
44	1	0	0	0.26	0.24
45	0	1	1	0.058	0.027
46	1	5.8e-06	0	0.26	0.24
47	0	1	1	0.058	0.027
48	1	0	0	0.26	0.24
49	1	0	0	0.26	0.24
50	1	0	0	0.26	0.24
51	0	1	1	0.058	0.027
52	0	1	1	0.058	0.027
53	0	1	1	0.058	0.027
54	1	0	0	0.26	0.24
55	1	0	0	0.26	0.24
56	1	0	0	0.26	0.24
57	0	1	1	0.058	0.027
58	0	1	1	0.058	0.027
59	1	0	0	0.26	0.24
60	1	0	0	0.26	0.24
61	0.016	0.98	1	0.058	0.027
62	1	0	0	0.26	0.24
63	0	1	1	0.058	0.027
64	1	0	0	0.26	0.24
65	0.94	0.058	0	0.26	0.24
66	1	0	0	0.26	0.24
67	1	0	0	0.26	0.24
68	1	0	0	0.26	0.24
69	0	1	1	0.058	0.027
70	1	0	0	0.26	0.24
71	1	0	0	0.26	0.24
72	1	0	0	0.26	0.24
73	0	1	1	0.058	0.027
74	1	0	0	0.26	0.24
75	0	1	1	0.058	0.027
76	2.7e-06	1	1	0.058	0.027
77	1	0	0	0.26	0.24
78	1	0	0	0.26	0.24
79	1	0	0	0.26	0.24
80	1	0	0	0.26	0.24
81	1	0	0	0.26	0.24
82	1	0	0	0.26	0.24
83	1	0	0	0.26	0.24
84	0.0019	1	1	0.058	0.027
85	1	0	0	0.26	0.24
86	1	0	0	0.26	0.24
87	0	1	1	0.058	0.027
88	0	1	1	0.058	0.027
89	0	1	1	0.058	0.027
90	1	0	0	0.26	0.24
91	1	0	0	0.26	0.24
92	1	0	0	0.26	0.24
93	1	0	0	0.26	0.24
94	1	0	0	0.26	0.24
95	0.0013	1	1	0.058	0.027
96	1	0	0	0.26	0.24
97	1	0	0	0.26	0.24
