SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster	dcf0	dcf1
0	4.1e-05	0.98	0	0.021	0	0.0025	0	0	0	0	0	1	0.26	0.24
1	0	0.77	0	0.063	0	0.16	0	3.6e-05	0	0	0	1	0.26	0.24
2	0	0.02	0	0.068	0	0.91	0	0	0	0	0	5	0.42	0.36
3	0	0	0	0	0	0	1	0	0.00026	0	0.00017	6	0.087	0
4	0.00041	0.96	0	0.041	0	0.0014	0	0	0	0	0	1	0.26	0.24
5	0.0061	0.99	0	0.0046	0	2.6e-05	0	0	0	0	0	1	0.26	0.24
6	9.1e-05	1	0	0.0014	0	0	0	0	0	0	0	1	0.26	0.24
7	0	0.99	0	0.0052	0	1.2e-05	0	0	0	0	0	1	0.26	0.24
8	0	8.2e-05	0	0	0	0	0	0	0.11	0	0.89	10	0.14	0.027
9	0.00017	0.9	0	0.035	0	0.068	0	0	0	0	1e-05	1	0.26	0.24
10	0	0.18	0	0.0028	0	0.82	0	0	0	0	0	5	0.42	0.36
11	3.8e-06	1.8e-05	0	0	0	0	0.99	0	0.0016	0	0.005	6	0.087	0
12	0	0.0062	0	0.0021	0	0.99	0	0	0	0	0	5	0.42	0.36
13	0	0.25	0	0.009	0	0.74	0	0	0	0	0	5	0.42	0.36
14	0	1.2e-05	0	1.1e-06	0	1.5e-05	0	1	0	0	0	7	1	0.24
15	0	0.93	0	0.038	0	0.029	0	0	0	0	0	1	0.26	0.24
16	0.00017	0.96	0	0.037	0	0.0071	0	0	0	0	0	1	0.26	0.24
17	0.00095	0.99	0	0.01	0	0.0011	0	0	8.9e-06	0	1.2e-06	1	0.26	0.24
18	0	0.44	0	0.01	0	0.55	0	0	0	0	0	5	0.42	0.36
19	0.00024	0.97	0	0.029	0	0.0024	0	0	0	0	0	1	0.26	0.24
20	0.00047	0.99	0	0.0067	0	1.3e-05	0	0	0	0	0	1	0.26	0.24
21	0	0.85	0	0.029	0	0.12	0	0	0	0	0	1	0.26	0.24
22	0	0	0.0013	0	0	0	0	0	0.97	0	0.031	8	0.087	0.053
23	0.0017	1	0	0.0014	0	2.6e-06	0	0	0.00021	0	2.4e-05	1	0.26	0.24
24	0	0	1	0	0	0	0	0	0	0	0	2	0.029	0.08
25	0	0	0	0	0	0	1	0	9.8e-05	0	7.3e-05	6	0.087	0
26	0	0.89	0	0.014	0	0.093	0	0	0	0	0	1	0.26	0.24
27	0.00025	1	0	0.0038	0	0	0	0	0	0	0	1	0.26	0.24
28	0	0.85	0	0.078	0	0.076	0	0	0	0	0	1	0.26	0.24
29	0	0	0	0	0	0	1	0	0.00024	0	0.0022	6	0.087	0
30	0.00031	1	0	0.0038	0	0	0	0	0	0	0	1	0.26	0.24
31	0	0.74	0	0.066	0	0.19	0	9.6e-06	0	0	0	1	0.26	0.24
32	0	0.75	0	0.028	0	0.23	0	0	0	0	0	1	0.26	0.24
33	0.00033	0.91	0	0.05	0	0.038	0	0	0	0	0	1	0.26	0.24
34	0	0.73	0	0.029	0	0.25	0	1.7e-05	0	0	0	1	0.26	0.24
35	5.6e-05	0.97	0	0.024	0	0.0061	0	0	0	0	0	1	0.26	0.24
36	0	0	0	0	0	0	0.91	0	0.0019	0	0.093	6	0.087	0
37	0.00053	0.96	0	0.025	0	0.019	0	0	8.7e-06	0	2e-06	1	0.26	0.24
38	0	0.44	0	0.18	0	0.38	0	0	0	0	0	1	0.26	0.24
39	1.5e-05	0.59	0	0.12	0	0.29	0	0	0	0	0	1	0.26	0.24
40	0	0.94	0	0.0064	0	0.058	0	0	0	0	0	1	0.26	0.24
41	0.0013	1	0	0.00048	0	0	0	0	0	0	0	1	0.26	0.24
42	0.00029	1	0	0.001	0	0	0	0	0	0	0	1	0.26	0.24
43	0	0.97	0	0.027	0	0.0015	0	0	0	0	0	1	0.26	0.24
44	3.1e-05	0.95	0	0.028	0	0.023	0	0	0	0	0	1	0.26	0.24
45	0	0	5.5e-06	0	0	0	0	0	0.99	0	0.0089	8	0.087	0.053
46	0.0017	0.57	0	0.00046	0	0.42	0	0	0.0016	0	0.00025	1	0.26	0.24
47	0	0	0.0014	0.063	0	0.00052	0	0	0.63	0	0.31	8	0.087	0.053
48	0.00025	0.96	0	0.02	0	0.016	0	0	2.7e-06	0	1.2e-05	1	0.26	0.24
49	0	0.93	0	0.00084	0	0.066	0	0	0	0	0	1	0.26	0.24
50	0	0.98	0	0.022	0	0.0022	0	0	0	0	0	1	0.26	0.24
51	0	0	0	0	0	0	0.94	0	0.005	0	0.057	6	0.087	0
