SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0	dcf1
0	0	1.4e-05	1.2e-05	0.0027	0	0.00024	0	0	0	0	0.001	0	0	0	1	14	0.26	0.24
1	0	0	0	0.18	0	0	0	3.8e-05	0	0	0.0031	0	0	0	0.81	14	0.26	0.24
2	0	0	0	0.98	0	0.0004	0	0	0	0	0.0032	0	0	0	0.02	3	0.42	0.36
3	0	0	0	0	0	0	0	0	0.004	0	0	1	0	6.3e-06	0	11	0.087	0
4	0	0.00013	0.00011	0.0014	0	0.071	0	0	0	0	0.0019	0	0	0	0.93	14	0.26	0.24
5	0	0.002	0.0017	2.7e-05	0	0.041	0	0	0	2.5e-05	0.00021	0	0	0	0.96	14	0.26	0.24
6	0	3.1e-05	2.6e-05	0	0	1.7e-05	0	0	0	0	6.8e-05	0	0	0	1	14	0.26	0.24
7	0	0	0	1.3e-05	0	0	0	0	0	0	0.00025	0	0	0	1	14	0.26	0.24
8	0	0	0	0	0	0	0	0	0.00011	0	0	0	0	1	3.1e-05	13	0.14	0.053
9	0	5.9e-05	4.9e-05	0.075	0	0.003	0	0	0	0	0.0017	0	0	0.00011	0.92	14	0.26	0.24
10	0	0	0	0.83	0	1.6e-06	0	0	0	0	0.00012	0	0	0	0.17	3	0.42	0.36
11	0	1.3e-06	1.1e-06	0	0	0	0	0	0.0029	0	0	1	0	0.00045	1.8e-05	11	0.087	0
12	0	0	0	0.99	0	0	0	0	0	0	9.2e-05	0	0	0	0.0058	3	0.42	0.36
13	0	0	0	0.76	0	0	0	0	0	0	0.00041	0	0	0	0.24	3	0.42	0.36
14	0	0	0	1.7e-05	0	0	0	1	0	0	0	0	0	0	1.2e-05	7	1	0.24
15	0	0	0	0.032	0	0	0	0	0	0	0.0019	0	0	0	0.97	14	0.26	0.24
16	0	5.8e-05	4.9e-05	0.0078	0	0.012	0	0	0	0	0.0018	0	0	0	0.98	14	0.26	0.24
17	0	0.00033	0.00027	0.0012	0	0.0053	0	0	0	0	0.00049	0	0	8.7e-05	0.99	14	0.26	0.24
18	0	0	0	0.57	0	0	0	0	0	0	0.00048	0	0	0	0.43	3	0.42	0.36
19	0	8.5e-05	7.1e-05	0.0026	0	0.0043	0	0	0	0	0.0014	0	0	0	0.99	14	0.26	0.24
20	0	0.00016	0.00013	1.4e-05	0	0.0014	0	0	0	0	0.00032	0	0	0	1	14	0.26	0.24
21	0	0	0	0.13	0	3.5e-05	0	0	0	0	0.0014	0	0	0	0.87	14	0.26	0.24
22	0	0	0	0	0	0	0	0	0.43	0	0	0	0.003	0.57	0	13	0.14	0.053
23	0	0.00057	0.00048	2.8e-06	0	0.00039	0	0	0	0	6.8e-05	0	0	0.0034	1	14	0.26	0.24
24	0	0	0	0	0	0	0	0	0.00015	0	0	0	1	0	0	12	0.029	0.08
25	0	0	0	0	0	0	0	0	0.0042	0	0	1	0	0	0	11	0.087	0
26	0	0	0	0.1	0	0	0	0	0	0	0.00067	0	0	0	0.9	14	0.26	0.24
27	0	8.6e-05	7.2e-05	0	0	0.00048	0	0	0	0	0.00018	0	0	0	1	14	0.26	0.24
28	0	0	0	0.087	0	0	0	0	0	0	0.004	0	0	0	0.91	14	0.26	0.24
29	0	0	0	0	0	0	0	0	0.0011	0	0	1	0	5.5e-05	0	11	0.087	0
30	0	0.0001	8.7e-05	0	0	0.00071	0	0	0	0	0.00018	0	0	0	1	14	0.26	0.24
31	0	0	0	0.21	0	3.7e-05	0	1e-05	0	0	0.0033	0	0	0	0.78	14	0.26	0.24
32	0	0	0	0.25	0	2.3e-05	0	0	0	0	0.0013	0	0	0	0.75	14	0.26	0.24
33	0	0.00012	9.7e-05	0.042	0	0.012	0	0	0	0	0.0025	0	0	0	0.94	14	0.26	0.24
34	0	0	0	0.27	0	8.1e-05	0	1.8e-05	0	0	0.0014	0	0	0	0.73	14	0.26	0.24
35	0	2e-05	1.6e-05	0.0067	0	0.00031	0	0	0	0	0.0012	0	0	1.3e-05	0.99	14	0.26	0.24
36	0	0	0	0	0	0	0	0	0.00058	0	0	0.99	0	0.01	0	11	0.087	0
37	0	0.00018	0.00015	0.021	0	0.0077	0	0	0	0	0.0012	0	0	8.6e-05	0.97	14	0.26	0.24
38	0	0	0	0.48	0	0	0	0	0	0	0.0097	0	0	0	0.51	14	0.26	0.24
39	0	5.5e-06	4.6e-06	0.35	0	0.0042	0	0	0	0	0.0062	0	0	0	0.64	14	0.26	0.24
40	0	0	0	0.062	0	0	0	0	0	0	0.0003	0	0	0	0.94	14	0.26	0.24
41	0	0.00044	0.00037	0	0	0.00045	0	0	0	0	2.3e-05	0	0	0	1	14	0.26	0.24
42	0	0.0001	8.4e-05	0	0	8.2e-05	0	0	0	0	4.8e-05	0	0	0	1	14	0.26	0.24
43	0	0	0	0.0017	0	0	0	0	0	0	0.0013	0	0	0	1	14	0.26	0.24
44	0	1.1e-05	9e-06	0.026	0	0.00034	0	0	0	0	0.0013	0	0	0	0.97	14	0.26	0.24
45	0	0	0	0	0	0	0	0	1	0	0	0	2.5e-06	0.0029	0	8	0.058	0.027
46	0	0.00054	0.00045	0.43	0	0.00021	0	0	0	0	2e-05	0	0	0.017	0.55	14	0.26	0.24
47	0	0	0	0.00037	0	0	0	0	0.94	0	0.002	0	0.00047	0.055	0	8	0.058	0.027
48	0	8.8e-05	7.4e-05	0.017	0	0.0017	0	0	0	0	0.00096	0	0	0.00022	0.98	14	0.26	0.24
49	0	0	0	0.071	0	0	0	0	0	0	4e-05	0	0	0	0.93	14	0.26	0.24
50	0	0	0	0.0024	0	0	0	0	0	0	0.0011	0	0	0	1	14	0.26	0.24
51	0	0	0	0	0	0	0	0	0.0033	0	0	0.99	0	0.0099	0	11	0.087	0
52	0	0	0	0	0	0	0	0	0.026	0	0	0.97	2.3e-06	0.00021	0	11	0.087	0
53	0	0	0	0	0	0	0	0	0.017	0	0	0.98	0	0	0	11	0.087	0
54	0	0.00017	0.00014	9.5e-05	0	0.066	0	0	0	0	0.0018	0	0	0	0.93	14	0.26	0.24
55	0	2.3e-05	2e-05	0.00048	0	0.00014	0	0	0	0	0.00055	0	0	0	1	14	0.26	0.24
56	0	2e-05	1.7e-05	7.9e-05	0	0.0017	0	0	0	0	0.0014	0	0	0	1	14	0.26	0.24
57	0	0	0	0	0	0	0	0	0.006	0	0	0.99	0	2e-06	0	11	0.087	0
58	0	0	0	0	0	0	0	0	0.99	0	0	0	0.0029	0.006	0	8	0.058	0.027
59	0	0.0004	0.00034	0.00016	0	0.0075	0	0	0	0	0.00044	0	0	0	0.99	14	0.26	0.24
60	0	0.00073	0.00061	0.0002	0	0.013	0	0	0	2.6e-06	0.00043	0	0	3.2e-06	0.98	14	0.26	0.24
61	0	0	0	0.83	0	0	0	0	9.3e-05	0	0.00022	0	1.9e-05	0.17	6e-06	3	0.42	0.36
62	0	0	0	0.19	0	0	0	0	0	0	0.0052	0	0	0	0.81	14	0.26	0.24
63	0	0	0	0.00019	0	0	0	0	0.92	0	0.032	0	0.031	0.015	0	8	0.058	0.027
64	0	0.00039	0.00033	0.0015	0	0.018	0	0	0	0	0.0007	0	0	0	0.98	14	0.26	0.24
65	0	3.7e-05	3.1e-05	0.14	0	6.1e-05	0	7.8e-06	0.0029	0	4.5e-05	0.24	0	0.43	0.18	13	0.14	0.053
66	0	0	0	0	0	0	0	0	0	0	0.00015	0	0	0	1	14	0.26	0.24
67	0	5.3e-05	4.4e-05	0.00014	0	0.77	0	0	0	2e-06	0.002	0	0	0	0.23	5	0.25	0.36
68	0	5.2e-05	4.3e-05	0.005	0	0.001	0	0	0	0	0.0011	0	0	2.2e-06	0.99	14	0.26	0.24
69	0	0	0	0	0	0	0	0	0.97	0	0.023	0	0.0029	0	0	8	0.058	0.027
70	0	0.0012	0.00099	0.081	0	0.01	0	0	0	0	0.00011	0	0	0	0.91	14	0.26	0.24
71	0	2.6e-05	2.2e-05	4.7e-05	0	0.00096	0	0	0	0	0.00085	0	0	0	1	14	0.26	0.24
72	0	0.0039	0.0033	0	0	0.00083	0	0	0	0	6.6e-06	0	0	0	0.99	14	0.26	0.24
73	0	0	0	0	0	0	0.92	0	0.00071	0	0	0	0.078	0	0	6	0	0.11
74	0	0	0	7.6e-05	0	0.00025	0	0	0	0	0.0022	0	0	0	1	14	0.26	0.24
75	0	0	0	0	0	0	0.99	0	0	0	0	0	0.0056	0	0	6	0	0.11
76	0	0	0	0	0	0	0	0	3.3e-06	0	0	0	0	1	0	13	0.14	0.053
77	0	0	0	0.0035	0	0	0	0	0	0	0.0013	0	0	0	1	14	0.26	0.24
78	0	0.00011	9.2e-05	3.9e-05	0	0.001	0	0	0	0	0.00036	0	0	3.1e-06	1	14	0.26	0.24
79	0	0.00041	0.00034	0	0	0.00052	0	0	0	0	8.2e-05	0	0	0	1	14	0.26	0.24
80	0	0	0	0.0037	0	0.0005	0	0	0	0	0.0094	0	0	0	0.99	14	0.26	0.24
81	0	0.00035	0.00029	0	0	0.0037	0	0	0	0	7.1e-05	0	0	0	1	14	0.26	0.24
82	0	0	0	0.0078	0	0	0	0	0	0	7.9e-05	0	0	0	0.99	14	0.26	0.24
83	0	0	0	0.089	0	0.0011	0	0	0	0	0.0019	0	0	0	0.91	14	0.26	0.24
84	0	0	0	0	0	0	0	0	0.038	0	0	0.86	5.8e-05	0.11	0.00028	11	0.087	0
85	0	0	0	0.5	0	0	0	2.4e-06	0	0	0.0038	0	0	0	0.49	3	0.42	0.36
86	0	0.00014	0.00012	1.6e-05	0	0.00071	0	0	0	0	0.00019	0	0	0	1	14	0.26	0.24
87	0	0	0	0	0	0	0	0	0.022	0	0	0.97	1.6e-05	0.0071	0	11	0.087	0
88	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	0.029	0.08
89	0	0	0	0	0	0	0	0	0.042	0	0	0.95	3.2e-05	0.0041	0	11	0.087	0
90	0	0	0	3.1e-05	0	0	0	0	0	0	0.00043	0	0	0	1	14	0.26	0.24
91	0	0	0	0.074	0	5.1e-06	0	0	0	0	0.00022	0	0	0	0.93	14	0.26	0.24
92	0	0	0	0.065	0	0	0	0	0	0	5.5e-05	0	0	0	0.94	14	0.26	0.24
93	0	0.0002	0.00017	0.0022	0	0.003	0	0	0	0	0.00067	0	0	0.00084	0.99	14	0.26	0.24
94	0	3.7e-05	3.1e-05	0.00017	0	0.0024	0	0	0	0	0.0012	0	0	0	1	14	0.26	0.24
95	0	0	0	0	0	0	0	0	0.15	0	0	0	0.00021	0.84	0.00079	13	0.14	0.053
96	0	0.00071	0.00059	7.5e-06	0	0.006	0	0	0	0	0.00021	0	0	0	0.99	14	0.26	0.24
97	0	0.0002	0.00017	0.0071	0	0.00037	0	0	0	0	0.00013	0	0	1.2e-05	0.99	14	0.26	0.24
