SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster	dcf0	dcf1
0	0.97	0	0	0	0.023	0	0.00023	0	0	0	0.0013	5.1e-05	0	0.0013	0	0.26	0.24
1	0.76	0	0	0	0.068	0	0	0	0.0059	0	0.084	0	0	0.085	0	0.26	0.24
2	0.019	0	0	0	0.07	0	0.00037	0	0	0	0.45	0	0	0.46	13	0.42	0.36
3	0	0	0.5	0	0	5e-06	0	0.5	0	0	0	1.2e-05	0.0077	0	2	0.087	0
4	0.89	0	0	0	0.042	0	0.067	0	0	0	0.00067	0.0018	0	0.00068	0	0.26	0.24
5	0.8	0	0	0	0.0041	0	0.033	0	0	0	1.1e-05	0.16	0	1.1e-05	0	0.26	0.24
6	1	0	0	0	0.0016	0	1.6e-05	0	0	0	0	0.00011	0	0	0	0.26	0.24
7	0.99	0	0	0	0.0057	0	0	0	0	0	6.4e-06	0	0	6.5e-06	0	0.26	0.24
8	3.7e-05	0	0	0	0	0.98	0	0	0	0	0	9.6e-06	0.019	0	5	0.14	0.053
9	0.89	0	0	0	0.038	8.6e-05	0.0029	0	0.00027	0	0.035	0.00085	0	0.036	0	0.26	0.24
10	0.17	0	0	0	0.0029	0	1.6e-06	0	0	0	0.41	0	0	0.42	13	0.42	0.36
11	1.7e-05	0	0.49	0	0	0.00036	0	0.49	0	0	0	0.00051	0.019	0	2	0.087	0
12	0.0058	0	0	0	0.0021	0	0	0	0	0	0.49	0	0	0.5	13	0.42	0.36
13	0.24	0	0	0	0.0094	0	0	0	0	0	0.37	0	0	0.38	13	0.42	0.36
14	0.00044	0	0	0	4.5e-05	0	0	0	1	0	0.00031	0	0	0.00032	8	0.74	0.24
15	0.93	0	0	0	0.041	0	0	0	0.00066	0	0.015	0	0	0.016	0	0.26	0.24
16	0.94	0	0	0	0.041	0	0.011	0	0	0	0.0037	0.00058	0	0.0037	0	0.26	0.24
17	0.97	0	0	0	0.011	6.9e-05	0.005	0	0	0	0.0006	0.011	0	0.00061	0	0.26	0.24
18	0.43	0	0	0	0.011	0	0	0	0	0	0.28	0	0	0.28	0	0.26	0.24
19	0.96	0	0	0	0.032	0	0.0041	0	0	0	0.0013	0.0013	0	0.0013	0	0.26	0.24
20	0.99	0	0	0	0.0074	0	0.0013	0	0	0	6.7e-06	0.0026	0	6.8e-06	0	0.26	0.24
21	0.84	0	0	0	0.032	0	3.3e-05	0	0.00022	0	0.063	0	0	0.063	0	0.26	0.24
22	0	0	0	0.0018	0	0.27	0	0	0	0.0018	0	0	0.72	0	12	0.087	0.027
23	0.97	0	0	0	0.0015	0.0027	0.00038	0	0	0	0	0.026	0	0	0	0.26	0.24
24	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	3	0.029	0.08
25	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0.0067	0	2	0.087	0
26	0.89	0	0	0	0.015	0	0	0	0.0003	0	0.049	0	0	0.049	0	0.26	0.24
27	0.99	0	0	0	0.0042	0	0.00047	0	0	0	0	0.00046	0	0	0	0.26	0.24
28	0.84	0	0	0	0.085	0	0	0	0	0	0.04	0	0	0.04	0	0.26	0.24
29	0	0	0.49	0	0	4.4e-05	0	0.49	0	0	0	0	0.01	0	2	0.087	0
30	0.99	0	0	0	0.0042	0	0.00069	0	0	0	0	0.00084	0	0	0	0.26	0.24
31	0.73	0	0	0	0.072	0	3.3e-05	0	0.00084	0	0.099	0	0	0.1	0	0.26	0.24
32	0.73	0	0	0	0.03	0	2.2e-05	0	1.2e-06	0	0.12	0	0	0.12	0	0.26	0.24
33	0.89	0	0	0	0.054	0	0.012	0	0	0	0.02	0.0029	0	0.02	0	0.26	0.24
34	0.7	0	0	0	0.031	0	7.6e-05	0	0.016	0	0.13	0	0	0.13	0	0.26	0.24
35	0.97	0	0	0	0.026	1e-05	0.0003	0	0	0	0.0032	0.00013	0	0.0033	0	0.26	0.24
36	0	0	0.49	0	0	0.0081	0	0.49	0	0	0	0	0.021	0	2	0.087	0
37	0.94	0	0	0	0.027	6.8e-05	0.0073	0	3.2e-06	0	0.0099	0.005	0	0.01	0	0.26	0.24
38	0.42	0	0	0	0.19	0	0	0	0	0	0.19	0	0	0.2	0	0.26	0.24
39	0.57	0	0	0	0.13	0	0.0036	0	0	0	0.15	1.5e-05	0	0.15	0	0.26	0.24
