SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0	dcf1
0	1.2e-05	0.00024	0.0014	0.00091	0	0	0	0.7	0	0	0	0.29	4.6e-06	0	0	3.3e-06	0.0014	0	0	7	0.26	0.24
1	0	0	0.092	0.0027	3.8e-05	0	0	0.58	0	0	0	0.24	0	0	0	0	0.092	0	0	7	0.26	0.24
2	0	0.0004	0.49	0.0028	0	0	0	0.014	0	0	0	0.0058	0	0	0	0	0.49	0	0	2	0.42	0.36
3	0	0	0	0	0	0	0	0	1	6.3e-06	0	0	0	0	0	0	0	0.004	0	8	0.087	0
4	0.00012	0.071	0.00071	0.0017	0	0	0	0.65	0	0	0	0.27	4.3e-05	0	0	3.1e-05	0.00071	0	0	7	0.26	0.24
5	0.0017	0.041	1.3e-05	0.00019	0	3.4e-05	0	0.68	0	0	0	0.28	0.00064	0	0	0.00046	1.3e-05	0	0	7	0.26	0.24
6	2.7e-05	1.7e-05	0	6e-05	0	0	0	0.71	0	0	0	0.29	9.9e-06	0	0	7.1e-06	0	0	0	7	0.26	0.24
7	0	0	6.5e-06	0.00022	0	0	0	0.71	0	0	0	0.29	0	0	0	0	6.5e-06	0	0	7	0.26	0.24
8	0	0	0	0	0	0	0	2.2e-05	0	1	0	8.9e-06	0	0	0	0	0	0.00011	0	9	0.14	0.053
9	5.1e-05	0.003	0.037	0.0015	0	0	0	0.65	0	0.00011	0	0.27	1.9e-05	0	0	1.4e-05	0.037	0	0	7	0.26	0.24
10	0	1.6e-06	0.42	0.00011	0	0	0	0.12	0	0	0	0.049	0	0	0	0	0.42	0	0	2	0.42	0.36
11	1.1e-06	0	0	0	0	0	0	1.3e-05	1	0.00045	0	5.3e-06	0	0	0	0	0	0.0029	0	8	0.087	0
12	0	0	0.5	8e-05	0	0	0	0.0041	0	0	0	0.0017	0	0	0	0	0.5	0	0	2	0.42	0.36
13	0	0	0.38	0.00036	0	0	0	0.17	0	0	0	0.07	0	0	0	0	0.38	0	0	2	0.42	0.36
14	0	0	8.3e-06	0	1	0	0	8.3e-06	0	0	0	3.4e-06	0	0	0	0	8.3e-06	0	0	4	1	0.24
15	0	0	0.016	0.0016	0	0	0	0.68	0	0	0	0.28	0	0	0	0	0.016	0	0	7	0.26	0.24
16	5e-05	0.012	0.0039	0.0016	0	0	0	0.69	0	0	0	0.29	1.9e-05	0	0	1.3e-05	0.0039	0	0	7	0.26	0.24
