SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster	dcf0	dcf1
0	1	0.00024	0.0029	0	0	0	0	0.26	0.24
1	0.81	0	0.19	0	0	0	0	0.26	0.24
2	0.019	0.00038	0.98	0	0	0	2	0.42	0.36
3	0	0	0	0	0.00013	1	5	0.087	0
4	0.93	0.071	0.0015	0	0	0	0	0.26	0.24
5	0.96	0.041	2.8e-05	0	0	0	0	0.26	0.24
6	1	1.7e-05	0	0	0	0	0	0.26	0.24
7	1	0	1.4e-05	0	0	0	0	0.26	0.24
8	3.8e-05	0	0	0	1	0	4	0.12	0.053
9	0.92	0.003	0.079	0	3.4e-05	0	0	0.26	0.24
10	0.16	1.5e-06	0.84	0	0	0	2	0.42	0.36
11	1.8e-05	0	0	0	0.0027	1	5	0.087	0
12	0.0055	0	0.99	0	0	0	2	0.42	0.36
13	0.23	0	0.77	0	0	0	2	0.42	0.36
14	0.39	0	0.61	0	0	0	2	0.42	0.36
15	0.97	0	0.034	0	0	0	0	0.26	0.24
16	0.98	0.012	0.0082	0	0	0	0	0.26	0.24
17	0.99	0.0052	0.0013	0	7.2e-05	0	0	0.26	0.24
18	0.42	0	0.58	0	0	0	2	0.42	0.36
19	0.99	0.0043	0.0028	0	0	0	0	0.26	0.24
20	1	0.0014	1.5e-05	0	0	0	0	0.26	0.24
21	0.86	3.4e-05	0.14	0	0	0	0	0.26	0.24
22	0	0	0	0.0026	1	0	4	0.12	0.053
23	1	0.00039	3e-06	0	0.0026	0	0	0.26	0.24
24	0	0	0	1	0	0	3	0.029	0.053
25	0	0	0	0	3.5e-05	1	5	0.087	0
26	0.89	0	0.11	0	0	0	0	0.26	0.24
27	1	0.00048	0	0	0	0	0	0.26	0.24
28	0.91	0	0.092	0	0	0	0	0.26	0.24
29	0	0	0	0	0.0004	1	5	0.087	0
30	1	0.00071	0	0	0	0	0	0.26	0.24
31	0.78	3.6e-05	0.22	0	0	0	0	0.26	0.24
32	0.74	2.3e-05	0.26	0	0	0	0	0.26	0.24
33	0.94	0.012	0.044	0	0	0	0	0.26	0.24
34	0.72	7.9e-05	0.28	0	0	0	0	0.26	0.24
35	0.99	0.00031	0.0071	0	0	0	0	0.26	0.24
36	0	0	0	0	0.015	0.98	5	0.087	0
37	0.97	0.0076	0.022	0	6.6e-05	0	0	0.26	0.24
38	0.51	0	0.49	0	0	0	0	0.26	0.24
39	0.63	0.0042	0.36	0	0	0	0	0.26	0.24
40	0.93	0	0.065	0	0	0	0	0.26	0.24
41	1	0.00045	0	0	0	0	0	0.26	0.24
42	1	8.2e-05	0	0	0	0	0	0.26	0.24
43	1	0	0.0018	0	0	0	0	0.26	0.24
44	0.97	0.00033	0.027	0	0	0	0	0.26	0.24
45	0	0	0	0.00051	1	0	4	0.12	0.053
46	0.54	0.00021	0.45	0	0.015	0	0	0.26	0.24
47	0	0	0.00097	0.016	0.98	0	4	0.12	0.053
48	0.98	0.0017	0.018	0	6.9e-05	0	0	0.26	0.24
49	0.93	0	0.074	0	0	0	0	0.26	0.24
50	1	0	0.0025	0	0	0	0	0.26	0.24
51	0	0	0	0	0.02	0.98	5	0.087	0
52	0	0	0	7.7e-05	0.002	1	5	0.087	0
53	0	0	0	1e-05	1e-05	1	5	0.087	0
54	0.93	0.066	0.0001	0	0	0	0	0.26	0.24
55	1	0.00014	0.00051	0	0	0	0	0.26	0.24
56	1	0.0017	8.4e-05	0	0	0	0	0.26	0.24
57	0	0	0	0	4.7e-05	1	5	0.087	0
58	0	0	0	0.16	0.84	0	4	0.12	0.053
59	0.99	0.0074	0.00016	0	0	0	0	0.26	0.24
60	0.99	0.013	0.00021	0	5.2e-06	0	0	0.26	0.24
61	3.7e-06	0	0.55	4.5e-06	0.45	0	2	0.42	0.36
62	0.8	0	0.2	0	0	0	0	0.26	0.24
63	0	0	0.00036	0.28	0.72	0	4	0.12	0.053
64	0.98	0.018	0.0016	0	0	0	0	0.26	0.24
65	0.21	7.2e-05	0.18	4.7e-06	0.33	0.28	4	0.12	0.053
66	1	0	0	0	0	0	0	0.26	0.24
67	0.23	0.77	0.00015	0	0	0	1	0.25	0.36
68	0.99	0.001	0.0053	0	0	0	0	0.26	0.24
69	0	0	0	1	0	0	3	0.029	0.053
70	0.9	0.01	0.085	0	0	0	0	0.26	0.24
71	1	0.00096	4.9e-05	0	0	0	0	0.26	0.24
72	1	0.00083	0	0	0	0	0	0.26	0.24
73	0	0	0	1	0.00034	0	3	0.029	0.053
74	1	0.00025	8e-05	0	0	0	0	0.26	0.24
75	0	0	0	1	0	0	3	0.029	0.053
76	0	0	0	0	1	0	4	0.12	0.053
77	1	0	0.0037	0	0	0	0	0.26	0.24
78	1	0.00099	4.1e-05	0	0	0	0	0.26	0.24
79	1	0.00052	0	0	0	0	0	0.26	0.24
80	1	0.0005	0.0039	0	0	0	0	0.26	0.24
81	1	0.0037	0	0	0	0	0	0.26	0.24
82	0.99	0	0.0083	0	0	0	0	0.26	0.24
83	0.9	0.001	0.094	0	0	0	0	0.26	0.24
84	0.00026	0	0	0.00032	0.2	0.8	5	0.087	0
85	0.48	0	0.52	0	0	0	2	0.42	0.36
86	1	0.00071	1.7e-05	0	0	0	0	0.26	0.24
87	0	0	0	0.00015	0.027	0.97	5	0.087	0
88	0	0	0	1	0	0	3	0.029	0.053
89	0	0	0	0.0005	0.017	0.98	5	0.087	0
90	1	0	3.3e-05	0	0	0	0	0.26	0.24
91	0.92	5.1e-06	0.078	0	0	0	0	0.26	0.24
92	0.93	0	0.068	0	0	0	0	0.26	0.24
93	0.99	0.003	0.0023	0	0.00065	0	0	0.26	0.24
94	1	0.0023	0.00018	0	0	0	0	0.26	0.24
95	0.00049	0	0	0.00073	1	0	4	0.12	0.053
96	0.99	0.006	7.9e-06	0	0	0	0	0.26	0.24
97	0.99	0.00036	0.0075	0	2e-06	0	0	0.26	0.24
