SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster	dcf0	dcf1
0	0	0	0	0	0	0	7e-06	0	0	0.094	0.91	0	0	0	10	0.55	0.43
1	0.13	0	0	0.75	0	0	0.11	0	0	0	4.4e-05	0	0	0	3	0.39	0.34
2	0	0	0	1	0	0	0	0	0	0	0.0027	0	0	0	3	0.39	0.34
3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0.39	0.34
4	4.3e-05	0.0065	0	1e-05	0.94	0	0.0052	0	0	0.046	0	0	0	0	4	0.04	0.2
5	0.052	0	0	0.061	0	0	0.83	0	0	0.055	7.7e-06	0	1e-06	1e-06	6	0.32	0.27
6	0.17	0	0	0.59	0	0	0.24	0	0	0.0011	2.7e-05	0	0	0	3	0.39	0.34
7	0.092	0	0	0.74	0	0	0.13	0	0	3.9e-05	0.034	0	0	0	3	0.39	0.34
8	0	0.0022	0	0	0	0.9	0	0.039	0.061	0	0	0	0	0	5	0.36	0
9	0	0	0	0.00038	8.7e-05	0	0	0	0	0	0	1	0	0	11	0	0.1
10	0	0.024	4e-05	0	0	0.2	0	0.74	0.038	0	0	0	0	0	7	0.2	0
11	0.11	0	0	0.59	0	0	0.28	0	0	0.00033	0.014	0	2.3e-06	2.3e-06	3	0.39	0.34
12	0.22	0	0	0.087	0	0	0.7	0	0	0	0	0	0	0	6	0.32	0.27
13	0.42	0	0	0.054	0	0	0.53	0	0	0	0	0	0	0	6	0.32	0.27
14	0	0	1	0	0	0	0	5.8e-06	0	0	0	0	0	0	2	0.08	0
15	0	0	0	0	0.00073	0	0	0	0	0	0	1	0	0	11	0	0.1
16	0.13	0	0	0.028	0	0	0.84	0	0	6.7e-06	0	0	0	0	6	0.32	0.27
17	0.08	0	0	0.019	0	0	0.9	0	0	0.00045	0	0	2.1e-06	2.1e-06	6	0.32	0.27
18	0	0	0	0	0.00061	0	0	0	0	0	0	1	0	0	11	0	0.1
19	0	1	0	0	4.1e-05	0	0	0	0	2e-05	0	0	0	0	1	0.2	0.033
20	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0.04	0.2
21	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0	0.1
22	0.33	0	0	0.025	0	0	0.65	0	0	0	0	0	0	0	6	0.32	0.27
23	0.12	0	0	0.031	0	0	0.84	0	0	0.0081	0	0	0	0	6	0.32	0.27
24	0.21	0	0	0.29	0	0	0.49	0	0	0.0019	0.00018	0	1.1e-06	1.1e-06	6	0.32	0.27
25	0.03	0	0	0.00034	0	0	0.97	0	0	0	0	0	0	0	6	0.32	0.27
