SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster	dcf0	dcf1
0	0	0	1	0	1.8e-05	1.8e-05	0	0	0	0	0	2	0.2	0.2
1	0.0029	0	0	0	0.002	0.002	0	0.99	0	0	0	7	0.36	0.3
2	0	0	0	0	0	0	0	1	0	0	0	7	0.36	0.3
3	0	0	0	0	0	0	0	1	0	0	0	7	0.36	0.3
4	7e-06	0	0.95	0	0.011	0.011	0	0.0036	0	0.028	0	2	0.2	0.2
5	0.0016	0	0.075	0	0.12	0.12	0	0.69	0	0	0	7	0.36	0.3
6	0.0049	0	4.3e-05	0	0.002	0.002	0	0.99	0	0	0	7	0.36	0.3
7	0.0029	0	1.5e-05	0	0.006	0.006	0	0.99	0	0	0	7	0.36	0.3
8	0	0	0	0	0	0	0.96	0	0	0.0022	0.039	6	0.36	0
9	0	0.99	0	0	0	0	0	0	0.0061	0	0	1	0	0.1
10	0	0	0	4.1e-05	0	0	0.22	0	0	0.025	0.76	10	0.2	0
11	0.0026	0	0.00017	0	0.015	0.015	0	0.97	0	0	0	7	0.36	0.3
12	0.0017	0	0	0	0.0055	0.0055	0	0.99	0	0	0	7	0.36	0.3
13	0.0072	0	0	0	0.0028	0.0028	0	0.99	0	0	0	7	0.36	0.3
14	0	0	0	1	0	0	0	0	0	0	5.8e-06	3	0.08	0
15	0	0.99	0	0	0	0	0	0	0.012	0	0	1	0	0.1
16	0.0052	0	2.3e-06	0	0.074	0.074	0	0.85	0	0	0	7	0.36	0.3
17	0.0035	0	0.00057	0	0.19	0.19	0	0.61	0	0	0	7	0.36	0.3
18	0	0.99	0	0	0	0	0	0	0.014	0	0	1	0	0.1
19	0	0	0.0003	0	0	0	0	0	0	1	0	9	0.2	0.033
20	0	0	1	0	0	0	0	0	0	0	0	2	0.2	0.2
21	0	1	0	0	0	0	0	0	2.1e-06	0	0	1	0	0.1
22	0.013	0	0	0	0.0024	0.0024	0	0.98	0	0	0	7	0.36	0.3
23	0.0079	0	0.0032	0	0.068	0.068	0	0.85	0	0	0	7	0.36	0.3
24	0.0079	0	0.0012	0	0.037	0.037	0	0.92	0	0	0	7	0.36	0.3
25	0.0035	0	0	0	0.17	0.17	0	0.65	0	0	0	7	0.36	0.3
26	0	0	0	1	0	0	0	0	0	0	3.1e-05	3	0.08	0
27	0	0	0	0	0	0	1	0	0	1.1e-05	0.00032	6	0.36	0
28	0	0	0	0	0	0	0	1	0	0	0	7	0.36	0.3
29	0	0	0	0	0	0	0	1	0	0	0	7	0.36	0.3
30	0.0013	0	2.2e-06	0	0.14	0.14	0	0.71	0	0	0	7	0.36	0.3
31	0.00089	0	0.00021	0	0.21	0.21	0	0.57	0	0	0	7	0.36	0.3
32	0.0012	0	0.022	0	0.18	0.18	0	0.62	0	0	0	7	0.36	0.3
33	0.0017	0	0	0	0.0024	0.0024	0	0.99	0	0	0	7	0.36	0.3
34	0.001	0	0.54	0	0.15	0.15	0	0.15	0	0	0	2	0.2	0.2
35	0.0075	0	0.00052	0	0.057	0.057	0	0.88	0	0	0	7	0.36	0.3
36	0	0	0	0	0	0	0	0	0	1	0	9	0.2	0.033
