SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4e-06	1	0	0	0	0	15	0.2	0.2
1	0.14	0	0.37	0	0	0.033	0.033	0	0.033	0.018	0	0	0	0.37	6.1e-06	0	0	0.002	0.00028	0	2	0.39	0.34
2	0	0	0.48	0	0	0	0	0	0	0.03	0	0	0	0.48	0	0	0	0	0	0	2	0.39	0.34
3	0	0	0.5	0	0	0	0	0	0	0.0054	0	0	0	0.5	0	0	0	0	0	0	2	0.39	0.34
4	2.9e-05	0	3.4e-06	0	0	0.001	0.001	0	0.001	0	0	0.00024	0	3.4e-06	0.00057	0.096	0	7.4e-05	1.2e-05	0.9	19	0.08	0.067
5	0.056	0	0.032	0	0	0.26	0.26	0	0.26	0.0011	0	0	0	0.032	0.014	0.062	0	0.025	0.0027	0	5	0.32	0.27
6	0.15	0	0.26	0	0	0.061	0.061	0	0.061	0.0045	0	0	0	0.26	0	3.2e-05	0	0.15	2.3e-05	0	2	0.39	0.34
7	0.096	0	0.38	0	0	0.04	0.04	0	0.04	0.028	0	0	0	0.38	0.00015	1.2e-05	0	0.0052	0.00041	0	2	0.39	0.34
8	0	0	0	0	0.039	0	0	0	0	0	0.94	0.022	0	0	0	0	0	0	0	0	10	0.36	0
9	0	0	0.00036	0.37	0	0	0	0	0	0	0	0	0.26	0.00036	0	0	0.37	0	0	8.2e-06	3	0	0.13
10	0	0	0	0	0.76	0	0	4.1e-05	0	0	0.22	0.024	0	0	0	0	0	0	0	0	4	0.2	0
11	0.11	0	0.3	0	0	0.086	0.086	0	0.086	0.021	0	0	0	0.3	0.0014	0.00017	0	0.0082	0.0012	0	2	0.39	0.34
12	0.24	0	0.046	0	0	0.22	0.22	0	0.22	0.00078	0	0	0	0.046	2.4e-06	0	0	0.00067	0.0032	0	0	0.36	0.31
13	0.44	0	0.028	0	0	0.16	0.16	0	0.16	0.00018	0	0	0	0.028	0	0	0	0.0065	0.00025	0	0	0.36	0.31
14	0	0	0	0	5.9e-06	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.08	0
15	0	0	0	0.25	0	0	0	0	0	0	0	0	0.51	0	0	0	0.25	0	0	0.00033	12	0	0.067
16	0.15	0	0.015	0	0	0.27	0.27	0	0.27	0.00027	0	0	0	0.015	0.00013	1.6e-06	0	0.013	0.0022	0	5	0.32	0.27
17	0.088	0	0.01	0	0	0.29	0.29	0	0.29	0.00026	0	0	0	0.01	0.0056	0.00035	0	0.013	0.0045	0	5	0.32	0.27
18	0	0	0	0.39	0	0	0	0	0	0	0	0	0.22	0	0	0	0.39	0	0	7e-05	3	0	0.13
19	0	0	0	0	0	0	0	0	0	0	0	0.026	0	0	0	0.0002	0	0	0	0.97	19	0.08	0.067
20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.044	0	0	0	0.96	19	0.08	0.067
21	0	0	0	0.0037	0	0	0	0	0	0	0	0	0.99	0	0	0	0.0037	0	0	0	12	0	0.067
22	0.26	0	0.01	0	0	0.15	0.15	0	0.15	2.1e-05	0	0	0	0.01	0	0	0	0.26	9e-06	0	0	0.36	0.31
23	0.12	0	0.014	0	0	0.23	0.23	0	0.23	0.00016	0	0	0	0.014	1.2e-05	0.0011	0	0.16	0.00028	0	5	0.32	0.27
24	0.22	0	0.15	0	0	0.15	0.15	0	0.15	0.0059	0	0	0	0.15	0.00066	0.00082	0	0.045	0.00098	0	0	0.36	0.31
25	0.034	0	0.00019	0	0	0.32	0.32	0	0.32	0	0	0	0	0.00019	0	0	0	0.0074	0.00061	0	5	0.32	0.27
26	0	0	0	0	3.2e-05	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1.2e-05	7	0.08	0
27	0	0	0	0	0.00033	0	0	0	0	0	1	0.0025	0	0	0	0	0	0	0	0	10	0.36	0
28	0	0	0.49	0	0	0	0	0	0	0.022	0	0	0	0.49	0	0	0	0	0	0	2	0.39	0.34
29	0	0	0.5	0	0	0	0	0	0	0.0065	0	0	0	0.5	0	0	0	0	0	0	2	0.39	0.34
30	0.029	0	0.0015	0	0	0.32	0.32	0	0.32	1.2e-05	0	0	0	0.0015	9.4e-05	0	0	0.0047	0.002	0	5	0.32	0.27
31	0.036	0	0.0083	0	0	0.28	0.28	0	0.28	0.00028	0	0	0	0.0083	0.082	0.0002	0	0.0022	0.013	0	5	0.32	0.27
32	0.045	0	0.022	0	0	0.26	0.26	0	0.26	0.00094	0	1e-05	0	0.022	0.088	0.02	0	0.0087	0.0065	0	5	0.32	0.27
33	0.065	0	0.42	0	0	0.017	0.017	0	0.017	0.044	0	0	0	0.42	0.00014	0	0	0.0012	0.00033	0	2	0.39	0.34
34	0.025	0	0.0018	0	0	0.2	0.2	0	0.2	2.9e-05	0	0	0	0.0018	0.0035	0.32	0	0.044	0.0011	0	15	0.2	0.2
35	0.17	0	0.037	0	0	0.23	0.23	0	0.23	0.00066	0	0	0	0.037	9.5e-05	0.00029	0	0.073	0.00071	0	5	0.32	0.27
36	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.28	0.033
37	0	0	0	0	0.0021	0	0	0	0	0	0.99	0.009	0	0	6.2e-06	0	0	0	0	0	10	0.36	0
38	0	0	0	0.5	0	0	0	0	0	0	0	0	0.00011	0	0	0	0.5	0	0	0	3	0	0.13
39	0.18	0	0.063	0	0	0.22	0.22	0	0.22	0.0033	0	0	0	0.063	0.019	3e-05	0	0.006	0.0081	0	5	0.32	0.27
40	0	0	0	0.064	0	0	0	0	0	0	0	0	0.87	0	0	0	0.064	0	0	2.2e-05	12	0	0.067
41	0	0	0	0.33	0	0	0	0	0	0	0	0	0.35	0	0	1.4e-06	0.33	0	0	0.0017	12	0	0.067
42	0.05	0	0.01	0	0	0.2	0.2	0	0.2	0.00042	0	0.023	0	0.01	0.21	0.066	0	0.012	0.0061	1.1e-05	14	0.36	0.17
43	0.19	0	0.092	0	0	0.2	0.2	0	0.2	0.0044	0	0	0	0.092	0.0056	0.0014	0	0.025	0.0028	0	5	0.32	0.27
44	0.2	0	0.068	0	0	0.21	0.21	0	0.21	0.0023	0	0	0	0.068	0.0016	5.4e-05	0	0.019	0.0025	0	5	0.32	0.27
45	0	0	0	0	0.13	0	0	0	0	0	0.84	0.028	0	0	0	0	0	0	0	0	10	0.36	0
46	0.22	0	0.25	0	0	0.082	0.082	0	0.082	0.024	0	0	0	0.25	0.0045	3.8e-06	0	0.0033	0.0033	0	2	0.39	0.34
47	0	0	0	0	0	7.4e-05	7.4e-05	0	7.4e-05	0	0	0	0	0	0	1	0	6.7e-05	0	0	15	0.2	0.2
48	0	0	0	0	0	3.5e-05	3.5e-05	0	3.5e-05	0	0	0	0	0	0	1	0	2.3e-05	0	0	15	0.2	0.2
49	0.048	0	0.0035	0	0	0.28	0.28	0	0.28	4.7e-05	0	0	0	0.0035	0.0011	0.04	0	0.065	0.0011	0	5	0.32	0.27
50	0.036	0	0.0014	0	0	0.25	0.25	0	0.25	4.6e-05	0	0	0	0.0014	0.15	0	0	0.00022	0.049	0	5	0.32	0.27
51	0.3	0	0.021	0	0	0.14	0.14	0	0.14	5.6e-05	0	0	0	0.021	0	0	0	0.25	1.3e-05	0	0	0.36	0.31
52	0.19	0	0.1	0	0	0.19	0.19	0	0.19	0.0064	0	0	0	0.1	0.021	0.00028	0	0.01	0.0057	0	0	0.36	0.31
53	0.091	0	0.015	0	0	0.27	0.27	0	0.27	0.00037	0	0	0	0.015	0.0023	0.022	0	0.056	0.0017	0	5	0.32	0.27
54	0	0	0	0	0.99	0	0	0.00068	0	0	0.006	0.0033	0	0	0	0	0	0	0	0	4	0.2	0
55	0.068	0	0.0038	0	0	0.29	0.29	0	0.29	3.7e-05	0	0	0	0.0038	0.00015	0.00031	0	0.046	0.00094	0	5	0.32	0.27
56	0.17	0	0.022	0	0	0.26	0.26	0	0.26	0.00057	0	0	0	0.022	0.00039	0	0	0.0072	0.0038	0	5	0.32	0.27
57	0.0062	0	2.4e-05	0	0	0.33	0.33	0	0.33	0	0	0	0	2.4e-05	0.00022	0.00084	0	0.012	0.0012	0	5	0.32	0.27
58	0.096	0	0.0024	0	0	0.29	0.29	0	0.29	1.1e-05	0	0	0	0.0024	0	0	0	0.043	0.00028	0	5	0.32	0.27
59	0.13	0	0.42	0	0	0.002	0.002	0	0.002	0.02	0	0	0	0.42	0	0	0	0.0005	4.6e-06	0	2	0.39	0.34
60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0.08	0.067
61	0.19	0	0.13	0	0	0.17	0.17	0	0.17	0.0066	0	0	0	0.13	0.0059	0.0054	0	0.034	0.0021	0	0	0.36	0.31
62	0	0	0	0	0.03	0	0	0.97	0	0	0	8.3e-06	0	0	0	0	0	0	0	0.0027	7	0.08	0
63	0.12	0	0.029	0	0	0.26	0.26	0	0.26	0.0011	0	0	0	0.029	0.015	0.0052	0	0.022	0.0043	0	5	0.32	0.27
64	0.087	0	0.0046	0	0	0.3	0.3	0	0.3	7.4e-05	0	0	0	0.0046	0.00025	1.6e-06	0	0.0071	0.0033	0	5	0.32	0.27
65	0.16	0	0.029	0	0	0.25	0.25	0	0.25	0.0011	0	0	0	0.029	0.0033	4e-06	0	0.0052	0.007	0	5	0.32	0.27
66	0.26	0	0.065	0	0	0.2	0.2	0	0.2	0.0019	0	0	0	0.065	0.0001	0	0	0.011	0.002	0	0	0.36	0.31
67	0	0	0	0	0.85	0	0	0.04	0	0	0.079	0.029	0	0	4e-06	1.2e-05	0	0	0	0.00057	4	0.2	0
68	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.28	0.033
69	0.48	0	0.24	0	0	0.0048	0.0048	0	0.0048	0.0009	0	0	0	0.24	0	0	0	0.03	0	0	0	0.36	0.31
70	0.12	0	0.015	0	0	0.26	0.26	0	0.26	0.00022	0	0	0	0.015	0.00015	0.00018	0	0.052	0.00096	0	5	0.32	0.27
71	0.21	0	0.15	0	0	0.15	0.15	0	0.15	0.01	0	0	0	0.15	0.0096	0.00012	0	0.0092	0.0044	0	0	0.36	0.31
72	0	0	0	0	1	0	0	4.9e-05	0	0	0.00037	0.00055	0	0	0	0	0	0	0	0	4	0.2	0
73	0.33	0	0.2	0	0	0.08	0.08	0	0.08	0.0073	0	0	0	0.2	2.6e-06	0	0	0.012	0.00039	0	0	0.36	0.31
74	0.064	0	0.0009	0	0	0.28	0.28	0	0.28	2.5e-06	0	0	0	0.0009	0	0	0	0.096	9.7e-05	0	5	0.32	0.27
75	0.17	0	0.35	0	0	0.029	0.029	0	0.029	0.035	0	0	0	0.35	0.00013	0	0	0.0028	0.00058	0	2	0.39	0.34
76	0.075	0	0.014	0	0	0.27	0.27	0	0.27	0.00046	0	0	0	0.014	0.061	0.013	0	0.017	0.0058	0	5	0.32	0.27
77	0.071	0	0.0019	0	0	0.3	0.3	0	0.3	1.4e-05	0	0	0	0.0019	3.9e-05	0	0	0.0081	0.0017	0	5	0.32	0.27
78	0.043	0	0.0023	0	0	0.3	0.3	0	0.3	2.6e-05	0	0	0	0.0023	0.001	0.011	0	0.048	0.0013	0	5	0.32	0.27
79	0.34	0	0.075	0	0	0.17	0.17	0	0.17	0.0034	0	0	0	0.075	0.00013	0	0	0.00061	0.0087	0	0	0.36	0.31
80	0	0	0	0	4.3e-05	0	0	0	0	0	1	0.0004	0	0	0	0	0	0	0	0	10	0.36	0
81	0	0	0	0.22	0	0	0	0	0	0	0	0	0.57	0	0	0	0.22	0	0	0.0015	12	0	0.067
82	0.21	0	0.034	0	0	0.19	0.19	0	0.19	0.00035	0	0	0	0.034	1.4e-06	1.9e-05	0	0.14	0.00018	0	0	0.36	0.31
83	0	0	0	0.5	0	0	0	0	0	0	0	0	0.0025	0	0	1.3e-05	0.5	0	0	6.9e-06	3	0	0.13
84	0.051	0	0.45	0	0	0.00045	0.00045	0	0.00045	0.05	0	0	0	0.45	0	0	0	5.9e-05	3.4e-06	0	2	0.39	0.34
85	0	0	0	0.023	0	0	0	0	0	0	0	0	0.95	0	0	0	0.023	0	0	6.3e-05	12	0	0.067
86	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.28	0.033
87	0.00045	0	8.1e-06	0	0	0.015	0.015	0	0.015	0	0	0	0	8.1e-06	0.95	3.7e-06	0	8.7e-06	0.0061	0	14	0.36	0.17
88	0	0	0	0	1	0	0	2.1e-05	0	0	0.0012	0.00066	0	0	0	0	0	0	0	0	4	0.2	0
89	0.29	0	0.25	0	0	0.065	0.065	0	0.065	0.012	0	0	0	0.25	2.2e-05	0	0	0.0067	0.00062	0	0	0.36	0.31
90	0	0	0	0	1	0	0	7.4e-06	0	0	3.3e-05	2.5e-05	0	0	0	0	0	0	0	0	4	0.2	0
91	0.19	0	0.19	0	0	0.13	0.13	0	0.13	0.015	0	1.9e-06	0	0.19	0.018	0.00097	0	0.012	0.0034	0	0	0.36	0.31
92	0.019	0	0.00018	0	0	0.32	0.32	0	0.32	0	0	0	0	0.00018	5.7e-05	6e-05	0	0.019	0.00091	0	5	0.32	0.27
93	0.24	0	0.2	0	0	0.11	0.11	0	0.11	0.011	0	0	0	0.2	0.0006	2.1e-05	0	0.013	0.0015	0	0	0.36	0.31
94	0.18	0	0.017	0	0	0.23	0.23	0	0.23	0.00017	0	0	0	0.017	0	4.3e-06	0	0.091	0.00023	0	5	0.32	0.27
95	0.052	0	0.42	0	0	0.0009	0.0009	0	0.0009	0.1	0	0	0	0.42	1.7e-06	0	0	9.4e-06	8.4e-05	0	2	0.39	0.34
96	0.1	0	0.041	0	0	0.19	0.19	0	0.19	0.0026	0	0.0003	0	0.041	0.22	0.0019	0	0.0062	0.01	0	14	0.36	0.17
97	0.043	0	0.0024	0	0	0.2	0.2	0	0.2	1.3e-05	0	0	0	0.0024	3.2e-06	0.026	0	0.34	8.9e-05	0	17	0.28	0.31
98	0.38	0	0.14	0	0	0.11	0.11	0	0.11	0.0036	0	0	0	0.14	3.7e-06	0	0	0.0072	0.00067	0	0	0.36	0.31
99	0.16	0	0.029	0	0	0.096	0.096	0	0.096	0.00019	0	0	0	0.029	0	3.2e-05	0	0.49	1.5e-05	0	17	0.28	0.31
100	0.2	0	0.23	0	0	0.098	0.098	0	0.098	0.017	0	0	0	0.23	0.0032	0.00075	0	0.018	0.0015	0	2	0.39	0.34
101	0	0	0	0.00023	0	0	0	0	0	0	0	0	1	0	0	0	0.00023	0	0	0	12	0	0.067
102	0.32	0	0.1	0	0	0.15	0.15	0	0.15	0.0023	0	0	0	0.1	1.7e-06	0	0	0.04	0.00034	0	0	0.36	0.31
103	0	0	0	0.0042	0	0	0	0	0	0	0	0	0.99	0	0	0	0.0042	0	0	0	12	0	0.067
104	0.28	0	0.22	0	0	0.083	0.083	0	0.083	0.0082	0	0	0	0.22	1.5e-05	1.7e-06	0	0.022	0.0004	0	0	0.36	0.31
105	0.3	0	0.25	0	0	0.049	0.049	0	0.049	0.0057	0	0	0	0.25	0	0	0	0.048	5.6e-05	0	0	0.36	0.31
106	0.11	0	0.35	0	0	0.051	0.051	0	0.051	0.035	0	0	0	0.35	0.00072	0	0	0.0016	0.0015	0	2	0.39	0.34
107	0	0	0	0	0.022	0	0	0	0	0	0.96	0.015	0	0	0	0	0	0	0	0	10	0.36	0
108	0.21	0	0.35	0	0	0.023	0.023	0	0.023	0.021	0	0	0	0.35	3.6e-06	0	0	0.0034	0.00019	0	2	0.39	0.34
109	0.25	0	0.065	0	0	0.19	0.19	0	0.19	0.0012	0	0	0	0.065	1.6e-05	6e-06	0	0.049	0.00054	0	0	0.36	0.31
110	0.012	0	0.00014	0	0	0.32	0.32	0	0.32	1.4e-06	0	0	0	0.00014	0.01	0.00011	0	0.0026	0.0075	0	5	0.32	0.27
111	0.35	0	0.2	0	0	0.072	0.072	0	0.072	0.005	0	0	0	0.2	0	0	0	0.019	0.00018	0	0	0.36	0.31
112	0.1	0	0.0033	0	0	0.25	0.25	0	0.25	1.3e-05	0	0	0	0.0033	0	2e-06	0	0.14	0.00011	0	5	0.32	0.27
113	0	0	0	0	0.0011	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2.1e-05	7	0.08	0
114	0.05	0	0.0012	0	0	0.31	0.31	0	0.31	9e-06	0	0	0	0.0012	4.6e-05	4.1e-06	0	0.014	0.0014	0	5	0.32	0.27
115	0	0	0	0	0.0028	0	0	0	0	0	1	0.00093	0	0	0	0	0	0	0	0	10	0.36	0
116	0.0053	0	0.00011	0	0	0.14	0.14	0	0.14	0	0	0	0	0.00011	0.0035	0.54	0	0.019	0.00072	0	15	0.2	0.2
117	0.0034	0	5.3e-05	0	0	0.11	0.11	0	0.11	0	0	0	0	5.3e-05	0.001	0.64	0	0.023	0.00033	0	15	0.2	0.2
118	0	0	0	0	1	0	0	0.0037	0	0	1.4e-05	3e-05	0	0	0	0	0	0	0	0	4	0.2	0
119	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.08	0
120	0	0	0	0	1e-05	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4.6e-06	7	0.08	0
121	0.12	0	0.42	0	0	0.0026	0.0026	0	0.0026	0.033	0	0	0	0.42	0	0	0	0.00018	2.5e-05	0	2	0.39	0.34
122	0.26	0	0.28	0	0	0.052	0.052	0	0.052	0.015	0	0	0	0.28	2.2e-05	0	0	0.0067	0.00048	0	2	0.39	0.34
123	0.4	0	0.23	0	0	0.039	0.039	0	0.039	0.0036	0	0	0	0.23	0	0	0	0.02	3.2e-05	0	0	0.36	0.31
124	0.084	0	0.017	0	0	0.25	0.25	0	0.25	0.00043	0	0	0	0.017	0.0095	0.06	0	0.053	0.002	0	5	0.32	0.27
125	0.18	0	0.093	0	0	0.18	0.18	0	0.18	0.0077	0	0	0	0.093	0.068	3.5e-05	0	0.0033	0.013	0	5	0.32	0.27
126	0.25	0	0.16	0	0	0.14	0.14	0	0.14	0.0084	0	0	0	0.16	0.00048	2.1e-05	0	0.014	0.0017	0	0	0.36	0.31
127	0.0081	0	0.00068	0	0	0.098	0.098	0	0.098	2.6e-05	0	0.028	0	0.00068	0.56	0.1	0	0.0021	0.0055	1.3e-05	14	0.36	0.17
128	0	0	0	0.063	0	0	0	0	0	0	0	0	0.87	0	0	0	0.063	0	0	1e-05	12	0	0.067
129	0.16	0	0.4	0	0	0.0063	0.0063	0	0.0063	0.022	0	0	0	0.4	0	0	0	0.0011	3e-05	0	2	0.39	0.34
130	0.088	0	0.02	0	0	0.25	0.25	0	0.25	0.00062	0	0	0	0.02	0.014	0.062	0	0.043	0.0026	0	5	0.32	0.27
131	0	0	0	0	0.28	0	0	0.72	0	0	2.1e-06	2.1e-05	0	0	0	0	0	0	0	0.00031	7	0.08	0
132	0.28	0	0.26	0	0	0.05	0.05	0	0.05	0.0073	0	0	0	0.26	0	0	0	0.035	8.8e-05	0	0	0.36	0.31
133	0	0	1.5e-06	0	7.9e-06	0	0	1	0	6e-06	0	0	0	1.5e-06	0	0	0	0	0	0	7	0.08	0
134	0.31	0	0.13	0	0	0.11	0.11	0	0.11	0.0021	0	0	0	0.13	0	2.8e-06	0	0.1	0.00011	0	0	0.36	0.31
135	0	0	0	0.0014	0	0	0	0	0	0	0	0	1	0	0	0	0.0014	0	0	0	12	0	0.067
136	0.069	0	0.43	0	0	0.00075	0.00075	0	0.00075	0.07	0	0	0	0.43	0	0	0	1.2e-05	2.5e-05	0	2	0.39	0.34
137	0	0	0	0	0.032	0	0	0	0	0	0.96	0.011	0	0	0	0	0	0	0	0	10	0.36	0
138	0.099	0	0.026	0	0	0.25	0.25	0	0.25	0.0011	0	0	0	0.026	0.058	0.01	0	0.016	0.0061	0	5	0.32	0.27
139	0.034	0	0.0007	0	0	0.29	0.29	0	0.29	3.2e-06	0	0	0	0.0007	5.5e-06	0.00088	0	0.1	0.00026	0	5	0.32	0.27
140	0.42	0	0.18	0	0	0.071	0.071	0	0.071	0.0049	0	0	0	0.18	0	0	0	0.0052	0.0003	0	0	0.36	0.31
141	0.19	0	0.0086	0	0	0.26	0.26	0	0.26	8.4e-05	0	0	0	0.0086	0	0	0	0.0078	0.00094	0	5	0.32	0.27
142	0.19	0	0.28	0	0	0.063	0.063	0	0.063	0.037	0	0	0	0.28	0.014	3e-06	0	0.0017	0.0045	0	2	0.39	0.34
143	0	0	0	0	1	0	0	4.6e-05	0	0	0.0004	0.00012	0	0	0	0	0	0	0	0	4	0.2	0
144	0.37	0	0.071	0	0	0.16	0.16	0	0.16	0.0015	0	0	0	0.071	1.3e-06	0	0	0.0071	0.00087	0	0	0.36	0.31
145	0.34	0	0.086	0	0	0.15	0.15	0	0.15	0.0013	0	0	0	0.086	0	0	0	0.045	0.00025	0	0	0.36	0.31
146	0.36	0	0.29	0	0	0.019	0.019	0	0.019	0.0063	0	0	0	0.29	0	0	0	0.0057	2e-05	0	0	0.36	0.31
147	0	0	0	0	0.99	0	0	1.7e-05	0	0	0.0074	0.0017	0	0	0	0	0	0	0	0	4	0.2	0
148	0	0	0	0.5	0	0	0	0	0	0	0	0	6e-05	0	0	0	0.5	0	0	0	3	0	0.13
149	0.1	0	0.42	0	0	0.0038	0.0038	0	0.0038	0.048	0	0	0	0.42	0	0	0	0.00037	4.9e-05	0	2	0.39	0.34
150	0.28	0	0.18	0	0	0.11	0.11	0	0.11	0.0059	0	0	0	0.18	2.2e-05	5.1e-06	0	0.031	0.00045	0	0	0.36	0.31
151	0.091	0	0.02	0	0	0.26	0.26	0	0.26	0.00072	0	0	0	0.02	0.026	0.022	0	0.026	0.0042	0	5	0.32	0.27
152	0.059	0	0.0027	0	0	0.3	0.3	0	0.3	2.2e-05	0	0	0	0.0027	0.00015	0.00024	0	0.045	0.00089	0	5	0.32	0.27
153	0.19	0	0.043	0	0	0.22	0.22	0	0.22	0.0008	0	0	0	0.043	6.2e-05	0.0001	0	0.064	0.00069	0	5	0.32	0.27
154	0.27	0	0.22	0	0	0.086	0.086	0	0.086	0.0086	0	0	0	0.22	2.5e-05	3.5e-06	0	0.023	0.00044	0	0	0.36	0.31
155	0	0	0	0	0.0024	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.00022	7	0.08	0
156	0.29	0	0.28	0	0	0.043	0.043	0	0.043	0.019	0	0	0	0.28	9.3e-06	0	0	0.0012	0.00088	0	0	0.36	0.31
157	0.03	0	0.00082	0	0	0.3	0.3	0	0.3	6e-06	0	0	0	0.00082	0.00015	0.0042	0	0.054	0.00075	0	5	0.32	0.27
158	0.58	0	0.086	0	0	0.08	0.08	0	0.08	0.0019	0	0	0	0.086	0	0	0	0.00011	0.0021	0	0	0.36	0.31
159	0.091	0	0.0061	0	0	0.29	0.29	0	0.29	9.7e-05	0	0	0	0.0061	0.00038	7.9e-06	0	0.011	0.0028	0	5	0.32	0.27
160	0.25	0	0.27	0	0	0.062	0.062	0	0.062	0.017	0	0	0	0.27	0.00011	0	0	0.0052	0.00092	0	2	0.39	0.34
