SNV	cluster0	cluster1	cluster	dcf0	dcf1
0	1	0	0	0.36	0.3
1	1	0	0	0.36	0.3
2	1	0	0	0.36	0.3
3	1	0	0	0.36	0.3
4	0.0026	1	1	0.12	0.033
5	1	0	0	0.36	0.3
6	1	0	0	0.36	0.3
7	1	0	0	0.36	0.3
8	0.00028	1	1	0.12	0.033
9	0	1	1	0.12	0.033
10	0	1	1	0.12	0.033
11	1	0	0	0.36	0.3
12	1	0	0	0.36	0.3
13	1	0	0	0.36	0.3
14	0	1	1	0.12	0.033
15	0	1	1	0.12	0.033
16	1	0	0	0.36	0.3
17	1	0	0	0.36	0.3
18	0	1	1	0.12	0.033
19	0	1	1	0.12	0.033
20	5.5e-05	1	1	0.12	0.033
21	0	1	1	0.12	0.033
22	1	0	0	0.36	0.3
23	1	0	0	0.36	0.3
24	1	0	0	0.36	0.3
25	1	0	0	0.36	0.3
26	0	1	1	0.12	0.033
27	0.16	0.84	1	0.12	0.033
28	1	0	0	0.36	0.3
29	1	0	0	0.36	0.3
30	1	0	0	0.36	0.3
31	1	0	0	0.36	0.3
32	1	0	0	0.36	0.3
33	1	0	0	0.36	0.3
34	1	0	0	0.36	0.3
35	1	0	0	0.36	0.3
36	0	1	1	0.12	0.033
37	0.32	0.68	1	0.12	0.033
38	0	1	1	0.12	0.033
39	1	0	0	0.36	0.3
40	0	1	1	0.12	0.033
41	0	1	1	0.12	0.033
42	1	0.0031	0	0.36	0.3
43	1	0	0	0.36	0.3
44	1	0	0	0.36	0.3
45	0	1	1	0.12	0.033
46	1	0	0	0.36	0.3
47	1	0	0	0.36	0.3
48	1	0	0	0.36	0.3
49	1	0	0	0.36	0.3
50	1	0	0	0.36	0.3
51	1	0	0	0.36	0.3
52	1	0	0	0.36	0.3
53	1	0	0	0.36	0.3
54	0	1	1	0.12	0.033
55	1	0	0	0.36	0.3
56	1	0	0	0.36	0.3
57	1	0	0	0.36	0.3
58	1	0	0	0.36	0.3
59	1	0	0	0.36	0.3
60	0	1	1	0.12	0.033
61	1	0	0	0.36	0.3
62	0	1	1	0.12	0.033
63	1	0	0	0.36	0.3
64	1	0	0	0.36	0.3
65	1	0	0	0.36	0.3
66	1	0	0	0.36	0.3
67	0	1	1	0.12	0.033
68	0	1	1	0.12	0.033
69	1	0	0	0.36	0.3
70	1	0	0	0.36	0.3
71	1	0	0	0.36	0.3
72	0	1	1	0.12	0.033
73	1	0	0	0.36	0.3
74	1	0	0	0.36	0.3
75	1	0	0	0.36	0.3
76	1	0	0	0.36	0.3
77	1	0	0	0.36	0.3
78	1	0	0	0.36	0.3
79	1	0	0	0.36	0.3
80	0.0004	1	1	0.12	0.033
81	0	1	1	0.12	0.033
82	1	0	0	0.36	0.3
83	0.57	0.43	0	0.36	0.3
84	1	0	0	0.36	0.3
85	0	1	1	0.12	0.033
86	0	1	1	0.12	0.033
87	1	0	0	0.36	0.3
88	0	1	1	0.12	0.033
89	1	0	0	0.36	0.3
90	0	1	1	0.12	0.033
91	1	0	0	0.36	0.3
92	1	0	0	0.36	0.3
93	1	0	0	0.36	0.3
94	1	0	0	0.36	0.3
95	1	0	0	0.36	0.3
96	1	0	0	0.36	0.3
97	1	0	0	0.36	0.3
98	1	0	0	0.36	0.3
99	1	0	0	0.36	0.3
100	1	0	0	0.36	0.3
101	0	1	1	0.12	0.033
102	1	0	0	0.36	0.3
103	0	1	1	0.12	0.033
104	1	0	0	0.36	0.3
105	1	0	0	0.36	0.3
106	1	0	0	0.36	0.3
107	6.3e-05	1	1	0.12	0.033
108	1	0	0	0.36	0.3
109	1	0	0	0.36	0.3
110	1	0	0	0.36	0.3
111	1	0	0	0.36	0.3
112	1	0	0	0.36	0.3
113	0	1	1	0.12	0.033
114	1	0	0	0.36	0.3
115	0	1	1	0.12	0.033
116	1	0	0	0.36	0.3
117	1	0	0	0.36	0.3
118	0	1	1	0.12	0.033
119	0	1	1	0.12	0.033
120	0	1	1	0.12	0.033
121	1	0	0	0.36	0.3
122	1	0	0	0.36	0.3
123	1	0	0	0.36	0.3
124	1	0	0	0.36	0.3
125	1	0	0	0.36	0.3
126	1	0	0	0.36	0.3
127	0.99	0.0097	0	0.36	0.3
128	0	1	1	0.12	0.033
129	1	0	0	0.36	0.3
130	1	0	0	0.36	0.3
131	0	1	1	0.12	0.033
132	1	0	0	0.36	0.3
133	0	1	1	0.12	0.033
134	1	0	0	0.36	0.3
135	0	1	1	0.12	0.033
136	1	0	0	0.36	0.3
137	0	1	1	0.12	0.033
138	1	0	0	0.36	0.3
139	1	0	0	0.36	0.3
140	1	0	0	0.36	0.3
141	1	0	0	0.36	0.3
142	1	0	0	0.36	0.3
143	0	1	1	0.12	0.033
144	1	0	0	0.36	0.3
145	1	0	0	0.36	0.3
146	1	0	0	0.36	0.3
147	0	1	1	0.12	0.033
148	0	1	1	0.12	0.033
149	1	0	0	0.36	0.3
150	1	0	0	0.36	0.3
151	1	0	0	0.36	0.3
152	1	0	0	0.36	0.3
153	1	0	0	0.36	0.3
154	1	0	0	0.36	0.3
155	0	1	1	0.12	0.033
156	1	0	0	0.36	0.3
157	1	0	0	0.36	0.3
158	1	0	0	0.36	0.3
159	1	0	0	0.36	0.3
160	1	0	0	0.36	0.3
