SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0	dcf1
0	0	2.5e-06	0	0	0	1	0	0	0	0	4e-06	0	0	0	0	0	0	0	0	5	0.2	0.2
1	0	0.099	0.14	0	0.00034	0	0	0	0	0.002	6.1e-06	0	0.37	0.016	0.37	0	0	0	0.0098	12	0.39	0.34
2	0	0	0	0	0	0	0	0	0	0	0	0	0.48	0.027	0.48	0	0	0	0.016	12	0.39	0.34
3	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.0048	0.5	0	0	0	0.0029	12	0.39	0.34
4	0	0.0031	3e-05	0	1.4e-05	0.096	0	0	0	7.4e-05	0.00057	0	3.4e-06	0	3.4e-06	0.00024	0	0.9	0	17	0.08	0.067
5	0	0.78	0.057	0	0.0032	0.062	0	0	0	0.025	0.014	0	0.031	0.00097	0.031	0	0	0	0.00059	1	0.32	0.27
6	0	0.18	0.15	0	2.7e-05	3.2e-05	0	0	0	0.15	0	0	0.25	0.004	0.25	0	0	0	0.0024	12	0.39	0.34
7	0	0.12	0.098	0	0.00049	1.2e-05	0	0	0	0.0052	0.00015	0	0.37	0.024	0.37	0	0	0	0.015	12	0.39	0.34
8	0	0	0	0.039	0	0	0.94	0	0	0	0	0	0	0	0	0.022	0	0	0	6	0.36	0
9	0.47	0	0	0	0	0	0	0	0	0	0	0	0.00018	0	0.00018	0	0.53	4.1e-06	0	16	0	0.1
10	0	0	0	0.76	0	0	0.22	0	4.1e-05	0	0	0	0	0	0	0.024	0	0	0	3	0.2	0
11	0	0.26	0.11	0	0.0014	0.00017	0	0	0	0.0082	0.0014	0	0.29	0.019	0.29	0	0	0	0.011	12	0.39	0.34
12	0	0.66	0.24	0	0.0038	0	0	0	0	0.00068	2.4e-06	0	0.045	0.00068	0.045	0	0	0	0.00041	1	0.32	0.27
13	0	0.49	0.45	0	0.0003	0	0	0	0	0.0065	0	0	0.027	0.00016	0.027	0	0	0	9.5e-05	1	0.32	0.27
14	0	0	0	5.9e-06	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0.08	0
15	0.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53	0.00021	0	16	0	0.1
16	0	0.8	0.15	0	0.0026	1.6e-06	0	0	0	0.013	0.00013	0	0.015	0.00024	0.015	0	0	0	0.00014	1	0.32	0.27
17	0	0.87	0.09	0	0.0054	0.00035	0	0	0	0.013	0.0056	0	0.01	0.00023	0.01	0	0	0	0.00014	1	0.32	0.27
18	0.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53	4e-05	0	16	0	0.1
19	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	0	0.026	0	0.97	0	17	0.08	0.067
20	0	0	0	0	0	0.044	0	0	0	0	0	0	0	0	0	0	0	0.96	0	17	0.08	0.067
21	0.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53	0	0	16	0	0.1
22	0	0.45	0.27	0	1.1e-05	0	0	0	0	0.26	0	0	0.0098	1.8e-05	0.0098	0	0	0	1.1e-05	1	0.32	0.27
23	0	0.69	0.12	0	0.00034	0.0011	0	0	0	0.16	1.2e-05	0	0.014	0.00014	0.014	0	0	0	8.3e-05	1	0.32	0.27
24	0	0.44	0.22	0	0.0012	0.00082	0	0	0	0.045	0.00066	0	0.14	0.0051	0.14	0	0	0	0.0031	1	0.32	0.27
25	0	0.96	0.035	0	0.00073	0	0	0	0	0.0075	0	0	0.00018	0	0.00018	0	0	0	0	1	0.32	0.27
26	0	0	0	3.2e-05	0	0	0	0	1	0	0	0	0	0	0	0	0	1.2e-05	0	8	0.08	0
27	0	0	0	0.00033	0	0	1	0	0	0	0	0	0	0	0	0.0025	0	0	0	6	0.36	0
28	0	0	0	0	0	0	0	0	0	0	0	0	0.48	0.019	0.48	0	0	0	0.012	12	0.39	0.34
29	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.0058	0.5	0	0	0	0.0035	12	0.39	0.34
30	0	0.96	0.03	0	0.0024	0	0	0	0	0.0048	9.4e-05	0	0.0015	1.1e-05	0.0015	0	0	0	6.6e-06	1	0.32	0.27
31	0	0.85	0.036	0	0.015	0.0002	0	0	0	0.0022	0.082	0	0.0081	0.00025	0.0081	0	0	0	0.00015	1	0.32	0.27
32	0	0.78	0.046	0	0.0078	0.02	0	0	0	0.0087	0.088	0	0.022	0.00083	0.022	1e-05	0	0	0.0005	1	0.32	0.27
33	0	0.051	0.066	0	0.00039	0	0	0	0	0.0012	0.00014	0	0.41	0.039	0.41	0	0	0	0.023	12	0.39	0.34
34	0	0.6	0.025	0	0.0013	0.32	0	0	0	0.044	0.0035	0	0.0018	2.5e-05	0.0018	0	0	0	1.5e-05	1	0.32	0.27
35	0	0.68	0.18	0	0.00084	0.00029	0	0	0	0.074	9.5e-05	0	0.036	0.00058	0.036	0	0	0	0.00035	1	0.32	0.27
36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0.28	0.033
37	0	0	0	0.0021	0	0	0.99	0	0	0	6.2e-06	0	0	0	0	0.009	0	0	0	6	0.36	0
38	0.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53	0	0	16	0	0.1
39	0	0.65	0.18	0	0.0097	3e-05	0	0	0	0.006	0.019	0	0.062	0.0029	0.062	0	0	0	0.0017	1	0.32	0.27
40	0.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53	1.7e-05	0	16	0	0.1
41	0.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53	0.0012	0	16	0	0.1
42	0	0.61	0.05	0	0.0073	0.066	0	0	0	0.012	0.21	0	0.01	0.00037	0.01	0.023	0	1.1e-05	0.00022	1	0.32	0.27
43	0	0.59	0.19	0	0.0034	0.0014	0	0	0	0.025	0.0055	0	0.09	0.0039	0.09	0	0	0	0.0023	1	0.32	0.27
44	0	0.63	0.21	0	0.003	5.4e-05	0	0	0	0.019	0.0016	0	0.067	0.002	0.067	0	0	0	0.0012	1	0.32	0.27
45	0	0	0	0.13	0	0	0.84	0	0	0	0	0	0	0	0	0.028	0	0	0	6	0.36	0
46	0	0.24	0.22	0	0.004	3.8e-06	0	0	0	0.0033	0.0045	0	0.25	0.021	0.25	0	0	0	0.013	12	0.39	0.34
47	0	0.00022	0	0	0	1	0	0	0	6.8e-05	0	0	0	0	0	0	0	0	0	5	0.2	0.2
48	0	0.00011	0	0	0	1	0	0	0	2.3e-05	0	0	0	0	0	0	0	0	0	5	0.2	0.2
49	0	0.84	0.048	0	0.0013	0.04	0	0	0	0.066	0.0011	0	0.0034	4.1e-05	0.0034	0	0	0	2.5e-05	1	0.32	0.27
50	0	0.75	0.036	0	0.059	0	0	0	0	0.00022	0.15	0	0.0014	4e-05	0.0014	0	0	0	2.4e-05	1	0.32	0.27
51	0	0.41	0.3	0	1.6e-05	0	0	0	0	0.25	0	0	0.02	4.9e-05	0.02	0	0	0	3e-05	1	0.32	0.27
52	0	0.56	0.19	0	0.0068	0.00028	0	0	0	0.01	0.021	0	0.1	0.0056	0.1	0	0	0	0.0034	1	0.32	0.27
53	0	0.79	0.093	0	0.002	0.022	0	0	0	0.056	0.0023	0	0.015	0.00032	0.015	0	0	0	0.00019	1	0.32	0.27
54	0	0	0	0.99	0	0	0.006	0	0.00068	0	0	0	0	0	0	0.0033	0	0	0	3	0.2	0
55	0	0.88	0.069	0	0.0011	0.00031	0	0	0	0.046	0.00015	0	0.0037	3.2e-05	0.0037	0	0	0	2e-05	1	0.32	0.27
56	0	0.77	0.17	0	0.0045	0	0	0	0	0.0072	0.00039	0	0.022	0.0005	0.022	0	0	0	0.0003	1	0.32	0.27
57	0	0.98	0.0063	0	0.0014	0.00084	0	0	0	0.012	0.00022	0	2.3e-05	0	2.3e-05	0	0	0	0	1	0.32	0.27
58	0	0.85	0.097	0	0.00033	0	0	0	0	0.043	0	0	0.0023	9.8e-06	0.0023	0	0	0	5.9e-06	1	0.32	0.27
59	0	0.0062	0.14	0	5.6e-06	0	0	0	0	0.00051	0	0	0.41	0.017	0.41	0	0	0	0.011	12	0.39	0.34
60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17	0.08	0.067
61	0	0.51	0.19	0	0.0025	0.0054	0	0	0	0.034	0.0058	0	0.12	0.0058	0.12	0	0	0	0.0035	1	0.32	0.27
62	0	0	0	0.03	0	0	0	0	0.97	0	0	0	0	0	0	8.3e-06	0	0.0027	0	8	0.08	0
63	0	0.78	0.12	0	0.0051	0.0052	0	0	0	0.022	0.015	0	0.029	0.00099	0.029	0	0	0	0.0006	1	0.32	0.27
64	0	0.89	0.088	0	0.004	1.6e-06	0	0	0	0.0071	0.00025	0	0.0045	6.5e-05	0.0045	0	0	0	3.9e-05	1	0.32	0.27
65	0	0.76	0.16	0	0.0084	4e-06	0	0	0	0.0053	0.0033	0	0.029	0.00095	0.029	0	0	0	0.00058	1	0.32	0.27
66	0	0.59	0.26	0	0.0024	0	0	0	0	0.011	0.0001	0	0.064	0.0016	0.064	0	0	0	0.00099	1	0.32	0.27
67	0	0	0	0.85	0	1.2e-05	0.079	0	0.04	0	4e-06	0	0	0	0	0.029	0	0.00057	0	3	0.2	0
68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0.28	0.033
69	0	0.014	0.49	0	0	0	0	0	0	0.031	0	0	0.23	0.00079	0.23	0	0	0	0.00048	2	0.36	0.31
70	0	0.79	0.13	0	0.0011	0.00018	0	0	0	0.052	0.00015	0	0.015	0.00019	0.015	0	0	0	0.00011	1	0.32	0.27
71	0	0.46	0.21	0	0.0052	0.00012	0	0	0	0.0093	0.0096	0	0.14	0.009	0.14	0	0	0	0.0055	1	0.32	0.27
72	0	0	0	1	0	0	0.00037	0	4.9e-05	0	0	0	0	0	0	0.00055	0	0	0	3	0.2	0
73	0	0.24	0.34	0	0.00047	0	0	0	0	0.012	2.6e-06	0	0.2	0.0064	0.2	0	0	0	0.0039	2	0.36	0.31
74	0	0.84	0.065	0	0.00012	0	0	0	0	0.096	0	0	0.00088	2.2e-06	0.00088	0	0	0	1.3e-06	1	0.32	0.27
75	0	0.087	0.17	0	0.00068	0	0	0	0	0.0028	0.00013	0	0.34	0.03	0.34	0	0	0	0.018	12	0.39	0.34
76	0	0.8	0.076	0	0.0069	0.013	0	0	0	0.017	0.061	0	0.013	0.00041	0.013	0	0	0	0.00025	1	0.32	0.27
77	0	0.91	0.073	0	0.0021	0	0	0	0	0.0081	3.9e-05	0	0.0019	1.3e-05	0.0019	0	0	0	7.6e-06	1	0.32	0.27
78	0	0.89	0.044	0	0.0015	0.011	0	0	0	0.049	0.001	0	0.0023	2.3e-05	0.0023	0	0	0	1.4e-05	1	0.32	0.27
79	0	0.49	0.34	0	0.01	0	0	0	0	0.00061	0.00013	0	0.073	0.003	0.073	0	0	0	0.0018	1	0.32	0.27
80	0	0	0	4.3e-05	0	0	1	0	0	0	0	0	0	0	0	0.0004	0	0	0	6	0.36	0
