SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster	dcf0	dcf1
0	0.45	0	0	0.0015	0.05	0	0	0	0.42	0	0.085	0	0.56	0.7
1	0.62	0	0	0.28	0.1	0	0	0	0	0	8.5e-06	0	0.56	0.7
2	0.65	0	0	0.036	0.3	0	0	0	0.0078	0	0.0036	0	0.56	0.7
3	0	0	0	0	0	1	4.3e-05	0	0	0	0	5	0	0.1
4	0.79	0	0	0.12	0.088	0	0	0	7.4e-05	0	0.0023	0	0.56	0.7
5	0.59	0	0	0.024	0.38	0	0	0	0	0	0	0	0.56	0.7
6	0.81	0	0	0.0092	0.15	0	0	0	0.015	0	0.014	0	0.56	0.7
7	0.99	0	0	0.0033	0.004	0	0	0	0	0	0.0001	0	0.56	0.7
8	0.91	0	0	0.014	0.069	0	0	0	0.00068	0	0.0046	0	0.56	0.7
9	1	0	0	0.0015	0.00041	0	0	0	0	0	1.4e-05	0	0.56	0.7
10	0	0	0	0	0	1	0.0005	0	0	0	0	5	0	0.1
11	0.92	0	0	0.0053	0.013	0	0	0	0.0019	0	0.057	0	0.56	0.7
12	0.97	0	0	0.0034	0.025	0	0	0	0.00018	0	0.0041	0	0.56	0.7
13	0.94	0	0	0.017	0.037	0	0	0	7e-05	0	0.0038	0	0.56	0.7
14	0	0	0	0	0	1	0	0	0	0	0	5	0	0.1
15	0.74	0	0	0.01	0.082	0	0	0	0.086	0	0.079	0	0.56	0.7
16	0.34	0	0	0.0096	0.65	0	0	0	1.5e-06	0	0	4	0.56	0.77
17	0	1	0	0	0	0	0	0	0	0	0	1	0.11	0.11
18	0	0	0	0	0	0	1	0	0	0	0	6	0.049	0.1
19	0	0	0	0	0	0	0	0	0	1	0	9	0.24	0.3
20	0.59	0	0	0.14	0.27	0	0	0	0	0	7.3e-06	0	0.56	0.7
21	0.59	0	0	0.13	0.28	0	0	0	0.00011	0	0.00034	0	0.56	0.7
22	0	0	0	0	0	0	1	0	0	0	0	6	0.049	0.1
23	0.92	0	0	0.022	0.055	0	0	0	8.7e-05	0	0.00098	0	0.56	0.7
24	0.79	0	0	0.0063	0.073	0	0	0	0.091	0	0.037	0	0.56	0.7
25	0.81	0	0	0.019	0.17	0	0	0	0	0	0	0	0.56	0.7
26	0.03	0	0	1.5e-05	0.0081	0	0	0	0.95	0	0.0069	8	0.44	0.7
27	0.4	0	0	0.014	0.54	0	0	0	0.045	0	0.0013	4	0.56	0.77
28	0.81	0	0	0.011	0.18	0	0	0	0.0022	0	0.0031	0	0.56	0.7
29	0	3.5e-06	0	0	0	0	1	0	0	0	0	6	0.049	0.1
30	0.85	0	0	0.036	0.11	0	0	0	0.00049	0	0.0034	0	0.56	0.7
31	0.9	0	0	0.0011	0.087	0	0	0	0.0063	0	0.0031	0	0.56	0.7
32	0.67	0	0	0.11	0.22	0	0	0	1.5e-06	0	2.1e-05	0	0.56	0.7
33	0.57	0	0	0.039	0.38	0	0	0	0.0026	0	0.0011	0	0.56	0.7
34	0.95	0	0	0.00016	0.0011	0	0	0	5e-05	0	0.05	0	0.56	0.7
35	0	0	0	0	0	0	1	0	0	0	0	6	0.049	0.1
36	0	0.0023	0	0	0	0	1	0	0	0	0	6	0.049	0.1
37	0	0	0	6.9e-06	0.9	0.1	1.5e-05	0	0	0	0	4	0.56	0.77
38	0.87	0	0	0.025	0.1	0	0	0	0	0	1.1e-05	0	0.56	0.7
39	0	0	0	0	0	0	1	0	0	0	0	6	0.049	0.1
40	0.85	0	0	0.00039	0.0028	0	0	0	0.003	0	0.15	0	0.56	0.7
41	0.68	0	0	0.061	0.26	0	0	0	7.8e-06	0	5.4e-05	0	0.56	0.7
42	0	0	0	0	0	0	1	0	0	0	0	6	0.049	0.1
43	0	0	0	0	0	0	0	1	0	0	0	7	0.049	0
44	0.016	0	0	2.2e-06	0.00065	0	0	0	0.94	0	0.039	8	0.44	0.7
45	0	0	0	0	0	0	0	1	0	0	0	7	0.049	0
46	0	0	0	0	0	0	1	0	0	0	0	6	0.049	0.1
47	0.34	0	0	0.00018	0.002	0	0	0	0.068	0	0.59	10	0.5	0.62
48	0.54	0	0	0.04	0.42	0	0	0	1e-05	0	1e-05	0	0.56	0.7
49	0.78	0	0	0.17	0.043	0	0	0	0	0	2.5e-05	0	0.56	0.7
50	0.63	0	0	0.15	0.22	0	0	0	4.2e-06	0	8.1e-05	0	0.56	0.7
51	0.27	0	0	0.0025	0.11	0	0	0	0.59	0	0.022	8	0.44	0.7
52	0	0	0	0	0	1	0.00013	0	0	0	0	5	0	0.1
53	0.023	0	0	0.066	0.91	0	0	0	0	0	0	4	0.56	0.77
54	0	1	0	0	0	0	0	0	0	0	0	1	0.11	0.11
55	0.87	0	0	0.072	0.058	0	0	0	0	0	1.8e-06	0	0.56	0.7
56	0.82	0	0	0.018	0.15	0	0	0	0.0035	0	0.0045	0	0.56	0.7
57	0.96	0	0	0.0011	0.02	0	0	0	0.0034	0	0.016	0	0.56	0.7
58	0.96	0	0	0.0016	0.0093	0	0	0	0.00055	0	0.033	0	0.56	0.7
59	0.75	0	0	0.054	0.19	0	0	0	5.4e-05	0	0.00022	0	0.56	0.7
60	0.23	0	0	0.013	0.76	0	0	0	1.3e-05	0	1.3e-06	4	0.56	0.77
61	0.96	0	0	0.011	0.025	0	0	0	0.00047	0	0.0031	0	0.56	0.7
62	0.48	0	0	0.058	0.47	0	0	0	4.8e-06	0	2.1e-06	0	0.56	0.7
63	0	0	0	0	0	0	0	0	0	1	0	9	0.24	0.3
64	0.67	0	0	0.00022	0.33	0	0	0	6.8e-05	0	1.5e-06	0	0.56	0.7
65	0	0	0	0	0.91	0.095	0	0	0	0	0	4	0.56	0.77
66	0.73	0	0	0.0096	0.26	0	0	0	0	0	0	0	0.56	0.7
67	0	0	0	0	0	0	0	1	0	0	0	7	0.049	0
68	0.68	0	0	0.001	0.066	0	0	0	0.2	0	0.05	0	0.56	0.7
69	0	1	0	0	0	0	0.00012	0	0	0	0	1	0.11	0.11
70	0.75	0	0	0.02	0.23	0	0	0	0.002	0	0.002	0	0.56	0.7
71	0	0	0	0	0	0	0	1	0	0	0	7	0.049	0
72	0.68	0	0	0.0009	0.32	0	0	0	0	0	0	0	0.56	0.7
73	0.1	0	0	0.0049	0.9	0	0	0	0	0	0	4	0.56	0.77
74	0	0	0	0	0.017	0.98	0.00053	0	0	0	0	5	0	0.1
