SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1
0	0.15	0	0	0	0	0.15	0	0	0	0.046	0	0.21	0.21	0	0	8.9e-05	0.15	0.087	8.9e-05	0.0036	11	0.44	0.7
1	0.17	0	0	0	0	0.17	0	0	0	0.079	0	0	0	0	0	0.014	0.17	7.3e-06	0.014	0.38	19	0.61	0.7
2	0.22	0	0	0	0	0.22	0	0	0	0.28	0	0.004	0.004	0	0	0.0021	0.22	0.0037	0.0021	0.044	9	0.56	0.77
3	0	0	0	0.63	7.4e-05	0	0	0.12	0	0	0	0	0	0	0.24	0	0	0	0	0	3	0	0.1
4	0.22	0	0	0	0	0.22	0	0	0	0.07	0	3.2e-05	3.2e-05	0	0	0.006	0.22	0.002	0.006	0.25	19	0.61	0.7
5	0.2	0	0	0	0	0.2	0	0	0	0.37	0	0	0	0	0	0.0015	0.2	0	0.0015	0.015	9	0.56	0.77
6	0.27	0	0	0	0	0.27	0	0	0	0.14	0	0.0078	0.0078	0	0	0.00053	0.27	0.014	0.00053	0.016	0	0.56	0.7
7	0.32	0	0	0	0	0.32	0	0	0	0.0037	0	0	0	0	0	0.00019	0.32	0.0001	0.00019	0.023	0	0.56	0.7
8	0.3	0	0	0	0	0.3	0	0	0	0.063	0	0.00034	0.00034	0	0	0.00079	0.3	0.0047	0.00079	0.034	0	0.56	0.7
9	0.32	0	0	0	0	0.32	0	0	0	0.00037	0	0	0	0	0	8.3e-05	0.32	1.4e-05	8.3e-05	0.025	0	0.56	0.7
10	0	0	0	0.35	0.00047	0	0	0.026	0	0	0	0	0	0	0.63	0	0	0	0	0	14	0	0.067
11	0.3	0	0	0	0	0.3	0	0	0	0.012	0	0.00095	0.00095	0	0	0.0003	0.3	0.057	0.0003	0.03	0	0.56	0.7
12	0.32	0	0	0	0	0.32	0	0	0	0.023	0	9.2e-05	9.2e-05	0	0	0.0002	0.32	0.0042	0.0002	0.013	0	0.56	0.7
13	0.3	0	0	0	0	0.3	0	0	0	0.033	0	3.4e-05	3.4e-05	0	0	0.00093	0.3	0.0037	0.00093	0.056	0	0.56	0.7
14	0	0	0	0.059	0	0	0	9.7e-05	0	0	0	0	0	0	0.94	0	0	0	0	0	14	0	0.067
15	0.24	0	0	0	0	0.24	0	0	0	0.076	0	0.043	0.043	0	0	0.00058	0.24	0.08	0.00058	0.025	0	0.56	0.7
16	0.12	0	0	0	0	0.12	0	0	0	0.64	0	0	0	0	0	0.00058	0.12	0	0.00058	0.0037	9	0.56	0.77
17	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.11	0.11
18	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.049	0.1
19	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	13	0.24	0.3
20	0.2	0	0	0	0	0.2	0	0	0	0.26	0	0	0	0	0	0.0083	0.2	7.6e-06	0.0083	0.13	9	0.56	0.77
21	0.19	0	0	0	0	0.19	0	0	0	0.26	0	5.4e-05	5.4e-05	0	0	0.0074	0.19	0.00034	0.0074	0.15	9	0.56	0.77
22	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.049	0.1
23	0.3	0	0	0	0	0.3	0	0	0	0.05	0	4.3e-05	4.3e-05	0	0	0.0012	0.3	0.00098	0.0012	0.045	0	0.56	0.7
24	0.26	0	0	0	0	0.26	0	0	0	0.068	0	0.047	0.047	0	0	0.00036	0.26	0.038	0.00036	0.012	0	0.56	0.7
25	0.27	0	0	0	0	0.27	0	0	0	0.16	0	0	0	0	0	0.0011	0.27	0	0.0011	0.025	0	0.56	0.7
26	0.0099	0	0	0	0	0.0099	0	0	0	0.0074	0	0.48	0.48	0	0	0	0.0099	0.007	0	1.9e-05	11	0.44	0.7
27	0.14	0	0	0	0	0.14	0	0	0	0.52	0	0.024	0.024	0	0	0.00087	0.14	0.0014	0.00087	0.01	9	0.56	0.77
28	0.27	0	0	0	0	0.27	0	0	0	0.17	0	0.0012	0.0012	0	0	0.00067	0.27	0.0032	0.00067	0.018	0	0.56	0.7
29	0	0	1.7e-06	0	1	0	1.7e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.049	0.1
30	0.27	0	0	0	0	0.27	0	0	0	0.1	0	0.00024	0.00024	0	0	0.002	0.27	0.0034	0.002	0.073	0	0.56	0.7
31	0.3	0	0	0	0	0.3	0	0	0	0.082	0	0.0032	0.0032	0	0	6.2e-05	0.3	0.0031	6.2e-05	0.0019	0	0.56	0.7
32	0.22	0	0	0	0	0.22	0	0	0	0.2	0	0	0	0	0	0.0061	0.22	2.1e-05	0.0061	0.12	0	0.56	0.7
33	0.2	0	0	0	0	0.2	0	0	0	0.37	0	0.0014	0.0014	0	0	0.0023	0.2	0.0012	0.0023	0.038	9	0.56	0.77
34	0.32	0	0	0	0	0.32	0	0	0	0.001	0	2.6e-05	2.6e-05	0	0	9.3e-06	0.32	0.051	9.3e-06	0.0024	0	0.56	0.7
35	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.049	0.1
36	0	0	0.0011	0	1	0	0.0011	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.049	0.1
37	0	0	0	0.028	1.2e-05	0	0	0.00047	0	0.63	0	0	0	0	0.34	0	0	0	0	0	9	0.56	0.77
38	0.29	0	0	0	0	0.29	0	0	0	0.093	0	0	0	0	0	0.0015	0.29	1.1e-05	0.0015	0.039	0	0.56	0.7
39	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.049	0.1
40	0.28	0	0	0	0	0.28	0	0	0	0.0026	0	0.0015	0.0015	0	0	2.2e-05	0.28	0.15	2.2e-05	0.004	0	0.56	0.7
41	0.23	0	0	0	0	0.23	0	0	0	0.24	0	4e-06	4e-06	0	0	0.0036	0.23	5.6e-05	0.0036	0.066	9	0.56	0.77
42	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.049	0.1
43	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0.049	0
44	0.0051	0	0	0	0	0.0051	0	0	0	0.00059	0	0.47	0.47	0	0	0	0.0051	0.039	0	7.1e-06	11	0.44	0.7
45	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0.049	0
46	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.049	0.1
47	0.11	0	0	0	0	0.11	0	0	0	0.0019	0	0.034	0.034	0	0	1.1e-05	0.11	0.59	1.1e-05	0.0017	17	0.5	0.62
48	0.19	0	0	0	0	0.19	0	0	0	0.41	0	5.5e-06	5.5e-06	0	0	0.0024	0.19	1.1e-05	0.0024	0.028	9	0.56	0.77
49	0.22	0	0	0	0	0.22	0	0	0	0.034	0	0	0	0	0	0.0085	0.22	2.1e-05	0.0085	0.3	19	0.61	0.7
50	0.2	0	0	0	0	0.2	0	0	0	0.19	0	2.1e-06	2.1e-06	0	0	0.0085	0.2	8e-05	0.0085	0.18	0	0.56	0.7
51	0.091	0	0	0	0	0.091	0	0	0	0.11	0	0.3	0.3	0	0	0.00014	0.091	0.022	0.00014	0.0031	11	0.44	0.7
52	0	0	0	0.46	0.00017	0	0	0.053	0	0	0	0	0	0	0.48	0	0	0	0	0	14	0	0.067
53	0.0088	0	0	0	0	0.0088	0	0	0	0.96	0	0	0	0	0	0.0043	0.0088	0	0.0043	0.0072	9	0.56	0.77
54	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.11	0.11
55	0.28	0	0	0	0	0.28	0	0	0	0.052	0	0	0	0	0	0.004	0.28	1.8e-06	0.004	0.11	0	0.56	0.7
56	0.27	0	0	0	0	0.27	0	0	0	0.14	0	0.0018	0.0018	0	0	0.001	0.27	0.0046	0.001	0.03	0	0.56	0.7
57	0.32	0	0	0	0	0.32	0	0	0	0.019	0	0.0017	0.0017	0	0	6.3e-05	0.32	0.017	6.3e-05	0.0043	0	0.56	0.7
58	0.32	0	0	0	0	0.32	0	0	0	0.0086	0	0.00028	0.00028	0	0	9.4e-05	0.32	0.034	9.4e-05	0.01	0	0.56	0.7
59	0.25	0	0	0	0	0.25	0	0	0	0.18	0	2.7e-05	2.7e-05	0	0	0.0031	0.25	0.00022	0.0031	0.071	0	0.56	0.7
60	0.08	0	0	0	0	0.08	0	0	0	0.76	0	7.1e-06	7.1e-06	0	0	0.0008	0.08	1.5e-06	0.0008	0.0044	9	0.56	0.77
