SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster	dcf0	dcf1
0	0	0	0.47	0	0.47	0	0	0	0.052	0.0016	7.1e-05	0	0	0	4	0.56	0.7
1	0	0	0	0	0.51	0	0	0	0.083	0.16	0.25	0	0	0	4	0.56	0.7
2	0	0	0.0085	0	0.66	0	0	0	0.3	0.018	0.0083	0	0	0	4	0.56	0.7
3	1	0	0	0	0	0	0	0	0	0	0	4.3e-05	0	0	0	0	0.1
4	0	0	6.2e-05	0	0.61	0	0	0	0.068	0.094	0.22	0	0	0	4	0.56	0.7
5	0	0	0	0	0.61	0	0	0	0.39	0.0063	8.2e-05	0	0	0	4	0.56	0.7
6	0	0	0.017	0	0.83	0	0	0	0.15	0.0068	0.00057	0	0	0	4	0.56	0.7
7	0	0	0	0	0.99	0	0	0	0.0039	0.0097	8.3e-05	0	0	0	4	0.56	0.7
8	0	0	0.00072	0	0.92	0	0	0	0.068	0.015	0.0018	0	0	0	4	0.56	0.7
9	0	0	0	0	0.99	0	0	0	0.0004	0.01	3.1e-05	0	0	0	4	0.56	0.7
10	1	0	0	0	0	0	0	0	0	0	0	0.0005	0	0	0	0	0.1
11	0	0	0.0021	0	0.97	0	0	0	0.014	0.013	0.0016	0	0	0	4	0.56	0.7
12	0	0	0.00019	0	0.97	0	0	0	0.025	0.0053	0.0001	0	0	0	4	0.56	0.7
13	0	0	7.4e-05	0	0.94	0	0	0	0.036	0.024	0.0038	0	0	0	4	0.56	0.7
14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
15	0	0	0.099	0	0.8	0	0	0	0.087	0.011	0.0029	0	0	0	4	0.56	0.7
16	0	0	1.6e-06	0	0.35	0	0	0	0.65	0.0015	9.6e-06	0	0	0	8	0.56	0.77
17	0	0	0	0	0	0	1	0	0	0	0	0	0	0.00049	6	0.11	0.11
18	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0.049	0.1
19	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12	0.24	0.3
20	0	0	0	0	0.63	0	0	0	0.29	0.058	0.027	0	0	0	4	0.56	0.7
21	0	0	0.00011	0	0.58	0	0	0	0.27	0.06	0.09	0	0	0	4	0.56	0.7
22	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0.049	0.1
23	0	0	9.2e-05	0	0.92	0	0	0	0.054	0.019	0.0074	0	0	0	4	0.56	0.7
24	0	0	0.1	0	0.82	0	0	0	0.074	0.0053	0.0014	0	0	0	4	0.56	0.7
25	0	0	0	0	0.82	0	0	0	0.17	0.011	0.00072	0	0	0	4	0.56	0.7
26	0	0	0.96	0	0.029	0	0	0	0.0075	7.7e-06	0	0	0	0	2	0.44	0.7
27	0	0	0.048	0	0.41	0	0	0	0.54	0.004	0.00062	0	0	0	8	0.56	0.77
28	0	0	0.0024	0	0.81	0	0	0	0.18	0.0073	0.00048	0	0	0	4	0.56	0.7
29	0	0	0	0	0	0	3.4e-06	0	0	0	0	1	0	0	11	0.049	0.1
30	0	0	0.00052	0	0.85	0	0	0	0.11	0.031	0.012	0	0	0	4	0.56	0.7
31	0	0	0.0067	0	0.91	0	0	0	0.086	0.0008	2e-06	0	0	0	4	0.56	0.7
32	0	0	1.6e-06	0	0.7	0	0	0	0.23	0.051	0.02	0	0	0	4	0.56	0.7
33	0	0	0.0029	0	0.59	0	0	0	0.39	0.016	0.0058	0	0	0	4	0.56	0.7
34	0	0	5.6e-05	0	1	0	0	0	0.0012	0.0011	1.4e-06	0	0	0	4	0.56	0.7
35	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0.049	0.1
36	0	0	0	0	0	0	0.0023	0	0	0	0	1	0	1.1e-06	11	0.049	0.1
37	0.099	0	0	0	0	0	0	0	0.9	0	0	1.5e-05	0	0	8	0.56	0.77
38	0	0	0	0	0.88	0	0	0	0.1	0.017	0.00052	0	0	0	4	0.56	0.7
39	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0.049	0.1
40	0	0	0.0037	0	0.99	0	0	0	0.0032	0.0019	1.4e-05	0	0	0	4	0.56	0.7
41	0	0	8.6e-06	0	0.7	0	0	0	0.27	0.028	0.006	0	0	0	4	0.56	0.7
42	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0.049	0.1
43	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0.049	0
44	0	0	0.98	0	0.015	0	0	0	0.00062	2.9e-06	0	0	0	0	2	0.44	0.7
45	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0.049	0
46	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0.049	0.1
47	0	0	0.17	0	0.82	0	0	0	0.0048	0.0017	2.7e-05	0	0	0	4	0.56	0.7
48	0	0	1.2e-05	0	0.56	0	0	0	0.43	0.011	0.001	0	0	0	4	0.56	0.7
49	0	0	0	0	0.55	0	0	0	0.03	0.1	0.31	0	0	0	4	0.56	0.7
50	0	0	4.4e-06	0	0.63	0	0	0	0.21	0.078	0.081	0	0	0	4	0.56	0.7
51	0	0	0.62	0	0.27	0	0	0	0.11	0.0013	0.00011	0	0	0	2	0.44	0.7
52	1	0	0	0	0	0	0	0	0	0	0	0.00013	0	0	0	0	0.1
53	0	0	0	0	0.025	0	0	0	0.97	0.0029	0.0012	0	0	0	8	0.56	0.77
54	0	0	0	0	0	0	1	0	0	0	0	0	0	0.00049	6	0.11	0.11
55	0	0	0	0	0.88	0	0	0	0.058	0.048	0.012	0	0	0	4	0.56	0.7
56	0	0	0.0037	0	0.83	0	0	0	0.15	0.013	0.0019	0	0	0	4	0.56	0.7
57	0	0	0.0036	0	0.97	0	0	0	0.02	0.0018	1.2e-05	0	0	0	4	0.56	0.7
58	0	0	0.0006	0	0.99	0	0	0	0.0095	0.0044	7.8e-05	0	0	0	4	0.56	0.7
59	0	0	5.9e-05	0	0.77	0	0	0	0.19	0.03	0.0091	0	0	0	4	0.56	0.7
60	0	0	1.4e-05	0	0.23	0	0	0	0.77	0.0017	4.3e-05	0	0	0	8	0.56	0.77
61	0	0	0.00049	0	0.96	0	0	0	0.025	0.013	0.0035	0	0	0	4	0.56	0.7
62	0	0	5.4e-06	0	0.5	0	0	0	0.48	0.011	0.003	0	0	0	4	0.56	0.7
63	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12	0.24	0.3
64	0	0	7.2e-05	0	0.67	0	0	0	0.33	3.4e-05	0	0	0	0	4	0.56	0.7
65	0.094	0	0	0	0	0	0	0	0.91	0	0	0	0	0	8	0.56	0.77
66	0	0	0	0	0.74	0	0	0	0.26	0.0021	7.7e-06	0	0	0	4	0.56	0.7
67	0	0	0	0	0	0	0	0.87	0	0.13	0.0022	0	0	0	7	0.049	0
68	0	0	0.22	0	0.71	0	0	0	0.068	0.00098	9.5e-06	0	0	0	4	0.56	0.7
69	0	0	0	0	0	0	1	0	0	0	0	0.00012	0	0.00049	6	0.11	0.11
70	0	0	0.0022	0	0.76	0	0	0	0.23	0.011	0.0016	0	0	0	4	0.56	0.7
71	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0.049	0
72	0	0	0	0	0.68	0	0	0	0.32	0.00039	0	0	0	0	4	0.56	0.7
73	0	0	0	0	0.1	0	0	0	0.9	0.00053	4.3e-05	0	0	0	8	0.56	0.77
74	0.98	0	0	0	0	0	0	0	0.017	0	0	0.00053	0	0	0	0	0.1
