SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0	dcf1
0	0.22	0	0.42	0	0	8.5e-05	8.5e-05	0.0036	0.22	0	0	0	0	0.046	0	0.087	0	0	0	2	0.44	0.7
1	0.26	0	0	0	0	0.013	0.013	0.38	0.26	0	0	0	0	0.079	0	7.3e-06	0	0	0	7	0.61	0.7
2	0.33	0	0.0081	0	0	0.002	0.002	0.044	0.33	0	0	0	0	0.28	0	0.0037	0	0	0	0	0.56	0.7
3	0	0	0	0	0.24	0	0	0	0	0.12	0	0	0.63	0	0	0	7.4e-05	0	0	12	0	0.1
4	0.33	0	6.4e-05	0	0	0.0057	0.0057	0.25	0.33	0	0	0	0	0.07	0	0.002	0	0	0	0	0.56	0.7
5	0.31	0	0	0	0	0.0014	0.0014	0.015	0.31	0	0	0	0	0.37	0	0	0	0	0	13	0.56	0.77
6	0.41	0	0.016	0	0	0.00051	0.00051	0.016	0.41	0	0	0	0	0.14	0	0.014	0	0	0	0	0.56	0.7
7	0.49	0	0	0	0	0.00018	0.00018	0.023	0.49	0	0	0	0	0.0037	0	0.0001	0	0	0	0	0.56	0.7
8	0.45	0	0.00068	0	0	0.00075	0.00075	0.035	0.45	0	0	0	0	0.063	0	0.0047	0	0	0	0	0.56	0.7
9	0.49	0	0	0	0	7.9e-05	7.9e-05	0.025	0.49	0	0	0	0	0.00037	0	1.4e-05	0	0	0	0	0.56	0.7
10	0	0	0	0	0.63	0	0	0	0	0.026	0	0	0.35	0	0	0	0.00047	0	0	4	0	0.067
11	0.45	0	0.0019	0	0	0.00029	0.00029	0.03	0.45	0	0	0	0	0.012	0	0.057	0	0	0	0	0.56	0.7
12	0.48	0	0.00018	0	0	0.00019	0.00019	0.013	0.48	0	0	0	0	0.023	0	0.0042	0	0	0	0	0.56	0.7
13	0.45	0	6.9e-05	0	0	0.00089	0.00089	0.056	0.45	0	0	0	0	0.033	0	0.0037	0	0	0	0	0.56	0.7
14	0	0	0	0	0.94	0	0	0	0	9.7e-05	0	0	0.059	0	0	0	0	0	0	4	0	0.067
15	0.37	0	0.087	0	0	0.00055	0.00055	0.025	0.37	0	0	0	0	0.076	0	0.08	0	0	0	0	0.56	0.7
16	0.18	0	1.6e-06	0	0	0.00055	0.00055	0.0037	0.18	0	0	0	0	0.64	0	0	0	0	0	13	0.56	0.77
17	0	0	0	0.33	0	0	0	0	0	0	0.33	0	0	0	0	0	0	0.33	0	3	0.11	0.11
18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.049	0.1
19	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0.24	0.3
20	0.3	0	0	0	0	0.0078	0.0078	0.13	0.3	0	0	0	0	0.26	0	7.6e-06	0	0	0	0	0.56	0.7
21	0.29	0	0.00011	0	0	0.007	0.007	0.15	0.29	0	0	0	0	0.26	0	0.00034	0	0	0	0	0.56	0.7
22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.049	0.1
23	0.45	0	8.6e-05	0	0	0.0012	0.0012	0.045	0.45	0	0	0	0	0.05	0	0.00098	0	0	0	0	0.56	0.7
24	0.39	0	0.093	0	0	0.00034	0.00034	0.012	0.39	0	0	0	0	0.068	0	0.038	0	0	0	0	0.56	0.7
25	0.4	0	0	0	0	0.001	0.001	0.025	0.4	0	0	0	0	0.16	0	0	0	0	0	0	0.56	0.7
26	0.015	0	0.96	0	0	0	0	1.9e-05	0.015	0	0	0	0	0.0074	0	0.007	0	0	0	2	0.44	0.7
27	0.21	0	0.047	0	0	0.00083	0.00083	0.01	0.21	0	0	0	0	0.52	0	0.0014	0	0	0	13	0.56	0.77
28	0.4	0	0.0023	0	0	0.00064	0.00064	0.018	0.4	0	0	0	0	0.17	0	0.0032	0	0	0	0	0.56	0.7
29	0	0	0	1.2e-06	0	0	0	0	0	0	1.2e-06	0	0	0	0	0	1	1.2e-06	0	16	0.049	0.1
30	0.41	0	0.00049	0	0	0.0019	0.0019	0.073	0.41	0	0	0	0	0.1	0	0.0034	0	0	0	0	0.56	0.7
31	0.45	0	0.0064	0	0	5.9e-05	5.9e-05	0.002	0.45	0	0	0	0	0.082	0	0.0031	0	0	0	0	0.56	0.7
32	0.33	0	1.5e-06	0	0	0.0058	0.0058	0.12	0.33	0	0	0	0	0.2	0	2.1e-05	0	0	0	0	0.56	0.7
33	0.29	0	0.0027	0	0	0.0022	0.0022	0.038	0.29	0	0	0	0	0.37	0	0.0012	0	0	0	13	0.56	0.77
34	0.47	0	5.1e-05	0	0	8.9e-06	8.9e-06	0.0024	0.47	0	0	0	0	0.001	0	0.051	0	0	0	0	0.56	0.7
35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.049	0.1
36	0	0	0	0.00076	0	0	0	0	0	0	0.00076	0	0	0	0	0	1	0.00076	0	16	0.049	0.1
