SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1
0	1	0	0	0	0	0.56	0.73
1	1	0	0	0	0	0.56	0.73
2	1	0	0	0	0	0.56	0.73
3	0	1	0	0	1	0.049	0.1
4	1	0	0	0	0	0.56	0.73
5	1	0	0	0	0	0.56	0.73
6	1	0	0	0	0	0.56	0.73
7	1	0	0	0	0	0.56	0.73
8	1	0	0	0	0	0.56	0.73
9	1	0	0	0	0	0.56	0.73
10	0	1	0	0	1	0.049	0.1
11	1	0	0	0	0	0.56	0.73
12	1	0	0	0	0	0.56	0.73
13	1	0	0	0	0	0.56	0.73
14	0	1	0	0	1	0.049	0.1
15	1	0	0	0	0	0.56	0.73
16	1	0	0	0	0	0.56	0.73
17	0	1	0	0	1	0.049	0.1
18	0	1	0	0	1	0.049	0.1
19	0	0	1	0	2	0.24	0.3
20	1	0	0	0	0	0.56	0.73
21	1	0	0	0	0	0.56	0.73
22	0	1	0	0	1	0.049	0.1
23	1	0	0	0	0	0.56	0.73
24	1	0	0	0	0	0.56	0.73
25	1	0	0	0	0	0.56	0.73
26	1	0	0	0	0	0.56	0.73
27	1	0	0	0	0	0.56	0.73
28	1	0	0	0	0	0.56	0.73
29	0	1	0	0	1	0.049	0.1
30	1	0	0	0	0	0.56	0.73
31	1	0	0	0	0	0.56	0.73
32	1	0	0	0	0	0.56	0.73
33	1	0	0	0	0	0.56	0.73
34	1	0	0	0	0	0.56	0.73
35	0	1	0	0	1	0.049	0.1
36	0	1	0	0	1	0.049	0.1
37	1	1.5e-05	0	0	0	0.56	0.73
38	1	0	0	0	0	0.56	0.73
39	0	1	0	0	1	0.049	0.1
40	1	0	0	0	0	0.56	0.73
41	1	0	0	0	0	0.56	0.73
42	0	1	0	0	1	0.049	0.1
43	0	0	0	1	3	0.049	0
44	1	0	0	0	0	0.56	0.73
45	0	0	0	1	3	0.049	0
46	0	1	0	0	1	0.049	0.1
47	1	0	0	0	0	0.56	0.73
48	1	0	0	0	0	0.56	0.73
49	1	0	0	0	0	0.56	0.73
50	1	0	0	0	0	0.56	0.73
51	1	0	0	0	0	0.56	0.73
52	0	1	0	0	1	0.049	0.1
53	1	0	0	0	0	0.56	0.73
54	0	1	0	0	1	0.049	0.1
55	1	0	0	0	0	0.56	0.73
56	1	0	0	0	0	0.56	0.73
57	1	0	0	0	0	0.56	0.73
58	1	0	0	0	0	0.56	0.73
59	1	0	0	0	0	0.56	0.73
60	1	0	0	0	0	0.56	0.73
61	1	0	0	0	0	0.56	0.73
62	1	0	0	0	0	0.56	0.73
63	0	0	1	0	2	0.24	0.3
64	1	0	0	0	0	0.56	0.73
65	1	0	0	0	0	0.56	0.73
66	1	0	0	0	0	0.56	0.73
67	0	0	0	1	3	0.049	0
68	1	0	0	0	0	0.56	0.73
69	0	1	7.5e-05	0	1	0.049	0.1
70	1	0	0	0	0	0.56	0.73
71	0	0	0	1	3	0.049	0
72	1	0	0	0	0	0.56	0.73
73	1	0	0	0	0	0.56	0.73
74	0.0012	1	0	0	1	0.049	0.1
