SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1
0	0.75	0	0	0.24	0.00049	0	0	0	0	0.56	0.7
1	0.68	0	0	0.32	0.00039	0	0	0	0	0.56	0.7
2	0.61	0	0	0.39	0.0018	0	0	0	0	0.56	0.7
3	0	0	1	0	0	0	0	3.6e-05	2	0	0.1
4	0.76	0	0	0.24	0.00037	0	0	0	0	0.56	0.7
5	0.45	0	0	0.55	0.0013	0	0	0	3	0.56	0.73
6	0.7	0	0	0.3	0.00072	0	0	0	0	0.56	0.7
7	0.91	0	0	0.095	6.4e-06	0	0	0	0	0.56	0.7
8	0.77	0	0	0.23	0.00024	0	0	0	0	0.56	0.7
9	0.96	0	0	0.042	0	0	0	0	0	0.56	0.7
10	0	0	1	0	0	0	0	0.00042	2	0	0.1
11	0.89	0	0	0.11	4.3e-05	0	0	0	0	0.56	0.7
12	0.83	0	0	0.17	7.1e-05	0	0	0	0	0.56	0.7
13	0.82	0	0	0.18	0.00011	0	0	0	0	0.56	0.7
14	0	0	1	0	0	0	0	0	2	0	0.1
15	0.77	0	0	0.23	0.00046	0	0	0	0	0.56	0.7
16	0.33	0	0	0.67	0.0036	0	0	0	3	0.56	0.73
17	0	1	0	0	0	0	0	0	1	0.11	0.11
18	0	0	0	0	0	0	0	1	7	0.049	0.1
19	0	0	0	0	0	0	1	0	6	0.24	0.3
20	0.55	0	0	0.45	0.0011	0	0	0	0	0.56	0.7
21	0.6	0	0	0.39	0.0016	0	0	0	0	0.56	0.7
22	0	0	0	0	0	0	0	1	7	0.049	0.1
23	0.85	0	0	0.15	0	0	0	0	0	0.56	0.7
24	0.84	0	0	0.16	0	0	0	0	0	0.56	0.7
25	0.64	0	0	0.36	0	0	0	0	0	0.56	0.7
26	0.64	0	0	0.36	0.0013	0	0	0	0	0.56	0.7
27	0.47	0	0	0.53	0.0051	0	0	0	3	0.56	0.73
28	0.67	0	0	0.33	0.00079	0	0	0	0	0.56	0.7
29	0	3.5e-06	0	0	0	0	0	1	7	0.049	0.1
30	0.73	0	0	0.26	0.00045	0	0	0	0	0.56	0.7
31	0.71	0	0	0.29	0.00031	0	0	0	0	0.56	0.7
32	0.6	0	0	0.4	0.00085	0	0	0	0	0.56	0.7
33	0.56	0	0	0.44	0.0025	0	0	0	0	0.56	0.7
34	0.95	0	0	0.047	2.2e-06	0	0	0	0	0.56	0.7
35	0	0	0	0	0	0	0	1	7	0.049	0.1
36	0	0.0023	0	0	0	0	0	1	7	0.049	0.1
37	0	0	0.15	0.85	0	0	0	2e-05	3	0.56	0.73
38	0.67	0	0	0.33	0.00026	0	0	0	0	0.56	0.7
39	0	0	0	0	0	0	0	1	7	0.049	0.1
40	0.93	0	0	0.068	8e-06	0	0	0	0	0.56	0.7
41	0.59	0	0	0.41	0.0011	0	0	0	0	0.56	0.7
42	0	0	0	0	0	0	0	1	7	0.049	0.1
43	0	0	0	0	0	1	0	0	5	0.049	0
44	0.82	0	0	0.18	0.00019	0	0	0	0	0.56	0.7
45	0	0	0	0	0	1	0	0	5	0.049	0
46	0	0	0	0	0	0	0	1	7	0.049	0.1
47	0.92	0	0	0.076	1.8e-05	0	0	0	0	0.56	0.7
48	0.47	0	0	0.53	0.002	0	0	0	3	0.56	0.73
49	0.84	0	0	0.16	0	0	0	0	0	0.56	0.7
50	0.62	0	0	0.38	0.001	0	0	0	0	0.56	0.7
51	0.63	0	0	0.37	0.0019	0	0	0	0	0.56	0.7
52	0	0	1	0	0	0	0	0.00011	2	0	0.1
53	0.11	0	0	0.85	0.038	0	0	0	3	0.56	0.73
54	0	1	0	0	0	0	0	0	1	0.11	0.11
55	0.81	0	0	0.19	0	0	0	0	0	0.56	0.7
56	0.69	0	0	0.31	0.00067	0	0	0	0	0.56	0.7
57	0.84	0	0	0.16	6.2e-05	0	0	0	0	0.56	0.7
58	0.89	0	0	0.11	2.6e-05	0	0	0	0	0.56	0.7
59	0.64	0	0	0.36	0.00076	0	0	0	0	0.56	0.7
60	0.29	0	0	0.7	0.0071	0	0	0	3	0.56	0.73
61	0.89	0	0	0.11	0	0	0	0	0	0.56	0.7
62	0.54	0	0	0.46	0	0	0	0	0	0.56	0.7
63	0	0	0	0	0	0	1	0	6	0.24	0.3
64	0.5	0	0	0.5	0	0	0	0	3	0.56	0.73
65	0	0	0.95	0.05	0	0	0	0	2	0	0.1
66	0.58	0	0	0.42	0	0	0	0	0	0.56	0.7
67	0	0	0	0	0	1	0	0	5	0.049	0
68	0.75	0	0	0.25	0.0004	0	0	0	0	0.56	0.7
69	0	1	0	0	0	0	0	0.00012	1	0.11	0.11
70	0.64	0	0	0.36	0.0011	0	0	0	0	0.56	0.7
71	0	0	0	0	0	1	0	0	5	0.049	0
72	0.58	0	0	0.42	0	0	0	0	0	0.56	0.7
73	0.25	0	0	0.75	0	0	0	0	3	0.56	0.73
74	0	0	1	0	0	0	0	0.00046	2	0	0.1
