SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster	dcf0	dcf1
0	0.92	0.085	0	0	0	0	0	0	0.56	0.7
1	0.88	0.12	0	0	0	0	0	0	0.56	0.7
2	0.72	0.28	0	0	0	0	0	0	0.56	0.7
3	0	0	0	4.3e-05	1	0	0	4	0	0.1
4	0.91	0.086	0	0	0	0	0	0	0.56	0.7
5	0.65	0.35	0	0	0	0	0	0	0.56	0.7
6	0.87	0.13	0	0	0	0	0	0	0.56	0.7
7	1	0.0033	0	0	0	0	0	0	0.56	0.7
8	0.94	0.059	0	0	0	0	0	0	0.56	0.7
9	1	0.00034	0	0	0	0	0	0	0.56	0.7
10	0	0	0	0.0005	1	0	0	4	0	0.1
11	0.99	0.012	0	0	0	0	0	0	0.56	0.7
12	0.98	0.021	0	0	0	0	0	0	0.56	0.7
13	0.97	0.031	0	0	0	0	0	0	0.56	0.7
14	0	0	0	0	1	0	0	4	0	0.1
15	0.92	0.085	0	0	0	0	0	0	0.56	0.7
16	0.39	0.61	0	0	0	0	0	1	0.56	0.77
17	0	0	1	0	0	0	0	2	0.11	0.11
18	0	0	0	1	0	0	0	3	0.049	0.1
19	0	0	0	0	0	0	1	6	0.24	0.3
20	0.72	0.28	0	0	0	0	0	0	0.56	0.7
21	0.72	0.28	0	0	0	0	0	0	0.56	0.7
22	0	0	0	1	0	0	0	3	0.049	0.1
23	0.95	0.047	0	0	0	0	0	0	0.56	0.7
24	0.93	0.071	0	0	0	0	0	0	0.56	0.7
25	0.85	0.15	0	0	0	0	0	0	0.56	0.7
26	0.82	0.18	0	0	0	0	0	0	0.56	0.7
27	0.47	0.53	0	0	0	0	0	1	0.56	0.77
28	0.85	0.15	0	0	0	0	0	0	0.56	0.7
29	0	0	3.5e-06	1	0	0	0	3	0.049	0.1
30	0.9	0.099	0	0	0	0	0	0	0.56	0.7
31	0.93	0.074	0	0	0	0	0	0	0.56	0.7
32	0.78	0.22	0	0	0	0	0	0	0.56	0.7
33	0.64	0.36	0	0	0	0	0	0	0.56	0.7
34	1	0.00098	0	0	0	0	0	0	0.56	0.7
35	0	0	0	1	0	0	0	3	0.049	0.1
36	0	0	0.0023	1	0	0	0	3	0.049	0.1
37	0	0.9	0	1.5e-05	0.1	0	0	1	0.56	0.77
38	0.91	0.088	0	0	0	0	0	0	0.56	0.7
39	0	0	0	1	0	0	0	3	0.049	0.1
40	1	0.0028	0	0	0	0	0	0	0.56	0.7
41	0.76	0.24	0	0	0	0	0	0	0.56	0.7
42	0	0	0	1	0	0	0	3	0.049	0.1
43	0	0	0	0	0	1	0	5	0.049	0
44	0.97	0.033	0	0	0	0	0	0	0.56	0.7
45	0	0	0	0	0	1	0	5	0.049	0
46	0	0	0	1	0	0	0	3	0.049	0.1
47	1	0.0049	0	0	0	0	0	0	0.56	0.7
48	0.6	0.4	0	0	0	0	0	0	0.56	0.7
49	0.96	0.044	0	0	0	0	0	0	0.56	0.7
50	0.78	0.22	0	0	0	0	0	0	0.56	0.7
51	0.74	0.26	0	0	0	0	0	0	0.56	0.7
52	0	0	0	0.00013	1	0	0	4	0	0.1
53	0.03	0.97	0	0	0	0	0	1	0.56	0.77
54	0	0	1	0	0	0	0	2	0.11	0.11
55	0.95	0.053	0	0	0	0	0	0	0.56	0.7
56	0.87	0.13	0	0	0	0	0	0	0.56	0.7
57	0.98	0.017	0	0	0	0	0	0	0.56	0.7
58	0.99	0.0081	0	0	0	0	0	0	0.56	0.7
59	0.82	0.18	0	0	0	0	0	0	0.56	0.7
60	0.26	0.74	0	0	0	0	0	1	0.56	0.77
61	0.98	0.021	0	0	0	0	0	0	0.56	0.7
62	0.55	0.45	0	0	0	0	0	0	0.56	0.7
63	0	0	0	0	0	0	1	6	0.24	0.3
64	0.71	0.29	0	0	0	0	0	0	0.56	0.7
65	0	0.91	0	0	0.095	0	0	1	0.56	0.77
66	0.77	0.23	0	0	0	0	0	0	0.56	0.7
67	0	0	0	0	0	1	0	5	0.049	0
68	0.92	0.075	0	0	0	0	0	0	0.56	0.7
69	0	0	1	0.00012	0	0	0	2	0.11	0.11
70	0.8	0.2	0	0	0	0	0	0	0.56	0.7
71	0	0	0	0	0	1	0	5	0.049	0
72	0.72	0.28	0	0	0	0	0	0	0.56	0.7
73	0.12	0.88	0	0	0	0	0	1	0.56	0.77
74	0	0.017	0	0.00053	0.98	0	0	4	0	0.1
