SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster	dcf0	dcf1
0	2.7e-06	0	0	1	0	0	0	0	0	0	0	3	0.11	0
1	0.046	0	0	0.95	0	0	0	0	0	0	0	3	0.11	0
2	0	0.0065	0.94	0	1.8e-05	0	0	0	0	0.052	0.002	2	0.19	0.25
3	0.99	0.0046	0.0099	0	0	0	0	0	0	0	0.0002	0	0.15	0.028
4	3.2e-05	0	8.2e-05	1	0	0	0	0	0	0	0	3	0.11	0
5	1	0	0	0	0	0	0	0	0	0	0	0	0.15	0.028
6	0	0	0.14	0	0.015	0	0	0.0014	0	0.85	0	9	0.26	0.42
7	1	0	0	0	0	0	0	0	0	0	0	0	0.15	0.028
8	0	0.55	0.25	0	0	0	0	0	0	0	0.2	1	0.15	0.19
9	0	0.074	0.88	0	0	0	0	0	0	0.00058	0.048	2	0.19	0.25
10	5.9e-05	0.27	0.26	0	0	0	0	0	0.0099	2.2e-05	0.46	10	0.11	0.22
11	0	0	0	0	0	0	0	0	1	0	0.0021	8	0.021	0.19
12	0	0.0091	0.33	0	0	0	0	0	0.00042	0.0049	0.66	10	0.11	0.22
13	0	0	0.19	0	0.81	0	0	0.00019	0	0.0021	0	4	0.47	0.47
14	0	0.037	0.92	0	5.8e-05	0	0	3.4e-06	0	0.022	0.021	2	0.19	0.25
15	0	0	0	0	0	0	0	0	1	0	0	8	0.021	0.19
16	0	0	0	0	0	1	0	0	0.0014	0	0	5	0	0.14
17	0	0	0	0	0	1	0	0	0.0018	0	0	5	0	0.14
18	0	0	0.77	0	0.011	0	0	0.059	0	0.16	0	2	0.19	0.25
19	0	2.4e-05	0.85	0	0.0061	0	0	0.028	0	0.12	4.1e-05	2	0.19	0.25
20	0	0.011	0.81	0	3.1e-05	0	0	1.9e-05	0	0.15	0.027	2	0.19	0.25
21	0	0	0	0	0	1	0	0	1.4e-05	0	0	5	0	0.14
