SNV	cluster0	cluster1	cluster	dcf0	dcf1
0	0	1	1	0.063	0.056
1	0	1	1	0.063	0.056
2	1	0	0	0.19	0.25
3	0.66	0.34	0	0.19	0.25
4	0.6	0.4	0	0.19	0.25
5	0	1	1	0.063	0.056
6	1	0	0	0.19	0.25
7	0	1	1	0.063	0.056
8	1	0	0	0.19	0.25
9	1	0	0	0.19	0.25
10	0.9	0.098	0	0.19	0.25
11	1	0	0	0.19	0.25
12	1	0	0	0.19	0.25
13	1	0	0	0.19	0.25
14	1	0	0	0.19	0.25
15	0	1	1	0.063	0.056
16	0	1	1	0.063	0.056
17	0	1	1	0.063	0.056
18	1	0	0	0.19	0.25
19	1	0	0	0.19	0.25
20	1	0	0	0.19	0.25
21	0	1	1	0.063	0.056
22	0.85	0.15	0	0.19	0.25
23	1	0	0	0.19	0.25
24	1	1.8e-05	0	0.19	0.25
25	1	0	0	0.19	0.25
26	0	1	1	0.063	0.056
27	8.8e-05	1	1	0.063	0.056
28	0	1	1	0.063	0.056
29	0.45	0.55	1	0.063	0.056
30	1	0	0	0.19	0.25
31	1	0	0	0.19	0.25
32	1	0	0	0.19	0.25
33	1	0	0	0.19	0.25
34	1	0	0	0.19	0.25
35	1	0.0005	0	0.19	0.25
36	0.00056	1	1	0.063	0.056
37	1	0	0	0.19	0.25
38	1	0	0	0.19	0.25
39	1	0	0	0.19	0.25
40	1	0	0	0.19	0.25
41	8.7e-06	1	1	0.063	0.056
42	1	0	0	0.19	0.25
43	0	1	1	0.063	0.056
44	1	0	0	0.19	0.25
45	1	0	0	0.19	0.25
46	0	1	1	0.063	0.056
47	0	1	1	0.063	0.056
48	0.19	0.81	1	0.063	0.056
49	0	1	1	0.063	0.056
50	0	1	1	0.063	0.056
51	0	1	1	0.063	0.056
52	1	0	0	0.19	0.25
53	0	1	1	0.063	0.056
54	1	0	0	0.19	0.25
55	1	3.5e-05	0	0.19	0.25
56	0	1	1	0.063	0.056
57	0	1	1	0.063	0.056
58	1	0	0	0.19	0.25
59	1	0	0	0.19	0.25
60	0	1	1	0.063	0.056
61	0	1	1	0.063	0.056
62	0	1	1	0.063	0.056
63	1	0	0	0.19	0.25
64	1	0	0	0.19	0.25
65	1	0	0	0.19	0.25
66	1	0.00037	0	0.19	0.25
67	0	1	1	0.063	0.056
68	1	0	0	0.19	0.25
69	1	0	0	0.19	0.25
70	1	0	0	0.19	0.25
71	1	0	0	0.19	0.25
72	1	0	0	0.19	0.25
73	1	0	0	0.19	0.25
74	1	0	0	0.19	0.25
75	1	0	0	0.19	0.25
76	1	0	0	0.19	0.25
77	1	0	0	0.19	0.25
78	1	0	0	0.19	0.25
79	1	0	0	0.19	0.25
80	1	0	0	0.19	0.25
81	1	0	0	0.19	0.25
82	1	0	0	0.19	0.25
83	1	0	0	0.19	0.25
84	1	0	0	0.19	0.25
85	0	1	1	0.063	0.056
86	1	0	0	0.19	0.25
87	0	1	1	0.063	0.056
88	1	0	0	0.19	0.25
89	1	0	0	0.19	0.25
90	1	1.7e-05	0	0.19	0.25
91	0	1	1	0.063	0.056
92	0	1	1	0.063	0.056
93	0.0037	1	1	0.063	0.056
94	1	7.2e-06	0	0.19	0.25
95	1	0	0	0.19	0.25
96	1	0.0016	0	0.19	0.25
97	1	0	0	0.19	0.25
98	1	0	0	0.19	0.25
99	1	0	0	0.19	0.25
100	1	0	0	0.19	0.25
101	1	0	0	0.19	0.25
102	0.0061	0.99	1	0.063	0.056
103	1	0	0	0.19	0.25
104	0.78	0.22	0	0.19	0.25
105	1	0	0	0.19	0.25
106	1	0	0	0.19	0.25
107	0.98	0.016	0	0.19	0.25
108	0	1	1	0.063	0.056
109	1	0	0	0.19	0.25
110	0	1	1	0.063	0.056
111	1	4.7e-05	0	0.19	0.25
112	1.1e-05	1	1	0.063	0.056
113	1	0.00043	0	0.19	0.25
114	0.88	0.12	0	0.19	0.25
115	1	0	0	0.19	0.25
116	1	0	0	0.19	0.25
117	0	1	1	0.063	0.056
118	1	0	0	0.19	0.25
119	1	0	0	0.19	0.25
120	1	0	0	0.19	0.25
121	0	1	1	0.063	0.056
122	4.5e-05	1	1	0.063	0.056
123	0	1	1	0.063	0.056
124	1	0.00016	0	0.19	0.25
125	1	0	0	0.19	0.25
126	1	0	0	0.19	0.25
127	1	0	0	0.19	0.25
128	1	0	0	0.19	0.25
129	1	0	0	0.19	0.25
130	1	0.00013	0	0.19	0.25
131	1	0	0	0.19	0.25
132	0	1	1	0.063	0.056
133	1	0	0	0.19	0.25
134	1	0	0	0.19	0.25
135	1	0	0	0.19	0.25
136	0	1	1	0.063	0.056
137	1	0	0	0.19	0.25
138	1	0.00026	0	0.19	0.25
139	1	3.2e-05	0	0.19	0.25
140	0.00087	1	1	0.063	0.056
141	1	6.2e-05	0	0.19	0.25
142	1	0	0	0.19	0.25
143	1	4.3e-05	0	0.19	0.25
144	1	0	0	0.19	0.25
145	1	0	0	0.19	0.25
146	1	0	0	0.19	0.25
147	0	1	1	0.063	0.056
148	1	0	0	0.19	0.25
149	0	1	1	0.063	0.056
150	0.00015	1	1	0.063	0.056
151	1	0	0	0.19	0.25
152	6.2e-06	1	1	0.063	0.056
153	1	0	0	0.19	0.25
154	1	0	0	0.19	0.25
155	0.062	0.94	1	0.063	0.056
156	0	1	1	0.063	0.056
157	1	0	0	0.19	0.25
158	1	0	0	0.19	0.25
159	1	0	0	0.19	0.25
160	1	0	0	0.19	0.25
