SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster	dcf0	dcf1
0	0	0	0	0	0.98	0	0.017	0	0	0	0	0	0	4	0.084	0
1	0	0	0	0	0.2	0	0.75	0	0	0	0	0.054	0	6	0.13	0
2	0.00068	0	0	0.00017	0	0.98	0	0.0047	0	0	0	0	0.011	5	0.19	0.25
3	0	0	0	0.00012	0	0.0098	0	0.0035	0	0	0	0.99	0	11	0.15	0.028
4	0	0	0	0	0.96	4.5e-05	0.04	0	0	0	0	1.8e-05	0	4	0.084	0
5	0	0	0	0	0	0	0	0	0	0	0	1	0	11	0.15	0.028
6	0	0	0	0	0	0.054	0	0	0	0	0	0	0.95	12	0.33	0.47
7	0	0	0	0	0	0	0	3.7e-06	0	1.1e-05	0	1	0	11	0.15	0.028
8	1.9e-06	0	0	0.00061	0	0.22	0	0.78	0	0	0	0	0	7	0.13	0.19
9	0.0017	0	0	0.00068	0	0.9	0	0.1	0	0	0	0	2e-05	5	0.19	0.25
10	0.0049	0	0	0.00068	0	0.27	0	0.72	0	0.0023	0	6e-05	0	7	0.13	0.19
11	1	0	0	0	0	4.8e-06	0	0.00059	0	4e-05	0	0	0	0	0.09	0.36
12	0.99	0	0	0	0	0.0096	0	0.0012	0	0	0	0	0	0	0.09	0.36
13	0	0	0	0	0	1	0	0	0	0	0	0	0.002	5	0.19	0.25
14	0.0027	0	0	0.00044	0	0.95	0	0.04	0	0	0	0	0.0067	5	0.19	0.25
15	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0.021	0.11
16	0	1	0	0	0	0	0	0	0	0.0012	0	0	0	1	0	0.14
17	0	1	0	0	0	0	0	0	0	0.0024	0	0	0	1	0	0.14
18	0	0	0	0	0	0.88	0	0	0	0	0	0	0.12	5	0.19	0.25
19	0.00074	0	0	0	0	0.79	0	2.3e-05	0	0	0	0	0.21	5	0.19	0.25
20	0.093	0	0	7.3e-05	0	0.86	0	0.016	0	0	0	0	0.032	5	0.19	0.25
21	0	1	0	0	0	0	0	0	0	0.0036	0	0	0	1	0	0.14
22	0	0	0	0.0043	0	0.0054	0	0.19	0	0	0	0.8	0	11	0.15	0.028
23	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0.19	0.25
24	0.0023	0	0	0.00023	0	0.13	0	0.87	0	0	0	0	0	7	0.13	0.19
25	0	0	0	0.0024	0	0.99	0	0.011	0	0	0	0	4.2e-06	5	0.19	0.25
26	0	0.99	0	0	0	0	0	0	0	0.011	0	0	0	1	0	0.14
27	0	1	0	0	0	0	0	2.5e-06	0	0.0038	0	0	0	1	0	0.14
28	0	0.98	0	0	0	0	0	0	0	0.016	0	0	0	1	0	0.14
29	0.00016	0	0	0.001	0	0.22	0	0.77	0	9e-05	0	0.015	0	7	0.13	0.19
30	0	0	0	0	0	0.25	0	0	0	0	0	0	0.75	12	0.33	0.47
31	0	0	0	0.00058	0	0.34	0	0.66	0	0	0	0	0	7	0.13	0.19
32	0.00023	0	0	2.6e-06	0	0.82	0	0.00011	0	0	0	0	0.18	5	0.19	0.25
33	0.004	0	0	2.3e-05	0	0.023	0	0.97	0	0	0	0	0	7	0.13	0.19
34	1.8e-06	0	0	0.00024	0	0.98	0	0.015	0	0	0	0	0	5	0.19	0.25
35	3e-05	0	0	0.0027	0	0.51	0	0.48	0	0	0	1.8e-05	0	5	0.19	0.25
36	0	1	0	0	0	0	0	5.6e-06	0	0.0033	0	0	0	1	0	0.14
37	0	0	0	0	0	0.99	0	0	0	0	0	0	0.0074	5	0.19	0.25
38	0.9	0	0	0	0	0.093	0	0.0045	0	0	0	0	0	0	0.09	0.36
39	8.2e-05	0	0	8.4e-05	0	1	0	0.0025	0	0	0	0	1.3e-05	5	0.19	0.25
40	0	0	0	0	0	0.87	0	0	0	0	0	0	0.13	5	0.19	0.25
41	0	0	0	0	0	0	0	0.00018	0	0	0	1	0	11	0.15	0.028
42	0	0	0	0	0	0.81	0	0	0	0	0	0	0.19	5	0.19	0.25
43	0	1	0	0	0	0	0	0	0	0.0027	0	0	0	1	0	0.14
44	0	0	0	0	0	0.16	0	0	0	0	0	0	0.84	12	0.33	0.47
45	0.00041	0	0	4.3e-06	0	0.93	0	0.07	0	0	0	0	0	5	0.19	0.25
46	0	1	0	0	0	0	0	0	0	4.8e-05	0	0	0	1	0	0.14
47	0	0	0	0	0.37	0	0.63	0	0	0	0	0.00083	0	6	0.13	0
48	1.1e-06	0	0	0.001	0	0.057	0	0.93	0	5.2e-06	0	0.0074	0	7	0.13	0.19
49	0	1	0	0	0	0	0	0	0	0.00066	0	0	0	1	0	0.14
50	0	0	0	0	0.98	0	0.016	0	0	0	0	1.3e-05	0	4	0.084	0
51	0	0	0	0	0.78	0	0.22	0	0	0	0	1.3e-05	0	4	0.084	0
52	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0.81	0.25
53	0	0	0	0	0.86	0	0.14	0	0	0	0	2.9e-05	0	4	0.084	0
54	0	0	0	0	0	0.88	0	0	0	0	0	0	0.12	5	0.19	0.25
55	0.011	0	0	0.00061	0	0.58	0	0.41	0	1.8e-05	0	0	6.1e-06	5	0.19	0.25
56	0	0	0	0	0	0	0	0	0	0	0	1	0	11	0.15	0.028
57	0	1	0	0	0	0	0	0	0	0.0004	0	0	0	1	0	0.14
58	3.5e-05	0	0	0.00081	0	0.82	0	0.17	0	0	0	0	0	5	0.19	0.25
59	0	0	0	0	0	0.96	0	0	0	0	0	0	0.035	5	0.19	0.25
60	0	0	0	0	0.99	0	0.013	0	0	0	0	0	0	4	0.084	0
61	0	0	0	0	0.29	0	0.71	0	0	0	0	0.0014	0	6	0.13	0
62	0	0	0	0	0.28	0	0.71	0	0	0	0	0.003	0	6	0.13	0
63	0	0	0	0	0	0.84	0	0	0	0	0	0	0.16	5	0.19	0.25
64	0	0	0	0.014	0	0.92	0	0.071	0	0	0	0	0	5	0.19	0.25
65	0	0	0	0.01	0	0.69	0	0.3	0	0	0	0	0	5	0.19	0.25
