SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0.084	0
1	1.3e-05	0	0	0	0	0	0	0.058	0	0	0	0	0	0	0	0.75	0	0.19	0	0	15	0.084	0
2	0	0	0.0011	0.0023	0.98	0.00032	0	0	0	7e-05	0.0027	2.1e-05	0.0063	0	0.0073	0	0	0	0.00024	0	4	0.19	0.25
3	0.033	0	3.3e-05	0.00047	0.003	7e-06	0	0.96	0	0	0.00061	4.5e-06	0	0	0	0	0	0	0	0	7	0.19	0.028
4	0	0	0	0	3.1e-05	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0.084	0
5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.19	0.028
6	0	0.00067	0	0	0.061	0	0	0	0	0	0	0	0.64	0	0.3	0	0	0	0	0	12	0.33	0.47
7	0.0029	0	3.4e-06	0	0	0	0	1	0	0	4.4e-05	0	0	0	0	0	0	0	0	0	7	0.19	0.028
8	0	0	0.11	0.059	0.27	0.0095	0	0	0	0.0071	0.55	8.9e-05	0	0	0	0	0	0	0	0	10	0.13	0.19
9	1.2e-05	0	0.026	0.015	0.9	0.0017	0	0	0	0.0016	0.059	8.2e-05	1.2e-05	0	3.5e-05	0	0	0	0.00022	0	4	0.19	0.25
10	0.0014	0	0.25	0.031	0.27	0.0036	0	1.8e-05	0	0.016	0.42	8.2e-05	0	0.01	0	0	0	0	0.00062	0	10	0.13	0.19
11	0	0	0.0011	0	0	0	0	0	0	6.9e-05	1.3e-05	0	0	0.99	0	0	0	0	0.0074	0	13	0.021	0.19
12	0	0	0.013	2.1e-05	0.013	6.9e-05	0	0	0	0.00085	0.00095	0	0	1.6e-05	0	0	0	0	0.97	0	18	0.09	0.42
13	0	0.00099	0	0	0.98	0	0	0	0	0	0	0	0.0012	0	0.016	0	0	0	0	0	4	0.19	0.25
14	4e-06	3.5e-06	0.011	0.0095	0.95	0.0012	0	0	0	0.00072	0.023	5.3e-05	0.0041	0	0.0042	0	0	0	0.00095	0	4	0.19	0.25
15	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	13	0.021	0.19
16	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014	0	0	0	0	0	1	19	0	0.14
17	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018	0	0	0	0	0	1	19	0	0.14
