SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster	dcf0	dcf1
0	0	1	0	0	2.7e-06	0	0	0	0	0	0	0	0	0	1	0.11	0
1	0	0.95	0	0	0.047	0	0	0	0	0	0	0	0	0	1	0.11	0
2	0.97	0	0	0	0	0	0	0	0.02	0	0.00042	0	0.0046	0	0	0.19	0.25
3	0.01	0	0	0	0.99	0	0	0	0	0	0	0	0.0034	0	4	0.15	0.028
4	8.4e-05	1	0	2.2e-05	3.3e-05	0	0	0	0	0	0	0	0	0	1	0.11	0
5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0.15	0.028
6	0.068	0	0	0	0	0	0	0	0.93	0.0009	0	0	0	0	8	0.33	0.42
7	0	0	0	0	1	0	0	1.1e-05	0	0	0	0	3.6e-06	0	4	0.15	0.028
8	0.22	0	0	0	0	0	0	0	0	0	1.2e-06	0	0.78	0	12	0.13	0.19
9	0.9	0	0	0	0	0	0	0	9.7e-05	0	0.0011	0	0.1	0	0	0.19	0.25
10	0.27	0	0	0.0029	6e-05	0	0	0.0023	2.1e-06	0	0.0031	0	0.72	0	12	0.13	0.19
11	0	0	0	1	0	0	0	0	0	0	0.0015	0	0	0	3	0.021	0.25
12	0.015	0	0	0.00078	0	0	0	0	1.2e-06	0	0.98	0	0.0019	0	10	0.09	0.36
13	0.96	0	0	0	0	0	0	0	0.043	0.0012	0	0	0	0	0	0.19	0.25
14	0.95	0	0	0	0	0	0	0	0.012	4.3e-06	0.0017	0	0.039	0	0	0.19	0.25
15	0	0	0	1.2e-05	0	0	0	1	0	0	0	0	0	0	7	0.021	0.11
16	0	0	0	4.7e-05	0	0.02	0	0.0015	0	0	0	0.34	0	0.64	13	0	0.14
17	0	0	0	9.1e-05	0	0.064	0	0.0031	0	0	0	0.29	0	0.64	13	0	0.14
18	0.84	0	0	0	0	0	0	0	0.081	0.08	0	0	0	0	0	0.19	0.25
19	0.88	0	0	0	0	0	0	0	0.08	0.036	0.00052	0	2.5e-05	0	0	0.19	0.25
20	0.89	0	0	0	0	0	0	0	0.03	2.6e-05	0.06	0	0.016	0	0	0.19	0.25
21	0	0	0	0	0	0.69	0	0.0021	0	0	0	0.022	0	0.28	5	0	0.083
22	0.0055	0	0	0	0.8	0	0	0	0	0	0	0	0.19	0	4	0.15	0.028
