SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0	dcf1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0.11	0
1	0	0	0.02	4.6e-06	0	0	0	0	0	0	0	0	0	0	0	0.98	15	0.11	0
2	0.0049	0.0094	0	0	0.024	0	0.024	0.94	0	0	0.00039	0	0	0.00023	0	0	7	0.19	0.25
3	0.001	0.00023	0.96	0.035	0	0	0	0.003	0	0	0	0	0	0	0	0	2	0.19	0.028
4	0	0	0	0	0	0	0	8e-05	0	0	0	0	0	0	0	1	15	0.11	0
5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.19	0.028
6	0	0	0	0	0.34	0	0.34	0.12	0	0	0.2	0.00061	0	0	0.00061	0	4	0.26	0.42
7	9.2e-06	0	1	0.003	0	0	0	0	0	0	0	0	0	0	0	0	2	0.19	0.028
8	0.32	0.49	0	0	0	0	0	0.19	0	0	0	0	0	0	0	0	1	0.13	0.22
9	0.055	0.098	0	1.2e-05	0.00026	0	0.00026	0.85	0	0	0	0	0	0.00021	0	0	7	0.19	0.25
10	0.23	0.46	2e-05	0.0017	1.1e-05	0.011	1.1e-05	0.29	0	0	0	0	0	0.00068	0	0	1	0.13	0.22
11	0	0.00013	0	0	0	0.99	0	0	0	0	0	0	0	0.0072	0	0	5	0.021	0.19
12	0.00027	0.014	0	0	8.7e-05	1.7e-05	8.7e-05	0.013	0	0	0	0	0	0.97	0	0	13	0.09	0.42
13	0	0	0	0	0.0042	0	0.0042	0.81	0	0	0.18	0.00039	0	0	0.00039	0	7	0.19	0.25
14	0.027	0.053	0	4.1e-06	0.0099	0	0.0099	0.9	0	0	0.00048	1.6e-06	0	0.00091	1.6e-06	0	7	0.19	0.25
15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0.021	0.19
16	0	0	0	0	0	0.0014	0	0	0	0	0	0	1	0	0	0	12	0	0.14
17	0	0	0	0	0	0.0018	0	0	0	0	0	0	1	0	0	0	12	0	0.14
18	0	0	0	0	0.072	0	0.072	0.77	0	0	0.026	0.029	0	0	0.029	0	7	0.19	0.25
19	1.8e-05	0.00011	0	0	0.053	0	0.053	0.84	0	0	0.028	0.014	0	0.0017	0.014	0	7	0.19	0.25
20	0.0075	0.049	0	0	0.063	0	0.063	0.75	0	0	0.00072	8.6e-06	0	0.064	8.6e-06	0	7	0.19	0.25
21	0	0	0	0	0	1.4e-05	0	0	0	0	0	0	1	0	0	0	12	0	0.14
22	0.0038	8.9e-05	0.014	0.98	0	0	0	7.2e-05	0	0	0	0	0	0	0	0	3	0.19	0.083
23	0	0	0	0	1e-05	0	1e-05	1	0	0	0	0.00041	0	0	0.00041	0	7	0.19	0.25
24	0.2	0.67	0	3.8e-06	0	1.1e-05	0	0.13	0	0	0	0	0	9.4e-05	0	0	1	0.13	0.22
25	0.028	0.0055	0	0.0011	6.9e-05	0	6.9e-05	0.97	0	0	0	0	0	0	0	0	7	0.19	0.25
26	0	0	0	0	0	1.6e-05	0	0	0	0	0	0	1	0	0	0	12	0	0.14
27	0	0	0	0	0	0.0089	0	0	0	0	0	0	0.99	0	0	0	12	0	0.14
28	0	0	0	0	0	0.0012	0	0	0	0	0	0	1	0	0	0	12	0	0.14
29	0.34	0.34	0.0066	0.04	0	8.3e-05	0	0.27	0	0	0	0	0	1e-05	0	0	0	0.15	0.19
30	0	0	0	0	0.31	0	0.31	0.35	0	0	0.032	1.3e-05	0	0	1.3e-05	0	7	0.19	0.25
31	0.29	0.44	0	0	0	0	0	0.27	0	0	0	0	0	0	0	0	1	0.13	0.22
