SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster	dcf0	dcf1
0	0	0	0	1	0	0	0	3	0.11	0
1	0	0	0	0.98	0.022	0	0	3	0.11	0
2	1	0.0028	0	0	0	0	0	0	0.19	0.25
3	0.0036	9.6e-05	0	0	1	0	0	4	0.19	0.028
4	0.0001	0	0	1	0	0	0	3	0.11	0
5	0	0	0	0	1	0	0	4	0.19	0.028
6	1	0	0	0	0	0	0	0	0.19	0.25
7	0	9.5e-06	0	0	1	0	0	4	0.19	0.028
8	0.49	0.51	0	0	0	0	0	1	0.11	0.22
9	0.93	0.067	0	0	0	0	0	0	0.19	0.25
10	0.31	0.69	0	0	1.8e-05	0	0	1	0.11	0.22
11	6.8e-05	1	0	0	0	0	0	1	0.11	0.22
12	0.28	0.72	0	0	0	0	0	1	0.11	0.22
13	1	0	0	0	0	0	0	0	0.19	0.25
14	0.97	0.029	0	0	0	0	0	0	0.19	0.25
15	0	1	0	0	0	0	0	1	0.11	0.22
16	0	0	0	0	0	0	1	6	0	0.14
17	0	0	0	0	0	0	1	6	0	0.14
18	1	0	0	0	0	0	0	0	0.19	0.25
19	1	6.3e-05	0	0	0	0	0	0	0.19	0.25
20	0.96	0.042	0	0	0	0	0	0	0.19	0.25
21	0	0	0	0	0	0	1	6	0	0.14
22	0.0057	0.00081	0	0	0.99	0	0	4	0.19	0.028
23	1	0	0	0	0	0	0	0	0.19	0.25
24	0.12	0.88	0	0	0	0	0	1	0.11	0.22
25	1	0.00051	0	0	0	0	0	0	0.19	0.25
26	0	0	0	0	0	0	1	6	0	0.14
27	0	1.2e-05	0	0	0	0	1	6	0	0.14
28	0	0	0	0	0	0	1	6	0	0.14
29	0.43	0.56	0	0	0.009	0	0	1	0.11	0.22
30	1	0	0	0	0	0	0	0	0.19	0.25
31	0.68	0.32	0	0	0	0	0	0	0.19	0.25
32	1	0.00015	0	0	0	0	0	0	0.19	0.25
33	0.0068	0.99	0	0	0	0	0	1	0.11	0.22
34	1	0.0049	0	0	0	0	0	0	0.19	0.25
35	0.83	0.17	0	0	2e-05	0	0	0	0.19	0.25
36	0	2e-05	0	0	0	0	1	6	0	0.14
37	1	0	0	0	0	0	0	0	0.19	0.25
38	0.6	0.4	0	0	0	0	0	0	0.19	0.25
39	1	0.0016	0	0	0	0	0	0	0.19	0.25
40	1	0	0	0	0	0	0	0	0.19	0.25
41	4.5e-06	2.7e-05	0	0	1	0	0	4	0.19	0.028
42	1	0	0	0	0	0	0	0	0.19	0.25
43	0	0	0	0	0	0	1	6	0	0.14
44	1	0	0	0	0	0	0	0	0.19	0.25
45	0.6	0.4	0	0	0	0	0	0	0.19	0.25
46	0	0	0	0	0	0	1	6	0	0.14
47	0	0	0	1	1.8e-05	0	0	3	0.11	0
48	0.27	0.72	0	0	0.0085	0	0	1	0.11	0.22
49	0	0	0	0	0	0	1	6	0	0.14
50	0	0	0	1	0	0	0	3	0.11	0
51	0	0	0	1	0	0	0	3	0.11	0
52	0	0	1	0	0	0	0	2	0.81	0.25
53	0	0	0	1	0	0	0	3	0.11	0
54	1	0	0	0	0	0	0	0	0.19	0.25
55	0.56	0.44	0	0	0	0	0	0	0.19	0.25
56	0	0	0	0	1	0	0	4	0.19	0.028
57	0	0	0	0	0	0	1	6	0	0.14
58	0.92	0.077	0	0	0	0	0	0	0.19	0.25
59	1	0	0	0	0	0	0	0	0.19	0.25
60	0	0	0	1	0	0	0	3	0.11	0
61	0	0	0	1	4.7e-05	0	0	3	0.11	0
62	0	0	0	1	0.00013	0	0	3	0.11	0
63	1	0	0	0	0	0	0	0	0.19	0.25
64	1	0.00039	0	0	0	0	0	0	0.19	0.25
65	1	0.0027	0	0	0	0	0	0	0.19	0.25
66	0.3	0.7	0	0	0	0	0	1	0.11	0.22
67	0	0	0	1	0.00037	0	0	3	0.11	0
68	0.99	0.011	0	0	0	0	0	0	0.19	0.25
69	1	0	0	0	0	0	0	0	0.19	0.25
70	0.99	0.014	0	0	0	0	0	0	0.19	0.25
71	1	0	0	0	0	0	0	0	0.19	0.25
