SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster	dcf0	dcf1
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0.084	0
1	0	0	0	0	1.4e-05	0.75	0	0	0	0	0	0.19	0	0	0.058	0	0	0	5	0.084	0
2	0.013	0	0.0011	0.77	0	0	0	0.13	0.02	0.022	0.00036	0	0.039	0	0	0	0.0013	0	3	0.19	0.31
3	0.00018	0	0	5.9e-05	0.036	0	0	0.0018	0.0026	0	0	0	0.00049	0	0.96	0	2.3e-05	0	14	0.19	0.028
4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0.084	0
5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	14	0.19	0.028
6	0	5.7e-06	0.11	0.0036	0	0	0	6.5e-06	0	0.89	0	0	0	0	0	0	0	0	9	0.33	0.47
7	0	0	0	0	0.0032	0	0	0	0	0	0	0	0	0	1	0	0	0	14	0.19	0.028
8	0.37	0	0	0.002	0	0	0	0.078	0.035	0	0	0	0.46	0	0	0	0.054	0	12	0.15	0.22
9	0.15	0	0	0.24	2.5e-05	0	0	0.27	0.086	4.5e-05	0.00036	0	0.23	0	0	0	0.034	0	7	0.19	0.22
10	0.36	0	0	0.02	0.0017	0	0.011	0.092	0.051	0	0.00059	0	0.28	0	1.9e-05	0	0.19	0	0	0.13	0.22
11	9.7e-05	0	0	0	0	0	0.99	0	0	0	0.0062	0	5.4e-06	0	0	0	0.00075	0	6	0.021	0.19
12	0.012	0	0	0.032	0	0	1.9e-05	0.00047	1.8e-05	1e-06	0.94	0	0.0054	0	0	0	0.011	0	10	0.09	0.42
13	0	0.0025	0.69	0.3	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	2	0.4	0.47
14	0.076	0	0.0014	0.46	7.8e-06	0	0	0.23	0.053	0.015	0.0014	0	0.15	0	0	0	0.014	0	3	0.19	0.31
15	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0.021	0.19
16	0	0	0	0	0	0	0.0014	0	0	0	0	0	0	0	0	1	0	0	15	0	0.14
17	0	0	0	0	0	0	0.0018	0	0	0	0	0	0	0	0	1	0	0	15	0	0.14
18	0	0.052	0.046	0.75	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	3	0.19	0.31
19	0.0001	0.014	0.053	0.6	0	0	0	0.00039	2.7e-05	0.33	0.0017	0	0.00021	0	0	0	1.8e-05	0	3	0.19	0.31
20	0.039	0	0.0012	0.75	0	0	0	0.049	0.0045	0.035	0.057	0	0.057	0	0	0	0.0097	0	3	0.19	0.31
21	0	0	0	0	0	0	1.4e-05	0	0	0	0	0	0	0	0	1	0	0	15	0	0.14
22	6.6e-05	0	0	0	0.98	0	0	0.00041	0.0038	0	0	0	0.00027	0	0.014	0	2.8e-06	0	4	0.19	0.083
23	0	0.29	9.8e-06	0.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.19	0.31
24	0.44	0	0	0.0054	3.3e-06	0	9.5e-06	0.032	0.014	0	6.9e-05	0	0.27	0	0	0	0.24	0	0	0.13	0.22
25	0.0086	0	0	0.089	0.0024	0	0	0.52	0.32	1e-05	0	0	0.061	0	0	0	0.00029	0	7	0.19	0.22
26	0	0	0	0	0	0	1.5e-05	0	0	0	0	0	0	0	0	1	0	0	15	0	0.14
27	0	0	0	0	0	0	0.0088	0	0	0	0	0	0	0	0	0.99	2.5e-06	0	15	0	0.14
28	0	0	0	0	0	0	0.0011	0	0	0	0	0	0	0	0	1	0	0	15	0	0.14
29	0.31	0	0	0.012	0.048	0	9.7e-05	0.11	0.1	0	1e-05	0	0.29	0	0.0077	0	0.12	0	0	0.13	0.22
30	0	0	0.036	0.02	0	0	0	0	0	0.94	0	0	0	0	0	0	0	0	9	0.33	0.47
31	0.34	0	0	0.0023	0	0	0	0.083	0.032	0	0	0	0.5	0	0	0	0.038	0	12	0.15	0.22
32	0.00035	0.014	0.094	0.56	0	0	0	0.0022	0.00028	0.33	0.00039	0	0.00085	0	0	0	5.3e-05	0	3	0.19	0.31
33	0.42	0	0	0.0004	0	0	2.7e-05	0.0027	0.00074	0	1.5e-05	0	0.12	0	0	0	0.46	0	16	0.11	0.22
34	0.082	0	0	0.2	0	0	0	0.36	0.044	0	0	0	0.31	0	0	0	0.0037	0	7	0.19	0.22
35	0.17	0	0	0.016	0.0098	0	0	0.27	0.21	0	1.1e-06	0	0.29	0	1.6e-05	0	0.034	0	12	0.15	0.22
36	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0.99	4.3e-06	0	15	0	0.14
37	0	0	0.85	0.12	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	2	0.4	0.47
38	0.06	0	0	0.32	0	0	0	0.0051	0.00016	1.5e-06	0.55	0	0.038	0	0	0	0.031	0	10	0.09	0.42
