SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster	dcf0	dcf1
0	0	0	0.0033	1	0	0	3	0.03	0.35
1	0	0	0	1	0	0	3	0.03	0.35
2	0.57	0.12	0.3	0	0	0	0	0.53	0.65
3	0.71	0.11	0.18	0	0	0	0	0.53	0.65
4	0.82	0.085	0.099	0	0	0	0	0.53	0.65
5	0.6	0.13	0.26	0	0	0	0	0.53	0.65
6	0.21	0.61	0.18	0	0	0	1	0.27	0.42
7	0.98	0.0033	0.017	0	0	0	0	0.53	0.65
8	0.26	0.45	0.29	0	0	0	1	0.27	0.42
9	0.02	0.73	0.25	0	0	0	1	0.27	0.42
10	0.2	0.028	0.77	0	0	0	2	0.32	0.35
11	0	0	0.0011	0	0	1	5	0.49	0.22
12	0.57	0.12	0.31	0	0	0	0	0.53	0.65
13	0	0	0	0	0	1	5	0.49	0.22
14	0	0	0.0002	0	0	1	5	0.49	0.22
15	0.48	0.15	0.37	0	0	0	0	0.53	0.65
16	0.21	0.2	0.59	0	0	0	2	0.32	0.35
17	1	0.0038	0.00071	0	0	0	0	0.53	0.65
18	1	6.7e-05	0.0012	0	0	0	0	0.53	0.65
19	0.84	0.006	0.15	0	0	0	0	0.53	0.65
20	0.21	0.26	0.53	0	0	0	2	0.32	0.35
21	0	0	0	1	0	0	3	0.03	0.35
22	0.59	0.19	0.21	0	0	0	0	0.53	0.65
23	0.71	0.2	0.084	0	0	0	0	0.53	0.65
24	0.89	0.00084	0.11	0	0	0	0	0.53	0.65
25	0.73	0.13	0.14	0	0	0	0	0.53	0.65
26	0.65	0.21	0.14	0	0	0	0	0.53	0.65
27	0	0	0.00026	0	0	1	5	0.49	0.22
28	0.99	1.1e-05	0.005	0	0	0	0	0.53	0.65
29	0.96	0.0024	0.042	0	0	0	0	0.53	0.65
30	0.41	0.33	0.27	0	0	0	0	0.53	0.65
31	0.66	0.13	0.21	0	0	0.00029	0	0.53	0.65
32	0.85	0.019	0.13	0	0	0	0	0.53	0.65
33	0.98	0.001	0.016	0	0	0	0	0.53	0.65
34	0	0	0	1	0	0	3	0.03	0.35
35	0	0	0	1	0	0	3	0.03	0.35
36	0.7	0.25	0.055	0	0	0	0	0.53	0.65
37	0.36	0.029	0.62	0	0	0	2	0.32	0.35
38	0.71	0.21	0.073	0	0	0	0	0.53	0.65
39	1	3.6e-05	0.00039	0	0	0	0	0.53	0.65
40	0.011	0.32	0.67	0	0	0	2	0.32	0.35
41	0.41	0.18	0.42	0	0	0	2	0.32	0.35
42	0	0	0	0	0	1	5	0.49	0.22
43	0	0	0	1	0	0	3	0.03	0.35
44	0.6	0.03	0.37	0	0	0	0	0.53	0.65
45	0.94	0.018	0.04	0	0	0	0	0.53	0.65
46	0.41	0.21	0.38	0	0	0	0	0.53	0.65
47	0.46	0.22	0.32	0	0	0	0	0.53	0.65
48	0.027	0.94	0.026	0.0019	0	0	1	0.27	0.42
49	0	0	0.0016	0	0	1	5	0.49	0.22
50	0.0063	0.83	0.17	0	0	0	1	0.27	0.42
51	0.84	0.039	0.12	0	0	0	0	0.53	0.65
52	0.99	0.008	0.0012	0	0	0	0	0.53	0.65
53	0.59	0.22	0.19	0	0	0	0	0.53	0.65
54	0.46	0.25	0.28	0	0	0.0091	0	0.53	0.65
55	0.52	0.011	0.47	0	0	0	0	0.53	0.65
56	0	0.00014	0.032	0	0	0.97	5	0.49	0.22
57	1	9.3e-05	0.0025	0	0	0	0	0.53	0.65
58	0	0	0	0	0	1	5	0.49	0.22
59	0.0082	0.061	0.93	0	0	0	2	0.32	0.35
60	0.94	0.032	0.025	0	0	0	0	0.53	0.65
61	0.27	0.058	0.68	0	0	0	2	0.32	0.35
62	0.93	0.011	0.061	0	0	0	0	0.53	0.65
63	0.91	0.0067	0.08	0	0	0	0	0.53	0.65
64	1	7.6e-06	0.0034	0	0	0	0	0.53	0.65
65	0.4	0.28	0.32	0	0	0	0	0.53	0.65
66	0	0	0	0	1	0	4	0.06	0.039
67	0.29	0.45	0.26	0	0	0	1	0.27	0.42
68	0	0	0	1	0	0	3	0.03	0.35
69	0.96	0.0096	0.035	0	0	0	0	0.53	0.65
70	0.19	0.73	0.085	0	0	0	1	0.27	0.42
71	0.99	0.00076	0.011	0	0	0	0	0.53	0.65
72	0	0	2.4e-06	0	0	1	5	0.49	0.22
73	0	0	0	0	1	0	4	0.06	0.039
74	0.9	0.011	0.092	0	0	0	0	0.53	0.65
75	0.65	0.12	0.22	0	0	0.0023	0	0.53	0.65
76	0.4	0.27	0.34	0	0	0	0	0.53	0.65
77	0	0	0	0	1	0	4	0.06	0.039
78	0.33	0.33	0.34	0	0	0	2	0.32	0.35
79	0	0	0.001	0	0	1	5	0.49	0.22
80	0.37	0.44	0.19	0	0	0	1	0.27	0.42
81	0.79	0.18	0.032	0	0	0	0	0.53	0.65
82	0.54	0.16	0.3	0	0	0	0	0.53	0.65
83	0.57	0.16	0.28	0	0	0	0	0.53	0.65
84	0.87	0.0048	0.13	0	0	0	0	0.53	0.65
85	0	0	0	1	0	0	3	0.03	0.35
86	0.58	0.17	0.25	0	0	0	0	0.53	0.65
87	0.64	0.25	0.11	0	0	0	0	0.53	0.65
88	0	0.0004	0.024	0	3.6e-05	0.98	5	0.49	0.22
89	0.99	0.0046	0.0011	0	0	0	0	0.53	0.65
90	0.56	0.085	0.35	0	0	7.4e-05	0	0.53	0.65
91	0.96	0.0014	0.043	0	0	0	0	0.53	0.65
92	0.73	0.071	0.2	0	0	0	0	0.53	0.65
93	0.99	0.0069	0.0032	0	0	0	0	0.53	0.65
94	0.24	0.17	0.59	0	0	0	2	0.32	0.35
95	0	0.005	0.17	0	0	0.83	5	0.49	0.22
96	0.53	0.34	0.14	0	0	0	0	0.53	0.65
97	0.43	0.26	0.31	0	0	5.1e-06	0	0.53	0.65
98	0.29	0.48	0.23	0	0	0	1	0.27	0.42
99	8e-06	0.11	0.89	0	0	0	2	0.32	0.35
100	0.23	0.6	0.17	0	0	0	1	0.27	0.42
101	0.023	0.42	0.56	0	0	0	2	0.32	0.35
102	0	3e-05	0.0073	0	0	0.99	5	0.49	0.22
103	0.092	0.098	0.81	0	0	0	2	0.32	0.35
104	0.93	0.039	0.032	0	0	0	0	0.53	0.65
105	0.44	0.11	0.45	0	0	0	2	0.32	0.35
