SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1
0	0.0035	0	0	1	3	0.03	0.35
1	0	0	0	1	3	0.03	0.35
2	0.63	0	0.37	0	0	0.32	0.38
3	0.39	0	0.61	0	2	0.47	0.65
4	0.14	0	0.86	0	2	0.47	0.65
5	0.6	0	0.4	0	0	0.32	0.38
6	0.81	0	0.19	0	0	0.32	0.38
7	0.0064	0	0.99	0	2	0.47	0.65
8	0.84	0	0.16	0	0	0.32	0.38
9	1	0	0.0023	0	0	0.32	0.38
10	0.99	0	0.013	0	0	0.32	0.38
11	0.00028	1	0	0	1	0.47	0.22
12	0.7	0	0.3	0	0	0.32	0.38
13	0	1	0	0	1	0.47	0.22
14	1.8e-05	1	0	0	1	0.47	0.22
15	0.78	0	0.22	0	0	0.32	0.38
16	0.97	0	0.031	0	0	0.32	0.38
17	0.0092	0	0.99	0	2	0.47	0.65
18	0.00016	0	1	0	2	0.47	0.65
19	0.27	0	0.73	0	2	0.47	0.65
20	0.97	0	0.03	0	0	0.32	0.38
21	0	0	0	1	3	0.03	0.35
22	0.42	0	0.58	0	2	0.47	0.65
23	0.085	0	0.91	0	2	0.47	0.65
24	0.22	0	0.78	0	2	0.47	0.65
25	0.19	0	0.81	0	2	0.47	0.65
26	0.23	0	0.77	0	2	0.47	0.65
27	8.6e-05	1	0	0	1	0.47	0.22
28	0.0011	0	1	0	2	0.47	0.65
29	0.022	0	0.98	0	2	0.47	0.65
30	0.68	0	0.32	0	0	0.32	0.38
31	0.49	0.00021	0.51	0	2	0.47	0.65
32	0.16	0	0.84	0	2	0.47	0.65
33	0.0054	0	0.99	0	2	0.47	0.65
34	0	0	0	1	3	0.03	0.35
35	0	0	0	1	3	0.03	0.35
36	0.05	0	0.95	0	2	0.47	0.65
37	0.97	0	0.026	0	0	0.32	0.38
38	0.094	0	0.91	0	2	0.47	0.65
39	1.4e-05	0	1	0	2	0.47	0.65
40	1	0	0.00028	0	0	0.32	0.38
41	0.87	0	0.13	0	0	0.32	0.38
42	0	1	0	0	1	0.47	0.22
43	0	0	0	1	3	0.03	0.35
44	0.75	0	0.25	0	0	0.32	0.38
45	0.02	0	0.98	0	2	0.47	0.65
46	0.84	0	0.16	0	0	0.32	0.38
47	0.69	0	0.31	0	0	0.32	0.38
48	0.62	0	0.37	0.0067	0	0.32	0.38
49	0.00046	1	0	0	1	0.47	0.22
50	0.97	0	0.027	0	0	0.32	0.38
51	0.15	0	0.85	0	2	0.47	0.65
52	0.00079	0	1	0	2	0.47	0.65
53	0.35	0	0.65	0	2	0.47	0.65
54	0.55	0.0089	0.44	0	0	0.32	0.38
55	0.85	0	0.15	0	0	0.32	0.38
56	0.0023	1	0	0	1	0.47	0.22
57	0.00034	0	1	0	2	0.47	0.65
58	0	1	0	0	1	0.47	0.22
59	1	0	1.5e-05	0	0	0.32	0.38
60	0.01	0	0.99	0	2	0.47	0.65
61	0.98	0	0.021	0	0	0.32	0.38
62	0.065	0	0.94	0	2	0.47	0.65
63	0.09	0	0.91	0	2	0.47	0.65
64	0.00051	0	1	0	2	0.47	0.65
65	0.74	0	0.26	0	0	0.32	0.38
66	0	1	0	0.0024	1	0.47	0.22
67	0.8	0	0.2	0	0	0.32	0.38
68	0	0	0	1	3	0.03	0.35
69	0.02	0	0.98	0	2	0.47	0.65
70	0.48	0	0.52	0	2	0.47	0.65
71	0.0028	0	1	0	2	0.47	0.65
72	1.1e-06	1	0	0	1	0.47	0.22
73	0	1	0	0	1	0.47	0.22
74	0.098	0	0.9	0	2	0.47	0.65
75	0.44	0.0022	0.56	0	2	0.47	0.65
76	0.74	0	0.26	0	0	0.32	0.38
77	0	0.07	0	0.93	3	0.03	0.35
78	0.91	0	0.085	0	0	0.32	0.38
79	0.00038	1	0	0	1	0.47	0.22
80	0.53	0	0.47	0	0	0.32	0.38
81	0.048	0	0.95	0	2	0.47	0.65
82	0.63	0	0.37	0	0	0.32	0.38
83	0.62	0	0.38	0	0	0.32	0.38
84	0.23	0	0.77	0	2	0.47	0.65
85	0	0	0	1	3	0.03	0.35
86	0.67	0	0.33	0	0	0.32	0.38
87	0.14	0	0.86	0	2	0.47	0.65
88	0.0052	0.99	0	0	1	0.47	0.22
89	6e-05	0	1	0	2	0.47	0.65
90	0.68	8.9e-05	0.32	0	0	0.32	0.38
91	0.027	0	0.97	0	2	0.47	0.65
92	0.37	0	0.63	0	2	0.47	0.65
93	0.0003	0	1	0	2	0.47	0.65
94	0.97	0	0.026	0	0	0.32	0.38
95	0.099	0.9	0	0	1	0.47	0.22
96	0.42	0	0.58	0	2	0.47	0.65
97	0.58	5.1e-06	0.42	0	0	0.32	0.38
98	0.76	0	0.24	0	0	0.32	0.38
99	1	0	0.0005	0	0	0.32	0.38
100	0.094	0	0.91	0	2	0.47	0.65
101	0.93	0	0.066	0	0	0.32	0.38
102	0.0016	1	0	0	1	0.47	0.22
103	0.78	0	0.22	0	0	0.32	0.38
104	0.019	0	0.98	0	2	0.47	0.65
105	0.16	0	0.84	0	2	0.47	0.65
106	0.51	0	0.49	0	0	0.32	0.38
107	0.88	0	0.12	0	0	0.32	0.38
108	0.3	0	0.7	0	2	0.47	0.65
109	0	1	0	0	1	0.47	0.22
110	0.028	0	0.97	0	2	0.47	0.65
111	0.0046	0	1	0	2	0.47	0.65
112	0.64	0	0.36	0	0	0.32	0.38
113	0.0088	0	0.99	0	2	0.47	0.65
114	0.2	0.8	0.0022	0	1	0.47	0.22
115	0	0	0	1	3	0.03	0.35
116	0.036	0	0.96	0	2	0.47	0.65
117	0.58	0	0.42	0	0	0.32	0.38
118	0.65	0	0.35	0	0	0.32	0.38
119	1	0	1.8e-05	0	0	0.32	0.38
120	0.13	0	0.87	0	2	0.47	0.65
121	0.36	0	0.64	0	2	0.47	0.65
122	0.094	0	0.91	0	2	0.47	0.65
123	0.3	0	0.7	0	2	0.47	0.65
124	0.96	0	0.038	0	0	0.32	0.38
125	0	0	0	1	3	0.03	0.35
126	0	1	0	0	1	0.47	0.22
127	0.41	0	0.59	0	2	0.47	0.65
128	0.29	0	0.71	0	2	0.47	0.65
129	0.91	0	0.088	0	0	0.32	0.38
130	0	0	0	1	3	0.03	0.35
131	0.97	0	0.028	0	0	0.32	0.38
132	0.14	0	0.86	0	2	0.47	0.65
133	0.0078	0	0.99	0	2	0.47	0.65
134	0.81	0	0.19	0	0	0.32	0.38
135	4.5e-05	0	1	0	2	0.47	0.65
136	1	0	0.00095	0	0	0.32	0.38
137	0.099	0	0.9	0	2	0.47	0.65
138	0	1	0	0	1	0.47	0.22
139	0	0	1.6e-05	1	3	0.03	0.35
140	0	1	0	0	1	0.47	0.22
141	1	0	0	0	0	0.32	0.38
142	0	0	0	1	3	0.03	0.35
143	0.72	0	0.28	0	0	0.32	0.38
144	0.74	0	0.26	0	0	0.32	0.38
145	0.71	4.8e-06	0.29	0	0	0.32	0.38
146	9.9e-05	0	1	0	2	0.47	0.65
147	0.036	0	0.96	0	2	0.47	0.65
148	2.5e-06	0	1	0	2	0.47	0.65
149	0	0	0	1	3	0.03	0.35
150	0.81	0	0.19	0	0	0.32	0.38
151	0.97	0	0.03	0	0	0.32	0.38
152	1	0	0	0	0	0.32	0.38
153	0.98	0	0.024	0	0	0.32	0.38
154	0.98	0	0	0.024	0	0.32	0.38
155	0.86	0	0.14	0	0	0.32	0.38
156	0.42	0	0.58	0	2	0.47	0.65
157	0.0062	0	0.99	0	2	0.47	0.65
158	1	0	7.9e-05	0	0	0.32	0.38
159	1	0	0	0	0	0.32	0.38
160	0.073	0	0.93	0	2	0.47	0.65
161	0.04	0	0.96	0	2	0.47	0.65
162	1	0	0	0	0	0.32	0.38
163	0.52	0	0.48	0	0	0.32	0.38
164	0.81	0	0.19	0	0	0.32	0.38
