SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0	dcf1
0	0	0.0056	0	0	0	0	0	0	0	0	0	0	0	0	0.99	14	0.03	0.35
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.03	0.35
2	0.13	0.22	0.033	0.1	0.2	0.2	0.1	0	0	0	0	0	0	0	0	1	0.32	0.35
3	0.047	0.1	0.0083	0.11	0.32	0.32	0.11	0	0	0	0	0	0	0	0	4	0.27	0.35
4	0.026	0.05	0.0054	0.18	0.28	0.28	0.18	0	0	0	0	0	0	0	0	4	0.27	0.35
5	0.079	0.17	0.023	0.081	0.28	0.28	0.081	0	0	0	0	0	0	0	0	4	0.27	0.35
6	0.013	0.1	0.14	0.034	0.34	0.34	0.034	0	0	0	0	0	0	0	0	4	0.27	0.35
7	0.034	0.011	0.00015	0.4	0.077	0.077	0.4	0	0	0	0	0	0	0	0	6	0.47	0.65
8	0.034	0.18	0.15	0.044	0.27	0.27	0.044	0	0	0	0	0	0	0	0	4	0.27	0.35
9	0.0068	0.22	0.34	0.0013	0.21	0.21	0.0013	0	0	0	0	0	0	0	0	2	0.27	0.45
10	0.18	0.53	0.0028	0.0034	0.14	0.14	0.0034	0	0	0	0	0	0	0	0	1	0.32	0.35
11	0	0.0019	0	0	0.00015	0.00015	0	0	0.051	0	0	0.17	0.78	0	0	12	0.57	0.22
12	0.085	0.2	0.018	0.057	0.29	0.29	0.057	0	0	0	0	0	0	0	0	4	0.27	0.35
13	0	0	0	0	0	0	0	0	0.015	0	0	0.05	0.93	0	0	12	0.57	0.22
14	0	0.0011	0	0	5.2e-05	5.2e-05	0	0	0.061	0	0	0.2	0.74	0	0	12	0.57	0.22
15	0.12	0.27	0.048	0.06	0.22	0.22	0.06	0	0	0	0	0	0	0	0	1	0.32	0.35
16	0.097	0.42	0.071	0.014	0.19	0.19	0.014	0	0	0	0	0	0	0	0	1	0.32	0.35
17	0.0037	0.00016	0.0044	0.49	0.0014	0.0014	0.49	0	0	0	0	0	0	0	0	6	0.47	0.65
18	0.0095	0.00042	6.4e-05	0.49	0.0051	0.0051	0.49	0	0	0	0	0	0	0	0	6	0.47	0.65
19	0.26	0.16	0.00049	0.1	0.19	0.19	0.1	0	0	0	0	0	0	0	0	0	0.58	0.65
