SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster	dcf0	dcf1
0	0	0	0	0	0	1	0.0022	0	0	0	0	5	0.03	0.35
1	0	0	0	0	0	1	0	0	0	0	0	5	0.03	0.35
2	0.23	0.046	0.48	0.002	0	0	0.16	0.082	0	0	0	2	0.27	0.35
3	0.22	0.03	0.68	1e-05	0	0	0.06	0.0053	0	0	0	2	0.27	0.35
4	0.36	0.02	0.59	7.1e-06	0	0	0.024	0.0015	0	0	0	2	0.27	0.35
5	0.18	0.044	0.65	0.00032	0	0	0.11	0.022	0	0	0	2	0.27	0.35
6	0.064	0.16	0.66	0.0019	0	0	0.12	0.0013	0	0	0	2	0.27	0.35
7	0.83	0.001	0.17	0	0	0	0.0022	0.0018	0	0	0	0	0.47	0.65
8	0.088	0.13	0.57	0.008	0	0	0.2	0.011	0	0	0	2	0.27	0.35
9	0.0022	0.24	0.36	0.0059	0	0	0.39	0.0019	0	0	0	6	0.32	0.38
10	0.0088	0.011	0.37	9.1e-06	0	0	0.29	0.32	0	0	0	2	0.27	0.35
11	0	0	0.00013	0	0	0	8.6e-05	0	1	0	0	8	0.53	0.22
12	0.13	0.04	0.68	0.00016	0	0	0.13	0.025	0	0	0	2	0.27	0.35
13	0	0	0	0	0	0	0	0	1	0	0	8	0.53	0.22
14	0	0	1.4e-05	0	0	0	6.4e-06	0	1	0	0	8	0.53	0.22
15	0.13	0.056	0.52	0.0031	0	0	0.2	0.083	0	0	0	2	0.27	0.35
16	0.028	0.068	0.42	0.0046	0	0	0.37	0.11	0	0	0	2	0.27	0.35
17	0.99	0.00038	0.003	0.0052	0	0	0.0038	7.1e-05	0	0	0	0	0.47	0.65
18	0.99	1.1e-05	0.011	0.00016	0	0	6.7e-05	0.00031	0	0	0	0	0.47	0.65
19	0.29	0.0041	0.54	0	0	0	0.046	0.11	0	0	0	2	0.27	0.35
20	0.022	0.075	0.59	0.00047	0	0	0.29	0.022	0	0	0	2	0.27	0.35
21	0	0	0	0	0	0.016	0	0	0	0.98	0	9	0	0.42
22	0.34	0.06	0.46	0.0059	0	0	0.1	0.028	0	0	0	2	0.27	0.35
23	0.59	0.036	0.35	0.00056	0	0	0.023	0.0015	0	0	0	0	0.47	0.65
24	0.23	0.00084	0.41	0	0	0	0.027	0.34	0	0	0	2	0.27	0.35
25	0.52	0.035	0.39	0.0018	0	0	0.049	0.013	0	0	0	0	0.47	0.65
26	0.46	0.052	0.42	0.0026	0	0	0.056	0.0077	0	0	0	0	0.47	0.65
27	0	0	1.3e-05	0	0	0	2.4e-05	0	1	0	0	8	0.53	0.22
28	0.89	1.3e-05	0.073	0	0	0	0.00042	0.036	0	0	0	0	0.47	0.65
29	0.77	0.0011	0.18	2.2e-05	0	0	0.0072	0.032	0	0	0	0	0.47	0.65
30	0.19	0.1	0.51	0.013	0	0	0.16	0.023	0	0	0	2	0.27	0.35
