SNV	cluster0	cluster1	cluster	dcf0	dcf1
0	0.0075	0.99	1	0.03	0.35
1	0	1	1	0.03	0.35
2	1	0	0	0.32	0.38
3	1	0	0	0.32	0.38
4	1	0	0	0.32	0.38
5	1	0	0	0.32	0.38
6	1	0	0	0.32	0.38
7	1	0	0	0.32	0.38
8	1	0	0	0.32	0.38
9	1	0	0	0.32	0.38
10	1	0	0	0.32	0.38
11	1	0	0	0.32	0.38
12	1	0	0	0.32	0.38
13	1	0	0	0.32	0.38
14	1	0	0	0.32	0.38
15	1	0	0	0.32	0.38
16	1	0	0	0.32	0.38
17	1	0	0	0.32	0.38
18	1	0	0	0.32	0.38
19	1	0	0	0.32	0.38
20	1	0	0	0.32	0.38
21	0	1	1	0.03	0.35
22	1	0	0	0.32	0.38
23	1	0	0	0.32	0.38
24	1	0	0	0.32	0.38
25	1	0	0	0.32	0.38
26	1	0	0	0.32	0.38
27	1	0	0	0.32	0.38
28	1	0	0	0.32	0.38
29	1	0	0	0.32	0.38
30	1	0	0	0.32	0.38
31	1	0	0	0.32	0.38
32	1	0	0	0.32	0.38
33	1	0	0	0.32	0.38
34	0	1	1	0.03	0.35
35	0	1	1	0.03	0.35
36	1	0	0	0.32	0.38
37	1	0	0	0.32	0.38
38	1	0	0	0.32	0.38
39	1	0	0	0.32	0.38
40	1	0	0	0.32	0.38
41	1	0	0	0.32	0.38
42	1	0	0	0.32	0.38
43	0	1	1	0.03	0.35
44	1	0	0	0.32	0.38
45	1	0	0	0.32	0.38
46	1	0	0	0.32	0.38
47	1	0	0	0.32	0.38
48	0.99	0.005	0	0.32	0.38
49	1	0	0	0.32	0.38
50	1	0	0	0.32	0.38
51	1	0	0	0.32	0.38
52	1	0	0	0.32	0.38
53	1	0	0	0.32	0.38
54	1	0	0	0.32	0.38
55	1	0	0	0.32	0.38
56	1	0	0	0.32	0.38
57	1	0	0	0.32	0.38
58	1	0	0	0.32	0.38
59	1	0	0	0.32	0.38
60	1	0	0	0.32	0.38
61	1	0	0	0.32	0.38
62	1	0	0	0.32	0.38
63	1	0	0	0.32	0.38
64	1	0	0	0.32	0.38
65	1	0	0	0.32	0.38
66	1.7e-05	1	1	0.03	0.35
67	1	0	0	0.32	0.38
68	0	1	1	0.03	0.35
69	1	0	0	0.32	0.38
70	1	0	0	0.32	0.38
71	1	0	0	0.32	0.38
72	1	0	0	0.32	0.38
73	0.088	0.91	1	0.03	0.35
74	1	0	0	0.32	0.38
75	1	0	0	0.32	0.38
76	1	0	0	0.32	0.38
77	1.5e-06	1	1	0.03	0.35
78	1	0	0	0.32	0.38
79	1	0	0	0.32	0.38
80	1	0	0	0.32	0.38
81	1	0	0	0.32	0.38
82	1	0	0	0.32	0.38
83	1	0	0	0.32	0.38
84	1	0	0	0.32	0.38
85	0	1	1	0.03	0.35
86	1	0	0	0.32	0.38
87	1	0	0	0.32	0.38
88	1	0	0	0.32	0.38
89	1	0	0	0.32	0.38
90	1	0	0	0.32	0.38
91	1	0	0	0.32	0.38
92	1	0	0	0.32	0.38
93	1	0	0	0.32	0.38
94	1	0	0	0.32	0.38
95	1	0	0	0.32	0.38
96	1	0	0	0.32	0.38
97	1	0	0	0.32	0.38
98	1	0	0	0.32	0.38
99	1	0	0	0.32	0.38
100	1	0	0	0.32	0.38
101	1	0	0	0.32	0.38
102	1	0	0	0.32	0.38
103	1	0	0	0.32	0.38
104	1	0	0	0.32	0.38
105	1	0	0	0.32	0.38
106	1	0	0	0.32	0.38
107	1	0	0	0.32	0.38
108	1	0	0	0.32	0.38
109	1	0	0	0.32	0.38
110	1	0	0	0.32	0.38
111	1	0	0	0.32	0.38
112	1	0	0	0.32	0.38
113	1	0	0	0.32	0.38
114	1	0	0	0.32	0.38
115	0	1	1	0.03	0.35
116	1	0	0	0.32	0.38
117	1	0	0	0.32	0.38
118	1	0	0	0.32	0.38
119	1	0	0	0.32	0.38
120	1	0	0	0.32	0.38
121	1	0	0	0.32	0.38
122	1	0	0	0.32	0.38
123	1	0	0	0.32	0.38
124	1	0	0	0.32	0.38
125	0	1	1	0.03	0.35
126	1	0	0	0.32	0.38
127	1	0	0	0.32	0.38
128	1	0	0	0.32	0.38
129	1	0	0	0.32	0.38
130	0	1	1	0.03	0.35
131	1	0	0	0.32	0.38
132	1	0	0	0.32	0.38
133	1	0	0	0.32	0.38
134	1	0	0	0.32	0.38
135	1	0	0	0.32	0.38
136	1	0	0	0.32	0.38
137	1	0	0	0.32	0.38
138	1	0	0	0.32	0.38
139	0	1	1	0.03	0.35
140	1	0	0	0.32	0.38
141	1	0	0	0.32	0.38
142	0	1	1	0.03	0.35
143	1	0	0	0.32	0.38
144	1	0	0	0.32	0.38
145	1	0	0	0.32	0.38
146	1	0	0	0.32	0.38
147	1	0	0	0.32	0.38
148	1	0	0	0.32	0.38
149	0	1	1	0.03	0.35
150	1	0	0	0.32	0.38
151	1	0	0	0.32	0.38
152	1	0	0	0.32	0.38
153	1	0	0	0.32	0.38
154	0.99	0.011	0	0.32	0.38
155	1	0	0	0.32	0.38
156	1	0	0	0.32	0.38
157	1	0	0	0.32	0.38
158	1	0	0	0.32	0.38
159	1	0	0	0.32	0.38
160	1	0	0	0.32	0.38
161	1	0	0	0.32	0.38
162	1	0	0	0.32	0.38
163	1	0	0	0.32	0.38
164	1	0	0	0.32	0.38
165	1	0	0	0.32	0.38
166	1	0	0	0.32	0.38
167	1	0	0	0.32	0.38
168	1	0	0	0.32	0.38
169	1	0	0	0.32	0.38
170	1	0	0	0.32	0.38
171	1	0	0	0.32	0.38
172	1	0	0	0.32	0.38
173	1	0	0	0.32	0.38
174	1	0	0	0.32	0.38
175	1	0	0	0.32	0.38
176	0	1	1	0.03	0.35
177	1	0	0	0.32	0.38
178	1	0	0	0.32	0.38
179	1	0	0	0.32	0.38
180	1	0	0	0.32	0.38
181	1	0	0	0.32	0.38
182	1	0	0	0.32	0.38
183	1	0	0	0.32	0.38
184	1	0	0	0.32	0.38
185	1	0	0	0.32	0.38
186	1	0	0	0.32	0.38
187	1	0	0	0.32	0.38
188	1	0	0	0.32	0.38
189	1	0	0	0.32	0.38
190	1	0	0	0.32	0.38
191	1	2.2e-06	0	0.32	0.38
192	1	0	0	0.32	0.38
193	1	0	0	0.32	0.38
194	1	0	0	0.32	0.38
195	1	0	0	0.32	0.38
196	1	0	0	0.32	0.38
197	0	1	1	0.03	0.35
198	1	0	0	0.32	0.38
199	0	1	1	0.03	0.35
200	1	0	0	0.32	0.38
201	1	0	0	0.32	0.38
202	1	0	0	0.32	0.38
203	1	0	0	0.32	0.38
204	1	0	0	0.32	0.38
205	1	0	0	0.32	0.38
206	1	0	0	0.32	0.38
207	1	0	0	0.32	0.38
208	1	0	0	0.32	0.38
209	1	0	0	0.32	0.38
210	1	0	0	0.32	0.38
211	1	0	0	0.32	0.38
212	1	0	0	0.32	0.38
213	1	0	0	0.32	0.38
214	1	0	0	0.32	0.38
215	1	0	0	0.32	0.38
216	1	0	0	0.32	0.38
217	1	0	0	0.32	0.38
218	1	0	0	0.32	0.38
219	1	0	0	0.32	0.38
220	1	0	0	0.32	0.38
221	0.013	0.99	1	0.03	0.35
222	0.68	0.32	0	0.32	0.38
223	1	0	0	0.32	0.38
224	1	0	0	0.32	0.38
225	0	1	1	0.03	0.35
226	1	0	0	0.32	0.38
227	1	0	0	0.32	0.38
228	1	0	0	0.32	0.38
229	1	0	0	0.32	0.38
230	0	1	1	0.03	0.35
231	0	1	1	0.03	0.35
232	0.15	0.85	1	0.03	0.35
233	0.15	0.85	1	0.03	0.35
234	1	0	0	0.32	0.38
235	1	0	0	0.32	0.38
236	0.42	0.58	1	0.03	0.35
237	0	1	1	0.03	0.35
238	9.1e-06	1	1	0.03	0.35
239	1	0	0	0.32	0.38
240	1	0	0	0.32	0.38
241	1	0	0	0.32	0.38
242	1	0	0	0.32	0.38
243	1	0	0	0.32	0.38
244	1	0	0	0.32	0.38
245	0	1	1	0.03	0.35
246	1	0	0	0.32	0.38
247	1	0	0	0.32	0.38
248	1	0	0	0.32	0.38
249	1	0	0	0.32	0.38
250	1	0	0	0.32	0.38
251	1	0	0	0.32	0.38
252	1	0	0	0.32	0.38
253	1	0	0	0.32	0.38
254	1	0	0	0.32	0.38
255	1	0	0	0.32	0.38
