SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster	dcf0	dcf1
0	0	0.0018	0	0	0	0	0	1	0	0	0	0	0.0029	0	0	0	0	7	0.03	0.35
1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0.03	0.35
2	0.13	0.076	0.0023	0.0015	0	0.028	0	0	0	0.15	0	0.13	0.15	0.049	0.13	0.15	0	12	0.32	0.38
3	0.14	0.035	0.00037	8.4e-06	0	0.002	0	0	0	0.24	0	0.13	0.06	0.035	0.13	0.24	0	9	0.27	0.35
4	0.24	0.018	0.001	6.1e-06	0	0.00061	0	0	0	0.21	0	0.13	0.026	0.024	0.13	0.21	0	0	0.47	0.65
5	0.11	0.06	0.00032	0.00025	0	0.0078	0	0	0	0.21	0	0.12	0.11	0.048	0.12	0.21	0	9	0.27	0.35
6	0.045	0.036	0.00013	0.0017	0	0.00055	0	0	0	0.25	0	0.039	0.13	0.2	0.039	0.25	0	9	0.27	0.35
7	0.5	0.0037	0.0032	0	0	0.00065	0	0	0	0.054	0	0.19	0.0021	0.0011	0.19	0.054	0	0	0.47	0.65
8	0.058	0.062	0.0003	0.0067	0	0.0043	0	0	0	0.2	0	0.052	0.2	0.16	0.052	0.2	0	12	0.32	0.38
9	0.0014	0.06	0	0.0049	0	0.00071	0	0	0	0.12	0	0.0044	0.4	0.28	0.0044	0.12	0	12	0.32	0.38
10	0.0055	0.22	1.5e-06	7.3e-06	0	0.12	0	0	0	0.13	0	0.051	0.29	0.013	0.051	0.13	0	12	0.32	0.38
11	0	0.00025	0	0	0	0	1	0	0	4.4e-05	0	0	8.2e-05	0	0	4.4e-05	0	6	0.49	0.22
12	0.077	0.071	0.00015	0.00012	0	0.0091	0	0	0	0.22	0	0.12	0.12	0.044	0.12	0.22	0	9	0.27	0.35
13	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0.49	0.22
14	0	4.5e-05	0	0	0	0	1	0	0	4.7e-06	0	0	6.2e-06	0	0	4.7e-06	0	6	0.49	0.22
15	0.079	0.092	0.00032	0.0024	0	0.029	0	0	0	0.17	0	0.11	0.19	0.06	0.11	0.17	0	12	0.32	0.38
16	0.017	0.14	4.4e-05	0.0036	0	0.04	0	0	0	0.14	0	0.045	0.36	0.076	0.045	0.14	0	12	0.32	0.38
17	0.8	6.6e-05	0.024	0.0054	0	3.4e-05	0	0	0	0.0013	0	0.083	0.0049	0.00056	0.083	0.0013	0	0	0.47	0.65
18	0.73	0.00016	0.014	0.00016	0	0.00014	0	0	0	0.0043	0	0.12	8e-05	1.5e-05	0.12	0.0043	0	0	0.47	0.65
19	0.13	0.05	0.00017	0	0	0.029	0	0	0	0.13	0	0.25	0.031	0.0033	0.25	0.13	0	11	0.53	0.65
20	0.014	0.11	1.3e-05	0.00039	0	0.0085	0	0	0	0.2	0	0.038	0.29	0.088	0.038	0.2	0	12	0.32	0.38
21	0	0	0	0	0	0	0	0.017	0.94	0	0.04	0	0	0	0	0	0	8	0	0.42
22	0.21	0.047	0.0028	0.0048	0	0.01	0	0	0	0.16	0	0.12	0.1	0.069	0.12	0.16	0	0	0.47	0.65
23	0.43	0.012	0.011	0.00053	0	0.00068	0	0	0	0.14	0	0.095	0.027	0.048	0.095	0.14	0	0	0.47	0.65
24	0.079	0.044	3.9e-05	0	0	0.07	0	0	0	0.078	0	0.32	0.015	0.00054	0.32	0.078	0	11	0.53	0.65
25	0.33	0.027	0.0058	0.0015	0	0.005	0	0	0	0.14	0	0.13	0.051	0.042	0.13	0.14	0	0	0.47	0.65
26	0.31	0.027	0.0056	0.0023	0	0.0031	0	0	0	0.16	0	0.11	0.06	0.065	0.11	0.16	0	0	0.47	0.65
27	0	5.9e-05	0	0	0	0	1	0	0	4.1e-06	0	0	2.3e-05	0	0	4.1e-06	0	6	0.49	0.22
28	0.26	0.002	0.00037	0	0	0.0064	0	0	0	0.012	0	0.35	0.0002	6.9e-06	0.35	0.012	0	11	0.53	0.65
29	0.4	0.011	0.0035	1.5e-05	0	0.0099	0	0	0	0.052	0	0.23	0.006	0.0011	0.23	0.052	0	0	0.47	0.65
30	0.12	0.06	0.0011	0.01	0	0.0089	0	0	0	0.18	0	0.081	0.17	0.12	0.081	0.18	0	9	0.27	0.35
31	0.3	0.043	0.0051	0.015	0	0.0057	0.00027	0	0	0.077	0	0.12	0.19	0.044	0.12	0.077	0	0	0.47	0.65
32	0.28	0.036	0.0023	4.6e-05	0	0.023	0	0	0	0.1	0	0.21	0.035	0.0081	0.21	0.1	0	0	0.47	0.65
33	0.45	0.0041	0.0024	0	0	0.0014	0	0	0	0.045	0	0.22	0.0016	0.00043	0.22	0.045	0	0	0.47	0.65
34	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0.03	0.35
35	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0.03	0.35
36	0.48	0.0071	0.012	0.00049	0	0.0002	0	0	0	0.13	0	0.081	0.017	0.052	0.081	0.13	0	0	0.47	0.65
37	0.0056	0.14	0	0	0	0.0094	0	0	0	0.27	0	0.074	0.14	0.011	0.074	0.27	0	9	0.27	0.35
38	0.31	0.01	0.0024	3.5e-05	0	0.00015	0	0	0	0.22	0	0.091	0.021	0.049	0.091	0.22	0	0	0.47	0.65
39	0.78	4.3e-05	0.0069	0	0	4.9e-06	0	0	0	0.0046	0	0.1	7.3e-06	6.5e-06	0.1	0.0046	0	0	0.47	0.65
40	0.00029	0.12	6.5e-06	0.0052	0	0.0091	0	0	0	0.043	0	0.0017	0.69	0.091	0.0017	0.043	0	12	0.32	0.38
41	0.05	0.1	0.00012	0.0014	0	0.021	0	0	0	0.19	0	0.087	0.21	0.067	0.087	0.19	0	12	0.32	0.38
42	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0.49	0.22
43	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0.03	0.35
