SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0	dcf1
0	0	0	0.99	0	0	0	0	0	0	0	0	0.0026	0	0	0	0	0	0	0.0026	2	0.03	0.35
1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.03	0.35
2	0.055	0.15	0	0	0	0	0	0	0	0	0.076	0.11	0	0	0.18	0	0.15	0.15	0.11	14	0.53	0.62
3	0.0094	0.25	0	0	0	0	0	0	0	0	0.057	0.054	0	0	0.066	0	0.25	0.25	0.054	17	0.27	0.35
4	0.028	0.26	0	0	0	0	0	0	0	0	0.044	0.03	0	0	0.1	0	0.26	0.26	0.03	17	0.27	0.35
5	0.0073	0.21	0	0	0	0	0	0	0	0	0.071	0.082	0	0	0.14	0	0.21	0.21	0.082	17	0.27	0.35
6	0.0025	0.21	0	0	0	0	0	0	0	0	0.26	0.043	0	0	0.011	0	0.21	0.21	0.043	10	0.27	0.42
7	0.1	0.072	0	0	0	0	0	0	0	0	0.0023	0.007	0	0	0.66	0	0.072	0.072	0.007	14	0.53	0.62
8	0.0067	0.19	0	0	0	0	0	0	0	0	0.23	0.083	0	0	0.034	0	0.19	0.19	0.083	10	0.27	0.42
9	2.2e-05	0.13	0	0	0	0	0	0	0	0	0.44	0.088	0	0	0.00058	0	0.13	0.13	0.088	10	0.27	0.42
10	3.3e-05	0.12	0	0	0	0	0	0	0	0	0.018	0.29	0	0	0.051	0	0.12	0.12	0.29	11	0.32	0.35
11	0	0.00011	0	0.78	0	0	0	0	0	0	0	0.00089	0.05	0	0	0.17	0.00011	0.00011	0.00089	3	0.57	0.22
12	0.0034	0.21	0	0	0	0	0	0	0	0	0.063	0.095	0	0	0.11	0	0.21	0.21	0.095	17	0.27	0.35
13	0	0	0	0.93	0	0	0	0	0	0	0	0	0.015	0	0	0.051	0	0	0	3	0.57	0.22
14	0	3.8e-05	0	0.74	0	0	0	0	0	0	0	0.00051	0.06	0	0	0.2	3.8e-05	3.8e-05	0.00051	3	0.57	0.22
15	0.0073	0.16	0	0	0	0	0	0	0	0	0.086	0.12	0	0	0.18	0	0.16	0.16	0.12	14	0.53	0.62
16	0.0011	0.14	0	0	0	0	0	0	0	0	0.12	0.2	0	0	0.054	0	0.14	0.14	0.2	11	0.32	0.35
17	0.31	0.00071	0	0	0	0	0	0	0	0	0.00046	5.1e-05	0	0	0.69	0	0.00071	0.00071	5.1e-05	14	0.53	0.62
18	0.21	0.0028	0	0	0	0	0	0	0	0	1.4e-05	0.00015	0	0	0.78	0	0.0028	0.0028	0.00015	14	0.53	0.62
19	0.0035	0.11	0	0	0	0	0	0	0	0	0.0042	0.061	0	0	0.54	0	0.11	0.11	0.061	14	0.53	0.62
20	0.00029	0.19	0	0	0	0	0	0	0	0	0.12	0.15	0	0	0.018	0	0.19	0.19	0.15	17	0.27	0.35
21	0	0	0.016	0	0	0	0	0.94	0	0.041	0	0	0	0	0	0	0	0	0	7	0	0.42
22	0.067	0.16	0	0	0	0	0	0	0	0	0.11	0.068	0	0	0.21	0	0.16	0.16	0.068	14	0.53	0.62
23	0.29	0.16	0	0	0	0	0	0	0	0	0.083	0.02	0	0	0.11	0	0.16	0.16	0.02	0	0.42	0.65
