SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster	dcf0	dcf1
0	0	0	0	0	0.0026	0	0	0	2.8e-05	0	0	1	0	0	11	0.03	0.35
1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0.03	0.35
2	0	0.027	0	0.28	0.15	0	0.03	0.019	0.0064	0.45	0.038	0	0	0	9	0.27	0.35
3	0	0.0064	0	0.26	0.056	0	0.0046	0.0013	0.0013	0.67	0.0025	0	0	0	9	0.27	0.35
4	0	0.0046	0	0.29	0.026	0	0.014	0.0046	0.00054	0.66	0.00083	0	0	0	9	0.27	0.35
5	0	0.018	0	0.25	0.1	0	0.004	0.0085	0.0034	0.6	0.0099	0	0	0	9	0.27	0.35
6	0	0.1	0	0.076	0.12	0	0.0015	0.00021	0.0068	0.69	0.00067	0	0	0	9	0.27	0.35
7	0	0.00014	0	0.52	0.0026	0	0.054	0.22	2.6e-05	0.2	0.0011	0	0	0	3	0.53	0.65
8	0	0.11	0	0.11	0.19	0	0.0038	0.0017	0.012	0.57	0.0054	0	0	0	9	0.27	0.35
9	0	0.21	0	0.0092	0.38	0	1.2e-05	0	0.034	0.36	0.00091	0	0	0	4	0.32	0.38
10	0	0.0029	0	0.12	0.3	0	2.2e-05	0.00034	0.0064	0.4	0.17	0	0	0	9	0.27	0.35
11	0.079	0	0	0	0.00012	0.65	0	0	0	0.00019	0	0	0.27	0	5	0.49	0.22
12	0	0.014	0	0.23	0.11	0	0.0019	0.0044	0.0034	0.62	0.011	0	0	0	9	0.27	0.35
13	0.04	0	0	0	0	0.41	0	0	0	0	0	0	0.55	0	12	0.57	0.22
14	0.04	0	0	0	1.2e-05	0.85	0	0	0	2.7e-05	0	0	0.11	0	5	0.49	0.22
15	0	0.038	0	0.22	0.18	0	0.0042	0.019	0.0084	0.49	0.038	0	0	0	9	0.27	0.35
16	0	0.055	0	0.097	0.35	0	0.00059	0.0058	0.02	0.42	0.053	0	0	0	9	0.27	0.35
17	0	0.00039	0	0.016	0.00043	0	0.029	0.95	0.00054	0.00035	4.1e-06	0	0	0	7	0.47	0.58
18	0	1.3e-05	0	0.057	1.7e-05	0	0.04	0.9	1.9e-05	0.0028	3.9e-05	0	0	0	7	0.47	0.58
19	0	0.00035	0	0.53	0.03	0	0.0022	0.04	0.00032	0.36	0.037	0	0	0	3	0.53	0.65
20	0	0.036	0	0.079	0.28	0	0.00017	0.00016	0.012	0.58	0.011	0	0	0	9	0.27	0.35
21	0	0	0.99	0	0	0	0	0	0	0	0	0.012	0	0	2	0	0.42
22	0	0.052	0	0.25	0.1	0	0.037	0.057	0.0054	0.48	0.014	0	0	0	9	0.27	0.35
23	0	0.028	0	0.24	0.031	0	0.17	0.033	0.0013	0.5	0.0011	0	0	0	9	0.27	0.35
24	0	2.7e-05	0	0.63	0.013	0	0.00047	0.064	7.3e-05	0.21	0.085	0	0	0	3	0.53	0.65
25	0	0.027	0	0.3	0.053	0	0.082	0.097	0.0023	0.43	0.007	0	0	0	9	0.27	0.35
26	0	0.045	0	0.25	0.064	0	0.08	0.047	0.0031	0.5	0.0044	0	0	0	9	0.27	0.35
27	0.085	0	0	0	2.6e-05	0.52	0	0	0	1.4e-05	0	0	0.4	0	5	0.49	0.22
28	0	0	0	0.31	8.1e-05	0	0.002	0.67	0	0.015	0.0035	0	0	0	7	0.47	0.58
29	0	0.00011	0	0.41	0.0049	0	0.039	0.4	5e-05	0.13	0.011	0	0	0	3	0.53	0.65
30	0	0.098	0	0.17	0.16	0	0.015	0.014	0.01	0.52	0.012	0	0	0	9	0.27	0.35
31	0.0034	0.044	0	0.2	0.14	9e-05	0.052	0.37	0.015	0.17	0.0056	0	3.9e-05	0	7	0.47	0.58
32	0	0.0021	0	0.42	0.033	0	0.029	0.19	0.0007	0.3	0.029	0	0	0	3	0.53	0.65
33	0	3e-05	0	0.56	0.0019	0	0.037	0.25	1.2e-05	0.15	0.0021	0	0	0	3	0.53	0.65
34	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0.03	0.35
35	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0.03	0.35
36	0	0.032	0	0.22	0.021	0	0.21	0.024	0.0009	0.5	0.00032	0	0	0	9	0.27	0.35
37	0	0.00064	0	0.14	0.12	0	3.1e-06	2.1e-05	0.0013	0.72	0.011	0	0	0	9	0.27	0.35
38	0	0.014	0	0.22	0.023	0	0.035	0.0031	0.00068	0.71	0.00022	0	0	0	9	0.27	0.35
39	0	0	0	0.23	7.7e-06	0	0.099	0.66	0	0.015	7e-06	0	0	0	7	0.47	0.58
40	0	0.09	0	0.0037	0.69	0	8.8e-05	0.0084	0.066	0.13	0.012	0	0	0	4	0.32	0.38
41	0	0.037	0	0.18	0.2	0	0.0015	0.0054	0.009	0.54	0.027	0	0	0	9	0.27	0.35
42	0.0092	0	0	0	0	0.66	0	0	0	0	0	0	0.33	0	5	0.49	0.22
43	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0.03	0.35
44	2.6e-06	0.0052	0	0.32	0.12	0	0.0017	0.054	0.0033	0.34	0.15	0	0	0	9	0.27	0.35
45	0	0.0014	0	0.42	0.0088	0	0.12	0.16	0.00016	0.3	0.0018	0	0	0	3	0.53	0.65
46	0	0.011	0	0.12	0.11	0	0.00053	0.00015	0.0029	0.75	0.0024	0	0	0	9	0.27	0.35
47	0	0.087	0	0.19	0.22	0	0.032	0.17	0.017	0.24	0.031	0	0	0	9	0.27	0.35
48	0	0.68	0	0.0087	0.044	0	0.046	0.02	0.0094	0.19	2.3e-05	0.00064	0	0	1	0.27	0.45
49	0.83	0	0	0	3.7e-05	0.13	0	0	0	0	0	0	0.034	0	0	0.49	0.29
50	0	0.32	0	0.00094	0.31	0	0.017	0.23	0.11	0.0093	9.5e-05	0	0	0	1	0.27	0.45
51	0	0.0053	0	0.4	0.036	0	0.039	0.13	0.00095	0.37	0.013	0	0	0	3	0.53	0.65
52	0	0.004	0	0.044	0.00017	0	0.29	0.66	0.00033	0.0042	8.7e-06	0	0	0	7	0.47	0.58
53	0	0.061	0	0.24	0.092	0	0.061	0.059	0.0051	0.47	0.0097	0	0	0	9	0.27	0.35
54	0.0053	0.075	0	0.16	0.13	0.0031	0.04	0.1	0.0094	0.47	0.0096	0	0.0019	0	9	0.27	0.35
55	0	0.0011	0	0.27	0.1	0	0.00038	0.027	0.0019	0.24	0.36	0	0	0	10	0.63	0.65
56	0.55	0	0	0	0.00018	0.13	0	0	0	0.3	0	0	0.017	0	0	0.49	0.29
57	0	0	0	0.69	0.00017	0	0.024	0.19	0	0.098	0.00017	0	0	0	3	0.53	0.65
58	3.8e-05	0	0	0	0	0.036	0	0	0	0	0	0	0.96	0	12	0.57	0.22
59	0	0.0091	0	0.0041	0.78	0	0	0	0.034	0.14	0.033	0	0	0	4	0.32	0.38
60	0	0.015	0	0.2	0.0039	0	0.32	0.35	0.00069	0.11	0.0007	0	0	0	7	0.47	0.58
61	0	0.003	0	0.12	0.21	0	1.5e-05	6.1e-05	0.0039	0.64	0.021	0	0	0	9	0.27	0.35
62	0	0.00035	0	0.46	0.011	0	0.006	0.0091	0.00011	0.51	0.0015	0	0	0	9	0.27	0.35
63	0	0.00052	0	0.5	0.016	0	0.013	0.2	0.00022	0.25	0.019	0	0	0	3	0.53	0.65
64	0	0	0	0.15	2.5e-05	0	0.0024	0.84	0	0.0051	0.0016	0	0	0	7	0.47	0.58
65	0	0.085	0	0.17	0.19	0	0.011	0.018	0.011	0.5	0.02	0	0	0	9	0.27	0.35
66	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0.06	0.039
67	0	0.11	0	0.12	0.17	0	0.0051	0.0023	0.011	0.58	0.0049	0	0	0	9	0.27	0.35
68	0	0	0.99	0	0	0	0	0	0	0	0	0.0059	0	0	2	0	0.42
69	0	0.0007	0	0.46	0.0068	0	0.057	0.24	0.00011	0.24	0.0026	0	0	0	3	0.53	0.65
70	0	0.45	0	0.066	0.11	0	0.11	0.093	0.016	0.16	0.00097	0	0	0	1	0.27	0.45
71	0	1.8e-05	0	0.47	0.001	0	0.05	0.38	6.2e-06	0.1	0.0013	0	0	0	3	0.53	0.65
72	0.024	0	0	0	0	0.18	0	0	0	0	0	0	0.8	0	12	0.57	0.22
73	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0.06	0.039
74	0	0.0011	0	0.44	0.019	0	0.024	0.25	0.00035	0.24	0.02	0	0	0	3	0.53	0.65
75	0.0056	0.04	0	0.25	0.11	0.00087	0.044	0.21	0.0085	0.32	0.016	0	0.00063	0	9	0.27	0.35
76	0	0.1	0	0.17	0.22	0	0.023	0.082	0.015	0.36	0.028	0	0	0	9	0.27	0.35
77	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0.06	0.039
78	0	0.011	0	0.077	0.092	0	5.2e-05	1.6e-05	0.0024	0.82	0.00051	0	0	0	9	0.27	0.35
79	0.33	0	0	0	8.3e-05	0.39	0	0	0	2.2e-05	0	0	0.28	0	5	0.49	0.22
80	0	0.17	0	0.15	0.13	0	0.048	0.032	0.01	0.45	0.0066	0	0	0	9	0.27	0.35
81	0	0.12	0	0.17	0.015	0	0.27	0.32	0.0046	0.1	0.00089	0	0	0	7	0.47	0.58
82	0	0.04	0	0.25	0.14	0	0.012	0.032	0.0068	0.49	0.027	0	0	0	9	0.27	0.35
83	0	0.023	0	0.23	0.11	0	0.005	0.0077	0.0041	0.61	0.0099	0	0	0	9	0.27	0.35
84	0	0.00028	0	0.55	0.025	0	0.002	0.055	0.00025	0.33	0.037	0	0	0	3	0.53	0.65
85	0	0	0.78	0	0	0	0	0	0	0	0	0.22	0	0	2	0	0.42
86	0	0.0094	0	0.17	0.069	0	0.00065	0.0005	0.0017	0.74	0.0015	0	0	0	9	0.27	0.35
87	0	0.063	0	0.22	0.047	0	0.19	0.09	0.0028	0.38	0.0032	0	0	0	9	0.27	0.35
88	0.011	3.2e-05	0	0	0.0033	0.76	0	0	2.8e-05	0.13	0	0	0.1	5.3e-05	5	0.49	0.22
89	0	4.5e-05	0	0.24	9.1e-05	0	0.59	0.027	0	0.14	0	0	0	0	6	0.42	0.65
90	0.0004	0.022	0	0.27	0.15	3.7e-05	0.0088	0.075	0.0063	0.38	0.082	0	9.5e-05	0	9	0.27	0.35
91	0	5.4e-05	0	0.42	0.0042	0	0.015	0.43	3.7e-05	0.11	0.016	0	0	0	7	0.47	0.58
92	0	0.012	0	0.35	0.073	0	0.014	0.061	0.0024	0.46	0.02	0	0	0	9	0.27	0.35
93	0	0.00099	0	0.066	0.00011	0	0.61	0.3	5e-05	0.02	1e-05	0	0	0	6	0.42	0.65
94	0	0.03	0	0.1	0.3	0	0.00011	0.00047	0.013	0.52	0.027	0	0	0	9	0.27	0.35
95	0.08	0.00072	0	0	0.044	0.53	0	4.1e-06	0.00087	0.24	0	0	0.11	0	5	0.49	0.22
96	0	0.022	0	0.15	0.047	0	0.0029	0.00052	0.0016	0.78	0.00033	0	0	0	9	0.27	0.35
97	2.1e-05	0.076	0	0.15	0.14	1.8e-06	0.039	0.073	0.009	0.51	0.0084	0	1.1e-06	0	9	0.27	0.35
98	0	0.16	0	0.12	0.17	0	0.0092	0.024	0.012	0.5	0.0055	0	0	0	9	0.27	0.35
99	0	0.0098	0	2.6e-06	0.32	0	0.002	4.4e-06	0.011	0.66	0	0	0	0	9	0.27	0.35
100	0	0.02	0	0.036	0.06	0	0.55	0.0001	0.0025	0.34	0	0	0	0	6	0.42	0.65
101	0	0.056	0	0.0045	0.13	0	0.0096	0.0038	0.0075	0.79	1.8e-05	0	0	0	9	0.27	0.35
102	0.021	2.2e-06	0	0	0.001	0.84	0	0	8.1e-06	0.012	0	0	0.13	0	5	0.49	0.22
103	0	0.02	0	0.039	0.52	0	0.15	0.0047	0.027	0.24	1.1e-05	0	0	0	4	0.32	0.38
104	0	0.0026	0	0.4	0.0085	0	0.076	0.038	0.00016	0.47	0.00034	0	0	0	9	0.27	0.35
105	0	0.0062	0	0.1	0.12	0	0.53	0.007	0.0038	0.23	2.4e-06	0	0	0	6	0.42	0.65
106	0	0.053	0	0.16	0.15	0	0.063	0.061	0.0087	0.5	0.0032	0	0	0	9	0.27	0.35
107	0	0.02	0	0.02	0.6	0	0.09	0.0016	0.033	0.24	4.5e-06	0	0	0	4	0.32	0.38
108	0	0.00025	0	0.061	0.14	0	0.47	0.11	0.002	0.21	7.6e-06	0	0	0	6	0.42	0.65
109	1.2e-05	0	0	0	0	1	0	0	0	0.0007	0	0	0.00072	0.00039	5	0.49	0.22
110	0	0.0079	0	0.31	0.013	0	0.18	0.049	0.00038	0.44	0.00052	0	0	0	9	0.27	0.35
111	0	0	0	0.53	0.0003	0	0.00078	0.43	0	0.034	0.011	0	0	0	3	0.53	0.65
112	0	0.032	0	0.26	0.15	0	0.012	0.048	0.0066	0.45	0.044	0	0	0	9	0.27	0.35
113	0	4.7e-05	0	0.17	0.006	0	0.5	0.28	6.4e-05	0.051	1.6e-05	0	0	0	6	0.42	0.65
114	0.28	0.00095	0	0.0011	0.041	0.29	8.4e-05	0.0042	0.0016	0.041	0.00012	0	0.34	0	12	0.57	0.22
115	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0.03	0.35
116	0	0.00052	0	0.46	0.0095	0	0.018	0.015	0.0001	0.49	0.00095	0	0	0	9	0.27	0.35
117	0	0.027	0	0.24	0.11	0	0.0087	0.011	0.0045	0.59	0.011	0	0	0	9	0.27	0.35
118	0	9.2e-05	0	0.41	0.034	0	4.2e-05	0.00091	0.0002	0.54	0.017	0	0	0	9	0.27	0.35
119	0	0.46	0	0.00028	0.38	0	0	0	0.069	0.096	4.4e-05	0	0	0	1	0.27	0.45
