SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster	dcf0	dcf1
0	0.043	0.96	0	0	0	2.6e-06	1	0.37	0.26
1	0.017	0.93	0	0	0	0.05	1	0.37	0.26
2	0.00037	0.91	0	0	0	0.092	1	0.37	0.26
3	0.00011	0.68	0	0	0	0.32	1	0.37	0.26
4	0	0	0	1	0	0	3	0.082	0.087
5	0	0	1	0	0	0	2	0.16	0
6	0.00046	1	0	0	0	0.0024	1	0.37	0.26
7	0	0	0	0	1	0	4	0	0.087
8	0	0	0	1	0	0	3	0.082	0.087
9	1.2e-05	1	0	0	0	4.9e-05	1	0.37	0.26
10	0	0	0	1	0	0	3	0.082	0.087
11	1.1e-05	0.18	0	0.00024	0	0.82	5	0.21	0.23
12	0.0026	0.75	0	0.0012	0	0.24	1	0.37	0.26
13	0.21	0.79	0	0	0	0	1	0.37	0.26
14	6e-05	0.99	0	0	0	0.0067	1	0.37	0.26
15	0.00019	1	0	0	0	0.00016	1	0.37	0.26
16	0	1	0	0	0	7.1e-06	1	0.37	0.26
17	0.00052	1	0	0	0	0	1	0.37	0.26
18	0	0	0	1	0	0	3	0.082	0.087
19	0	1	0	0	0	2e-05	1	0.37	0.26
20	0	0	0	1	0	0	3	0.082	0.087
21	0	0	1	0.00013	0	0	2	0.16	0
22	0	0	1	0.00023	0	0	2	0.16	0
23	0.016	0.91	0	0	0	0.071	1	0.37	0.26
24	0	0	1	7e-06	0	0	2	0.16	0
25	0	0	0	0	0	1	5	0.21	0.23
26	2.7e-06	1	0	0	0	5.6e-05	1	0.37	0.26
27	0	1	0	0	0	0	1	0.37	0.26
28	0.018	0.98	0	0	0	0	1	0.37	0.26
29	0	0	1	0.00012	0	0	2	0.16	0
30	0	1.1e-06	0	0	0	1	5	0.21	0.23
31	0	0	0	1	0	0	3	0.082	0.087
32	0	0	0	1	0	0	3	0.082	0.087
33	0	0	0	1	0	0	3	0.082	0.087
34	0.003	0.45	0	0.00029	0	0.55	5	0.21	0.23
35	0.001	0.96	0	0	0	0.038	1	0.37	0.26
36	0.014	0.89	0	0.00097	0	0.09	1	0.37	0.26
37	0.058	0.93	0	0	0	0.0092	1	0.37	0.26
38	0	0.074	0	0.01	0	0.92	5	0.21	0.23
39	0.00062	1	0	0	0	4.4e-05	1	0.37	0.26
40	6.7e-06	1	0	0	0	0.0014	1	0.37	0.26
41	0	0	0	1	0	3e-05	3	0.082	0.087
42	0.0054	0.99	0	0	0	0.0015	1	0.37	0.26
43	0.14	0.86	0	0	0	0	1	0.37	0.26
44	0	0	0	1	0	0	3	0.082	0.087
45	0.36	0.64	0	0	0	0	1	0.37	0.26
46	0	0	1	0	0	0	2	0.16	0
47	0.35	0.65	0	0	0	0	1	0.37	0.26
48	0.00099	1	0	0	0	0	1	0.37	0.26
49	0	0	1	0	0	0	2	0.16	0
50	0	0	0	1	0	0	3	0.082	0.087
51	0.049	0.95	0	0	0	0	1	0.37	0.26
52	0	1	0	0	0	0	1	0.37	0.26
53	0	0	1	5.2e-06	0	0	2	0.16	0
54	0	0	0	0	0	1	5	0.21	0.23
55	0.00032	1	0	0	0	0	1	0.37	0.26
56	0	0	1	0	0	0	2	0.16	0
57	0	0	1	0	0	0	2	0.16	0
58	0	0	0	1	0	0	3	0.082	0.087
59	0	0	0	1	0	0	3	0.082	0.087
60	0.96	0.035	0	0	0	0	0	0.49	0.31
61	2.3e-05	1	0	0	0	0	1	0.37	0.26
62	0	1	0	0	0	7.1e-05	1	0.37	0.26
63	0	0	0	1	0	0	3	0.082	0.087
64	0.097	0.9	0	0	0	0	1	0.37	0.26
65	0.076	0.92	0	0	0	0	1	0.37	0.26
66	1.5e-05	0.23	0	1.8e-06	0	0.77	5	0.21	0.23
67	0	0	0	1	0	0	3	0.082	0.087
68	0.019	0.92	0	0	0	0.06	1	0.37	0.26
69	0	1	0	0	0	0	1	0.37	0.26
70	0	0	0	1	0	1.7e-06	3	0.082	0.087
71	0	0.43	0	0	0	0.57	5	0.21	0.23
