SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0	dcf1
0	1.2e-06	0	0	1	0	6.8e-06	2.3e-06	0	0	0	0	0	0	0	0	3	0.37	0.26
1	0.019	0	0	0.94	0	0.019	0.02	0	0.00087	0	0.0015	0	0	0	0	3	0.37	0.26
2	0.00012	0	0	0.9	0	6e-05	0.087	0	0.0011	0	0.015	0	0	0	0	3	0.37	0.26
3	9.3e-05	0	0	0.62	0	3.2e-05	0.31	0	0.0062	0	0.056	0	0	0	0	3	0.37	0.26
4	0	0	0	0	0	0	0	1	0	5.8e-06	0	0	0	0	0	7	0.12	0.087
5	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0	0	0	4	0.21	0
6	0.00025	0	0	1	0	0.00031	0.0015	0	2.3e-06	0	0.00014	0	0	0	0	3	0.37	0.26
7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	0	0.087
8	0	0.00096	0	0	0	0	0	1	0	9.4e-05	0	0	0	0	0	7	0.12	0.087
9	0	0	0	1	0	0	0.00013	0	0	0	5.7e-05	0	0	0	0	3	0.37	0.26
10	0.032	0.14	0	0	0	0.002	0	0.82	0	0	0	0	0	0	0	7	0.12	0.087
11	0.67	0	0	0.0089	0	0.31	0.0033	0.0029	0.00022	4.6e-06	1.1e-05	0	0	0	0	0	0.29	0.14
12	0.49	4.7e-06	0	0.066	0	0.44	0.0026	0.0061	0.00018	1.2e-05	2.7e-05	0	0	0	0	0	0.29	0.14
13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0.37	0.26
14	0.12	0	0	0.73	0	0.15	0.00074	0	1e-06	0	6.9e-06	0	0	0	0	3	0.37	0.26
15	0.024	0	0	0.91	0	0.071	2.3e-05	0	0	0	0	0	0	0	0	3	0.37	0.26
16	0.18	0	0	0.063	0	0.75	0	0	0	0	0	0	0	0	0	5	0.33	0.14
17	0	0	0	1	0	8.5e-05	0	0	0	0	0	0	0	0	0	3	0.37	0.26
