SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster	dcf0	dcf1
0	0	0	0	3.9e-05	0	1.5e-06	0	0	0	0	0.009	0	0.99	0	0	0	0	12	0.37	0.26
1	0	0	0	0.035	0	0.0064	0	0	0	0	0.005	0.003	0.95	0	0	0	1.7e-06	12	0.37	0.26
2	0	0	0	4.1e-05	0	0.063	0	0	0	0	2.5e-05	0.0038	0.93	0	0	0	0	12	0.37	0.26
3	0	0	0	1.6e-05	0	0.27	0	0	0	0	5.6e-06	0.024	0.71	0	0	0	0	12	0.37	0.26
4	0	5.1e-05	0	0	0	0	0.99	0.013	0	0	0	0	0	0	0	0	0	6	0.12	0.058
5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	0.21	0
6	0	0	0	0.00038	0	0.00059	0	0	0	0	3.3e-05	7.8e-06	1	0	0	0	0	12	0.37	0.26
7	0.039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96	0	15	0	0.087
8	0	5.8e-05	0	0	0.00071	0	1	0.0026	0	0	0	0	0	0	0	0	0	6	0.12	0.058
9	0	0	0	0	0	0.00024	0	0	0	0	0	0	1	0	0	0	0	12	0.37	0.26
10	0	0	0	0	1.2e-05	0	1	0	0	0	0	0	0	0	0	0	0	6	0.12	0.058
11	0	1.4e-05	0	0.96	0	0.00018	0.0013	2.4e-05	0	0	0	0.0028	0.034	0	0	0	0	3	0.37	0.14
12	0	1.1e-05	0	0.92	5.2e-06	0.00013	0.0044	2.8e-05	0	0	8.2e-05	0.00071	0.075	0	0	0	0	3	0.37	0.14
13	0	0	0	4.2e-06	0	0	0	0	0	0	0.051	0	0.95	0	0	0	0	12	0.37	0.26
14	0	0	0	0.22	0	3.1e-05	0	0	0	0	3.6e-06	3.7e-06	0.78	0	0	0	0	12	0.37	0.26
15	0	0	0	0.16	0	1.1e-06	0	0	0	0	1.4e-05	0	0.84	0	0	0	0	12	0.37	0.26
16	0	0	0	0.92	0	0	0	0	0	0	0	0	0.078	0	0	0	0	3	0.37	0.14
17	0	0	0	0.018	0	0	0	0	0	0	3e-05	0	0.98	0	0	0	0	12	0.37	0.26
18	0	0.47	0	0	0	0	2e-05	0.53	0	0	0	0	0	4.8e-06	0	0	0	7	0.082	0.12
19	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.37	0.14
20	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0.082	0.029
21	0	0	0	0	1	0	7.3e-06	0	0	6.1e-06	0	0	0	0	0	0	0	4	0.082	0.029
22	0	0	0	0	0.24	0	0.023	1.7e-05	0	0.74	0	0	0	1.9e-06	0	0	0	9	0.21	0
23	0	0	0	0.0003	0	0.069	0	0	0	0	0.0031	0.011	0.92	0	0	0	0	12	0.37	0.26
