SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0	dcf1
0	0	0	0	0	0	1.6e-05	0	0	0	0	0.023	0	0	0	0	0.00032	0	0.98	0	17	0.37	0.26
1	4.4e-06	0	0.0019	0	0	0.042	0	0	0	0	0.015	0.0018	0	0	0	0.069	0	0.87	0	17	0.37	0.26
2	0	0	0.0018	0	0	0.0001	0	0	0	0	8.2e-05	0.014	0	0	0	0.35	0	0.64	0	17	0.37	0.26
3	0	0	0.0079	0	0	4.2e-05	0	0	0	0	1.4e-05	0.04	0	0	0	0.62	0	0.34	0	15	0.25	0.26
4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1e-05	0	0	0	0.12	0.12
5	0	0	0	0	0.51	0	0	0	0	0.49	0	0	0	0	0	0	0	0	0	4	0.21	0
6	0	0	5.1e-06	0	0	0.00071	0	0	0	0	0.00037	0.00018	0	0	0	0.037	0	0.96	0	17	0.37	0.26
7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0.087
8	0.99	0.01	0	0	0	0	0	0	0.00033	0	0	0	0	0	0	0	0.00058	0	0	0	0.12	0.12
9	0	0	0	0	0	0	0	0	0	0	1.5e-06	7.4e-05	0	0	0	0.028	0	0.97	0	17	0.37	0.26
10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0.21	0.029
11	0.0083	0	0.00065	0	0	0.97	0	0	8e-05	0	2.8e-05	1.9e-05	0	0	0	0.009	4.3e-06	0.011	0	5	0.33	0.14
12	0.0052	5.1e-06	0.00037	0	0	0.92	0	0	0.014	0	0.0021	3.1e-05	0	0	0	0.0061	7.6e-06	0.057	0	5	0.33	0.14
13	0	0	0	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0.85	0	17	0.37	0.26
14	0	0	2.2e-06	0	0	0.33	0	0	0	0	0.00062	8.1e-06	0	0	0	0.019	0	0.65	0	17	0.37	0.26
15	0	0	0	0	0	0.16	0	0	0	0	0.0022	0	0	0	0	0.0023	0	0.84	0	17	0.37	0.26
16	0	0	0	0	0	0.97	0	0	0	0	0	0	0	0	0	2.3e-05	0	0.033	0	5	0.33	0.14
