SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster	dcf0	dcf1
0	0	0.33	0	3.2e-06	0	0.4	0	0.27	0.0016	3.4e-06	0	0	0	0	0.0039	0	1.2e-05	5	0	0.35
1	0	0.0041	0	0	0	0	0	0	0.16	0.83	0	0	0	0	0	4.1e-05	0	9	0.31	0.29
2	0	0.041	0	0	0	0	0	0.8	0	0	0	0	0	0	0.15	0	0	7	0.16	0.45
3	0	0	0.00073	0.0023	0	0	0.97	0	0	0	0	0	0	0	0	0	0.025	6	0	0.078
4	0	0.029	0	0.016	0	0	0	0.00045	0.011	0.89	0	0	0	0	0.00013	0.053	0	9	0.31	0.29
5	0.99	0	9.5e-06	0	0.0077	0	0	0	0	0	0.00038	0	0	0.00038	0	0	0	0	0.16	0
6	0	0.84	0	0.00034	0	0	0	0.13	0.03	0.0018	0	0	0	0	0.003	0	0	1	0.16	0.35
7	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	1	0	15	0.39	0.22
8	0	0	0	0	0	0	0	0	0	0.89	0	0	0	0	0	0.11	0	9	0.31	0.29
9	0	0.00046	0	0	0	0	0	0	8.2e-05	1	0	0	0	0	0	0	0	9	0.31	0.29
10	0.93	0	0	0	0.00021	0	0	0	0	0	0.033	0	0	0.033	0	0	0	0	0.16	0
11	0	0.51	0	0	0	0	0	0.46	0	0	0	0	0	0	0.03	0	0	1	0.16	0.35
12	0.39	0	0.00012	0	8.8e-05	0	0	0	0	0	0.3	0.0033	0	0.3	0	0	0	0	0.16	0
13	0.69	0	0.014	4.8e-06	0.0081	0	0	0	0	0	0.14	0.0084	0	0.14	0	0	0	0	0.16	0
14	0	0	0	0	0	0.57	0.00019	0	0	0	0	0	0	0	0	0	0.43	5	0	0.35
15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0.35
16	0.92	0	0.0054	0	0.04	0	0	0	0	0	0.019	6.1e-06	0	0.019	0	0	0	0	0.16	0
17	0	0	0	0	0	0.0002	0.026	0	0	0	0	0	0	0	0	0	0.97	16	0	0.16
18	0	1	0	0	0	0	0	0.0039	0	0	0	0	0	0	0	0	0	1	0.16	0.35
19	0	0.29	0	0	0	0.69	0	0.00062	0.016	0	0	0	0	0	0	0	0	5	0	0.35
20	0	9e-06	0	0	0	0	0	0	0	1	0	0	0	0	5.4e-06	0.0038	0	9	0.31	0.29
21	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5.5e-06	0	9	0.31	0.29
22	0.61	0	0.0019	0	0.0005	0	0	0	0	0	0.19	0.00085	0	0.19	0	0	0	0	0.16	0
23	0.66	0.25	0.0057	1.3e-06	0.012	0	0	0	0	0	0.033	4.6e-05	0	0.033	0	0	0	0	0.16	0
24	0	0.1	0	0	0	0.9	0	0	0.00013	0	0	0	0	0	0	0	0	5	0	0.35
25	0.81	0	0.055	0.00088	0.055	0	0	0	4.1e-06	2.6e-06	0.039	0.0003	0	0.039	0	1.1e-06	0	0	0.16	0
26	2e-05	0	0	0	0	0	0	0	0	0	0.04	0.92	0	0.04	0	0	0	11	0.053	0
27	0	0	0	0	0	0	0	0	1e-05	1	0	0	0	0	0	0.00088	0	9	0.31	0.29
28	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0037	6	0	0.078
29	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	0.31	0.29
30	0.94	0	0.0016	0	0.053	0	0	0	0	0	0.00086	0	0	0.00086	0	0	0	0	0.16	0
31	0	0.012	0	0	0	0	0	0.019	0	0	0	0	0	0	0.97	0	0	14	0.24	0.55
32	0	0.51	0	0	0	0	0	0.15	0	0	0	0	0	0	0.33	0	0	1	0.16	0.35
33	0	0.99	0	0	0	0	0	0.0067	0	0	0	0	0	0	0	0	0	1	0.16	0.35
34	0	0	0	0	0	0	4.2e-06	0	0	0	0	0	0	0	0	0	1	16	0	0.16
35	0	0	0	0	0	0.047	0.0055	0	0	0	0	0	0	0	0	0	0.95	16	0	0.16
36	0	0.055	0.0004	0.89	0	0	0	0.00012	0.055	0.0027	0	0	0	0	0	3.8e-05	0	3	0.16	0.16
37	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0015	6	0	0.078
38	0	0.42	0	0	0	0	0	0.0036	0	3.8e-06	0	0	0	0	0.58	0	0	14	0.24	0.55
39	0	2.6e-06	0	0	0	0	0	1	0	0	0	0	0	0	0.0009	0	0	7	0.16	0.45
40	0	0	0	1.3e-05	0	0	1	0	0	0	0	0	0	0	0	0	0.00014	6	0	0.078
41	3e-06	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	10	0.11	0
42	0	0	3.7e-05	0.053	0	0	0.36	0	1.9e-06	0	0	0	0	0	0	0	0.58	16	0	0.16
43	0.77	0	0.0033	0	0.0039	0	0	0	0	0	0.11	0.0012	0	0.11	0	0	0	0	0.16	0
44	0	0.00093	0	0	0	0	0	1e-05	0.00016	0.99	0	0	0	0	1.3e-05	0.014	0	9	0.31	0.29
45	0	4e-05	5.7e-06	1	0	0	0	0	0.0021	0	0	0	0	0	0	0	0	3	0.16	0.16
46	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.16	0.039
47	0	0.76	0	0	0	0	0	0.087	0	2.5e-05	0	0	0	0	0.15	0	0	1	0.16	0.35
48	0	0.0075	0	0	0	0.018	0	0	0.97	0	0	0	0	0	0	0	0	8	0.16	0.27
49	0	0.7	0	0.0018	0	0	0	0.17	0.045	0.076	0	0	0	0	0.014	0.00035	0	1	0.16	0.35
50	0.28	0	0	0	0.72	0	0	0	0	0	0	0	0	0	0	0	0	4	0.24	0
51	0	0.29	0	1.8e-05	0	0.68	0	0.0018	0.035	0	0	0	0	0	0	0	6.6e-05	5	0	0.35
52	0	0.93	0	0	0	0	0	0.013	0.0044	0.057	0	0	0	0	0	0	0	1	0.16	0.35
53	0	0.29	0	0	0	0.69	0	0.0014	0.019	0	0	0	0	0	0	0	0	5	0	0.35
54	0.86	0	0.0037	0	0.13	0	0	0	0	0	1.1e-05	0	0	1.1e-05	0	0	0	0	0.16	0
55	0.2	0	0.0014	0	5.4e-05	0	0	0	0	0	0.36	0.073	0	0.36	0	0	0	10	0.11	0
56	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	0.31	0.29
57	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	12	0.84	0
58	0	0.00032	0	0.36	0	0	0	0	0.012	0.62	0	0	0	0	0	0.0099	0	9	0.31	0.29
59	0.46	0	0	0	6.7e-06	0	0	0	0	0	0.27	2.5e-05	0	0.27	0	0	0	0	0.16	0
60	1	0	0	0	9.4e-06	0	0	0	0	0	2.5e-05	0	0	2.5e-05	0	0	0	0	0.16	0
61	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0.35
62	0.04	0	0.00015	0	0.96	0	0	0	0	0	0	0	0	0	0	0	0	4	0.24	0
63	0.98	0	0	0	0.019	0	0	0	0	0	2.8e-05	0	0	2.8e-05	0	0	0	0	0.16	0
64	0	0.0018	0	0.21	0	0.0043	0.0017	0	0.014	0	0	0	0	0	0	0	0.77	16	0	0.16
65	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0.35
66	0	0.0023	0	0.82	0	0	0	0	0.18	0.0032	0	0	0	0	0	0	0	3	0.16	0.16
67	0	0	0	0	0	1.6e-05	3.1e-06	0	0	0	0	0	0	0	0	0	1	16	0	0.16
68	0	0.22	0	0	0	0	0	0.77	0	0	0	0	0	0	0.0046	0	0	7	0.16	0.45
69	0	0.29	0	0.00023	0	0.69	0	0	0.015	0	0	0	0	0	0	0	0.00082	5	0	0.35
70	0.85	0.093	2.1e-05	0	0.0027	0	0	0	0	0	0.027	0	0	0.027	0	0	0	0	0.16	0
71	0	0	1	7e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.16	0.039
72	0	0.016	0	0	0	0	0	0.058	0	0	0	0	0	0	0.93	0	0	14	0.24	0.55
73	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0.35
74	0	0.56	0	9.4e-05	0	0	0	0.27	0.0063	0.011	0	0	0	0	0.16	3.6e-05	0	1	0.16	0.35
75	0	0.11	0	0	0	0.89	0	0	0	0	0	0	0	0	0	0	0	5	0	0.35
76	0.013	0	0	0	0	0	0	0	0	0	0.49	0.01	0	0.49	0	0	0	10	0.11	0
77	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0.35
78	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.16	0.039
79	0	0.0011	0	0	0	1	0	0.00036	3.2e-05	0	0	0	0	0	9e-05	0	0.0005	5	0	0.35
80	0	0.97	0	0	0	0	0	0.028	0	0	0	0	0	0	9.6e-06	0	0	1	0.16	0.35
81	0.62	0	0.00032	0	0.00028	0	0	0	0	0	0.19	0.00035	0	0.19	0	0	0	0	0.16	0
82	0	0	0	0	0	0.00013	0.044	0	0	0	0	0	0	0	0	0	0.96	16	0	0.16
83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16	0	0.16
84	0	1	0	0	0	0	0	0.0044	0	0	0	0	0	0	2.4e-06	0	0	1	0.16	0.35
85	0	0.32	0	0	0	0	0	0.39	0	0	0	0	0	0	0.3	0	0	7	0.16	0.45
86	0.98	0	0	0	0.016	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0
87	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.16	0.16
88	0	0.38	0	0	0	0	0	0.61	0	0	0	0	0	0	0.0066	0	0	7	0.16	0.45
89	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2.2e-05	5	0	0.35
90	0	1.1e-05	0	0	0	1	0	8.6e-06	0	0	0	0	0	0	0	0	0	5	0	0.35
91	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0.078
92	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	0.31	0.29
93	0	0	0	0	0	0	0.83	0	0	0	0	0	0	0	0	0	0.17	6	0	0.078
94	0.073	0	0	0	0	0	0	0	0	0	0.46	0.00018	0	0.46	0	0	0	10	0.11	0
95	0	0.00038	0	1.7e-05	0	0.93	0.00012	1.7e-05	6.6e-05	0	0	0	0	0	0	0	0.066	5	0	0.35
96	0.97	0	0	0	4.8e-06	0	0	0	0	0	0.013	0	0	0.013	0	0	0	0	0.16	0
97	0	0	0	0	0	0	0	0	0	0	0.0048	0.99	0	0.0048	0	0	0	11	0.053	0
98	1	0	2.6e-06	0	0.00049	0	0	0	0	0	0.0022	0	0	0.0022	0	0	0	0	0.16	0
99	0	0	0.13	0	0	0	0.87	0	0	0	0	0	0	0	0	0	0	6	0	0.078
100	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.16	0.039
101	0	2.8e-06	0	0.00093	0	0	0	0	0.016	0.032	0	0	0	0	0	0.95	0	15	0.39	0.22
