SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster	dcf0	dcf1
0	0	0.0066	0.44	0	3.6e-06	4.4e-06	0.39	0	0	0	1.2e-05	0	0	0.16	2	0	0.35
1	0	0	0	0	0	1	0.0046	0	0	0	0	0	0	0	5	0.31	0.29
2	0	0.99	0	0	0	0	0.0014	0	0	0	0	0	0	0.0045	1	0.24	0.48
3	0.00074	0	0	0	0.0025	0	0	0	0	0.97	0.025	0	0	0	9	0	0.078
4	0	0.0022	0	0	0.015	0.95	0.029	0	0	0	0	0	0	6.3e-05	5	0.31	0.29
5	0.00013	0	0	0.33	0	0	0	0	0	0	0	0.33	0.33	0	11	0.12	0
6	0	0.02	0	0	0.00036	0.0022	0.94	0	0	0	0	0	0	0.037	6	0.16	0.35
7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0.31	0.29
8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0.31	0.29
9	0	2.6e-06	0	0	0	1	0.00043	0	0	0	0	0	0	0	5	0.31	0.29
10	2.4e-06	0	0	0.00096	0	0	0	0	0	0	0	0.5	0.5	0	11	0.12	0
11	0	0.17	0	0	0	0	0.63	0	0	0	0	0	0	0.2	6	0.16	0.35
12	8e-05	0	0	0.00019	0	0	0	0.0022	0	0	0	0.5	0.5	0	11	0.12	0
13	0.015	0	0	0.028	5.4e-06	0	0	0.0091	0	0	0	0.47	0.47	0	11	0.12	0
14	0	0	0.58	0	0	0	0	0	0	0.00019	0.42	0	0	0	2	0	0.35
15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0.35
16	0.012	0	0	0.29	0	0	0	1.4e-05	0	0	0	0.35	0.35	0	11	0.12	0
17	0	0	0.00021	0	0	0	0	0	0	0.026	0.97	0	0	0	10	0	0.16
18	0	5.5e-06	0	0	0	0	1	0	0	0	0	0	0	3e-05	6	0.16	0.35
19	0	0	0.69	0	0	0	0.31	0	0	0	0	0	0	2.2e-05	2	0	0.35
20	0	0.00041	0	0	0	1	8.4e-06	0	0	0	0	0	0	0	5	0.31	0.29
21	0	0.00017	0	0	0	1	0	0	0	0	0	0	0	0	5	0.31	0.29
22	0.0015	0	0	0.0012	0	0	0	0.00068	0	0	0	0.5	0.5	0	11	0.12	0
23	0.0079	0	0	0.052	1.9e-06	0	0.39	6.5e-05	0	0	0	0.27	0.27	0	6	0.16	0.35
24	0	0	0.89	0	0	0	0.11	0	0	0	0	0	0	0	2	0	0.35
25	0.087	0	0	0.27	0.0014	4.8e-06	2.7e-06	0.00048	0	0	0	0.32	0.32	0	11	0.12	0
26	0	0	0	0	0	0	0	0.98	0	0	0	0.0077	0.0077	0	7	0.053	0
27	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0.31	0.29
28	0	0	0	0	0	0	0	0	0	1	0.0037	0	0	0	9	0	0.078
29	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0.31	0.29
30	0.007	0	0	0.73	0	0	0	0	0	0	0	0.13	0.13	0	3	0.24	0
31	0	0.91	0	0	0	0	0.025	0	0	0	0	0	0	0.064	1	0.24	0.48
32	0	0.72	0	0	0	0	0.26	0	0	0	0	0	0	0.023	1	0.24	0.48
33	0	1.6e-05	0	0	0	0	1	0	0	0	0	0	0	0.00018	6	0.16	0.35
34	0	0	0	0	0	0	0	0	0	4.2e-06	1	0	0	0	10	0	0.16
35	0	0	0.049	0	0	0	0	0	0	0.0055	0.95	0	0	0	10	0	0.16
36	0.00041	6e-06	0	0	0.93	0.0032	0.062	0	0	0	0	0	0	1e-05	4	0.16	0.16
37	0	0	0	0	0	0	0	0	0	1	0.0015	0	0	0	9	0	0.078
38	0	0.43	0	0	0	5.5e-06	0.57	0	0	0	0	0	0	0.00088	6	0.16	0.35
39	0	0.004	0	0	0	0	0	0	0	0	0	0	0	1	13	0.16	0.48
40	0	0	0	0	1.3e-05	0	0	0	0	1	0.00014	0	0	0	9	0	0.078
41	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	11	0.12	0
42	3.7e-05	0	0	0	0.056	0	0	0	0	0.36	0.58	0	0	0	10	0	0.16
43	0.004	0	0	0.015	0	0	0	0.0014	0	0	0	0.49	0.49	0	11	0.12	0
44	0	0.00056	0	0	0	1	0.00088	0	0	0	0	0	0	0	5	0.31	0.29
45	5.5e-06	0	0	0	1	0	4.3e-05	0	0	0	0	0	0	0	4	0.16	0.16
46	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0.039
47	0	0.094	0	0	0	3e-05	0.85	0	0	0	0	0	0	0.054	6	0.16	0.35
48	0	0	0.69	0	0	0	0.31	0	0	0	0	0	0	0	2	0	0.35
49	0	0.076	0	0	0.0019	0.091	0.78	0	0	0	0	0	0	0.051	6	0.16	0.35
50	0	0	0	1	0	0	0	0	0	0	0	8.3e-06	8.3e-06	0	3	0.24	0
51	0	0	0.69	0	1.8e-05	0	0.31	0	0	0	6.3e-05	0	0	0.00013	2	0	0.35
52	0	6.4e-06	0	0	0	0.061	0.94	0	0	0	0	0	0	0.00055	6	0.16	0.35
53	0	0	0.69	0	0	0	0.31	0	0	0	0	0	0	7.8e-05	2	0	0.35
54	0.0084	0	0	0.99	0	0	0	0	0	0	0	0.0013	0.0013	0	3	0.24	0
55	0.0011	0	0	0.00014	0	0	0	0.059	0	0	0	0.47	0.47	0	11	0.12	0
56	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0.31	0.29
57	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0.84	0
58	0	0	0	0	0.34	0.66	0.00032	0	0	0	0	0	0	0	5	0.31	0.29
59	0	0	0	1.1e-05	0	0	0	1.3e-05	0	0	0	0.5	0.5	0	11	0.12	0
60	0	0	0	0.0013	0	0	0	0	0	0	0	0.5	0.5	0	11	0.12	0
61	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0.35
62	4.9e-05	0	0	1	0	0	0	0	0	0	0	1e-05	1e-05	0	3	0.24	0
63	1e-05	0	0	0.84	0	0	0	0	0	0	0	0.078	0.078	0	3	0.24	0
64	0	0	0.0045	0	0.22	0	0.0021	0	0	0.0017	0.77	0	0	0	10	0	0.16
65	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0.35
66	0	0	0	0	0.99	0.0045	0.0029	0	0	0	0	0	0	0	4	0.16	0.16
67	0	0	1.7e-05	0	0	0	0	0	0	3.1e-06	1	0	0	0	10	0	0.16
68	0	0.23	0	0	0	0	0.42	0	0	0	0	0	0	0.35	6	0.16	0.35
69	0	0	0.69	0	0.00023	0	0.31	0	0	0	0.00078	0	0	0	2	0	0.35
70	3.9e-05	0	0	0.016	0	0	0.19	0	0	0	0	0.4	0.4	0	11	0.12	0
71	1	0	0	0	7.3e-05	0	0	0	0	0	0	0	0	0	0	0.16	0.039
72	0	0.92	0	0	0	0	0.024	0	0	0	0	0	0	0.06	1	0.24	0.48
73	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0.35
74	0	0.21	0	0	9.9e-05	0.013	0.63	0	0	0	0	0	0	0.15	6	0.16	0.35
75	0	0	0.88	0	0	0	0.12	0	0	0	0	0	0	0	2	0	0.35
76	0	0	0	0	0	0	0	0.013	0	0	0	0.49	0.49	0	11	0.12	0
77	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0.35
78	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0.039
79	0	1.2e-05	1	0	0	0	0.0012	0	0	0	0.00048	0	0	0.00016	2	0	0.35
80	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0011	6	0.16	0.35
81	0.00023	0	0	0.00065	0	0	0	0.00026	0	0	0	0.5	0.5	0	11	0.12	0
82	0	0	0.00014	0	0	0	0	0	0	0.045	0.96	0	0	0	10	0	0.16
83	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10	0	0.16
84	0	0.00087	0	0	0	0	1	0	0	0	0	0	0	0.00016	6	0.16	0.35
85	0	0.4	0	0	0	0	0.37	0	0	0	0	0	0	0.24	1	0.24	0.48
86	0	0	0	1	0	0	0	0	0	0	0	0.002	0.002	0	3	0.24	0
87	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0.16	0.16
88	0	0.21	0	0	0	0	0.58	0	0	0	0	0	0	0.21	6	0.16	0.35
89	0	0	1	0	0	0	0	0	0	0	2.1e-05	0	0	0	2	0	0.35
90	0	0	1	0	0	0	1.2e-05	0	0	0	0	0	0	3.9e-06	2	0	0.35
91	0	0	0	0	0	0	0	0	0	1	0	0	0	0	9	0	0.078
92	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0.31	0.29
93	0	0	0	0	0	0	0	0	0	0.83	0.17	0	0	0	9	0	0.078
94	0	0	0	0	0	0	0	0.00011	0	0	0	0.5	0.5	0	11	0.12	0
95	0	0	0.94	0	1.7e-05	0	0.00041	0	0	0.00012	0.062	0	0	3.8e-06	2	0	0.35
96	0	0	0	2.4e-05	0	0	0	0	0	0	0	0.5	0.5	0	11	0.12	0
97	0	0	0	0	0	0	0	1	0	0	0	0.00036	0.00036	0	7	0.053	0
98	2e-05	0	0	0.012	0	0	0	0	0	0	0	0.49	0.49	0	11	0.12	0
99	0.13	0	0	0	0	0	0	0	0	0.87	0	0	0	0	9	0	0.078
100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0.039
101	0	0	0	0	0.025	0.98	7.8e-05	0	0	0	0	0	0	0	5	0.31	0.29
