SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1
0	0	0.0044	1	0	2	0	0.27
1	0	1	0	0	1	0.31	0.35
2	0	1	0	0	1	0.31	0.35
3	0	0	0	1	3	0.16	0.078
4	0	1	0	0.00039	1	0.31	0.35
5	1	0	0	0	0	0.16	0
6	0	1	0	0	1	0.31	0.35
7	0	1	0	0	1	0.31	0.35
8	0	1	0	0	1	0.31	0.35
9	0	1	0	0	1	0.31	0.35
10	1	0	0	0	0	0.16	0
11	0	1	0	0	1	0.31	0.35
12	1	0	0	0	0	0.16	0
13	1	0	0	0.0022	0	0.16	0
14	0	0	1	0	2	0	0.27
15	0	0	1	0	2	0	0.27
16	1	0	0	0.00019	0	0.16	0
17	0	0	1	0	2	0	0.27
18	0	1	0	0	1	0.31	0.35
19	0	0	1	0	2	0	0.27
20	0	1	0	0	1	0.31	0.35
21	0	1	0	0	1	0.31	0.35
22	1	0	0	5.5e-05	0	0.16	0
23	1	0	0	0.00084	0	0.16	0
24	0	0	1	0	2	0	0.27
25	0.97	0	0	0.026	0	0.16	0
26	1	0	0	0	0	0.16	0
27	0	1	0	0	1	0.31	0.35
28	0	0	1	0	2	0	0.27
29	0	1	0	0	1	0.31	0.35
30	1	0	0	1.6e-05	0	0.16	0
31	0	1	0	0	1	0.31	0.35
32	0	1	0	0	1	0.31	0.35
33	0	1	0	0	1	0.31	0.35
34	0	0	1	0	2	0	0.27
35	0	0	1	0	2	0	0.27
36	0	0.0049	0	1	3	0.16	0.078
37	0	0	1	0	2	0	0.27
38	0	1	0	0	1	0.31	0.35
39	0	1	0	0	1	0.31	0.35
40	0	0	0	1	3	0.16	0.078
41	1	0	0	0	0	0.16	0
42	0	0	0.0022	1	3	0.16	0.078
43	1	0	0	0.00018	0	0.16	0
44	0	1	0	0	1	0.31	0.35
45	0	0	0	1	3	0.16	0.078
46	0	0	0	1	3	0.16	0.078
47	0	1	0	0	1	0.31	0.35
48	0	0	1	0	2	0	0.27
49	0	1	0	5.1e-06	1	0.31	0.35
50	1	0	0	0	0	0.16	0
51	0	0	1	0	2	0	0.27
52	0	1	0	0	1	0.31	0.35
53	0	0	1	0	2	0	0.27
54	1	0	0	0.0001	0	0.16	0
55	1	0	0	0.00027	0	0.16	0
56	0	1	0	0	1	0.31	0.35
57	0	1	0	0	1	0.31	0.35
58	0	1	0	0.0035	1	0.31	0.35
59	1	0	0	0	0	0.16	0
60	1	0	0	0	0	0.16	0
61	0	0	1	0	2	0	0.27
62	1	0	0	0.00014	0	0.16	0
63	1	0	0	0	0	0.16	0
64	0	0	1	0.0026	2	0	0.27
65	0	0	1	0	2	0	0.27
66	0	0.98	0	0.024	1	0.31	0.35
67	0	0	1	0	2	0	0.27
68	0	1	0	0	1	0.31	0.35
69	0	0	1	0	2	0	0.27
70	1	0	0	0	0	0.16	0
71	0	0	0	1	3	0.16	0.078
72	0	1	0	0	1	0.31	0.35
73	0	0	1	0	2	0	0.27
74	0	1	0	0	1	0.31	0.35
75	0	0	1	0	2	0	0.27
76	1	0	0	0	0	0.16	0
77	0	0	1	0	2	0	0.27
78	0	0	0	1	3	0.16	0.078
79	0	3.5e-06	1	0	2	0	0.27
80	0	1	0	0	1	0.31	0.35
81	1	0	0	0	0	0.16	0
82	0	0	1	0	2	0	0.27
83	0	0	1	0	2	0	0.27
84	0	1	0	0	1	0.31	0.35
85	0	1	0	0	1	0.31	0.35
86	1	0	0	0	0	0.16	0
87	0	0	0	1	3	0.16	0.078
88	0	1	0	0	1	0.31	0.35
89	0	0	1	0	2	0	0.27
90	0	0	1	0	2	0	0.27
91	0	0	1	0	2	0	0.27
92	0	1	0	0	1	0.31	0.35
93	0	0	1	0	2	0	0.27
94	1	0	0	0	0	0.16	0
95	0	0	1	0	2	0	0.27
96	1	0	0	0	0	0.16	0
97	1	0	0	0	0	0.16	0
98	1	0	0	0	0	0.16	0
99	0	0	0	1	3	0.16	0.078
100	0	0	0	1	3	0.16	0.078
101	0	1	0	0	1	0.31	0.35
