SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1
0	0	0	0	0	0	0.31	0.31	3.5e-06	0	0.37	9	0	0.35
1	0	0	4.5e-05	0	0	0.0046	0.0046	0.99	0	0	7	0.31	0.29
2	0	0	0	0	0	0.5	0.5	0	0	0	5	0.16	0.35
3	0	0.0011	0	0	1	0	0	0	0	0	4	0	0.12
4	0	0	0.05	0	0	0.028	0.028	0.89	0	0	7	0.31	0.29
5	1	1.2e-05	0	6.1e-06	0	0	0	0	0	0	0	0.16	0
6	0	0	0	0	0	0.5	0.5	0.0011	0	0	5	0.16	0.35
7	0	0	1	0	0	0	0	0.0032	0	0	2	0.39	0.22
8	0	0	0.1	0	0	0	0	0.9	0	0	7	0.31	0.29
9	0	0	0	0	0	0.00044	0.00044	1	0	0	7	0.31	0.29
10	0.99	2.2e-06	0	0.005	0	0	0	0	0	0	0	0.16	0
11	0	0	0	0	0	0.5	0.5	0	0	0	5	0.16	0.35
12	0.53	0.0002	0	0.47	0	0	0	0	0	0	0	0.16	0
13	0.78	0.019	0	0.2	0	0	0	0	0	0	0	0.16	0
14	0	0	0	0	0.088	0	0	0	0	0.91	9	0	0.35
15	0	0	0	0	0	0	0	0	0	1	9	0	0.35
16	0.99	0.0071	0	0.0074	0	0	0	0	0	0	0	0.16	0
17	0	0	0	0	1	0	0	0	0	0.00023	4	0	0.12
18	0	0	0	0	0	0.5	0.5	0	0	0	5	0.16	0.35
19	0	0	0	0	0	0.23	0.23	0	0	0.54	9	0	0.35
20	0	0	0.0035	0	0	8.5e-06	8.5e-06	1	0	0	7	0.31	0.29
21	0	0	5.1e-06	0	0	0	0	1	0	0	7	0.31	0.29
22	0.78	0.003	0	0.21	0	0	0	0	0	0	0	0.16	0
23	0.59	0.0062	0	0.016	0	0.19	0.19	0	0	0	0	0.16	0
24	0	0	0	0	0	0.093	0.093	0	0	0.81	9	0	0.35
25	0.89	0.075	1e-06	0.03	0	0	0	2.5e-06	0	0	0	0.16	0
26	3.3e-05	0	0	1	0	0	0	0	0	0	3	0.089	0
27	0	0	0.00081	0	0	0	0	1	0	0	7	0.31	0.29
28	0	0	0	0	1	0	0	0	0	0	4	0	0.12
29	0	0	0	0	0	0	0	1	0	0	7	0.31	0.29
