SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster	dcf0	dcf1
0	0	0.57	0.43	0	0	6.7e-05	0	1	0.16	0.35
1	0	0.055	0	0.92	0	0.022	0	3	0.31	0.22
2	0	0.8	0	0	0	0.2	0	1	0.16	0.35
3	0	0	0	0	1	0	0	4	0	0.12
4	0	0.033	0	0.81	0	0.15	0	3	0.31	0.22
5	1	0	0	0	0	0	0	0	0.16	0
6	0	1	0	0.00014	0	0.0036	0	1	0.16	0.35
7	0	0	0	1	0	0	0	3	0.31	0.22
8	0	0	0	0.97	0	0.031	0	3	0.31	0.22
9	0	0.0024	0	0.0069	0	0.99	0	5	0.31	0.35
10	1	0	0	0	0	0	0	0	0.16	0
11	0	0.99	0	0	0	0.0096	0	1	0.16	0.35
12	1	0	0	0	0	0	0.001	0	0.16	0
13	0.98	0	0	0	0	0	0.018	0	0.16	0
14	0	0	0.91	0	0.092	0	0	2	0	0.35
15	0	0	1	0	0	0	0	2	0	0.35
16	1	0	0	0	0	0	0.00053	0	0.16	0
17	0	0	0.00022	0	1	0	0	4	0	0.12
18	0	0.66	0	0	0	0.34	0	1	0.16	0.35
19	0	0.4	0.6	0	0	0	0	2	0	0.35
20	0	7.4e-06	0	0.0042	0	1	0	5	0.31	0.35
21	0	0	0	4.8e-05	0	1	0	5	0.31	0.35
22	1	0	0	0	0	0	0.0043	0	0.16	0
23	0.72	0.28	0	0	0	0	0.0014	0	0.16	0
24	0	0.15	0.85	0	0	0	0	2	0	0.35
25	0.99	0	0	2.6e-05	0	0	0.014	0	0.16	0
26	0.97	0	0	0	0	0	0.03	0	0.16	0
27	0	0	0	1	0	0.00068	0	3	0.31	0.22
28	0	0	0	0	1	0	0	4	0	0.12
29	0	0	0	0	0	1	0	5	0.31	0.35
30	1	0	0	0	0	0	6.9e-06	0	0.16	0
31	0	1	0	0	0	0.00029	0	1	0.16	0.35
32	0	0.071	0	0	0	0.93	0	5	0.31	0.35
33	0	1	0	0	0	2.5e-06	0	1	0.16	0.35
34	0	0	0	0	1	0	0	4	0	0.12
35	0	0	0.11	0	0.89	0	0	4	0	0.12
36	0	0.86	0	0.14	0	0.0021	0.0016	1	0.16	0.35
37	0	0	0	0	1	0	0	4	0	0.12
38	0	1	0	0	0	0.0024	0	1	0.16	0.35
39	0	1	0	0	0	0	0	1	0.16	0.35
40	0	0	0	0	1	0	0	4	0	0.12
41	1	0	0	0	0	0	0	0	0.16	0
42	0	0	0	0	1	0	0	4	0	0.12
43	1	0	0	0	0	0	0.0023	0	0.16	0
44	0	0.0023	0	0.35	0	0.65	0	5	0.31	0.35
45	0	0.00016	0	0	0	0	1	6	0.11	0.039
46	0	0	0	0	0	0	1	6	0.11	0.039
47	0	0.81	0	0	0	0.19	0	1	0.16	0.35
48	0	0.4	0.6	0	0	0	0	2	0	0.35
49	0	0.92	0	0.011	0	0.073	0	1	0.16	0.35
50	1	0	0	0	0	0	0	0	0.16	0
51	0	0.4	0.6	0	0	0	0	2	0	0.35
52	0	0.82	0	7e-06	0	0.18	0	1	0.16	0.35
