SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster	dcf0	dcf1
0	0.011	0.46	3.8e-06	0.53	0.0009	0	0	0	0	3.4e-06	0	0	0	3	0	0.35
1	0	0.0063	0	0	0	0	0	0	0	0.92	0.073	0	0	9	0.31	0.29
2	1	0.001	0	0	2.1e-05	0	0	0	0	0	0	0	0	0	0.24	0.48
3	0	0	0.0023	0	0	0	0	1	0	0	0	0	0	7	0	0.12
4	0.0025	0.025	0.011	0	1.1e-05	0	0	0	0	0.54	0.42	0	0	9	0.31	0.29
5	0	0	0	0	0	0.36	0.64	0	6e-06	0	0	0	0	6	0.16	0
6	0.028	0.97	0.00033	0	0.0011	0	0	0	0	0.0015	9.6e-05	0	0	1	0.16	0.35
7	0	0	0	0	0	0	0	0	0	0.039	0.96	0	0	10	0.31	0.22
8	0	0	0	0	0	0	0	0	0	0.54	0.46	0	0	9	0.31	0.29
9	5.3e-06	0.00065	0	0	0	0	0	0	0	1	0.0013	0	0	9	0.31	0.29
10	0	0	0	0	0	0.35	0.64	0	0.0049	0	0	0	0	6	0.16	0
11	0.27	0.73	0	0	0.0022	0	0	0	0	0	0	0	0	1	0.16	0.35
12	0	0	0	0	0	0.19	0.34	0	0.47	0	0	0.00051	0	8	0.089	0
13	0	0	4.3e-06	0	0	0.28	0.51	0	0.2	0	0	0.013	0	6	0.16	0
14	0	0	0	0.91	0	0	0	0.086	0	0	0	0	0	3	0	0.35
15	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0.35
16	0	0	0	0	0	0.35	0.64	0	0.0073	0	0	0.0005	0	6	0.16	0
17	0	0	0	0.00024	0	0	0	1	0	0	0	0	0	7	0	0.12
18	7.5e-06	1	0	0	0.0013	0	0	0	0	0	0	0	0	1	0.16	0.35
19	0	0.31	0	0.69	0.0001	0	0	0	0	0	0	0	0	3	0	0.35
20	0.00084	1.3e-05	0	0	0	0	0	0	0	0.99	0.0049	0	0	9	0.31	0.29
21	0.00035	0	0	0	0	0	0	0	0	1	0.00014	0	0	9	0.31	0.29
22	0	0	0	0	0	0.28	0.51	0	0.21	0	0	0.0032	0	6	0.16	0
23	0	0.26	1.1e-06	0	0	0.26	0.46	0	0.019	0	0	0.0013	0	6	0.16	0
24	0	0.11	0	0.89	0	0	0	0	0	0	0	0	0	3	0	0.35
25	0	0	0.00082	0	0	0.34	0.62	0	0.031	2e-06	1.6e-05	0.013	0	6	0.16	0
26	0	0	0	0	0	1.2e-05	2.1e-05	0	1	0	0	0	0	8	0.089	0
27	0	0	0	0	0	0	0	0	0	0.25	0.75	0	0	10	0.31	0.22
28	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0.12
29	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0.31	0.29
30	0	0	0	0	0	0.36	0.64	0	4.1e-05	0	0	6.5e-06	0	6	0.16	0
31	0.98	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0.24	0.48
32	0.79	0.21	0	0	0.00037	0	0	0	0	0	0	0	0	0	0.24	0.48
33	2.2e-05	1	0	0	0.00092	0	0	0	0	0	0	0	0	1	0.16	0.35
34	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0.12
35	0	0	0	0.12	0	0	0	0.88	0	0	0	0	0	7	0	0.12
36	9e-06	0.068	0.92	0	1.5e-05	0	0	0	0	0.0024	0.0076	0.00013	0	2	0.16	0.16
37	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0.12
38	0.5	0.5	0	0	0.00028	0	0	0	0	3.2e-06	0	0	0	0	0.24	0.48
39	1	0.00031	0	0	0.00025	0	0	0	0	0	0	0	0	0	0.24	0.48
40	0	0	3.1e-05	0	0	0	0	1	0	0	0	0	0	7	0	0.12
41	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0.089	0
42	0	0	0.018	0	0	0	0	0.98	0	0	0	0	0	7	0	0.12
43	0	0	0	0	0	0.31	0.57	0	0.11	0	0	0.002	0	6	0.16	0
44	0.001	0.0012	0	0	0	0	0	0	0	0.88	0.12	0	0	9	0.31	0.29
45	0	3.7e-05	0.77	0	0	0	0	0	0	0	0	0.23	0	2	0.16	0.16
46	0	0	0	0	0	0	0	0	0	0	0	1	0	11	0.11	0.039
47	0.13	0.87	0	0	0.00092	0	0	0	0	2e-05	0	0	0	1	0.16	0.35
48	0	0.31	0	0.69	0	0	0	0	0	0	0	0	0	3	0	0.35
49	0.11	0.82	0.0018	0	0.0014	0	0	0	0	0.063	0.0065	0	0	1	0.16	0.35
50	0	0	0	0	0	0.36	0.64	0	0	0	0	0	0	6	0.16	0
51	0	0.31	1.6e-05	0.69	0.00012	0	0	0	0	0	0	0	0	3	0	0.35
52	8.9e-06	0.96	0	0	0.00086	0	0	0	0	0.042	5.6e-06	0	0	1	0.16	0.35
53	0	0.31	0	0.69	0.00012	0	0	0	0	0	0	0	0	3	0	0.35
54	0	0	0	0	0	0.36	0.64	0	0	0	0	0	0	6	0.16	0
55	0	0	0	0	0	0.071	0.13	0	0.79	0	0	0.011	0	8	0.089	0
56	0	0	0	0	0	0	0	0	0	1	4.1e-06	0	0	9	0.31	0.29
57	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0.84	0
58	0	3.6e-05	0.034	0	0	0	0	0	0	0.05	0.92	0	0	10	0.31	0.22
59	0	0	0	0	0	0.27	0.5	0	0.23	0	0	4e-06	0	6	0.16	0
60	0	0	0	0	0	0.36	0.64	0	0	0	0	0	0	6	0.16	0
61	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0.35
62	0	0	0	0	0	0.36	0.64	0	0	0	0	0	0	6	0.16	0
