SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster	dcf0	dcf1
0	0.00088	0	0.93	0	0.00088	0	0.0083	0	0	0.03	0	0	0.03	2	0.14	0.078
1	0	0.95	1.6e-06	0	0	0.046	0	0	0	0	0	0	0	1	0.12	0
2	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.016	0.093
3	0	0	0.0074	0	0	0	0.92	0.0011	6.7e-06	0	0.0021	0.069	0	6	0.14	0.14
4	0	0	0.24	0	0	0	0.13	0.61	0.017	0	1.7e-06	0	0	7	0.11	0.093
5	0	0	0	0.014	0	0	0.98	1.3e-05	0	0	0	0.0038	0	6	0.14	0.14
6	0	0	0.0035	0.03	0	0	0.92	0.051	0.00036	0	4.1e-06	0.00034	0	6	0.14	0.14
7	0.5	0	0	0	0.5	0	1e-05	0.00027	3.7e-06	0	0	0	0	0	0.016	0.093
8	0.0049	0	0	0	0.0049	0	0	0	0	0.5	0	0	0.5	9	0	0.093
9	0	0.95	0	0	0	0.047	0	0	0	0	0	0	0	1	0.12	0
10	0	0	0.26	3e-05	0	0	0.59	0.059	0.0021	0	0.017	0.071	0	6	0.14	0.14
11	0	0	0.73	0	0	0	0.0024	0.22	0.045	0	2.9e-05	0	0	2	0.14	0.078
12	0	0	0	0	0	0	1	1.1e-06	0	0	0	0.0033	0	6	0.14	0.14
13	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.016	0.093
14	0.5	0	0	0	0.5	0	0	1.2e-06	0	0	0	0	0	0	0.016	0.093
15	0.028	0	0	0	0.028	0	0	0	0	0.47	0	0	0.47	9	0	0.093
16	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.016	0.093
17	0	0	0.66	0	0	0	0.039	0.29	0.016	0	8.5e-06	0	0	2	0.14	0.078
18	0	0	0	0.001	0	0	0.92	2e-06	0	0	3.3e-06	0.078	0	6	0.14	0.14
19	0	0	0	0.006	0	0	0.99	0	0	0	0	0.0033	0	6	0.14	0.14
20	6.8e-05	0	0.16	0.00027	6.8e-05	0	0.27	0.55	0.019	0	4.7e-05	0.00015	0	7	0.11	0.093
21	0	0	0.1	0	0	0	0.86	0.042	0.00043	0	0.00039	0.0016	0	6	0.14	0.14
22	0	0	0.0089	0	0	0	0.97	0.018	8.9e-05	0	2.3e-05	0.00056	0	6	0.14	0.14
23	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.016	0.093
24	0	0	2.2e-05	0.027	0	0	0.97	0.00041	0	0	1.6e-06	0.0032	0	6	0.14	0.14
25	0	0	0.44	0	0	0	0.089	0.46	0.011	0	1.4e-05	4e-06	0	7	0.11	0.093
26	0	0	1.8e-05	0.072	0	0	0.93	0.0012	1.3e-06	0	0	0.00015	0	6	0.14	0.14
27	0	0	0.83	0	0	0	0.061	0.074	0.0083	0	0.018	0.0092	0	2	0.14	0.078
28	0	0	0.0025	0.0012	0	0	0.78	0.0018	1.5e-05	0	0.0018	0.21	0	6	0.14	0.14
29	0	0	0.86	0	0	0	0.046	0.067	0.007	0	0.015	0.0051	0	2	0.14	0.078
30	0	0	0.62	0	0	0	0.18	0.19	0.0064	0	0.00042	0.00023	0	2	0.14	0.078
31	0	0	0.86	0	0	0	0.044	0.089	0.0088	0	0.0023	0.00072	0	2	0.14	0.078
32	0.48	0	0.0014	7.1e-06	0.48	0	0.0014	0.043	0.0015	0	0	0	0	0	0.016	0.093
33	0.023	0	0	0	0.023	0	0	0	0	0.48	0	0	0.48	9	0	0.093
34	0	0	0	0.018	0	0	0.98	1.2e-06	0	0	0	0.0037	0	6	0.14	0.14
35	0.5	0	2.5e-05	0	0.5	0	1.5e-05	0.00065	3.3e-05	0	0	0	0	0	0.016	0.093
36	0	0	0.026	0	0	0	0.91	0.068	0.00039	0	2.3e-05	0.00021	0	6	0.14	0.14
37	0	0.89	0	0	0	0.11	0	0	0	0	0	0	0	1	0.12	0
38	0	0	0.35	2.3e-05	0	0	0.35	0.28	0.011	0	0.00063	0.0014	0	2	0.14	0.078
39	0	0	0.075	0.00057	0	0	0.78	0.14	0.0027	0	0.00037	0.0038	0	6	0.14	0.14
40	0	0.8	0	0	0	0.2	0	0	0	0	0	0	0	1	0.12	0
41	0	0	0	0.18	0	0	0.82	0	0	0	0	1e-05	0	6	0.14	0.14
42	0	0	0	0.012	0	0	0.99	0	0	0	0	1.3e-05	0	6	0.14	0.14
43	0	0.84	3.2e-05	0	0	0.16	0	4.9e-06	2.8e-06	0	0	0	0	1	0.12	0
44	0	0	0	0.0045	0	0	1	0	0	0	0	0.00039	0	6	0.14	0.14
45	0	0	1.2e-05	0.065	0	0	0.93	0.00026	0	0	0	0.0023	0	6	0.14	0.14
46	0	0	0.0055	0.00081	0	0	0.98	0.013	9.7e-05	0	5.4e-05	0.0032	0	6	0.14	0.14
47	5.1e-05	0	0.12	0.0031	5.1e-05	0	0.7	0.11	0.0033	0	0.0038	0.056	0	6	0.14	0.14
48	0.5	0	0	0	0.5	0	0	0	0	0	2.4e-06	4e-06	0	0	0.016	0.093
49	0	0	0.56	0	0	0	0.022	0.39	0.028	0	8e-05	1.3e-05	0	2	0.14	0.078
50	0.5	0	0	0	0.5	0	0	1.3e-06	0	0	0.0001	1.7e-06	0	0	0.016	0.093
51	0	0	0.88	0	0	0	0.02	0.095	0.0057	0	0.00043	3.5e-05	0	2	0.14	0.078
52	0	0	0.91	0	0	0	0.0031	0.068	0.015	0	0.0032	0.00016	0	2	0.14	0.078
53	0	0	0.004	4e-06	0	0	0.98	0.015	4.8e-05	0	7.6e-06	0.00024	0	6	0.14	0.14
54	0	0	0.048	5.3e-05	0	0	0.81	0.14	0.0014	0	5.4e-05	0.00043	0	6	0.14	0.14
55	0	0	0.17	0	0	0	0.0065	0.8	0.02	0	0	0	0	7	0.11	0.093
56	0	0	0.93	0	0	0	0.0023	0.057	0.0075	0	0.00095	2e-05	0	2	0.14	0.078
57	0	0	0.00034	1.6e-06	0	0	1	0.0043	4.5e-06	0	0	0.0001	0	6	0.14	0.14
58	0.5	0	0	0	0.5	0	0	5.1e-06	0	0	3.1e-05	0.00025	0	0	0.016	0.093
59	0	0.94	3e-05	0	0	0.064	0	0	0	0	0	0	0	1	0.12	0
60	0	0	0.85	0	0	0	0.07	0.061	0.0032	0	0.0095	0.0024	0	2	0.14	0.078
61	0	0	0.56	0	0	0	0.03	0.39	0.022	0	0.00013	2.2e-05	0	2	0.14	0.078
