SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1
0	0.00062	0.00062	0.0055	0.95	0	0.041	0	0	0	0	3	0.14	0.078
1	0	0	0	2.2e-06	0	0	0	1	0	0	7	0.12	0
2	0.5	0.5	0	0	0	0	0	0	0	0	0	0.016	0.093
3	0	0	0.98	0.012	0.0071	0	0	0	0	0	2	0.14	0.14
4	0	0	0.23	0.65	0.12	0	0	0	0	0	3	0.14	0.078
5	0	0	0.93	0	0.069	0	0.00061	0	3.4e-06	0	2	0.14	0.14
6	0	0	0.54	0.0032	0.45	0	0.00082	0	0	0	2	0.14	0.14
7	0.5	0.5	9.8e-06	1.3e-06	0.00033	0	0	0	0	0	0	0.016	0.093
8	0.0051	0.0051	0	0	0	0.99	0	0	0	0	5	0	0.093
9	0	0	0	0	0	0	0	1	0	0	7	0.12	0
10	0	0	0.57	0.39	0.036	0	0	0	7.4e-05	0	2	0.14	0.14
11	0	0	0.0021	1	0.00099	0	0	0	0	0	3	0.14	0.078
12	0	0	1	0	0.0043	0	0	0	0	0	2	0.14	0.14
13	0.5	0.5	0	0	0	0	0	0	0	0	0	0.016	0.093
14	0.5	0.5	0	0	0	0	0	0	0	0	0	0.016	0.093
15	0.029	0.029	0	0	0	0.94	0	0	0	0	5	0	0.093
16	0.5	0.5	0	0	0	0	0	0	0	0	0	0.016	0.093
17	0	0	0.036	0.96	0.0071	0	0	0	0	0	3	0.14	0.078
18	0	0	0.99	0	0.013	0	4.9e-05	0	0.00067	0	2	0.14	0.14
19	0	0	0.88	0	0.12	0	0.00025	0	0	0	2	0.14	0.14
20	9.2e-05	9.2e-05	0.35	0.33	0.32	0	1.6e-05	0	0	0	2	0.14	0.14
21	0	0	0.82	0.15	0.028	0	0	0	0	0	2	0.14	0.14
22	0	0	0.91	0.013	0.073	0	0	0	0	0	2	0.14	0.14
23	0.5	0.5	0	0	0	0	0	0	0	0	0	0.016	0.093
24	0	0	0.84	3e-05	0.16	0	0.0011	0	5e-06	0	2	0.14	0.14
25	0	0	0.11	0.86	0.024	0	0	0	0	0	3	0.14	0.078
26	0	0	0.64	1.9e-05	0.36	0	0.0023	0	0	0	2	0.14	0.14
27	0	0	0.045	0.95	0.0036	0	0	0	3.6e-06	1.5e-06	3	0.14	0.078
28	0	0	0.93	0.0047	0.043	0	6.2e-05	0	0.027	0	2	0.14	0.14
29	0	0	0.033	0.96	0.0022	0	0	0	0	0	3	0.14	0.078
30	0	0	0.16	0.83	0.013	0	0	0	0	0	3	0.14	0.078
31	0	0	0.032	0.97	0.0026	0	0	0	0	0	3	0.14	0.078
32	0.49	0.49	0.0014	0.0021	0.012	0	0	0	0	0	0	0.016	0.093
33	0.023	0.023	0	0	0	0.95	0	0	0	0	5	0	0.093
34	0	0	0.81	0	0.19	0	0.00068	0	4.7e-06	0	2	0.14	0.14
35	0.5	0.5	1.4e-05	3.6e-05	0.00015	0	0	0	0	0	0	0.016	0.093
36	0	0	0.86	0.038	0.1	0	0	0	0	0	2	0.14	0.14
37	0	0	0	0	0	0	0	1	0	0	7	0.12	0
38	0	0	0.36	0.56	0.088	0	0	0	0	0	3	0.14	0.078
39	0	0	0.69	0.1	0.2	0	2.3e-05	0	0	0	2	0.14	0.14
40	0	0	0	0	0	0	0	1	0	0	7	0.12	0
41	0	0	0.85	0	0.14	0	0.0084	0	0	0	2	0.14	0.14
42	0	0	0.97	0	0.032	0	0.00052	0	0	0	2	0.14	0.14
43	0	0	0	4.9e-05	0	0	0	1	0	0	7	0.12	0
44	0	0	0.97	0	0.031	0	0.0002	0	0	0	2	0.14	0.14
45	0	0	0.69	1.4e-05	0.31	0	0.0022	0	5.9e-06	0	2	0.14	0.14
46	0	0	0.87	0.0077	0.12	0	3.3e-05	0	0	0	2	0.14	0.14
47	5.3e-05	5.3e-05	0.69	0.19	0.12	0	0.00014	0	0.003	0	2	0.14	0.14
48	0.5	0.5	0	0	0	0	0	0	0	0	0	0.016	0.093
49	0	0	0.024	0.97	0.0095	0	0	0	0	0	3	0.14	0.078
50	0.5	0.5	0	0	0	0	0	0	0	0	0	0.016	0.093
51	0	0	0.014	0.99	0.00073	0	0	0	0	0	3	0.14	0.078
52	0	0	0.0022	1	0.00028	0	0	0	0	0	3	0.14	0.078
53	0	0	0.91	0.0058	0.085	0	0	0	0	0	2	0.14	0.14
54	0	0	0.75	0.07	0.18	0	2.3e-06	0	0	0	2	0.14	0.14
55	0	0	0.023	0.95	0.022	0	0	0	0	0	3	0.14	0.078
56	0	0	0.0016	1	0.0001	0	0	0	0	0	3	0.14	0.078
57	0	0	0.91	0.00049	0.093	0	0	0	0	0	2	0.14	0.14
58	0.5	0.5	0	0	6.6e-06	0	0	0	0	0	0	0.016	0.093
59	0	0	0	4.2e-05	0	0	0	1	0	0	7	0.12	0
60	0	0	0.05	0.95	0.0015	0	0	0	0	2.2e-05	3	0.14	0.078
61	0	0	0.033	0.96	0.01	0	0	0	0	0	3	0.14	0.078
62	0	0	0.19	0.78	0.023	0	0	0	4.4e-06	0	3	0.14	0.078
63	0.5	0.5	0.00095	0.00039	0.0034	0	3.7e-06	0	0	0	0	0.016	0.093
64	0	0	0	1.4e-06	0	0	0	1	0	0	7	0.12	0
65	0.5	0.5	0	0	0	0	0	0	0	0	0	0.016	0.093
66	0	0	0.0011	1	0.00018	0	0	0	0	0	3	0.14	0.078
67	0	0	0.00088	1	9.3e-05	0	0	0	0	0	3	0.14	0.078
68	0	0	0.46	0.38	0.15	0	4.3e-06	0	0	0	2	0.14	0.14
69	0	0	5.1e-05	1	1.5e-06	0	0	0	0	0	3	0.14	0.078
70	0	0	6.3e-06	1	1.9e-05	0	0	0	0	0	3	0.14	0.078
71	0.5	0.5	0	0	0	0	0	0	0	0	0	0.016	0.093
72	0	0	4.8e-05	1	7.3e-06	0	0	0	0	0	3	0.14	0.078
73	0	0	0.12	0.87	0.011	0	0	0	0	0	3	0.14	0.078
74	0.5	0.5	0	0	0	0	0	0	0	0	0	0.016	0.093
75	0.0021	0.0021	0.52	0.042	0.43	0	0.001	0	1.4e-06	0	2	0.14	0.14
76	0	0	0.27	0.69	0.037	0	4.9e-06	0	4.3e-05	0	3	0.14	0.078
77	0	0	0.3	0.7	0.0015	0	0	0	0.00025	1.6e-05	3	0.14	0.078
78	0	0	0.019	0.98	0	0	0	0	0	7.6e-06	3	0.14	0.078
79	0.5	0.5	0	0	0	0	0	0	0	0	0	0.016	0.093
80	0.5	0.5	0	0	0	0	0	0	0	0	0	0.016	0.093
81	0	0	0.0019	1	7.6e-06	0	0	0	0	6.5e-06	3	0.14	0.078
82	0.00079	0.00079	0.00058	0.98	0	0.018	0	0	0	0	3	0.14	0.078
83	0	0	0.00044	0	0	0	0	0	1	0	8	0.3	0.22
84	0	0	0.001	1	0	0	0	0	0	2.7e-06	3	0.14	0.078
85	0.46	0.46	0.0066	0.05	0.028	0	0	0	0	0	0	0.016	0.093
86	0	0	0.017	0.98	0	0	0	0	0	4.6e-06	3	0.14	0.078
87	0	0	0.01	0.99	0.0014	0	0	0	0	0	3	0.14	0.078
88	0	0	0	0.00048	0	0	0	1	0	0	7	0.12	0
89	0	0	0.0073	0.99	0.00047	0	0	0	0	0	3	0.14	0.078
90	0	0	0.034	0.96	0.0076	0	0	0	0	0	3	0.14	0.078
