SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1
0	0.0028	1	0	0	0	0	0	0	1	0.14	0.093
1	0	0	0	0	0	0	0	1	7	0.12	0
2	1	0	0	0	0	0	0	0	0	0.016	0.093
3	0	0.37	0.61	0.011	0	0.0033	0.0035	0	2	0.12	0.14
4	0	0.63	0.16	2.1e-06	0	0.21	0	0	1	0.14	0.093
5	0	5.6e-05	0.24	0	2.6e-06	0	0.76	0	6	0.14	0.22
6	0	0.027	0.92	4.2e-06	0	0.0024	0.047	0	2	0.12	0.14
7	1	3.4e-06	6e-05	0	0	3.4e-06	0	0	0	0.016	0.093
8	1	0	0	0	0	0	0	0	0	0.016	0.093
9	0	0	0	0	0	0	0	1	7	0.12	0
10	0	0.64	0.26	0.026	0.00012	0.078	0.0032	0	1	0.14	0.093
11	0	0.33	0.0031	4.7e-05	0	0.66	0	0	5	0.12	0.078
12	0	0.00096	0.98	2.1e-06	0	0	0.016	0	2	0.12	0.14
13	1	0	0	0	0	0	0	0	0	0.016	0.093
14	1	0	0	0	0	0	0	0	0	0.016	0.093
15	1	0	0	0	0	0	0	0	0	0.016	0.093
16	1	0	0	0	0	0	0	0	0	0.016	0.093
17	0	0.68	0.025	8.9e-06	0	0.29	0	0	1	0.14	0.093
18	0	5.4e-05	0.12	2.7e-06	0.00053	0	0.88	0	6	0.14	0.22
19	0	0	0.74	0	0	0	0.26	0	2	0.12	0.14
20	0.00021	0.4	0.43	7.1e-05	0	0.17	0.00051	0	2	0.12	0.14
21	0	0.69	0.29	0.00049	0	0.023	8e-06	0	1	0.14	0.093
22	0	0.2	0.79	4.8e-05	0	0.0049	0.00023	0	2	0.12	0.14
23	1	0	0	0	0	0	0	0	0	0.016	0.093
24	0	0.001	0.54	1.7e-06	6.5e-06	8.5e-06	0.45	0	2	0.12	0.14
25	0	0.8	0.046	1.2e-05	0	0.15	0	0	1	0.14	0.093
26	0	0.00087	0.77	0	0	1e-05	0.23	0	2	0.12	0.14
27	0	0.66	0.031	0.028	8.1e-06	0.28	7.2e-05	0	1	0.14	0.093
28	0	0.047	0.54	0.0051	0.065	0.0012	0.34	0	2	0.12	0.14
29	0	0.7	0.02	0.022	0	0.26	9.1e-06	0	1	0.14	0.093
30	0	0.82	0.054	0.00033	0	0.13	0	0	1	0.14	0.093
31	0	0.69	0.021	0.0033	0	0.29	3.9e-06	0	1	0.14	0.093
32	0.99	0.0022	0.0043	0	0	0.0029	0	0	0	0.016	0.093
33	1	0	0	0	0	0	0	0	0	0.016	0.093
34	0	3.1e-06	0.74	0	8e-06	0	0.26	0	2	0.12	0.14
35	1	2.6e-05	4.8e-05	0	0	5.4e-05	0	0	0	0.016	0.093
36	0	0.36	0.63	3.4e-05	0	0.012	8.8e-06	0	2	0.12	0.14
37	0	0	0	0	0	0	0	1	7	0.12	0
38	0	0.6	0.24	0.00076	0	0.16	0.00026	0	1	0.14	0.093
39	0	0.3	0.65	0.00052	0	0.043	0.0057	0	2	0.12	0.14
40	0	0	0	0	0	0	0	1	7	0.12	0
41	0	0	0.07	0	0	0	0.93	0	6	0.14	0.22
42	0	0	0.046	0	0	0	0.95	0	6	0.14	0.22
43	0	4.3e-06	0	0	0	2.7e-05	0	1	7	0.12	0
44	0	0	0.13	0	0	0	0.87	0	6	0.14	0.22
45	0	0.00028	0.74	0	8.9e-06	6.6e-06	0.26	0	2	0.12	0.14
46	0	0.081	0.87	0.00011	0	0.0034	0.043	0	2	0.12	0.14
47	0.00022	0.47	0.41	0.0077	0.0064	0.059	0.045	0	1	0.14	0.093
48	1	0	0	2.3e-06	0	0	0	0	0	0.016	0.093
49	0	0.6	0.022	0.00011	0	0.38	0	0	1	0.14	0.093
50	1	0	0	9.8e-05	0	0	0	0	0	0.016	0.093
51	0	0.81	0.0061	0.00043	0	0.19	0	0	1	0.14	0.093
52	0	0.48	0.0025	0.0066	0	0.51	0	0	5	0.12	0.078
53	0	0.15	0.85	1.5e-05	0	0.0024	0.00058	0	2	0.12	0.14
54	0	0.34	0.63	7e-05	0	0.026	0.00092	0	2	0.12	0.14
55	0	0.68	0.017	0	0	0.3	0	0	1	0.14	0.093
56	0	0.66	0.0012	0.0016	0	0.34	0	0	1	0.14	0.093
57	0	0.039	0.96	1.9e-06	0	0.00023	0.00022	0	2	0.12	0.14
58	1	0	1.1e-06	2.9e-05	0	0	0	0	0	0.016	0.093
59	0	2.9e-06	0	0	0	9.4e-06	0	1	7	0.12	0
60	0	0.85	0.015	0.009	0	0.12	0	0	1	0.14	0.093
61	0	0.67	0.024	0.00015	0	0.31	0	0	1	0.14	0.093
62	0	0.73	0.093	0.013	5.7e-06	0.16	0.0004	0	1	0.14	0.093
63	1	0.00057	0.0018	0	0	0.00033	1.2e-05	0	0	0.016	0.093
64	0	0	0	0	0	1.1e-06	0	1	7	0.12	0
65	1	0	0	0	0	0	0	0	0	0.016	0.093
66	0	0.44	0.0015	0.00033	0	0.56	0	0	5	0.12	0.078
67	0	0.59	0.00081	6.6e-05	0	0.4	0	0	1	0.14	0.093
68	0	0.57	0.32	0.00036	0	0.12	0.00063	0	1	0.14	0.093
69	0	0.53	5.4e-05	0.00015	0	0.47	0	0	1	0.14	0.093
70	0	0.088	1.3e-05	0	0	0.91	0	0	5	0.12	0.078
71	1	0	0	0	0	0	0	0	0	0.016	0.093
72	0	0.32	7.5e-05	1.9e-05	0	0.68	0	0	5	0.12	0.078
73	0	0.76	0.055	0.0082	0	0.18	8.3e-05	0	1	0.14	0.093
74	1	0	0	0	0	0	0	0	0	0.016	0.093
75	0.0066	0.15	0.77	9.9e-05	2.2e-06	0.027	0.048	0	2	0.12	0.14
76	0	0.68	0.14	0.012	5.8e-05	0.16	0.0029	0	1	0.14	0.093
