SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster	dcf0	dcf1
0	0.0093	0.0029	0	0.99	0	0	3	0.14	0.093
1	0	0	1	0	0	0	2	0.12	0
2	0	1	0	0	0	0	1	0.016	0.093
3	0.9	0	0	0.092	9e-05	0.0027	0	0.14	0.14
4	0.13	0	0	0.65	0.22	2.1e-06	3	0.14	0.093
5	1	0	0	0.00011	0	0	0	0.14	0.14
6	0.96	0	0	0.038	0.0051	5.5e-06	0	0.14	0.14
7	7.1e-06	1	0	3.2e-06	3.4e-05	0	1	0.016	0.093
8	0	1	0	0	0	0	1	0.016	0.093
9	0	0	1	0	0	0	2	0.12	0
10	0.49	0	0	0.47	0.023	0.018	0	0.14	0.14
11	0.0027	0	0	0.31	0.69	4.1e-05	4	0.11	0.078
12	1	0	0	0.00015	0	0	0	0.14	0.14
13	0	1	0	0	0	0	1	0.016	0.093
14	0	1	0	0	1.4e-06	0	1	0.016	0.093
15	0	1	0	0	0	0	1	0.016	0.093
16	0	1	0	0	0	0	1	0.016	0.093
17	0.034	0	0	0.77	0.19	9.5e-06	3	0.14	0.093
18	1	0	0	9.7e-05	0	4.6e-06	0	0.14	0.14
19	1	0	0	0	0	0	0	0.14	0.14
20	0.31	0.00023	0	0.4	0.29	6.7e-05	3	0.14	0.093
21	0.54	0	0	0.46	0.0036	0.00031	0	0.14	0.14
22	0.88	0	0	0.12	0.0011	2.6e-05	0	0.14	0.14
23	0	1	0	0	0	0	1	0.016	0.093
24	1	0	0	0.0013	7.5e-06	2e-06	0	0.14	0.14
25	0.057	0	0	0.84	0.1	1.2e-05	3	0.14	0.093
26	1	0	0	0.0014	1.8e-05	0	0	0.14	0.14
27	0.082	0	0	0.74	0.15	0.03	3	0.14	0.093
28	0.97	0	0	0.028	0.00025	0.0028	0	0.14	0.14
29	0.06	0	0	0.79	0.12	0.024	3	0.14	0.093
30	0.11	0	0	0.84	0.052	0.00032	3	0.14	0.093
31	0.054	0	0	0.8	0.15	0.0036	3	0.14	0.093
32	0.00098	0.98	0	0.0021	0.014	0	1	0.016	0.093
33	0	1	0	0	0	0	1	0.016	0.093
34	1	0	0	3.2e-06	0	0	0	0.14	0.14
35	1e-05	1	0	2.4e-05	0.00031	0	1	0.016	0.093
36	0.73	0	0	0.27	0.0043	2.4e-05	0	0.14	0.14
37	0	0	1	0	0	0	2	0.12	0
38	0.3	0	0	0.57	0.13	0.00068	3	0.14	0.093
39	0.71	0	0	0.26	0.034	0.00042	0	0.14	0.14
40	0	0	1	0	0	0	2	0.12	0
41	1	0	0	0	0	0	0	0.14	0.14
42	1	0	0	0	0	0	0	0.14	0.14
43	0	0	1	4.2e-06	3.8e-05	0	2	0.12	0
44	1	0	0	0	0	0	0	0.14	0.14
45	1	0	0	0.00037	9.9e-06	0	0	0.14	0.14
46	0.95	0	0	0.053	0.0013	6.6e-05	0	0.14	0.14
47	0.66	0.00014	0	0.29	0.042	0.0045	0	0.14	0.14
48	0	1	0	0	0	2.1e-06	1	0.016	0.093
49	0.022	0	0	0.6	0.38	0.0001	3	0.14	0.093
50	0	1	0	0	0	8.8e-05	1	0.016	0.093
51	0.017	0	0	0.92	0.066	0.00046	3	0.14	0.093
52	0.006	0	0	0.6	0.39	0.0077	3	0.14	0.093
53	0.91	0	0	0.09	0.0006	9e-06	0	0.14	0.14
54	0.68	0	0	0.3	0.016	5.7e-05	0	0.14	0.14
55	0.0082	0	0	0.64	0.35	0	3	0.14	0.093
56	0.0036	0	0	0.84	0.16	0.0019	3	0.14	0.093
57	0.98	0	0	0.024	5.9e-05	1.1e-06	0	0.14	0.14
58	0	1	0	0	0	2.6e-05	1	0.016	0.093
59	0	0	1	2.8e-06	4.6e-06	0	2	0.12	0
60	0.053	0	0	0.91	0.033	0.009	3	0.14	0.093
61	0.028	0	0	0.69	0.28	0.00015	3	0.14	0.093
62	0.18	0	0	0.72	0.093	0.012	3	0.14	0.093
63	0.00069	1	0	0.00055	0.0011	0	1	0.016	0.093
64	0	0	1	0	1.9e-06	0	2	0.12	0
65	0	1	0	0	0	0	1	0.016	0.093
66	0.0029	0	0	0.56	0.43	0.00039	3	0.14	0.093
67	0.0017	0	0	0.77	0.23	8e-05	3	0.14	0.093
68	0.35	0	0	0.55	0.1	0.00032	3	0.14	0.093
69	0.00025	0	0	0.84	0.16	0.00022	3	0.14	0.093
70	1.9e-06	0	0	0.042	0.96	0	4	0.11	0.078
71	0	1	0	0	0	0	1	0.016	0.093
72	0.00016	0	0	0.47	0.53	2.6e-05	4	0.11	0.078
73	0.12	0	0	0.78	0.09	0.0079	3	0.14	0.093
74	0	1	0	0	0	0	1	0.016	0.093
75	0.75	0.0085	0	0.19	0.053	0.00011	0	0.14	0.14
76	0.25	0	0	0.64	0.097	0.011	3	0.14	0.093
77	0.25	0	0	0.71	0.0031	0.04	3	0.14	0.093
78	0.036	0	0	0.95	0	0.013	3	0.14	0.093
79	0	1	0	0	0	4.3e-06	1	0.016	0.093
80	0	1	0	0	0	2.8e-06	1	0.016	0.093
81	0.0059	0	0	0.89	0.014	0.09	3	0.14	0.093
82	0.0022	0.0083	0	0.99	0	0	3	0.14	0.093
83	1	0	0	9.1e-05	0	0.0012	0	0.14	0.14
84	0.0027	0	0	0.98	0	0.019	3	0.14	0.093
85	0.0038	0.72	0	0.026	0.13	0.12	1	0.016	0.093
86	0.036	0	0	0.94	8.3e-05	0.027	3	0.14	0.093
87	0.014	0	0	0.79	0.2	0.00026	3	0.14	0.093
88	0	0	1	6e-05	0.00015	0	2	0.12	0
89	0.015	0	0	0.84	0.14	0.0071	3	0.14	0.093
90	0.023	0	0	0.81	0.16	2.1e-05	3	0.14	0.093
91	0.55	0	0	0.4	0.053	0.0001	0	0.14	0.14
92	0.017	0	0	0.53	0.45	1.1e-05	3	0.14	0.093
93	0.89	0	0	0.1	0.0022	0.0011	0	0.14	0.14
94	0.0054	0	0	0.64	0.36	3.4e-05	3	0.14	0.093
95	0.035	0	0	0.86	0.11	0.0012	3	0.14	0.093
96	0.00014	1.6e-06	0.99	0.0062	0.0074	3.3e-05	2	0.12	0
97	0.072	0	0	0.73	0.19	0.0079	3	0.14	0.093
98	0.064	0	0	0.84	0.068	0.023	3	0.14	0.093
99	0.17	0	0	0.76	0.071	0.0012	3	0.14	0.093
100	0.11	0.00045	0	0.44	0.45	4.8e-05	4	0.11	0.078
101	0.039	0	0	0.52	0.44	1.3e-05	3	0.14	0.093
102	0.041	0	0	0.78	0.17	0.0037	3	0.14	0.093
103	0.0033	0	0	0.46	0.54	0	4	0.11	0.078
104	3.1e-05	0	0	0.022	0.98	0	4	0.11	0.078
105	0.12	0	0	0.73	0.15	0.0014	3	0.14	0.093
106	0.038	0.0028	0	0.96	0	0	3	0.14	0.093
107	0	1	0	0	0	0	1	0.016	0.093
108	0.51	0	0	0.45	0.042	0.00026	0	0.14	0.14
109	0.14	0	0	0.53	0.33	5.7e-06	3	0.14	0.093
110	0.24	0	0	0.74	0.018	4e-06	3	0.14	0.093
111	0.88	0	0	0.12	0.00033	0.0019	0	0.14	0.14
112	0	1	0	0	0	0	1	0.016	0.093
113	0.04	0	0	0.84	0.12	0.00029	3	0.14	0.093
114	0.7	0	0	0.29	0.0042	5.6e-05	0	0.14	0.14
115	0.013	0	0	0.43	0.56	5.7e-05	4	0.11	0.078
116	0.82	0	0	0.15	0.024	4.4e-06	0	0.14	0.14
117	0.014	0	0	0.39	0.59	2.5e-05	4	0.11	0.078
118	0.008	0	0	0.86	0.13	1.7e-05	3	0.14	0.093
119	0	0	1	0	0	0	2	0.12	0
120	0.07	0	0	0.74	0.19	0.00014	3	0.14	0.093
121	0.1	0	0	0.7	0.2	0.0031	3	0.14	0.093
122	0.083	0	0	0.89	0.027	0.0003	3	0.14	0.093
123	0.011	0	0	0.89	0.097	6.7e-05	3	0.14	0.093
124	0.52	0	0	0.44	0.041	0.00045	0	0.14	0.14
125	0.15	0	0	0.78	0.077	1.9e-05	3	0.14	0.093
126	0.36	0	0	0.52	0.0008	0.12	3	0.14	0.093
127	0.56	0	0	0.42	0.017	0	0	0.14	0.14
128	1	0	0	0.00083	0	0	0	0.14	0.14
129	1	0	0	0.0011	0	2.2e-05	0	0.14	0.14
130	0.36	5.6e-06	0	0.52	0.11	0.0098	3	0.14	0.093
131	0.35	0	0	0.58	0.068	0.0017	3	0.14	0.093
132	0.0019	0	0	0.58	0.42	9.8e-05	3	0.14	0.093
133	0.4	0	0	0.57	0.028	0.00019	3	0.14	0.093
134	0.051	0	0	0.49	0.46	0.00019	3	0.14	0.093
135	0.035	0	0	0.73	0.23	0.0048	3	0.14	0.093
136	0	1	0	0	2e-05	0	1	0.016	0.093
137	0.11	0	0	0.75	0.14	0.00022	3	0.14	0.093
138	0.057	0	0	0.77	0.17	2.3e-05	3	0.14	0.093
139	0.77	0	0	0.2	0.022	0.00028	0	0.14	0.14
140	0	0	1	0	0	0	2	0.12	0
141	0.00079	0	0	0.61	0.39	0.00011	3	0.14	0.093
