SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0	dcf1
0	0	0	0	0	0.3	0	0	0	0.0079	0.058	0.64	0	0	0	0	0	0.0017	0	0.00013	10	0.14	0.078
1	0	0	0	0	0	0	0.26	0.74	0	0	1.2e-06	0	0	0	0	0	0	0	0	7	0.14	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.016	0.093
3	0.00045	0.00052	0.00045	0.0014	0.034	0	0	0	0.95	0	0.0055	0.0007	1.6e-05	0.00052	0.00052	0.00045	0	0	0.00014	8	0.14	0.14
4	0.22	0	0	0.014	0.22	0	0	0	0.12	0	0.16	0	0.035	0	0	0.22	0	0	0.00023	4	0.14	0.093
5	5.1e-06	0	0	0.015	3.8e-05	0.0061	0	0	0.97	0	0	0	0	0	0	5.1e-06	0	0.0049	1.6e-06	8	0.14	0.14
6	0.017	0	0	0.14	0.011	0.012	0	0	0.79	0	0.0022	1.1e-06	0.00071	0	0	0.017	0	0.0092	5.2e-05	8	0.14	0.14
7	0.0001	0	0	7.1e-05	1.6e-06	0	0	0	1e-05	0	0	0	8.1e-06	0	0	0.0001	1	0	0	16	0.016	0.093
8	0	0	0	0	0	0	0	0	0	0.99	0	0	0	0	0	0	0.0098	0	0	9	0	0.093
9	0	0	0	0	0	0	0.37	0.63	0	0	0	0	0	0	0	0	0	0	0	7	0.14	0
10	0.022	0.0038	0.0032	0.0073	0.19	1.3e-05	0	0	0.56	0	0.18	0.0051	0.0044	0.0038	0.0038	0.022	0	1e-05	0.00025	8	0.14	0.14
11	0.094	7.5e-06	6.4e-06	0.00027	0.11	0	0	0	0.0026	0	0.59	1e-05	0.11	7.5e-06	7.5e-06	0.094	0	0	2.7e-05	10	0.14	0.078
12	0	0	0	0.00089	5.3e-05	0	0	0	1	0	0	0	0	0	0	0	0	0	4.3e-06	8	0.14	0.14
13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.016	0.093
14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.016	0.093
15	0	0	0	0	0	0	0	0	0	0.94	0	0	0	0	0	0	0.057	0	0	9	0	0.093
16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.016	0.093
17	0.1	1.8e-06	1.6e-06	0.0015	0.29	0	0	0	0.036	0	0.44	2.5e-06	0.034	1.8e-06	1.8e-06	0.1	0	0	0.00016	10	0.14	0.078
18	0	0	0	0.0027	3.4e-05	0.00048	0	0	1	0	0	1.1e-06	0	0	0	0	0	0.00038	1.7e-06	8	0.14	0.14
19	0	0	0	0.028	0	0.0026	0	0	0.97	0	0	0	0	0	0	0	0	0.0021	0	8	0.14	0.14
20	0.2	1.1e-05	9.1e-06	0.051	0.12	0.00012	0	0	0.27	0	0.11	1.4e-05	0.041	1.1e-05	1.1e-05	0.2	0.00013	9.2e-05	0.00015	8	0.14	0.14
21	0.013	7.4e-05	6.4e-05	0.0049	0.21	0	0	0	0.7	0	0.059	0.0001	0.00079	7.4e-05	7.4e-05	0.013	0	0	0.00047	8	0.14	0.14
22	0.0064	5.1e-06	4.4e-06	0.015	0.044	0	0	0	0.92	0	0.006	6.9e-06	0.00019	5.1e-06	5.1e-06	0.0064	0	0	0.00019	8	0.14	0.14
23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.016	0.093
24	0.00015	0	0	0.038	0.00044	0.012	0	0	0.94	0	1.6e-05	0	1.2e-06	0	0	0.00015	0	0.0093	7.8e-06	8	0.14	0.14
25	0.14	2.7e-06	2.3e-06	0.0031	0.37	0	0	0	0.071	0	0.25	3.6e-06	0.021	2.7e-06	2.7e-06	0.14	0	0	0.00033	4	0.14	0.093
26	0.00041	0	0	0.098	0.00041	0.029	0	0	0.85	0	1.2e-05	0	2.6e-06	0	0	0.00041	0	0.023	7.9e-06	8	0.14	0.14
27	0.03	0.0044	0.0038	0.0011	0.21	0	0	0	0.064	0	0.63	0.0059	0.02	0.0044	0.0044	0.03	0	0	0.00011	10	0.14	0.078
28	0.00085	0.00053	0.00046	0.0094	0.01	0.00063	0	0	0.97	0	0.0023	0.00072	4.1e-05	0.00053	0.00053	0.00085	0	0.0005	4.5e-05	8	0.14	0.14
29	0.026	0.0035	0.003	0.00064	0.22	0	0	0	0.048	0	0.64	0.0048	0.016	0.0035	0.0035	0.026	0	0	0.00011	10	0.14	0.078
30	0.058	7.7e-05	6.6e-05	0.0024	0.39	0	0	0	0.14	0	0.34	0.0001	0.011	7.7e-05	7.7e-05	0.058	0	0	0.00034	4	0.14	0.093
31	0.035	0.00055	0.00047	0.00076	0.23	0	0	0	0.045	0	0.63	0.00074	0.02	0.00055	0.00055	0.035	0	0	0.00012	10	0.14	0.078
32	0.016	0	0	0.0025	0.001	3.1e-06	0	0	0.0014	0	0.00097	0	0.0034	0	0	0.016	0.96	2.4e-06	1.1e-06	16	0.016	0.093
33	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0.046	0	0	9	0	0.093
34	0	0	0	0.045	1.1e-06	0.0077	0	0	0.94	0	0	0	0	0	0	0	0	0.0061	0	8	0.14	0.14
35	0.00024	0	0	3.3e-05	1.2e-05	0	0	0	1.5e-05	0	1.7e-05	0	7.3e-05	0	0	0.00024	1	0	0	16	0.016	0.093
36	0.023	4.9e-06	4.2e-06	0.02	0.11	0	0	0	0.81	0	0.017	6.6e-06	0.0008	4.9e-06	4.9e-06	0.023	0	0	0.00035	8	0.14	0.14
37	0	0	0	0	0	0	0.72	0.28	0	0	0	0	0	0	0	0	0	0	0	6	0.11	0
38	0.098	0.00013	0.00012	0.017	0.22	9.1e-06	0	0	0.32	0	0.23	0.00018	0.023	0.00013	0.00013	0.098	0	7.2e-06	0.00023	8	0.14	0.14
39	0.049	7.8e-05	6.8e-05	0.043	0.092	0.00023	0	0	0.71	0	0.049	0.00011	0.0057	7.8e-05	7.8e-05	0.049	0	0.00018	0.00018	8	0.14	0.14
40	0	0	0	0	0	0	0.88	0.12	0	0	0	0	0	0	0	0	0	0	0	6	0.11	0
41	0	0	0	0.028	0	0.079	0	0	0.83	0	0	0	0	0	0	0	0	0.063	0	8	0.14	0.14
42	0	0	0	0.0069	0	0.0051	0	0	0.98	0	0	0	0	0	0	0	0	0.004	0	8	0.14	0.14
43	1.7e-06	0	0	0	1.3e-06	0	0.8	0.2	0	0	2e-05	0	5.6e-06	0	0	1.7e-06	0	0	0	6	0.11	0
44	0	0	0	0.0066	0	0.002	0	0	0.99	0	0	0	0	0	0	0	0	0.0016	0	8	0.14	0.14
45	9.2e-05	0	0	0.08	0.00011	0.027	0	0	0.87	0	8.2e-06	0	1.4e-06	0	0	9.2e-05	0	0.021	1.3e-06	8	0.14	0.14
46	0.0047	1.2e-05	1e-05	0.027	0.019	0.00035	0	0	0.94	0	0.0038	1.6e-05	0.00021	1.2e-05	1.2e-05	0.0047	0	0.00027	8e-05	8	0.14	0.14
47	0.041	0.00086	0.00074	0.025	0.11	0.0013	0	0	0.69	0	0.087	0.0012	0.0072	0.00086	0.00086	0.041	0.0001	0.0011	0.00018	8	0.14	0.14
48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.016	0.093
49	0.15	1.9e-05	1.6e-05	0.0018	0.21	0	0	0	0.022	0	0.4	2.5e-05	0.063	1.9e-05	1.9e-05	0.15	0	0	0.00012	10	0.14	0.078
50	0	2.3e-05	2e-05	0	0	0	0	0	0	0	0	3.2e-05	0	2.3e-05	2.3e-05	0	1	0	0	16	0.016	0.093
51	0.032	9e-05	7.8e-05	0.00019	0.34	0	0	0	0.017	0	0.56	0.00012	0.012	9e-05	9e-05	0.032	0	0	0.00018	10	0.14	0.078
52	0.03	0.00086	0.00074	9.8e-05	0.13	0	0	0	0.0036	0	0.76	0.0012	0.039	0.00086	0.00086	0.03	0	0	3.7e-05	10	0.14	0.078
53	0.0056	1.7e-06	1.5e-06	0.018	0.033	1.7e-06	0	0	0.93	0	0.0028	2.3e-06	0.0001	1.7e-06	1.7e-06	0.0056	0	1.4e-06	0.00021	8	0.14	0.14
54	0.048	1.1e-05	9.6e-06	0.035	0.11	2.1e-05	0	0	0.72	0	0.031	1.5e-05	0.0029	1.1e-05	1.1e-05	0.048	0	1.7e-05	0.00032	8	0.14	0.14
55	0.32	0	0	0.0013	0.18	0	0	0	0.0067	0	0.13	0	0.047	0	0	0.32	0	0	0.00013	0	0.11	0.093
56	0.024	0.00024	0.00021	3.3e-05	0.2	0	0	0	0.0025	0	0.73	0.00033	0.018	0.00024	0.00024	0.024	0	0	6.1e-05	10	0.14	0.078
57	0.0016	0	0	0.021	0.0085	0	0	0	0.97	0	0.00024	0	9.8e-06	0	0	0.0016	0	0	0.00011	8	0.14	0.14
58	1.9e-06	7e-06	6e-06	1.4e-06	0	0	0	0	0	0	0	9.5e-06	0	7e-06	7e-06	1.9e-06	1	0	0	16	0.016	0.093
59	0	0	0	0	1.2e-06	0	0.37	0.63	0	0	2.2e-05	0	0	0	0	0	0	0	0	7	0.14	0
60	0.02	0.0019	0.0016	0.00037	0.36	0	0	0	0.06	0	0.52	0.0026	0.0062	0.0019	0.0019	0.02	0	0	0.00026	10	0.14	0.078
61	0.14	2.8e-05	2.4e-05	0.0019	0.25	0	0	0	0.029	0	0.39	3.8e-05	0.047	2.8e-05	2.8e-05	0.14	0	0	0.00016	10	0.14	0.078
62	0.06	0.0024	0.0021	0.0048	0.28	5.5e-06	0	0	0.2	0	0.37	0.0032	0.017	0.0024	0.0024	0.06	0	4.3e-06	0.00028	10	0.14	0.078
63	0.0018	0	0	0.00073	0.00028	3.7e-05	0	0	0.00099	0	0.00019	0	0.00026	0	0	0.0018	0.99	2.9e-05	0	16	0.016	0.093
64	0	0	0	0	0	0	0.88	0.12	0	0	0	0	0	0	0	0	0	0	0	6	0.11	0
65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.016	0.093
66	0.037	4.7e-05	4.1e-05	6.1e-05	0.13	0	0	0	0.0019	0	0.75	6.4e-05	0.047	4.7e-05	4.7e-05	0.037	0	0	3.3e-05	10	0.14	0.078
67	0.039	1.1e-05	9.5e-06	2.9e-05	0.2	0	0	0	0.0013	0	0.69	1.5e-05	0.029	1.1e-05	1.1e-05	0.039	0	0	5.4e-05	10	0.14	0.078
68	0.12	6.3e-05	5.5e-05	0.025	0.2	3.3e-05	0	0	0.37	0	0.14	8.6e-05	0.018	6.3e-05	6.3e-05	0.12	0	2.6e-05	0.00032	8	0.14	0.14
69	0.0061	1.5e-05	1.3e-05	0	0.11	0	0	0	9.5e-05	0	0.86	2.1e-05	0.01	1.5e-05	1.5e-05	0.0061	0	0	1.4e-05	10	0.14	0.078
70	0.17	0	0	2.5e-06	0.031	0	0	0	4e-06	0	0.29	0	0.34	0	0	0.17	0	0	2.6e-06	12	0.11	0.078
71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.016	0.093
72	0.025	2.6e-06	2.2e-06	2.7e-06	0.09	0	0	0	8.5e-05	0	0.81	3.5e-06	0.049	2.6e-06	2.6e-06	0.025	0	0	1.1e-05	10	0.14	0.078
73	0.051	0.0016	0.0014	0.0025	0.3	0	0	0	0.13	0	0.44	0.0021	0.016	0.0016	0.0016	0.051	0	0	0.00026	10	0.14	0.078
74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.016	0.093
75	0.082	1.8e-05	1.5e-05	0.11	0.055	0.012	0	0	0.62	0	0.023	2.4e-05	0.0073	1.8e-05	1.8e-05	0.082	0.0049	0.0094	0.00015	8	0.14	0.14
76	0.061	0.0022	0.0019	0.0077	0.25	4.8e-05	0	0	0.27	0	0.32	0.0029	0.017	0.0022	0.0022	0.061	0	3.8e-05	0.00027	10	0.14	0.078
77	0.0028	0.0091	0.0079	0.00032	0.31	0	0	0	0.31	0	0.33	0.012	0.00064	0.0091	0.0091	0.0028	0	0	0.00036	10	0.14	0.078
78	0	0.002	0.0017	0	0.27	0	0	0	0.029	0	0.69	0.0027	0	0.002	0.002	0	0	0	0.00014	10	0.14	0.078
79	0	1.1e-06	0	0	0	0	0	0	0	0	0	1.5e-06	0	1.1e-06	1.1e-06	0	1	0	0	16	0.016	0.093
80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.016	0.093
81	0.0012	0.009	0.0077	2.7e-06	0.17	0	0	0	0.0032	0	0.78	0.012	0.0012	0.009	0.009	0.0012	0	0	5e-05	10	0.14	0.078
82	0	0	0	0	0.16	0	0	0	0.001	0.032	0.8	0	0	0	0	0	0.0027	0	3.8e-05	10	0.14	0.078
83	0	0.00022	0.00019	0	3.2e-05	0	0	0	1	0	0	0.0003	0	0.00022	0.00022	0	0	0	2.3e-06	8	0.14	0.14
84	0	0.0022	0.0019	0	0.22	0	0	0	0.0017	0	0.77	0.003	0	0.0022	0.0022	0	0	0	6e-05	10	0.14	0.078
85	0.088	0.027	0.023	0.0041	0.011	5.7e-06	0	0	0.0047	0	0.016	0.036	0.027	0.027	0.027	0.088	0.62	4.5e-06	9.9e-06	16	0.016	0.093
86	1.6e-05	0.0036	0.0031	0	0.24	0	0	0	0.026	0	0.71	0.0048	1e-05	0.0036	0.0036	1.6e-05	0	0	0.00012	10	0.14	0.078
87	0.063	4.5e-05	3.9e-05	0.00037	0.26	0	0	0	0.013	0	0.57	6.1e-05	0.03	4.5e-05	4.5e-05	0.063	0	0	0.00012	10	0.14	0.078
88	1.2e-05	0	0	0	2.4e-05	0	0.62	0.38	0	0	0.00025	0	2.8e-05	0	0	1.2e-05	0	0	0	6	0.11	0
89	0.026	0.00098	0.00084	0.00015	0.22	0	0	0	0.011	0	0.69	0.0013	0.017	0.00098	0.00098	0.026	0	0	9.1e-05	10	0.14	0.078
90	0.13	4.3e-06	3.7e-06	0.0012	0.33	0	0	0	0.026	0	0.35	5.9e-06	0.031	4.3e-06	4.3e-06	0.13	0	0	0.00023	10	0.14	0.078
91	0.094	1.9e-05	1.7e-05	0.042	0.14	7.3e-05	0	0	0.56	0	0.062	2.6e-05	0.0089	1.9e-05	1.9e-05	0.094	0	5.8e-05	0.00031	8	0.14	0.14
