SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster	dcf0	dcf1
0	0.00053	0	0.00053	0	0.009	0.00053	0	0.071	0.00053	0	0.92	0	0	0	10	0.14	0.093
1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0.12	0
2	0.25	0	0.25	0	0	0.25	0	0	0.25	0	0	0	0	0	0	0.016	0.093
3	0	0	0	0	0.91	0	0.0028	0	0	0.0011	0.088	0	0	0	4	0.14	0.14
4	0	0	0	0	0.13	0	2.2e-06	0	0	0.27	0.61	0	0	0	10	0.14	0.093
5	0	0	0	0.018	0.98	0	0	0	0	0	0.0001	0	3.8e-06	0	4	0.14	0.14
6	0	0	0	0.04	0.92	0	5.6e-06	0	0	0.0041	0.035	0	0	0	4	0.14	0.14
7	0.25	0	0.25	0	9.5e-06	0.25	0	0	0.25	5.6e-06	4.1e-06	0	0	0	0	0.016	0.093
8	0.0025	0	0.0025	0	0	0.0025	0	0.99	0.0025	0	0	0	0	0	7	0	0.093
9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0.12	0
10	0	0	0	3.2e-05	0.48	0	0.019	0	0	0.071	0.44	0	6.5e-05	0	4	0.14	0.14
11	0	0	0	0	0.0025	0	4.1e-05	0	0	0.73	0.27	0	0	0	9	0.12	0.078
12	0	0	0	0	1	0	0	0	0	0	0.00014	0	0	0	4	0.14	0.14
13	0.25	0	0.25	0	0	0.25	0	0	0.25	0	0	0	0	0	0	0.016	0.093
14	0.25	0	0.25	0	0	0.25	0	0	0.25	0	0	0	0	0	0	0.016	0.093
15	0.014	0	0.014	0	0	0.014	0	0.94	0.014	0	0	0	0	0	7	0	0.093
16	0.25	0	0.25	0	0	0.25	0	0	0.25	0	0	0	0	0	0	0.016	0.093
17	0	0	0	0	0.029	0	8.5e-06	0	0	0.35	0.62	0	0	0	10	0.14	0.093
18	0	0	0	0.0014	1	0	4.9e-06	0	0	0	9.2e-05	0	0.00071	0	4	0.14	0.14
19	0	0	0	0.0079	0.99	0	0	0	0	0	0	0	0	0	4	0.14	0.14
20	4.6e-05	0	4.6e-05	0.00044	0.34	4.6e-05	7.8e-05	0	4.6e-05	0.25	0.42	0	0	0	10	0.14	0.093
21	0	0	0	0	0.54	0	0.00033	0	0	0.02	0.44	0	0	0	4	0.14	0.14
22	0	0	0	0	0.88	0	2.8e-05	0	0	0.0037	0.11	0	0	0	4	0.14	0.14
23	0.25	0	0.25	0	0	0.25	0	0	0.25	0	0	0	0	0	0	0.016	0.093
24	0	0	0	0.035	0.96	0	2.1e-06	0	0	1.3e-05	0.0012	0	6e-06	0	4	0.14	0.14
25	0	0	0	0	0.053	0	1.2e-05	0	0	0.19	0.75	0	0	0	10	0.14	0.093
