SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1
0	0.0072	0.0018	0.99	0	2	0.14	0.078
1	0	0	2.2e-06	1	3	0.12	0
2	0	1	0	0	1	0.016	0.093
3	0.99	0	0.0097	0	0	0.14	0.14
4	0.31	0	0.69	0	2	0.14	0.078
5	1	0	0	0	0	0.14	0.14
6	1	0	0.0046	0	0	0.14	0.14
7	8.8e-06	1	0	0	1	0.016	0.093
8	0	1	0	0	1	0.016	0.093
9	0	0	0	1	3	0.12	0
10	0.65	0	0.35	0	0	0.14	0.14
11	0.0026	0	1	0	2	0.14	0.078
12	1	0	0	0	0	0.14	0.14
13	0	1	0	0	1	0.016	0.093
14	0	1	0	0	1	0.016	0.093
15	0	1	0	0	1	0.016	0.093
16	0	1	0	0	1	0.016	0.093
17	0.046	0	0.95	0	2	0.14	0.078
18	1	0	0	0	0	0.14	0.14
19	1	0	0	0	0	0.14	0.14
20	0.58	0.00034	0.42	0	0	0.14	0.14
21	0.87	0	0.13	0	0	0.14	0.14
22	0.99	0	0.011	0	0	0.14	0.14
23	0	1	0	0	1	0.016	0.093
24	1	0	2.8e-05	0	0	0.14	0.14
25	0.14	0	0.86	0	2	0.14	0.078
26	1	0	2.4e-05	0	0	0.14	0.14
27	0.057	0	0.94	0	2	0.14	0.078
28	1	0	0.0039	0	0	0.14	0.14
29	0.042	0	0.96	0	2	0.14	0.078
30	0.2	0	0.8	0	2	0.14	0.078
31	0.04	0	0.96	0	2	0.14	0.078
32	0.0012	1	0.0015	0	1	0.016	0.093
33	0	1	0	0	1	0.016	0.093
34	1	0	0	0	0	0.14	0.14
35	1.3e-05	1	2.5e-05	0	1	0.016	0.093
36	0.97	0	0.034	0	0	0.14	0.14
37	0	0	0	1	3	0.12	0
38	0.45	0	0.55	0	2	0.14	0.078
39	0.9	0	0.1	0	0	0.14	0.14
40	0	0	0	1	3	0.12	0
41	1	0	0	0	0	0.14	0.14
42	1	0	0	0	0	0.14	0.14
43	0	0	4.9e-05	1	3	0.12	0
44	1	0	0	0	0	0.14	0.14
45	1	0	1.6e-05	0	0	0.14	0.14
46	0.99	0	0.0069	0	0	0.14	0.14
47	0.82	0.00014	0.18	0	0	0.14	0.14
48	0	1	0	0	1	0.016	0.093
49	0.031	0	0.97	0	2	0.14	0.078
50	0	1	0	0	1	0.016	0.093
51	0.018	0	0.98	0	2	0.14	0.078
52	0.0028	0	1	0	2	0.14	0.078
53	1	0	0.005	0	0	0.14	0.14
54	0.93	0	0.067	0	0	0.14	0.14
55	0.03	0	0.97	0	2	0.14	0.078
56	0.002	0	1	0	2	0.14	0.078
57	1	0	0.00042	0	0	0.14	0.14
58	0	1	0	0	1	0.016	0.093
59	0	0	4.1e-05	1	3	0.12	0
60	0.063	0	0.94	0	2	0.14	0.078
61	0.042	0	0.96	0	2	0.14	0.078
62	0.24	0	0.76	0	2	0.14	0.078
63	0.00085	1	0.00027	0	1	0.016	0.093
64	0	0	1.4e-06	1	3	0.12	0
65	0	1	0	0	1	0.016	0.093
66	0.0015	0	1	0	2	0.14	0.078
67	0.0011	0	1	0	2	0.14	0.078
68	0.61	0	0.39	0	0	0.14	0.14
69	6.5e-05	0	1	0	2	0.14	0.078
70	8.1e-06	0	1	0	2	0.14	0.078
71	0	1	0	0	1	0.016	0.093
72	6.2e-05	0	1	0	2	0.14	0.078
73	0.15	0	0.85	0	2	0.14	0.078
74	0	1	0	0	1	0.016	0.093
