SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1
0	0.43	0.54	0	0.033	0	0	0	0	0	0	1	0.25	0.33
1	0	0	0.49	0.015	0.49	0	0	0	0	0	4	0.32	0.56
2	0.86	0.11	7.3e-06	0.029	2.8e-06	0	0	0	0	1.8e-06	0	0.32	0.28
3	0	2.6e-05	0.0026	0.16	0.84	0	0	0	0	0	4	0.32	0.56
4	0.16	0.04	0.018	0.77	0.0051	0	0	0	0	0	3	0.32	0.42
5	0.066	0.066	0.026	0.82	0.022	0	0	0	0	0	3	0.32	0.42
6	2.5e-05	0.00015	0.026	0.96	0.017	0	0	0	0	0	3	0.32	0.42
7	0	0	0.019	0.97	0.011	0	0	0	0	0	3	0.32	0.42
8	1	0.0032	0	1.2e-05	0	0	0	0	0	0	0	0.32	0.28
9	0	0	0.12	0.85	0.022	0	0	0	0	0	3	0.32	0.42
10	0	0	0.097	0.57	0.33	0	0	0	0	0	3	0.32	0.42
11	0	0	0	0	0	0	0	0	0	1	9	0.11	0.047
12	0.98	0.0076	0	0.013	0	0	0	0	0	0	0	0.32	0.28
13	0	0	0.12	0.73	0.15	0	2.1e-06	0	0	0	3	0.32	0.42
14	0	0	0.021	0.93	0.044	0	0	0	0	0	3	0.32	0.42
15	0	0	0.2	0.61	0.19	0	1.7e-05	0	0	0	3	0.32	0.42
16	0.001	0.011	0.016	0.92	0.047	0	0	0	0	0	3	0.32	0.42
17	0.00029	0.0033	0.046	0.84	0.11	0	0	0	0	0	3	0.32	0.42
18	0	0	0.13	0.72	0.15	0	0.00051	0	0	0	3	0.32	0.42
19	0	0	0	0	0	0.0002	0	0.95	0	0.048	7	0.14	0
20	0	0	0.011	0.99	0.00025	0	0	0	0	0	3	0.32	0.42
21	0	0	0.15	0.83	0.018	0	0.0014	0	0	0	3	0.32	0.42
22	0.00011	0.00075	0.12	0.61	0.26	0	0	0	0	0	3	0.32	0.42
23	0.11	0.057	1.5e-05	0.84	0	0	0	0	0	0	3	0.32	0.42
24	0.92	0.019	6.6e-06	0.056	0	0	0	0	0	0	0	0.32	0.28
25	0	0	0.14	0.0001	0.86	0	0	0	0	0	4	0.32	0.56
26	0	0	0	0	0	0	0	1	0	0.002	7	0.14	0
27	0.00063	0.0014	0.028	0.94	0.026	0	0	0	0	0	3	0.32	0.42
28	0	0	0.04	0.96	0.0038	0	0.00024	0	0	0	3	0.32	0.42
29	0	0	0.48	0.01	0.51	0	0	0	0	0	4	0.32	0.56
30	0.13	0.015	0.021	0.84	0.0019	0	0	0	0	0	3	0.32	0.42
31	0	0	0	0	0	1	0	0	0	3.4e-05	5	0.036	0.093
32	0.00021	0.00014	0.23	0.73	0.043	0	0	0	0	0	3	0.32	0.42
33	0	0	0.17	0.8	0.032	0	0	0	0	0	3	0.32	0.42
34	0	0	0.0037	1	0.00064	0	0	0	0	0	3	0.32	0.42
35	0.18	0.024	0.0031	0.8	0.00042	0	0	0	0	0	3	0.32	0.42
36	0	0	0.95	0.0087	0.046	0	0	0	0	0	2	0.4	0.53
37	0	0	0.67	0.17	0.15	0	0	0	0	0	2	0.4	0.53
38	0	0	0.84	0.096	0.06	0	0	0	0	0	2	0.4	0.53
39	0	0	2.4e-06	1	3.9e-06	0	0	0	0	0	3	0.32	0.42
40	0	0	0.65	0.33	0.024	0	0	0	0	0	2	0.4	0.53
41	0.68	0.27	0	0.042	0	0	0	0	0	0	0	0.32	0.28
42	0	0	0	0	0	1	0	0	0	0.00028	5	0.036	0.093
43	0	0	0.012	0.99	0.0014	0	0	0	0	0	3	0.32	0.42
44	0	0	0.16	0.78	0.065	0	3.3e-05	0	0	0	3	0.32	0.42
45	0.56	0.032	0.00014	0.41	9.1e-06	0	0	0	0	0	0	0.32	0.28
46	0.12	0.03	0.0066	0.85	0.0014	0	0	0	0	0	3	0.32	0.42
47	0.08	0.051	0.031	0.82	0.015	0	0	0	0	0	3	0.32	0.42
48	0.00072	0.0059	0	0.99	0	0	0	0	0	0	3	0.32	0.42
49	0	0	0.0011	1	0.00065	0	0	0	0	0	3	0.32	0.42
50	0	0	0.0017	1	0.001	0	0	0	0	0	3	0.32	0.42
51	0	0	0.075	0.92	0.0077	0	0	0	0	0	3	0.32	0.42
52	0	0	0.76	0.19	0.055	0	0	0	0	0	2	0.4	0.53
53	0	0	0.76	0.2	0.04	0	0	0	0	0	2	0.4	0.53
54	0.84	0.0091	9e-06	0.15	0	0	0	0	0	0	0	0.32	0.28
55	0	0	0.13	0.85	0.023	0	0.00014	0	0	0	3	0.32	0.42
56	0.38	0.13	4.1e-05	0.49	8.8e-06	0	0	0	0	0	3	0.32	0.42
57	0	0	0	0	0	1	0	0	0	0	5	0.036	0.093
58	0	0	0.68	0.24	0.073	0	0	0	0	0	2	0.4	0.53
59	0	0	0	0	0	2.9e-06	0	0.99	0	0.0095	7	0.14	0
60	0	0	0	0	0	1	0	0	0	9.5e-05	5	0.036	0.093
61	0.96	0.018	1.1e-06	0.024	0	0	0	0	0	0	0	0.32	0.28
62	0.027	0.059	0.0023	0.91	0.0042	0	0	0	0	0	3	0.32	0.42
63	0.059	0.012	0.0037	0.92	0.00066	0	0	0	0	0	3	0.32	0.42
64	0.12	0.41	0.00032	0.46	0.0014	0	0	0	0	0	3	0.32	0.42
65	0	0	0	0	0	0.0094	0	0	0	0.99	9	0.11	0.047
66	0.2	0.0064	7.5e-05	0.79	0	0	0	0	0	0	3	0.32	0.42
67	0.00038	0.0012	0.095	0.79	0.11	0	1.8e-06	0	0	0	3	0.32	0.42
68	0	0	0.39	0.31	0.31	0	0	0	0	0	2	0.4	0.53
69	0.067	0.93	0	0.0073	0	0	0	0	0	0	1	0.25	0.33
70	0.015	0.013	0.0053	0.96	0.004	0	0	0	0	0	3	0.32	0.42
71	0.0014	0.00061	0.0033	0.99	0.00041	0	0	0	0	0	3	0.32	0.42
72	0	0	0.33	0.56	0.1	0	0	0	0	0	3	0.32	0.42
73	0.00019	7e-05	5.1e-05	1	1.3e-06	0	0	0	0	0	3	0.32	0.42
74	0.49	0.05	0.0036	0.45	0.00073	0	0	0	0	0	0	0.32	0.28
75	0.006	0.35	0	0.64	0	0	0	0	0	0	3	0.32	0.42
76	0.0077	0.0047	0.16	0.77	0.066	0	0	0	0	0	3	0.32	0.42
77	0.18	0.13	0.0031	0.69	0.0028	0	0	0	0	0	3	0.32	0.42
78	0	0	0.34	0.56	0.098	0	0	0	0	0	3	0.32	0.42
79	0	0	0.011	0.98	0.012	0	0	0	0	0	3	0.32	0.42
80	0	0	4.1e-05	0.00037	0	0	1	0	0	0	6	0.92	1
81	0	0	0.15	0.72	0.13	0	0	0	0	0	3	0.32	0.42
82	0.52	0.078	0.00064	0.4	0.0001	0	0	0	0	0	0	0.32	0.28
83	0	0	0.074	0.9	0.03	0	0	0	0	0	3	0.32	0.42
84	0	0	0.99	0.011	0.0026	0	0	0	0	0	2	0.4	0.53
