SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0	dcf1
0	0.39	0.39	0	0	0	0.05	0	0	0	0	0.018	0	0	0.15	0	0	0	0	0	0	0.32	0.33
1	0	0	0.78	0.0001	0.21	0.013	0	0	0.00075	0	0	0	0	0	0	0	0	8.3e-05	0	2	0.36	0.56
2	0.1	0.1	1.8e-06	0	1.2e-05	0.026	0	1.7e-06	7.6e-06	0	0.6	0	0	0.17	0	0	0	0	0	10	0.32	0.23
3	0	0	0.004	1.3e-05	0.00011	0.011	0	0	0.98	0	0	0	0	0	0	0	0	0	0	8	0.23	0.52
4	0.12	0.12	0.0063	1.1e-06	0.018	0.72	0	0	0.00086	0	0.016	0	0	0.0062	0	0	0	1.8e-05	0	5	0.32	0.42
5	0.064	0.064	0.019	4.9e-06	0.023	0.79	0	0	0.012	0	0.0055	0	0	0.019	0	0	0	4.1e-05	0	5	0.32	0.42
6	0.0012	0.0012	0.018	3.9e-06	0.027	0.95	0	0	0.00054	0	0	0	0	0	0	0	0	0	0	5	0.32	0.42
7	0	0	0.012	2.4e-06	0.014	0.95	0	0	0	0	0	0	0	0	0	0	0	0.019	0	5	0.32	0.42
8	0.0042	0.0042	0	0	0	3.6e-06	0	0	0	0	0.99	0	0	0.0025	0	0	0	0	0	10	0.32	0.23
9	0	0	0.043	5.1e-06	0.11	0.84	0	0	0	0	0	0	0	0	0	0	0	0.004	0	5	0.32	0.42
10	0	0	0.26	8.9e-05	0.081	0.66	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.32	0.42
11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0.11	0.047
12	0.49	0.49	0	0	0	0.0095	0	0	0	0	0.005	0	0	1.7e-05	0	0	0	0	0	0	0.32	0.33
13	0	0	0.15	3.6e-05	0.09	0.76	0	0	0	0	0	0	0	0	0	0	0	3.7e-05	0	5	0.32	0.42
14	0	0	0.027	1e-05	0.018	0.95	0	0	0	0	0	0	0	0	0	0	0	0.00076	0	5	0.32	0.42
15	0	0	0.25	4.5e-05	0.11	0.62	0	0	0	0	0	0	0	0	0	0	0	0.017	0	5	0.32	0.42
16	0.0058	0.0058	0.025	1.1e-05	0.014	0.93	0	0	0.023	0	8.1e-06	0	0	0.00059	0	0	0	0	0	5	0.32	0.42
17	0.0026	0.0026	0.073	2.6e-05	0.036	0.86	0	0	0.026	0	0	0	0	0.0001	0	0	0	9.4e-06	0	5	0.32	0.42
18	0	0	0.16	3.5e-05	0.096	0.74	0	0	2.8e-06	0	0	0	0	0	0	0	0	0.0044	0	5	0.32	0.42
19	0	0	0	0	0	0	0	0.048	0	0	0	0.95	0	0	0	0	0.00016	0	0	11	0.14	0
20	0	0	0.00071	0	0.021	0.98	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.32	0.42
21	0	0	0.043	4.1e-06	0.14	0.81	0	0	0	0	0	0	0	0	0	0	0	0.0048	0	5	0.32	0.42
22	0.0012	0.0012	0.23	6.6e-05	0.087	0.66	0	0	0.018	0	0	0	0	1.4e-05	0	0	0	6.5e-05	0	5	0.32	0.42
23	0.2	0.2	0	0	3.8e-05	0.59	0	0	0	0	0.0004	0	0	0.00067	0	0	0	0	0	5	0.32	0.42
24	0.31	0.31	0	0	2.4e-05	0.08	0	0	0	0	0.29	0	0	0.0073	0	0	0	0	0	0	0.32	0.33
25	0	0	0.98	0.00015	0.024	7.8e-05	0	0	0.00031	0	0	0	0	0	0	0	0	0.00022	0	2	0.36	0.56
26	0	0	0	0	0	0	0	0.002	0	0	0	1	0	0	0	0	0	0	0	11	0.14	0
27	0.0059	0.0059	0.025	5.9e-06	0.025	0.94	0	0	0.0015	0	2.2e-06	0	0	8.4e-06	0	0	0	0	0	5	0.32	0.42
28	0	0	0.0075	0	0.041	0.89	0	0	0	0	0	0	0	0	0	0	0	0.065	0	5	0.32	0.42
29	0	0	0.84	8.7e-05	0.15	0.0077	0	0	3.7e-05	0	0	0	0	0	0	0	0	3.2e-06	0	2	0.36	0.56
30	0.11	0.11	0.0038	0	0.022	0.75	0	0	0.0001	0	0.0076	0	0	0.0011	0	0	0	0.00013	0	5	0.32	0.42
31	0	0	0	0	0	0	0	4.3e-05	0	0	0	0	0	0.00024	0	0	1	0	0	16	0.036	0.093
32	0.0026	0.0026	0.098	9.6e-06	0.18	0.71	0	0	0.00026	0	0	0	0	0	0	0	0	0.00034	0	5	0.32	0.42
33	0	0	0.092	6.7e-06	0.086	0.72	0	0	0	0	0	0	0	0	0	0	0	0.098	0	5	0.32	0.42
34	0	0	0.00078	0	0.0052	0.96	0	0	0	0	0	0	0	0	0	0	0	0.035	0	5	0.32	0.42
35	0.15	0.15	0.00057	0	0.0039	0.68	0	0	3.6e-05	0	0.0079	0	0	0.0012	0	0	0	0	0	5	0.32	0.42
36	0	0	0.41	1.1e-05	0.58	0.0093	0	0	0	0	0	0	0	0	0	0	0	0.00012	0	4	0.4	0.51
37	0	0	0.39	3.5e-05	0.44	0.17	0	0	0	0	0	0	0	0	0	0	0	0.0012	0	4	0.4	0.51
38	4.2e-05	4.2e-05	0.34	1.4e-05	0.56	0.099	0	0	9.1e-06	0	0	0	0	0	0	0	0	0.0069	0	4	0.4	0.51
39	0	0	0	0	6.7e-06	1	0	0	0	0	0	0	0	0	0	0	0	0.0003	0	5	0.32	0.42
40	0	0	0.1	4.6e-06	0.45	0.27	0	0	0	0	0	0	0	0	0	0	0	0.18	0	4	0.4	0.51
41	0.13	0.13	0	0	2.4e-06	0.042	0	0	3.6e-06	0	0.21	0	0	0.49	0	0	0	0	0	13	0.21	0.28
42	0	0	0	0	0	0	0.78	7.6e-05	0	0	0	0	0	0	0	0	0.22	0	0	6	0	0.093
43	0	0	0.0024	0	0.018	0.98	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.32	0.42
44	0	0	0.096	1.5e-05	0.13	0.77	0	0	0	0	0	0	0	0	0	0	0	0.0003	0	5	0.32	0.42
45	0.29	0.29	1.3e-05	0	0.0003	0.38	0	0	0	0	0.039	0	0	0.002	0	0	0	0	0	5	0.32	0.42
46	0.098	0.098	0.0017	0	0.0078	0.78	0	0	0.00014	0	0.0072	0	0	0.0033	0	0	0	3.4e-06	0	5	0.32	0.42
47	0.073	0.073	0.016	3.3e-06	0.029	0.78	0	0	0.0054	0	0.0066	0	0	0.012	0	0	0	8.5e-05	0	5	0.32	0.42
48	0.043	0.043	0	0	0	0.91	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.32	0.42
49	0	0	0.00044	0	0.0017	0.99	0	0	0	0	0	0	0	0	0	0	0	0.0045	0	5	0.32	0.42
