SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0	dcf1
0	0.047	0	0	0	0	0	0	0	0	0.14	0	0.77	0.047	0	0	0	11	0.32	0.33
1	0.015	0	0.46	0	0	8.9e-05	0	0.52	0.00012	0	0	0	0	0.0007	0	0	7	0.36	0.58
2	0.023	0	5.5e-06	0	0	0	0	0	0	0.033	0	0.19	0.76	5.7e-06	0	1.5e-06	12	0.28	0.23
3	0.011	0	0.00017	0	0	0	0	0.0018	0.15	2.5e-06	0	0	0	0.84	0	0	13	0.23	0.52
4	0.72	0	0.016	0	0	1.7e-05	0	0.0023	0.00013	0.0081	0	0.24	0.013	0.00072	0	0	0	0.32	0.42
5	0.78	0	0.024	0	0	3.9e-05	0	0.0081	0.0018	0.032	0	0.13	0.0072	0.01	0	0	0	0.32	0.42
6	0.97	0	0.025	0	0	0	0	0.0056	8.2e-05	8e-06	0	0.0026	0	0.00046	0	0	0	0.32	0.42
7	0.96	0	0.017	0	0	0.018	0	0.0074	0	0	0	0	0	0	0	0	0	0.32	0.42
8	4.1e-06	0	0	0	0	0	0	0	0	7.4e-05	0	0.01	0.99	0	0	0	12	0.28	0.23
9	0.86	0	0.12	0	0	0.004	0	0.019	0	0	0	0	0	0	0	0	0	0.32	0.42
10	0.75	0	0.12	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0	0.32	0.42
11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0.11	0.047
12	0.0091	0	0	0	0	0	0	0	0	1.9e-05	0	0.99	0.0014	0	0	0	11	0.32	0.33
13	0.8	0	0.12	0	0	3.8e-05	0	0.078	0	0	0	0	0	0	0	0	0	0.32	0.42
14	0.97	0	0.02	0	0	0.00075	0	0.013	0	0	0	0	0	0	0	0	0	0.32	0.42
15	0.61	0	0.19	0	0	0.017	0	0.19	0	0	0	0	0	0	0	0	0	0.32	0.42
16	0.93	0	0.016	0	0	0	0	0.011	0.0035	0.0057	0	0.012	1.5e-05	0.02	0	0	0	0.32	0.42
17	0.88	0	0.046	0	0	9.5e-06	0	0.036	0.004	0.0016	0	0.0056	2.4e-06	0.023	0	0	0	0.32	0.42
18	0.76	0	0.13	0	0	0.0044	0	0.099	0	0	0	0	0	2.4e-06	0	0	0	0.32	0.42
19	0	0	0	0	0	0	0.00016	0	0	0	0	0	0	0	0.95	0.048	14	0.14	0
20	0.99	0	0.0099	0	0	0	0	9.6e-05	0	0	0	0	0	0	0	0	0	0.32	0.42
21	0.83	0	0.15	0	0	0.0048	0	0.019	0	0	0	0	0	0	0	0	0	0.32	0.42
22	0.7	0	0.13	0	0	6.8e-05	0	0.14	0.0028	0.00026	0	0.0026	0	0.016	0	0	0	0.32	0.42
23	0.58	0	9.7e-06	0	0	0	0	0	0	0.003	0	0.42	0.00032	0	0	0	0	0.32	0.42
24	0.096	0	1.1e-05	0	0	0	0	0	0	0.0036	0	0.79	0.11	0	0	0	11	0.32	0.33
25	5.8e-05	0	0.077	0	0	0.00016	0	0.92	3.4e-05	0	0	0	0	0.00019	0	0	7	0.36	0.58
26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.002	14	0.14	0
27	0.95	0	0.026	0	0	0	0	0.01	0.00022	0.00014	0	0.012	0	0.0012	0	0	0	0.32	0.42
28	0.9	0	0.035	0	0	0.064	0	0.0028	0	0	0	0	0	0	0	0	0	0.32	0.42
