SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster	dcf0	dcf1
0	0.059	0.94	0	0	0	0	1	0.32	0.28
1	0.011	0	0.0011	0.99	0	0	3	0.36	0.54
2	0.027	0.97	0	8.9e-06	0	3.8e-06	1	0.32	0.28
3	0.57	0	0	0.43	0	0	0	0.32	0.42
4	0.78	0.2	8.6e-05	0.02	0	0	0	0.32	0.42
5	0.86	0.085	0.00018	0.05	0	0	0	0.32	0.42
6	0.94	3.1e-05	2.1e-06	0.057	0	0	0	0.32	0.42
7	0.95	0	0.027	0.027	0	0	0	0.32	0.42
8	1e-05	1	0	0	0	0	1	0.32	0.28
9	0.88	0	0.008	0.11	0	0	0	0.32	0.42
10	0.53	0	1.6e-06	0.47	0	0	0	0.32	0.42
11	0	0	0	0	0	1	5	0.11	0.047
12	0.011	0.99	0	0	0	0	1	0.32	0.28
13	0.71	0	0.00032	0.28	0	0	0	0.32	0.42
14	0.94	0	0.0016	0.061	0	0	0	0.32	0.42
15	0.6	0	0.035	0.37	0	0	0	0.32	0.42
16	0.94	0.0013	1.1e-05	0.06	0	0	0	0.32	0.42
17	0.85	0.00036	7.9e-05	0.15	0	0	0	0.32	0.42
18	0.72	0	0.0091	0.27	0	0	0	0.32	0.42
19	0	0	0	0	0.0017	1	5	0.11	0.047
20	0.99	0	0	0.0052	0	0	0	0.32	0.42
21	0.87	0	0.01	0.12	0	0	0	0.32	0.42
22	0.61	0.00013	0.00049	0.39	0	0	0	0.32	0.42
23	0.86	0.14	0	1.1e-05	0	0	0	0.32	0.42
24	0.048	0.95	0	2.8e-06	0	0	1	0.32	0.28
25	0.00011	0	0.0045	1	0	0	3	0.36	0.54
26	0	0	0	0	0	1	5	0.11	0.047
27	0.93	0.00076	1e-05	0.065	0	0	0	0.32	0.42
28	0.93	0	0.042	0.024	0	0	0	0.32	0.42
29	0.0061	0	0.00013	0.99	0	0	3	0.36	0.54
30	0.83	0.15	0.00038	0.014	0	0	0	0.32	0.42
31	0	0	0	0	1	8.4e-05	4	0.036	0.093
32	0.75	0.00026	0.0021	0.25	0	0	0	0.32	0.42
33	0.71	0	0.15	0.14	0	0	0	0.32	0.42
34	0.97	0	0.022	0.0032	0	0	0	0.32	0.42
35	0.78	0.21	3.2e-06	0.0026	0	0	0	0.32	0.42
36	0.011	0	0.0034	0.99	0	0	3	0.36	0.54
37	0.18	0	0.0094	0.81	0	0	3	0.36	0.54
38	0.13	0	0.05	0.82	0	0	3	0.36	0.54
39	1	0	2.1e-05	6.6e-06	0	0	0	0.32	0.42
40	0.36	0	0.35	0.3	0	0	0	0.32	0.42
41	0.048	0.95	0	0	0	0	1	0.32	0.28
42	0	0	0	0	1	0.00068	4	0.036	0.093
43	0.99	0	0	0.011	0	0	0	0.32	0.42
44	0.78	0	0.0016	0.22	0	0	0	0.32	0.42
45	0.38	0.62	0	8.2e-05	0	0	1	0.32	0.28
46	0.85	0.14	1.7e-05	0.0066	0	0	0	0.32	0.42
47	0.85	0.1	0.00032	0.045	0	0	0	0.32	0.42
48	1	0.00088	0	0	0	0	0	0.32	0.42
49	1	0	0.003	0.002	0	0	0	0.32	0.42
50	1	0	0.0018	0.003	0	0	0	0.32	0.42
51	0.95	0	0.0034	0.051	0	0	0	0.32	0.42
52	0.26	0	0.018	0.73	0	0	3	0.36	0.54
53	0.28	2.8e-06	0.047	0.67	0	0	3	0.36	0.54
54	0.13	0.87	0	2.4e-06	0	0	1	0.32	0.28
55	0.88	0	0.0036	0.12	0	0	0	0.32	0.42
56	0.51	0.49	0	4.9e-05	0	0	0	0.32	0.42
57	0	0	0	0	1	0	4	0.036	0.093
58	0.27	0	0.00062	0.73	0	0	3	0.36	0.54
59	0	0	0	0	0.00012	1	5	0.11	0.047
60	0	0	0	0	1	0.00023	4	0.036	0.093
61	0.02	0.98	1.7e-05	0	0	0	1	0.32	0.28
62	0.96	0.035	0	0.0074	0	0	0	0.32	0.42
63	0.92	0.072	1.2e-06	0.0038	0	0	0	0.32	0.42
64	0.75	0.25	0.0048	0.0022	0	0	0	0.32	0.42
65	0	0	0	0	0.0039	1	5	0.11	0.047
66	0.77	0.23	0	3.3e-05	0	0	0	0.32	0.42
67	0.77	0.00045	0.00026	0.23	0	0	0	0.32	0.42
68	0.22	0	5.5e-05	0.78	0	0	3	0.36	0.54
69	0.082	0.92	0	0	0	0	1	0.32	0.28
70	0.97	0.019	0	0.011	0	0	0	0.32	0.42
71	0.99	0.0017	0	0.0034	0	0	0	0.32	0.42
72	0.58	0	0.021	0.4	0	0	0	0.32	0.42
73	1	0.00023	0	3.3e-05	0	0	0	0.32	0.42
74	0.43	0.57	2e-05	0.0032	0	0	1	0.32	0.28
75	0.99	0.011	0	0	0	0	0	0.32	0.42
76	0.77	0.0095	0.0087	0.21	0	0	0	0.32	0.42
77	0.76	0.24	8.5e-06	0.0064	0	0	0	0.32	0.42
78	0.58	0	0.051	0.37	0	0	0	0.32	0.42
79	0.98	0	7.5e-06	0.025	0	0	0	0.32	0.42
80	0.00026	0	1	9.3e-06	0	0	2	0.52	0.58
81	0.73	0	0.0082	0.27	0	0	0	0.32	0.42
82	0.39	0.61	0	0.00053	0	0	1	0.32	0.28
83	0.82	0	0.079	0.098	0	0	0	0.32	0.42
84	0.039	0	0.41	0.56	0	0	3	0.36	0.54
