SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1
0	0	0	0.97	0.025	0	0	0	0	2	0.28	0.28
1	0.98	0	0	0.016	0	0.00082	0	0	0	0.4	0.58
2	0	0	0.98	0.022	0	5.6e-06	0	7.3e-06	2	0.28	0.28
3	0.00016	0	0	0.012	0	0.99	0	0	5	0.23	0.52
4	0.0052	0	0.15	0.84	0	0.00089	0	0	3	0.32	0.42
5	0.013	0	0.098	0.88	0	0.012	0	0	3	0.32	0.42
6	0.0059	0	1.8e-05	0.99	0	0.0005	0	0	3	0.32	0.42
7	0.04	0	0	0.96	0	0	0	0	3	0.32	0.42
8	0	0	1	1.4e-05	0	0	0	0	2	0.28	0.28
9	0.066	0	0	0.93	0	0	0	0	3	0.32	0.42
10	0.091	0	0	0.91	0	0	0	0	3	0.32	0.42
11	0	0	0	0	1	0	0	1.6e-05	4	0.036	0.047
12	0	0	0.96	0.041	0	0	0	0	2	0.28	0.28
13	0.11	0	0	0.89	0	0	0	0	3	0.32	0.42
14	0.018	0	0	0.98	0	0	0	0	3	0.32	0.42
15	0.42	0	0	0.58	0	0	0	0	3	0.32	0.42
16	0.0087	0	0.0021	0.97	0	0.021	0	0	3	0.32	0.42
17	0.037	0	0.00054	0.94	0	0.025	0	0	3	0.32	0.42
18	0.19	0	0	0.81	0	2.7e-06	0	0	3	0.32	0.42
19	0	0	0	0	0.0037	0	1	8.2e-05	6	0.14	0
20	0.00021	0	0	1	0	0	0	0	3	0.32	0.42
21	0.076	0	0	0.92	0	0	0	0	3	0.32	0.42
22	0.19	0	0.00018	0.79	0	0.019	0	0	3	0.32	0.42
23	0	0	0.096	0.9	0	0	0	0	3	0.32	0.42
24	0	0	0.85	0.15	0	0	0	0	2	0.28	0.28
25	1	0	0	4.2e-05	0	0.00015	0	0	0	0.4	0.58
26	0	0	0	0	0	0	1	0	6	0.14	0
27	0.011	0	0.00055	0.99	0	0.0014	0	0	3	0.32	0.42
