SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
0	1	0	0	0	0	0	0	0	0	0.2	0.53	0.47	0.29	0.2
1	0	0	0	0	1	0	0	0	4	0.022	0.26	0.25	0.13	0.12
2	0.42	0	0.0077	0.045	0.017	0.045	0.46	0	6	0	0.26	0.25	0.13	0.12
3	0.6	0	0.038	0.035	0.037	0.035	0.26	0	0	0.2	0.53	0.47	0.29	0.2
4	0	0	0	0	0	0	0	1	7	0.2	0.029	0.056	0.029	0.027
5	1	0	0.0019	0	0	0	0	0	0	0.2	0.53	0.47	0.29	0.2
6	0	0	0	0.13	0.013	0.13	0.72	0	6	0	0.26	0.25	0.13	0.12
7	1	0	7.7e-05	0	0	0	0	0	0	0.2	0.53	0.47	0.29	0.2
8	0	0	0	0	0	0	0	1	7	0.2	0.029	0.056	0.029	0.027
9	1	0	7.7e-06	0	0	0	0	0	0	0.2	0.53	0.47	0.29	0.2
10	4.1e-06	0	0	0	1	0	0	0	4	0.022	0.26	0.25	0.13	0.12
11	0	0	0	0	1	0	0	0	4	0.022	0.26	0.25	0.13	0.12
12	0	0	0	0.0075	0.06	0.0075	0.92	0	6	0	0.26	0.25	0.13	0.12
13	0.87	0	0.13	0	0	0	0	0	0	0.2	0.53	0.47	0.29	0.2
14	0	0	0	0.48	0.00028	0.48	0.048	0	3	0	0.47	0.42	0.21	0.2
15	0	0	0	0.34	0.017	0.34	0.3	0	3	0	0.47	0.42	0.21	0.2
16	0	0	0	0.018	0.00013	0.018	0.96	0	6	0	0.26	0.25	0.13	0.12
17	0	1	0	0	0	0	0	0	1	0.13	0	0	0	0
18	0	0	0	0.0051	0.035	0.0051	0.96	0	6	0	0.26	0.25	0.13	0.12
19	0	1	0	0	0	0	0	0	1	0.13	0	0	0	0
20	0	0	0	0	0.00038	0	0.99	0.0099	6	0	0.26	0.25	0.13	0.12
21	0	0	0	0	0.063	0	0.94	0	6	0	0.26	0.25	0.13	0.12
22	1	0	3e-05	0	0	0	0	0	0	0.2	0.53	0.47	0.29	0.2
23	0.87	0	0.13	0	0	0	0	0	0	0.2	0.53	0.47	0.29	0.2
24	0	1	0	0	0	0	0	0	1	0.13	0	0	0	0
25	3.1e-06	0	8.3e-06	0.042	0.12	0.042	0.79	0	6	0	0.26	0.25	0.13	0.12
26	0	0	0	0	0	0	0	1	7	0.2	0.029	0.056	0.029	0.027
27	0.22	0	0.78	0	0	0	0	0	2	0.2	0.31	0.31	0.21	0.2
28	0	0	0	0	0.0021	0	1	0	6	0	0.26	0.25	0.13	0.12
29	1	0	0.00011	0	0	0	0	0	0	0.2	0.53	0.47	0.29	0.2
30	0	1	0	0	0	0	0	0.00059	1	0.13	0	0	0	0
31	1	0	9e-06	0	0	0	0	0	0	0.2	0.53	0.47	0.29	0.2
32	0	0	0	0	0.012	0	0.82	0.16	6	0	0.26	0.25	0.13	0.12
33	0	0	0	0.29	0.034	0.29	0.39	0	6	0	0.26	0.25	0.13	0.12
34	0	0	0	0	0.0043	0	1	0.00025	6	0	0.26	0.25	0.13	0.12
35	0	0	0	0	0	0	2.1e-06	1	7	0.2	0.029	0.056	0.029	0.027
36	1	0	1.9e-05	0	0	0	0	0	0	0.2	0.53	0.47	0.29	0.2
37	0.99	0	0.014	0	0	0	0	0	0	0.2	0.53	0.47	0.29	0.2
38	1	0	0	0	0	0	0	0	0	0.2	0.53	0.47	0.29	0.2
39	0	0	0	0	0.00099	0	1	0	6	0	0.26	0.25	0.13	0.12
40	0	1	0	0	0	0	0	0	1	0.13	0	0	0	0
41	0	1	0	0	0	0	0	0	1	0.13	0	0	0	0
42	0	0	0	0	1	0	0	0	4	0.022	0.26	0.25	0.13	0.12
43	0	1	0	0	0	0	0	0	1	0.13	0	0	0	0
44	0	1	0	0	0	0	0	0.00059	1	0.13	0	0	0	0
45	0	1	0	0	0	0	0	0	1	0.13	0	0	0	0
46	0	0	0	0	1	0	0	0	4	0.022	0.26	0.25	0.13	0.12
47	0	0	0	0	1	0	0	0	4	0.022	0.26	0.25	0.13	0.12
48	0	0	0	0	0	0	0	1	7	0.2	0.029	0.056	0.029	0.027
49	1	0	0.00037	0	0	0	0	0	0	0.2	0.53	0.47	0.29	0.2
50	0	0	1	0	0	0	0	0	2	0.2	0.31	0.31	0.21	0.2
51	0.007	0	0.99	0	0	0	0	0	2	0.2	0.31	0.31	0.21	0.2
52	0	0	0	0	0.02	0	0.98	0	6	0	0.26	0.25	0.13	0.12
53	0	0	0	0	0	0	0	1	7	0.2	0.029	0.056	0.029	0.027
54	0.64	0	0.36	0	0	0	0	0	0	0.2	0.53	0.47	0.29	0.2
55	0	0	7.2e-05	0	0.025	0	0.98	0	6	0	0.26	0.25	0.13	0.12
56	1	0	8.6e-06	0	0	0	0	0	0	0.2	0.53	0.47	0.29	0.2
57	0	0	0	0.18	0.021	0.18	0.62	0	6	0	0.26	0.25	0.13	0.12
58	0	0	0	0.48	3.8e-05	0.48	0.047	0	3	0	0.47	0.42	0.21	0.2
59	0	1	0	0	0	0	0	0	1	0.13	0	0	0	0
60	0	0	0	0	0	0	0	1	7	0.2	0.029	0.056	0.029	0.027
61	0	0	0	0	1	0	0	0	4	0.022	0.26	0.25	0.13	0.12
62	0	1	0	0	0	0	0	0	1	0.13	0	0	0	0
63	0	0	0	0	1	0	0	0	4	0.022	0.26	0.25	0.13	0.12
64	0	0	0	0.13	2.3e-05	0.13	0.73	0	6	0	0.26	0.25	0.13	0.12
65	0	0	0	0	0.00012	0	1	0	6	0	0.26	0.25	0.13	0.12
66	1	0	1.4e-05	0	0	0	0	0	0	0.2	0.53	0.47	0.29	0.2
67	0	0	0	0	1	0	0	0	4	0.022	0.26	0.25	0.13	0.12
68	0	0	0	0.28	0.0042	0.28	0.43	0	6	0	0.26	0.25	0.13	0.12
69	0.66	0	0.34	0	1.1e-05	0	0	0	0	0.2	0.53	0.47	0.29	0.2
70	0	0	0	0	0	0	0	1	7	0.2	0.029	0.056	0.029	0.027
71	1	0	0	0	0	0	0	0	0	0.2	0.53	0.47	0.29	0.2
72	0	0	0	0	0	0	0	1	7	0.2	0.029	0.056	0.029	0.027
73	0	0	0	0.13	0.069	0.13	0.68	0	6	0	0.26	0.25	0.13	0.12
74	1.2e-05	0	2.9e-05	0.03	0.12	0.03	0.82	0	6	0	0.26	0.25	0.13	0.12
75	0	0	0	0	1	0	0	0	4	0.022	0.26	0.25	0.13	0.12
76	0.9	0	0.1	0	8.8e-05	0	0	0	0	0.2	0.53	0.47	0.29	0.2
77	0	0	0	0	0.0029	0	0.18	0.82	7	0.2	0.029	0.056	0.029	0.027
78	1	0	0	0	0	0	0	0	0	0.2	0.53	0.47	0.29	0.2
79	0	1	0	0	0	0	0	0	1	0.13	0	0	0	0
80	0	0	0	0.021	0.087	0.021	0.87	0	6	0	0.26	0.25	0.13	0.12
81	0	0	0	0	1	0	0	0	4	0.022	0.26	0.25	0.13	0.12
82	0	0	0	0.0093	0.014	0.0093	0.97	0	6	0	0.26	0.25	0.13	0.12
83	0	0	0	0	0.0002	0	1	0	6	0	0.26	0.25	0.13	0.12
84	0	0	0	0	0	0	0	1	7	0.2	0.029	0.056	0.029	0.027
85	0	0	0	0	1	0	0	0	4	0.022	0.26	0.25	0.13	0.12
86	0	0.99	0	0	0	0	0	0.013	1	0.13	0	0	0	0
87	0	0	0	0.47	0.001	0.47	0.059	0	3	0	0.47	0.42	0.21	0.2
88	0	0	0	0	0.0093	0	0.99	0	6	0	0.26	0.25	0.13	0.12
89	0	0	0	0	0.015	0	0.99	0	6	0	0.26	0.25	0.13	0.12
90	0	0	0	0.018	0.05	0.018	0.91	0	6	0	0.26	0.25	0.13	0.12
91	0	0	0	0.0039	0.024	0.0039	0.97	0	6	0	0.26	0.25	0.13	0.12
92	0.11	0	0.89	0	0	0	0	0	2	0.2	0.31	0.31	0.21	0.2
93	0	0	0	0	0.00023	0	1	5.5e-05	6	0	0.26	0.25	0.13	0.12
94	0	0	0	0	0.009	0	0.99	0.0044	6	0	0.26	0.25	0.13	0.12
95	0.96	0	0.044	0	0	0	0	0	0	0.2	0.53	0.47	0.29	0.2
96	0	0	0	0	0.0028	0	1	1.2e-05	6	0	0.26	0.25	0.13	0.12
97	0	0	0	0	0	0	0	1	7	0.2	0.029	0.056	0.029	0.027
98	0	0	0	0.19	0.012	0.19	0.6	0	6	0	0.26	0.25	0.13	0.12
99	1	0	0.00014	0	0	0	0	0	0	0.2	0.53	0.47	0.29	0.2
100	0	0	0	0	0	0	0	1	7	0.2	0.029	0.056	0.029	0.027
101	0	0	0	0.13	0.0044	0.13	0.73	0	6	0	0.26	0.25	0.13	0.12
102	1	0	6.1e-06	0	0	0	0	0	0	0.2	0.53	0.47	0.29	0.2
103	0	0	0	0.0035	0.00016	0.0035	0.99	0	6	0	0.26	0.25	0.13	0.12
104	0	0	0	0	0.0056	0	0.99	0	6	0	0.26	0.25	0.13	0.12
105	0	0	0	0	1	0	0	0	4	0.022	0.26	0.25	0.13	0.12
106	0.98	0	0.02	0	0	0	0	0	0	0.2	0.53	0.47	0.29	0.2
107	0	0	0	0	0	0	0	1	7	0.2	0.029	0.056	0.029	0.027
108	0	0	0	0	0.098	0	0.9	0	6	0	0.26	0.25	0.13	0.12
109	0	0	0	0	0.036	0	0.96	0	6	0	0.26	0.25	0.13	0.12
110	0	1	0	0	0	0	0	0	1	0.13	0	0	0	0
111	0.15	0	0.85	0	0	0	0	0	2	0.2	0.31	0.31	0.21	0.2
112	0	0	0	0.45	0.003	0.45	0.1	0	3	0	0.47	0.42	0.21	0.2
113	0	1	0	0	8e-06	0	0	0	1	0.13	0	0	0	0
114	0	0	0	0	0.003	0	1	0	6	0	0.26	0.25	0.13	0.12
115	0	0	0	0	0.0029	0	0.97	0.026	6	0	0.26	0.25	0.13	0.12
116	0	0	0	0.012	0.035	0.012	0.94	0	6	0	0.26	0.25	0.13	0.12
117	0	0	0	0	0.0091	0	0.95	0.041	6	0	0.26	0.25	0.13	0.12
118	0	0	0	0	1	0	0	0	4	0.022	0.26	0.25	0.13	0.12
119	0.97	0	0.027	0	0.00049	0	0	0	0	0.2	0.53	0.47	0.29	0.2
120	0.98	0	0.018	0	0	0	0	0	0	0.2	0.53	0.47	0.29	0.2
121	0	0	0	0.00014	0.0011	0.00014	1	0	6	0	0.26	0.25	0.13	0.12
122	0	0	0	0	0	0	0	1	7	0.2	0.029	0.056	0.029	0.027
123	0	1	0	0	0	0	0	0	1	0.13	0	0	0	0
124	0	0	0	0	0	0	0	1	7	0.2	0.029	0.056	0.029	0.027
125	0	0	0.74	0	0	0	0	0.26	2	0.2	0.31	0.31	0.21	0.2
126	0	1	0	0	7.7e-05	0	0	0	1	0.13	0	0	0	0
127	0	0	0	0	1	0	0	0	4	0.022	0.26	0.25	0.13	0.12
128	0	0	0	0	1	0	0	0	4	0.022	0.26	0.25	0.13	0.12
129	0	0.93	0	0	0.07	0	0	0	1	0.13	0	0	0	0
130	0.00086	0	0.0033	0.33	0.0013	0.33	0.33	0	6	0	0.26	0.25	0.13	0.12
131	0.011	0	0	0.43	1.2e-06	0.43	0.13	0	3	0	0.47	0.42	0.21	0.2
132	0	0	4.3e-05	0	0.054	0	0.94	0.0092	6	0	0.26	0.25	0.13	0.12
133	0	0	2.7e-06	0	0.0019	0	1	0	6	0	0.26	0.25	0.13	0.12
134	0	0	0	0	0	0	0	1	7	0.2	0.029	0.056	0.029	0.027
135	0	0	0	0	1	0	0	0	4	0.022	0.26	0.25	0.13	0.12
136	0	0	0	0	0	0	0	1	7	0.2	0.029	0.056	0.029	0.027
137	0.29	0	0.013	0.0056	0.0077	0.0056	0.68	0	6	0	0.26	0.25	0.13	0.12
138	0	0	0	0	1	0	0	0	4	0.022	0.26	0.25	0.13	0.12
139	0.028	0	0	0.017	3.6e-06	0.017	0.94	0	6	0	0.26	0.25	0.13	0.12
140	0	0	0	0	0	0	0	1	7	0.2	0.029	0.056	0.029	0.027
141	0	1	0	0	0	0	0	0	1	0.13	0	0	0	0
142	1	0	0	0	0	0	0	0	0	0.2	0.53	0.47	0.29	0.2
143	0	1	0	0	0	0	0	0	1	0.13	0	0	0	0
144	0	0	0	0	0	0	0	1	7	0.2	0.029	0.056	0.029	0.027
145	0	1	0	0	0	0	0	0	1	0.13	0	0	0	0
146	0.2	0	0.16	0.012	0.043	0.012	0.57	0	6	0	0.26	0.25	0.13	0.12
147	0.22	0	1.7e-05	0.31	0.002	0.31	0.16	0	3	0	0.47	0.42	0.21	0.2
148	0	1	0	0	0	0	0	0	1	0.13	0	0	0	0
149	0	0	0	0	0.0013	0	1	0	6	0	0.26	0.25	0.13	0.12
150	0	0	0	0	1	0	0	0	4	0.022	0.26	0.25	0.13	0.12
151	0	0	0	0	0.037	0	0.92	0.046	6	0	0.26	0.25	0.13	0.12
152	0	0	0	0	1	0	0	0	4	0.022	0.26	0.25	0.13	0.12
153	0	1	0	0	0	0	0	0	1	0.13	0	0	0	0
154	0	0	0	0	0.0004	0	0	1	7	0.2	0.029	0.056	0.029	0.027
155	0	0	0	0	0.00086	0	1	0	6	0	0.26	0.25	0.13	0.12
156	1	0	0	0	0	0	0	0	0	0.2	0.53	0.47	0.29	0.2
157	0	0	0	0	0	0	0	1	7	0.2	0.029	0.056	0.029	0.027
158	0	0	0	0	0	0	0	1	7	0.2	0.029	0.056	0.029	0.027
159	0	0	0.00025	0	0	0	0	1	7	0.2	0.029	0.056	0.029	0.027
160	0.027	0	0	0.18	0	0.18	0.62	0	6	0	0.26	0.25	0.13	0.12
161	0	0	0	0	0	0	0	1	7	0.2	0.029	0.056	0.029	0.027
162	0	1	0	0	0	0	0	0	1	0.13	0	0	0	0
163	0	0	0	0.5	0	0.5	0	0	3	0	0.47	0.42	0.21	0.2
164	0	0.008	0	0	0.99	0	0	0	4	0.022	0.26	0.25	0.13	0.12
165	0	1	0	0	0	0	0	0	1	0.13	0	0	0	0
166	0	0	1	0	0	0	0	0	2	0.2	0.31	0.31	0.21	0.2
167	1	0	4.8e-05	0	0	0	0	0	0	0.2	0.53	0.47	0.29	0.2
168	0	0	0	0	1	0	0	0	4	0.022	0.26	0.25	0.13	0.12
169	0	0	0	0	0	0	0	1	7	0.2	0.029	0.056	0.029	0.027
170	0	0	0.07	0.0002	0.02	0.0002	0.91	0	6	0	0.26	0.25	0.13	0.12
