SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0	dcf1
0	0	0.13	0	0	0	0.13	0.13	1.5e-05	0	0.005	0	0	0.25	0.005	0	0	0.005	0	0.36	18	0.083	0.014
1	9.5e-05	0.04	0	0	0.13	0.04	0.04	4.1e-05	0	0.014	0.53	0	0.072	0.014	0	0	0.014	0	0.1	10	0.067	0
2	0.13	2.2e-06	0.33	0	0	2.2e-06	2.2e-06	0.00032	4e-06	0.00088	0	0	0	0.00088	0.53	0	0.00088	0.0079	0	14	0	0.072
3	0.026	0	0	0.96	0	0	0	0	0	0	0	0	0	0	0	0.0096	0	0	0	3	0.23	0.21
4	0	0.24	0	0	0	0.24	0.24	0	0	0	0	0	0.12	0	0	0	0	0	0.17	1	0.067	0.014
5	0	0.25	0	0	0	0.25	0.25	0	0	0	0	0	0.1	0	0	0	0	0	0.15	1	0.067	0.014
6	0	0.00011	0	0	0	0.00011	0.00011	0	0	0	1	0	0.00018	0	0	0	0	0	0.00026	10	0.067	0
7	0	0.024	0	0	0.0019	0.024	0.024	0	0	7.2e-05	0.87	0	0.024	7.2e-05	0	0	7.2e-05	0	0.034	10	0.067	0
8	0	0.19	0	0	0	0.19	0.19	0	0	0.00012	0	0	0.18	0.00012	0	0	0.00012	0	0.25	18	0.083	0.014
9	0	0.11	0	0	0	0.11	0.11	0	0	0.0016	0	0	0.27	0.0016	0	0	0.0016	0	0.38	18	0.083	0.014
10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.6e-06	0	0	0	0	0.15	0.13
11	0	0.25	0	0	0	0.25	0.25	0	0	0	0	0	0.1	0	0	0	0	0	0.15	1	0.067	0.014
12	0	0.013	0	0	0.0018	0.013	0.013	0	0	3.5e-05	0.92	0	0.015	3.5e-05	0	0	3.5e-05	0	0.021	10	0.067	0
13	0	0.0048	0	0	0.011	0.0048	0.0048	0	0	7.7e-05	0.94	0	0.016	7.7e-05	0	0	7.7e-05	0	0.023	10	0.067	0
14	0.1	0	0	0.9	0	0	0	0	0	0	0	3.6e-06	0	0	0	3.1e-05	0	0	0	3	0.23	0.21
15	0	0.18	0	0	0	0.18	0.18	0	0	7.4e-05	0	0	0.2	7.4e-05	0	0	7.4e-05	0	0.28	18	0.083	0.014
16	0	0.26	0	0	0	0.26	0.26	0	0	0	0	0	0.088	0	0	0	0	0	0.13	1	0.067	0.014
17	0	0.01	0	0	0	0.01	0.01	0	0	0.081	0	0	0.3	0.081	0	0	0.081	0	0.43	18	0.083	0.014
18	0	0.26	0	0	0	0.26	0.26	0	0	0	0	0	0.096	0	0	0	0	0	0.14	1	0.067	0.014
19	0	2.2e-06	0	0	0	2.2e-06	2.2e-06	0.042	0	0	0	0	0	0	0	0	0	0.96	0	17	0.017	0.13
20	0.66	0	0	0.3	0	0	0	0	0	0	0	0.00059	0	0	0	0.038	0	0	0	0	0.15	0.13
21	0	0.23	0	0	0	0.23	0.23	3.4e-06	0	0	0	0	0.13	0	0	0	0	0	0.19	1	0.067	0.014
22	0	0.2	0	0	0	0.2	0.2	0	0	0	0	0	0.16	0	0	0	0	0	0.23	18	0.083	0.014
23	0.02	0	0	0.98	0	0	0	0	0	0	0	0	0	0	0	0.0014	0	0	0	3	0.23	0.21
24	0	0.033	0	0	0.019	0.033	0.033	0	0	0.00098	0.68	0	0.081	0.00098	0	0	0.00098	0	0.12	10	0.067	0
25	0	0	0	0	0	0	0	0.0062	0	0	0	0	0	0	0	0	0	0.99	0	17	0.017	0.13
26	0	0.00015	0	0	0	0.00015	0.00015	0	0	0	1	0	5.5e-05	0	0	0	0	0	7.8e-05	10	0.067	0
27	0.0048	0	0.38	0	0	0	0	0	0	0	0	0	0	0	0.61	0	0	1.3e-05	0	14	0	0.072
28	0	0.099	0	0	0	0.099	0.099	0	0	0	0	0	0.29	0	0	0	0	0	0.41	18	0.083	0.014
29	0	0.2	0	0	0	0.2	0.2	0	0	0	0	0	0.17	0	0	0	0	0	0.24	18	0.083	0.014
30	0.00011	0.081	0	0	0	0.081	0.081	2.3e-05	0	0.047	0	0	0.25	0.047	0	0	0.047	0	0.36	18	0.083	0.014
31	0	0	0	0	0	0	0	3.5e-06	0	0	0	0	0	0	0	0	0	1	0	17	0.017	0.13
32	0.69	0	0	0.31	0	0	0	0	0	0	0	0.00042	0	0	0	0.0009	0	0	0	0	0.15	0.13
33	0	0.005	0	0	5e-06	0.005	0.005	0	0	0	0.98	0	0.0037	0	0	0	0	0	0.0052	10	0.067	0
34	0	0.055	0	0	0.00063	0.055	0.055	3.2e-06	0	5e-05	0.72	0	0.046	5e-05	0	0	5e-05	0	0.066	10	0.067	0
35	0	0.0086	0	0	0.037	0.0086	0.0086	0	0	0.00042	0.78	0	0.064	0.00042	0	0	0.00042	0	0.091	10	0.067	0
36	1	0	0	2.6e-05	0	0	0	0	0	0	0	8e-06	0	0	0	0.00042	0	0	0	0	0.15	0.13
37	0	0.0047	0	0	0	0.0047	0.0047	0	0	0.13	0	0	0.24	0.13	0	0	0.13	0	0.34	18	0.083	0.014
38	0	0.24	0	0	0	0.24	0.24	0	0	0	0	0	0.12	0	0	0	0	0	0.17	1	0.067	0.014
39	0	0.11	0	0	0	0.11	0.11	0	0	0.0043	0	0	0.27	0.0043	0	0	0.0043	0	0.38	18	0.083	0.014
40	0.08	0	0	0.39	0	0	0	0	0	0	0	0.087	0	0	0	0.45	0	0	0	15	0.23	0.13
41	0	0.026	0	0	0.0037	0.026	0.026	0	0	0.00016	0.85	0	0.029	0.00016	0	0	0.00016	0	0.042	10	0.067	0
42	0.57	0	0	0.34	0	0	0	0	0	0	0	0.027	0	0	0	0.056	0	0	0	0	0.15	0.13
43	0	0.25	0	0	0	0.25	0.25	0	0	0	0	0	0.097	0	0	0	0	0	0.14	1	0.067	0.014
44	0	0.28	0	0	0	0.28	0.28	0	0	0	0	0	0.061	0	0	0	0	0	0.088	1	0.067	0.014
45	0	0.16	0	0	0	0.16	0.16	0	0	0.0005	0	0	0.21	0.0005	0	0	0.0005	0	0.3	18	0.083	0.014
46	5.6e-06	0.18	0	0	0	0.18	0.18	0.0026	0	0.00049	0	0	0.19	0.00049	0	0	0.00049	0	0.27	18	0.083	0.014
47	0.003	0.005	0	5.5e-06	0.62	0.005	0.005	3.3e-06	0	0.081	0.056	0	0.026	0.081	0	0.0001	0.081	0	0.037	4	0.15	0
48	0	0.0037	0	0	0.61	0.0037	0.0037	0	0	0.012	0.27	0	0.033	0.012	0	0	0.012	0	0.047	4	0.15	0
49	0	0.0072	0	0	0.00045	0.0072	0.0072	0	0	4.7e-06	0.96	0	0.0082	4.7e-06	0	0	4.7e-06	0	0.012	10	0.067	0
50	0.00019	0.15	0	0	0	0.15	0.15	0.00091	0	0.0053	0	0	0.22	0.0053	0	0	0.0053	0	0.32	18	0.083	0.014
51	0	0.17	0	0	0	0.17	0.17	0	0	0.00049	0	0	0.2	0.00049	0	0	0.00049	0	0.29	18	0.083	0.014
52	0.45	0	0	0	0	0	0	0.53	0	0	0	0	0	0	0	0	0	0.016	0	7	0.05	0.087
53	0	0.0076	0	0	0.00071	0.0076	0.0076	0	0	8e-06	0.95	0	0.012	8e-06	0	0	8e-06	0	0.017	10	0.067	0
54	0	0.27	0	0	0	0.27	0.27	0	0	0	0	0	0.078	0	0	0	0	0	0.11	1	0.067	0.014
55	1	0	0	0.00028	0	0	0	0	0	0	0	0	0	0	0	2.7e-06	0	0	0	0	0.15	0.13
56	0	0.013	0	0	5.8e-05	0.013	0.013	0	0	0	0.94	0	0.0088	0	0	0	0	0	0.013	10	0.067	0
57	0	0.22	0	0	0	0.22	0.22	0	0	0	0	0	0.13	0	0	0	0	0	0.19	1	0.067	0.014
58	0.67	0	0	0.29	0	0	0	0	0	0	0	0.025	0	0	0	0.019	0	0	0	0	0.15	0.13
59	0.0067	0	0	0.99	0	0	0	0	0	0	0	0	0	0	0	0.00017	0	0	0	3	0.23	0.21
60	0.96	0	0	0.037	0	0	0	0	0	0	0	0.0001	0	0	0	0.0021	0	0	0	0	0.15	0.13
61	0.97	0	0	0.0099	0	0	0	0	0	0	0	2.8e-06	0	0	0	0.02	0	0	0	0	0.15	0.13
62	0	0.059	0	0	0	0.059	0.059	0	0	0	0	0	0.34	0	0	0	0	0	0.48	18	0.083	0.014
63	1.3e-05	0	0	0	0	0	0	0.041	0	0	0	0	0	0	0	0	0	0.96	0	17	0.017	0.13
64	0.84	0	0	0.034	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0.15	0.13
65	0.0094	0	0.38	0	0	0	0	0	0	0	0	0	0	0	0.61	0	0	9.7e-06	0	14	0	0.072
66	0	0.03	0	0	0.047	0.03	0.03	1.1e-06	0	0.0027	0.73	0	0.054	0.0027	0	0	0.0027	0	0.077	10	0.067	0
67	0	0.015	0	0	0.0059	0.015	0.015	0	0	0.00014	0.89	0	0.026	0.00014	0	0	0.00014	0	0.037	10	0.067	0
68	0.029	0	0	0.97	0	0	0	0	0	0	0	1.9e-06	0	0	0	0.00088	0	0	0	3	0.23	0.21
69	0	0.078	0	0	0	0.078	0.078	0	0	0.0098	0	0	0.3	0.0098	0	0	0.0098	0	0.43	18	0.083	0.014
70	0	0.25	0	0	0	0.25	0.25	0	0	0	0	0	0.11	0	0	0	0	0	0.16	1	0.067	0.014
71	0.23	0	0	0.74	0	0	0	0	0	0	0	0.0021	0	0	0	0.027	0	0	0	3	0.23	0.21
72	0.75	0	0	0.25	0	0	0	0	0	0	0	9.4e-05	0	0	0	0.00019	0	0	0	0	0.15	0.13
