SNV	cluster0	cluster1	cluster	dcf0	dcf1
0	1	0	0	0.067	0.014
1	1	0.00052	0	0.067	0.014
2	8e-05	1	1	0.15	0.13
3	0	1	1	0.15	0.13
4	1	0	0	0.067	0.014
5	1	0	0	0.067	0.014
6	1	0	0	0.067	0.014
7	1	0	0	0.067	0.014
8	1	0	0	0.067	0.014
9	1	0	0	0.067	0.014
10	0	1	1	0.15	0.13
11	1	0	0	0.067	0.014
12	1	0	0	0.067	0.014
13	1	0	0	0.067	0.014
14	0	1	1	0.15	0.13
15	1	0	0	0.067	0.014
16	1	0	0	0.067	0.014
17	1	0	0	0.067	0.014
18	1	0	0	0.067	0.014
19	1	0.00015	0	0.067	0.014
20	0	1	1	0.15	0.13
21	1	0	0	0.067	0.014
22	1	0	0	0.067	0.014
23	0	1	1	0.15	0.13
24	1	0	0	0.067	0.014
25	2.2e-05	1	1	0.15	0.13
26	1	0	0	0.067	0.014
27	0	1	1	0.15	0.13
28	1	0	0	0.067	0.014
29	1	0	0	0.067	0.014
30	1	0.00029	0	0.067	0.014
31	0	1	1	0.15	0.13
32	0	1	1	0.15	0.13
33	1	0	0	0.067	0.014
34	1	0	0	0.067	0.014
35	1	0	0	0.067	0.014
36	0	1	1	0.15	0.13
37	1	0	0	0.067	0.014
38	1	0	0	0.067	0.014
39	1	0	0	0.067	0.014
40	0	1	1	0.15	0.13
41	1	0	0	0.067	0.014
42	0	1	1	0.15	0.13
43	1	0	0	0.067	0.014
44	1	0	0	0.067	0.014
45	1	0	0	0.067	0.014
46	1	6.6e-06	0	0.067	0.014
47	0.89	0.11	0	0.067	0.014
48	1	0	0	0.067	0.014
49	1	0	0	0.067	0.014
50	1	0.00029	0	0.067	0.014
51	1	0	0	0.067	0.014
52	0	1	1	0.15	0.13
53	1	0	0	0.067	0.014
54	1	0	0	0.067	0.014
55	0	1	1	0.15	0.13
56	1	0	0	0.067	0.014
57	1	0	0	0.067	0.014
58	0	1	1	0.15	0.13
59	0	1	1	0.15	0.13
60	0	1	1	0.15	0.13
61	0	1	1	0.15	0.13
62	1	0	0	0.067	0.014
63	0	1	1	0.15	0.13
64	0	1	1	0.15	0.13
65	0	1	1	0.15	0.13
66	1	0	0	0.067	0.014
67	1	0	0	0.067	0.014
68	0	1	1	0.15	0.13
69	1	0	0	0.067	0.014
70	1	0	0	0.067	0.014
71	0	1	1	0.15	0.13
72	0	1	1	0.15	0.13
73	1	0	0	0.067	0.014
74	1	9.6e-05	0	0.067	0.014
75	1	0	0	0.067	0.014
76	0	1	1	0.15	0.13
77	1	0	0	0.067	0.014
78	1	0	0	0.067	0.014
79	0	1	1	0.15	0.13
80	1	0	0	0.067	0.014
81	0	1	1	0.15	0.13
82	0	1	1	0.15	0.13
83	1	2.6e-05	0	0.067	0.014
84	1	0	0	0.067	0.014
85	1	0	0	0.067	0.014
86	0	1	1	0.15	0.13
87	0	1	1	0.15	0.13
88	1	0	0	0.067	0.014
89	1	0	0	0.067	0.014
90	1	0	0	0.067	0.014
91	1	0.0014	0	0.067	0.014
92	1	0	0	0.067	0.014
93	1	0	0	0.067	0.014
94	1	0	0	0.067	0.014
95	1	0	0	0.067	0.014
96	0	1	1	0.15	0.13
97	1	0	0	0.067	0.014
98	0	1	1	0.15	0.13
99	0	1	1	0.15	0.13
100	1	0	0	0.067	0.014
101	1	0	0	0.067	0.014
102	1	2.2e-05	0	0.067	0.014
103	1	0	0	0.067	0.014
104	0	1	1	0.15	0.13
105	1	0	0	0.067	0.014
106	0	1	1	0.15	0.13
107	1	0	0	0.067	0.014
108	0	1	1	0.15	0.13
109	1	0	0	0.067	0.014
110	1	2.3e-05	0	0.067	0.014
111	1	0	0	0.067	0.014
112	1	0	0	0.067	0.014
113	0	1	1	0.15	0.13
114	0.99	0.0078	0	0.067	0.014
115	5.4e-06	1	1	0.15	0.13
116	0	1	1	0.15	0.13
117	1	0	0	0.067	0.014
118	1	0	0	0.067	0.014
119	1	0	0	0.067	0.014
120	1	0	0	0.067	0.014
121	0.95	0.047	0	0.067	0.014
122	0.95	0.048	0	0.067	0.014
123	1	2.6e-06	0	0.067	0.014
124	1.4e-05	1	1	0.15	0.13
125	1	0	0	0.067	0.014
126	1	0	0	0.067	0.014
127	0	1	1	0.15	0.13
128	1	0	0	0.067	0.014
129	1	0	0	0.067	0.014
130	0.99	0.0053	0	0.067	0.014
131	1	0	0	0.067	0.014
132	1	0	0	0.067	0.014
133	0	1	1	0.15	0.13
134	0.91	0.094	0	0.067	0.014
135	1	0.00024	0	0.067	0.014
136	1	0	0	0.067	0.014
137	1	0	0	0.067	0.014
138	0	1	1	0.15	0.13
139	1	0	0	0.067	0.014
140	1	0	0	0.067	0.014
141	1	0	0	0.067	0.014
142	1	0	0	0.067	0.014
143	1	0	0	0.067	0.014
144	0	1	1	0.15	0.13
145	1	4.5e-05	0	0.067	0.014
146	1	0	0	0.067	0.014
147	1	0	0	0.067	0.014
148	0	1	1	0.15	0.13
149	0.00016	1	1	0.15	0.13
150	0.97	0.031	0	0.067	0.014
151	0	1	1	0.15	0.13
152	0	1	1	0.15	0.13
153	0	1	1	0.15	0.13
154	1	0	0	0.067	0.014
155	0	1	1	0.15	0.13
156	1	0	0	0.067	0.014
157	1	0	0	0.067	0.014
158	1	0	0	0.067	0.014
159	1	0	0	0.067	0.014
160	1	0	0	0.067	0.014
161	1	0	0	0.067	0.014
162	1	6.2e-05	0	0.067	0.014
163	1	0	0	0.067	0.014
164	1	0	0	0.067	0.014
165	0	1	1	0.15	0.13
166	1	0	0	0.067	0.014
167	1	0	0	0.067	0.014
168	0.99	0.0066	0	0.067	0.014
169	1	0	0	0.067	0.014
170	1	0	0	0.067	0.014
171	0.99	0.0059	0	0.067	0.014
172	1	0	0	0.067	0.014
173	0	1	1	0.15	0.13
174	1	0	0	0.067	0.014
175	0	1	1	0.15	0.13
176	0	1	1	0.15	0.13
177	0.48	0.52	1	0.15	0.13
178	1	0	0	0.067	0.014
179	1	0	0	0.067	0.014
180	1	0	0	0.067	0.014
181	1	0	0	0.067	0.014
182	1	0	0	0.067	0.014
183	1	0	0	0.067	0.014
184	0.0039	1	1	0.15	0.13
185	1	0	0	0.067	0.014
186	0	1	1	0.15	0.13
187	1	0	0	0.067	0.014
188	1	0	0	0.067	0.014
189	1	0	0	0.067	0.014
190	0	1	1	0.15	0.13
191	0	1	1	0.15	0.13
192	1	1.1e-05	0	0.067	0.014
193	1	0	0	0.067	0.014
194	1	0	0	0.067	0.014
195	1	0.0023	0	0.067	0.014
196	1	0	0	0.067	0.014
197	1	0	0	0.067	0.014
198	1	0	0	0.067	0.014
199	1	0	0	0.067	0.014
200	0	1	1	0.15	0.13
201	1	0	0	0.067	0.014
202	0	1	1	0.15	0.13
203	1	0	0	0.067	0.014
204	1	0	0	0.067	0.014
205	0	1	1	0.15	0.13
206	0	1	1	0.15	0.13
207	1	3.4e-06	0	0.067	0.014
208	1	0	0	0.067	0.014
209	1	0	0	0.067	0.014
210	1	0	0	0.067	0.014
211	1	0	0	0.067	0.014
212	0.0046	1	1	0.15	0.13
213	0	1	1	0.15	0.13
214	1	0	0	0.067	0.014
215	1	0	0	0.067	0.014
216	0	1	1	0.15	0.13
217	1	0	0	0.067	0.014
218	0.91	0.086	0	0.067	0.014
219	0	1	1	0.15	0.13
220	1	0.00049	0	0.067	0.014
221	0	1	1	0.15	0.13
222	1	2.5e-06	0	0.067	0.014
223	1	0	0	0.067	0.014
224	1	0	0	0.067	0.014
225	0	1	1	0.15	0.13
226	0	1	1	0.15	0.13
227	1	0	0	0.067	0.014
228	0	1	1	0.15	0.13
229	1	0	0	0.067	0.014
230	0	1	1	0.15	0.13
231	0	1	1	0.15	0.13
232	0	1	1	0.15	0.13
233	1	0	0	0.067	0.014
234	1	0	0	0.067	0.014
235	1	0	0	0.067	0.014
236	0	1	1	0.15	0.13
237	1	0	0	0.067	0.014
238	1	0	0	0.067	0.014
239	1	0	0	0.067	0.014
240	1	0	0	0.067	0.014
241	1	0	0	0.067	0.014
242	0	1	1	0.15	0.13
243	0	1	1	0.15	0.13
244	0.00016	1	1	0.15	0.13
245	1	0	0	0.067	0.014
246	1	0	0	0.067	0.014
247	0	1	1	0.15	0.13
248	0	1	1	0.15	0.13
249	1	0.0019	0	0.067	0.014
250	1	0	0	0.067	0.014
251	1	0	0	0.067	0.014
252	0	1	1	0.15	0.13
253	1	0	0	0.067	0.014
254	1	0	0	0.067	0.014
255	1	0	0	0.067	0.014
256	1	0	0	0.067	0.014
257	1	0.0025	0	0.067	0.014
258	0	1	1	0.15	0.13
259	1	2.2e-05	0	0.067	0.014
260	1	0	0	0.067	0.014
261	0	1	1	0.15	0.13
262	0.00027	1	1	0.15	0.13
263	1	0	0	0.067	0.014
264	1	8.9e-06	0	0.067	0.014
265	1	0	0	0.067	0.014
266	1	0	0	0.067	0.014
267	1	0	0	0.067	0.014
268	0	1	1	0.15	0.13
269	0	1	1	0.15	0.13
270	0	1	1	0.15	0.13
271	1	0	0	0.067	0.014
272	1	0	0	0.067	0.014
273	1	0	0	0.067	0.014
274	1	4.3e-05	0	0.067	0.014
275	0	1	1	0.15	0.13
276	0	1	1	0.15	0.13
277	1	0	0	0.067	0.014
278	0	1	1	0.15	0.13
279	0	1	1	0.15	0.13
280	1	0	0	0.067	0.014
281	1	0	0	0.067	0.014
282	0	1	1	0.15	0.13
283	1	0	0	0.067	0.014
284	1	0	0	0.067	0.014
285	1	0	0	0.067	0.014
286	1	0	0	0.067	0.014
287	1	0	0	0.067	0.014
288	0	1	1	0.15	0.13
289	0	1	1	0.15	0.13
290	0	1	1	0.15	0.13
291	1.7e-05	1	1	0.15	0.13
292	1	5.4e-05	0	0.067	0.014
293	1	0	0	0.067	0.014
294	1	0	0	0.067	0.014
295	1	0	0	0.067	0.014
296	0	1	1	0.15	0.13
297	0.98	0.017	0	0.067	0.014
298	1	0	0	0.067	0.014
299	0	1	1	0.15	0.13
300	1	0	0	0.067	0.014
301	1	0	0	0.067	0.014
302	1	0	0	0.067	0.014
303	1	0	0	0.067	0.014
304	1	0	0	0.067	0.014
305	1	0	0	0.067	0.014
306	0	1	1	0.15	0.13
307	0	1	1	0.15	0.13
308	1	1.3e-05	0	0.067	0.014
309	1	0	0	0.067	0.014
310	0	1	1	0.15	0.13
311	1	0.0012	0	0.067	0.014
312	0	1	1	0.15	0.13
313	0	1	1	0.15	0.13
314	1	0	0	0.067	0.014
315	0	1	1	0.15	0.13
316	1	0	0	0.067	0.014
317	1	0	0	0.067	0.014
318	0.00062	1	1	0.15	0.13
319	0	1	1	0.15	0.13
320	0.99	0.008	0	0.067	0.014
321	1	0	0	0.067	0.014
322	0.0073	0.99	1	0.15	0.13
323	0	1	1	0.15	0.13
324	0	1	1	0.15	0.13
325	0.99	0.0059	0	0.067	0.014
326	0	1	1	0.15	0.13
327	0	1	1	0.15	0.13
328	0.0035	1	1	0.15	0.13
329	1	0	0	0.067	0.014
330	1	0	0	0.067	0.014
331	0	1	1	0.15	0.13
332	1	0	0	0.067	0.014
333	0.58	0.42	0	0.067	0.014
334	1	0.0016	0	0.067	0.014
335	0	1	1	0.15	0.13
336	0	1	1	0.15	0.13
337	0.91	0.09	0	0.067	0.014
338	0.46	0.54	1	0.15	0.13
339	1	0	0	0.067	0.014
340	0.92	0.081	0	0.067	0.014
341	1	0	0	0.067	0.014
342	0	1	1	0.15	0.13
343	3.5e-05	1	1	0.15	0.13
344	0	1	1	0.15	0.13
345	0	1	1	0.15	0.13
346	0	1	1	0.15	0.13
347	1	0	0	0.067	0.014
348	1	0	0	0.067	0.014
349	0	1	1	0.15	0.13
350	1	0	0	0.067	0.014
351	1	0	0	0.067	0.014
352	1	0	0	0.067	0.014
353	1	0	0	0.067	0.014
354	1	0.0012	0	0.067	0.014
355	0	1	1	0.15	0.13
356	0.00061	1	1	0.15	0.13
357	1	0	0	0.067	0.014
358	0	1	1	0.15	0.13
359	0	1	1	0.15	0.13
360	1	0	0	0.067	0.014
361	1	0	0	0.067	0.014
362	1	0	0	0.067	0.014
363	1	0	0	0.067	0.014
364	1	0	0	0.067	0.014
365	1	0	0	0.067	0.014
366	0	1	1	0.15	0.13
367	0.99	0.0059	0	0.067	0.014
368	1	0	0	0.067	0.014
369	1	0	0	0.067	0.014
370	1	1.1e-06	0	0.067	0.014
371	0	1	1	0.15	0.13
372	1	0	0	0.067	0.014
373	8.9e-06	1	1	0.15	0.13
374	0	1	1	0.15	0.13
375	1	0	0	0.067	0.014
376	1	0	0	0.067	0.014
377	1	0	0	0.067	0.014
378	0	1	1	0.15	0.13
379	1	0	0	0.067	0.014
380	0	1	1	0.15	0.13
381	1	0	0	0.067	0.014
382	1	0	0	0.067	0.014
383	0	1	1	0.15	0.13
384	0	1	1	0.15	0.13
385	1	0	0	0.067	0.014
386	1	0	0	0.067	0.014
387	1	0	0	0.067	0.014
388	0	1	1	0.15	0.13
389	1	0	0	0.067	0.014
390	1	0	0	0.067	0.014
391	1	0	0	0.067	0.014
392	1.7e-05	1	1	0.15	0.13
393	1	0	0	0.067	0.014
394	1	0	0	0.067	0.014
395	0.00017	1	1	0.15	0.13
396	1	0	0	0.067	0.014
397	0	1	1	0.15	0.13
398	1	0	0	0.067	0.014
399	0	1	1	0.15	0.13
400	1	0	0	0.067	0.014
401	1	0	0	0.067	0.014
402	0	1	1	0.15	0.13
403	0	1	1	0.15	0.13
404	0	1	1	0.15	0.13
405	1	0	0	0.067	0.014
406	0	1	1	0.15	0.13
407	1	0	0	0.067	0.014
408	1	0	0	0.067	0.014
409	1	0	0	0.067	0.014
410	0	1	1	0.15	0.13
411	1	0	0	0.067	0.014
412	0	1	1	0.15	0.13
413	0	1	1	0.15	0.13
414	1	0	0	0.067	0.014
415	1	0	0	0.067	0.014
416	0	1	1	0.15	0.13
417	1	0	0	0.067	0.014
418	1	0	0	0.067	0.014
419	1	0	0	0.067	0.014
420	0	1	1	0.15	0.13
421	0	1	1	0.15	0.13
422	0	1	1	0.15	0.13
423	1	0	0	0.067	0.014
424	0	1	1	0.15	0.13
425	0	1	1	0.15	0.13
426	1	3.5e-06	0	0.067	0.014
427	1	0	0	0.067	0.014
428	1	0	0	0.067	0.014
429	1	0	0	0.067	0.014
430	1	0	0	0.067	0.014
431	1	0	0	0.067	0.014
432	1	0	0	0.067	0.014
433	1	0	0	0.067	0.014
434	0	1	1	0.15	0.13
435	1	0	0	0.067	0.014
436	0	1	1	0.15	0.13
437	1	0	0	0.067	0.014
438	0	1	1	0.15	0.13
439	1	0	0	0.067	0.014
440	0.00037	1	1	0.15	0.13
441	1	0	0	0.067	0.014
442	1	0	0	0.067	0.014
443	0	1	1	0.15	0.13
444	0	1	1	0.15	0.13
445	0	1	1	0.15	0.13
446	1	0	0	0.067	0.014
447	0	1	1	0.15	0.13
448	0	1	1	0.15	0.13
449	0	1	1	0.15	0.13
450	1	0	0	0.067	0.014
451	0	1	1	0.15	0.13
452	1	0	0	0.067	0.014
453	1	0	0	0.067	0.014
454	1	0	0	0.067	0.014
455	1	0	0	0.067	0.014
456	1	2.3e-05	0	0.067	0.014
457	1	0	0	0.067	0.014
458	0.98	0.016	0	0.067	0.014
459	1	0	0	0.067	0.014
460	0	1	1	0.15	0.13
461	0.83	0.17	0	0.067	0.014
462	1	0	0	0.067	0.014
463	1	0	0	0.067	0.014
464	1	0.0017	0	0.067	0.014
465	1	0	0	0.067	0.014
466	1	1.6e-05	0	0.067	0.014
467	0	1	1	0.15	0.13
468	1	0.0012	0	0.067	0.014
469	1	0	0	0.067	0.014
470	0	1	1	0.15	0.13
471	0.28	0.72	1	0.15	0.13
472	0	1	1	0.15	0.13
473	0.15	0.85	1	0.15	0.13
474	1	0	0	0.067	0.014
475	0	1	1	0.15	0.13
476	0	1	1	0.15	0.13
477	0	1	1	0.15	0.13
478	0.84	0.16	0	0.067	0.014
479	1	0	0	0.067	0.014
