SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster	dcf0	dcf1
0	0	0	0	0	0.37	0	0	0.62	0	0	0	0.006	0	7	0.083	0.014
1	0.27	0	0	0	0.11	0.26	0	0.16	0.19	3.7e-06	2.1e-06	0.01	8.3e-05	0	0.067	0
2	0	0	0	0.81	6.2e-06	0	0.0059	0	0	0.02	3.7e-05	0.045	0.12	3	0	0.072
3	0	0	0.56	0	0	0	0	0	0	0	0	0	0.44	2	0.31	0.21
4	0	0	0	0	0.7	0	0	0.3	0	0	0	0	0	4	0.067	0.014
5	0	0	0	0	0.74	0	0	0.26	0	0	0	0	0	4	0.067	0.014
6	0.56	0	0	0	0.00031	0.092	0	0.00043	0.35	0	0	0	0	0	0.067	0
7	0.54	0	0	0	0.077	0.12	0	0.064	0.2	0	0	2.4e-05	0	0	0.067	0
8	0	0	0	0	0.56	0	0	0.44	0	0	0	3.2e-05	0	4	0.067	0.014
9	0	0	0	0	0.34	0	0	0.66	0	0	0	0.00074	0	7	0.083	0.014
10	0	0	0	0	0	0	0	0	0	0	8.2e-06	0	1	12	0.15	0.13
11	0	0	0	0	0.74	0	0	0.26	0	0	0	0	0	4	0.067	0.014
12	0.54	0	0	0	0.038	0.15	0	0.037	0.24	0	0	5.3e-06	0	0	0.067	0
13	0.26	0	0	0	0.0069	0.38	0	0.019	0.33	0	0	2.1e-06	0	5	0.1	0
14	0	0.0009	0.81	0	0	0	0	0	0	0	0	0	0.19	2	0.31	0.21
15	0	0	0	0	0.52	0	0	0.48	0	0	0	1e-05	0	4	0.067	0.014
16	0	0	0	0	0.78	0	0	0.22	0	0	0	0	0	4	0.067	0.014
17	0	0	0	0	0.038	0	0	0.93	0	0	0	0.031	0	7	0.083	0.014
18	0	0	0	0	0.76	0	0	0.24	0	0	0	0	0	4	0.067	0.014
19	0	0	0	0	2.5e-06	0	0.29	0	0	0.71	0.0018	0	0	9	0.017	0.058
20	0	0.064	0.047	0	0	0	0	0	0	0	0	0	0.89	12	0.15	0.13
21	0	0	0	0	0.67	0	0	0.33	0	0	0	0	0	4	0.067	0.014
22	0	0	0	0	0.6	0	0	0.4	0	0	0	0	0	4	0.067	0.014
23	0	0.3	0.33	0	0	0	0	0	0	0	0	0	0.38	12	0.15	0.13
24	0.26	0	0	0	0.067	0.29	0	0.13	0.24	0	0	0.00018	0	5	0.1	0
25	0	0	0	0	0	0	0.97	0	0	0.0024	0.03	0	0	6	0.017	0.13
26	0.87	0	0	0	0.0007	0.0068	0	0.00021	0.12	0	0	0	0	0	0.067	0
27	0	0	0	0.99	0	0	9.9e-06	0	0	0.0011	0	0.0053	0.0046	3	0	0.072
28	0	0	0	0	0.29	0	0	0.71	0	0	0	0	0	7	0.083	0.014
29	0	0	0	0	0.59	0	0	0.41	0	0	0	0	0	4	0.067	0.014
30	0	0	0	0	0.26	0	0	0.68	0	0	0	0.056	0.00011	7	0.083	0.014
31	0	0	0	0	0	0	1	0	0	0	0.00044	0	0	6	0.017	0.13
32	0	0.037	0.3	0	0	0	0	0	0	0	0	0	0.67	12	0.15	0.13
33	0.72	0	0	0	0.019	0.052	0	0.012	0.2	0	0	0	0	0	0.067	0
34	0.46	0	0	0	0.18	0.078	0	0.13	0.15	0	0	2.4e-05	0	0	0.067	0
35	0.11	0	0	0	0.006	0.56	0	0.037	0.3	0	0	6e-06	0	5	0.1	0
36	0	4.6e-05	0.026	0	0	0	0	0	0	0	0	0	0.97	12	0.15	0.13
37	0	0	0	0	0.022	0	0	0.97	0	0	0	0.012	0	7	0.083	0.014
38	0	0	0	0	0.71	0	0	0.29	0	0	0	0	0	4	0.067	0.014
39	0	0	0	0	0.33	0	0	0.66	0	0	0	0.0026	0	7	0.083	0.014
40	0	0.00071	0.83	0	0	0	0	0	0	0	0	0	0.17	2	0.31	0.21
41	0.49	0	0	0	0.077	0.15	0	0.073	0.21	0	0	5.3e-05	0	0	0.067	0
42	0	0.056	0.31	0	0	0	0	0	0	0	0	0	0.63	12	0.15	0.13
43	0	0	0	0	0.76	0	0	0.24	0	0	0	0	0	4	0.067	0.014
44	0	0	0	0	0.85	0	0	0.15	0	0	0	0	0	4	0.067	0.014
45	0	0	0	0	0.49	0	0	0.51	0	0	0	0.00013	0	7	0.083	0.014
