SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1
0	0.48	0	0.48	0.033	0	0	0	0	0	0.067	0.014
1	0.099	8.8e-05	0.099	0.058	0.74	0	0	0	4	0.083	0
2	6.4e-06	0.14	6.4e-06	0.0044	0	0.85	0	0.0089	5	0	0.072
3	0	0.026	0	0	0	0	0.97	0	6	0.23	0.21
4	0.5	0	0.5	0	0	0	0	0	0	0.067	0.014
5	0.5	0	0.5	0	0	0	0	0	0	0.067	0.014
6	0.00021	0	0.00021	0	1	0	0	0	4	0.083	0
7	0.077	0	0.077	0.0004	0.84	0	0	0	4	0.083	0
8	0.5	0	0.5	0.00057	0	0	0	0	0	0.067	0.014
9	0.49	0	0.49	0.012	0	0	0	0	0	0.067	0.014
10	0	1	0	0	0	0	0	0	1	0.15	0.13
11	0.5	0	0.5	0	0	0	0	0	0	0.067	0.014
12	0.035	0	0.035	0.00017	0.93	0	0	0	4	0.083	0
13	0.0049	0	0.0049	0.00014	0.99	0	0	0	4	0.083	0
14	0	0.099	0	0	0	0	0.9	0	6	0.23	0.21
15	0.5	0	0.5	0.00036	0	0	0	0	0	0.067	0.014
16	0.5	0	0.5	0	0	0	0	0	0	0.067	0.014
17	0.064	0	0.064	0.87	0	0	0	0	3	0.15	0.014
18	0.5	0	0.5	0	0	0	0	0	0	0.067	0.014
19	5.9e-06	0	5.9e-06	0	0	0	0	1	7	0.017	0.13
20	0	0.68	0	0	0	0	0.32	0	1	0.15	0.13
21	0.5	0	0.5	1.3e-05	0	0	0	0	0	0.067	0.014
22	0.5	0	0.5	0	0	0	0	0	0	0.067	0.014
23	0	0.02	0	0	0	0	0.98	0	6	0.23	0.21
24	0.057	0	0.057	0.0029	0.88	0	0	0	4	0.083	0
25	0	0	0	0	0	0	0	1	7	0.017	0.13
26	0.0014	0	0.0014	0	1	0	0	0	4	0.083	0
27	0	0.0052	0	4.5e-06	0	0.99	0	1.4e-05	5	0	0.072
28	0.5	0	0.5	1.6e-05	0	0	0	0	0	0.067	0.014
29	0.5	0	0.5	3.3e-06	0	0	0	0	0	0.067	0.014
30	0.33	0.00017	0.33	0.33	0	0	0	0	0	0.067	0.014
31	0	0	0	0	0	0	0	1	7	0.017	0.13
32	0	0.69	0	0	0	0	0.31	0	1	0.15	0.13
